province,asset,gem_id,capacity_mw,status,start_year,retired_year
Xinjiang,coal,G100000115918,660.0,shelved,2025.0,
Xinjiang,coal,G100000115919,660.0,shelved,2025.0,
Xinjiang,coal,G100000100098,350.0,operating,2016.0,
Xinjiang,coal,G100000100099,350.0,operating,2017.0,
Xinjiang,coal,G100000100108,200.0,operating,2011.0,
Xinjiang,coal,G100000100109,200.0,operating,2011.0,
Xinjiang,coal,G100001071574,660.0,announced,,
Xinjiang,coal,G100001071575,660.0,announced,,
Xinjiang,coal,G100001089986,660.0,announced,,
Xinjiang,coal,G100001089990,660.0,announced,,
Heilongjiang,coal,G100000113040,50.0,operating,2014.0,
Heilongjiang,coal,G100000113041,50.0,operating,2014.0,
Anhui,coal,G100000100236,660.0,operating,2018.0,
Anhui,coal,G100000100237,660.0,operating,2018.0,
Anhui,coal,G100000100238,630.0,operating,2008.0,
Anhui,coal,G100000100239,630.0,operating,2009.0,
Anhui,coal,G100000115310,660.0,operating,2025.0,
Anhui,coal,G100000115311,660.0,operating,2025.0,
Anhui,coal,G100000113322,660.0,operating,2022.0,
Anhui,coal,G100000113323,660.0,operating,2023.0,
Anhui,coal,G100000114000,350.0,cancelled,,
Anhui,coal,G100000114001,350.0,cancelled,,
Anhui,coal,G100000101996,120.0,retired,1972.0,2007.0
Anhui,coal,G100000102072,1000.0,shelved,,
Anhui,coal,G100000102073,1000.0,shelved,,
Anhui,coal,G100000101997,120.0,retired,1972.0,2007.0
Anhui,coal,G100000101998,137.5,retired,1977.0,2007.0
Anhui,coal,G100000101999,137.5,retired,1977.0,2007.0
Anhui,coal,G100000102000,320.0,operating,1996.0,
Anhui,coal,G100000102001,320.0,operating,2005.0,
Anhui,coal,G100000115509,30.0,operating,2024.0,
Anhui,coal,G100000115510,30.0,operating,2024.0,
Anhui,coal,G100000113355,300.0,cancelled,,
Anhui,coal,G100000113356,300.0,cancelled,,
Anhui,coal,G100000113357,300.0,cancelled,,
Anhui,coal,G100000100240,300.0,operating,2012.0,
Anhui,coal,G100000100241,300.0,operating,2012.0,
Anhui,coal,G100000113391,600.0,cancelled,,
Anhui,coal,G100000113392,600.0,cancelled,,
Anhui,coal,G100000114217,30.0,retired,1989.0,2025.0
Anhui,coal,G100000100243,660.0,permitted,,
Anhui,coal,G100000100244,660.0,permitted,,
Anhui,coal,G100000100245,660.0,operating,2008.0,
Anhui,coal,G100000100242,660.0,operating,2015.0,
Guizhou,coal,G100000100251,350.0,pre-permit,,
Guizhou,coal,G100000100252,350.0,pre-permit,,
Hubei,coal,G100000103247,660.0,cancelled,,
Hubei,coal,G100000103248,660.0,cancelled,,
Anhui,coal,G100000115312,1000.0,construction,,
Anhui,coal,G100000115313,1000.0,construction,,
Anhui,coal,G100000100234,1000.0,operating,2015.0,
Anhui,coal,G100000100235,1000.0,operating,2015.0,
Anhui,coal,G100000109122,320.0,operating,2005.0,
Anhui,coal,G100000109123,320.0,operating,2005.0,
Liaoning,coal,G100000114012,350.0,cancelled,,
Liaoning,coal,G100000114013,350.0,cancelled,,
Liaoning,coal,G100000100264,300.0,cancelled,,
Liaoning,coal,G100000100265,300.0,cancelled,,
Liaoning,coal,G100000100266,300.0,cancelled,,
Liaoning,coal,G100000100267,300.0,cancelled,,
Liaoning,coal,G100000100268,300.0,cancelled,,
Liaoning,coal,G100000100269,300.0,cancelled,,
Liaoning,coal,G100000100270,300.0,cancelled,,
Liaoning,coal,G100000100271,300.0,cancelled,,
Liaoning,coal,G100000112155,110.0,retired,1973.0,2020.0
Liaoning,coal,G100000112156,110.0,retired,1973.0,2020.0
Liaoning,coal,G100000112157,125.0,operating,1973.0,
Guizhou,coal,G100000103995,660.0,cancelled,,
Guizhou,coal,G100000103996,660.0,cancelled,,
Guizhou,coal,G100000100272,350.0,cancelled,,
Guizhou,coal,G100000100273,350.0,cancelled,,
Guizhou,coal,G100000103253,660.0,cancelled,,
Guizhou,coal,G100000103254,660.0,cancelled,,
Guizhou,coal,G100000103251,300.0,operating,2003.0,
Guizhou,coal,G100000103252,300.0,operating,2003.0,
Guizhou,coal,G100000103249,300.0,operating,1998.0,
Guizhou,coal,G100000103250,300.0,operating,1998.0,
Shanxi,coal,G100000100274,350.0,operating,2025.0,
Shanxi,coal,G100000100275,350.0,operating,2025.0,
Chongqing,coal,G100000100286,660.0,operating,2016.0,
Chongqing,coal,G100000100287,660.0,operating,2017.0,
Chongqing,coal,G100000100284,150.0,retired,2006.0,2020.0
Chongqing,coal,G100000100285,150.0,retired,2006.0,2020.0
Henan,coal,G100000102004,300.0,operating,2008.0,
Henan,coal,G100000102003,320.0,operating,1998.0,
Henan,coal,G100000102005,300.0,operating,2008.0,
Henan,coal,G100000113473,50.0,retired,1977.0,2005.0
Henan,coal,G100000113474,50.0,retired,1977.0,2009.0
Henan,coal,G100000113475,100.0,retired,1977.0,2007.0
Henan,coal,G100000113476,100.0,retired,1978.0,2007.0
Henan,coal,G100000102002,320.0,operating,1997.0,
Jiangxi,coal,G100001090369,1000.0,announced,,
Jiangxi,coal,G100001090370,1000.0,announced,,
Jiangxi,coal,G100000104251,125.0,retired,1992.0,2012.0
Jiangxi,coal,G100000104252,135.0,retired,1993.0,2012.0
Jiangxi,coal,G100000104253,660.0,operating,2015.0,
Jiangxi,coal,G100000104254,660.0,operating,2015.0,
Shaanxi,coal,G100000113547,50.0,operating,2012.0,
Shaanxi,coal,G100000113548,50.0,operating,2012.0,
Jiangsu,coal,G100000103079,50.0,retired,1998.0,2023.0
Jiangsu,coal,G100000103080,50.0,retired,1999.0,2023.0
Jiangsu,coal,G100000112835,100.0,retired,2009.0,2023.0
Jiangsu,coal,G100000100300,50.0,operating,1998.0,
Jiangsu,coal,G100000100299,80.0,operating,1998.0,
Jiangsu,coal,G100000100298,80.0,operating,1999.0,
Jiangsu,coal,G100000112758,80.0,operating,2005.0,
Xinjiang,coal,G100000111161,350.0,operating,2014.0,
Xinjiang,coal,G100000111162,350.0,operating,2014.0,
Xinjiang,coal,G100000113080,50.0,operating,2008.0,
Xinjiang,coal,G100000100305,50.0,operating,2008.0,
Xinjiang,coal,G100000100345,2000.0,cancelled,,
Shandong,coal,G100000115274,35.0,retired,2001.0,2023.0
Shandong,coal,G100001018162,92.4,retired,2010.0,2023.0
Shandong,coal,G100000115276,82.0,operating,2010.0,
Shandong,coal,G100000115275,92.4,retired,2010.0,2023.0
Xinjiang,coal,G100000100424,350.0,cancelled,,
Xinjiang,coal,G100000100425,350.0,cancelled,,
Jilin,coal,G100001090998,1000.0,announced,,
Jilin,coal,G100001090999,1000.0,announced,,
Guangxi,coal,G100000113759,150.0,cancelled,,
Guangxi,coal,G100000113760,150.0,cancelled,,
Guangxi,coal,G100000100436,350.0,operating,2015.0,
Guangxi,coal,G100000100437,350.0,operating,2015.0,
Guangxi,coal,G100000113105,135.0,operating,2004.0,
Guangxi,coal,G100000113106,135.0,operating,2005.0,
Guangxi,coal,G100000100434,150.0,operating,2007.0,
Guangxi,coal,G100000100435,150.0,operating,2007.0,
Jilin,coal,G100000104255,330.0,retired,2011.0,2020.0
Jilin,coal,G100000104256,330.0,retired,2011.0,2020.0
Chongqing,coal,G100000113740,50.0,operating,2012.0,
Chongqing,coal,G100000113741,50.0,operating,2012.0,
Chongqing,coal,G100000114922,60.0,operating,2024.0,
Chongqing,coal,G100000114923,60.0,operating,2024.0,
Chongqing,coal,G100001022327,350.0,announced,,
Chongqing,coal,G100000115320,50.0,operating,2006.0,
Chongqing,coal,G100000115321,50.0,operating,2006.0,
Shandong,coal,G100000100438,50.0,retired,1969.0,2007.0
Shandong,coal,G100000100439,50.0,retired,1970.0,2007.0
Shandong,coal,G100000100440,50.0,retired,1971.0,2007.0
Shandong,coal,G100000100441,145.0,retired,2003.0,2023.0
Shandong,coal,G100000100442,145.0,retired,2003.0,2023.0
Shandong,coal,G100000100443,300.0,operating,2009.0,
Shandong,coal,G100000100444,300.0,operating,2009.0,
Gansu,coal,G100000100445,125.0,cancelled,,
Gansu,coal,G100000100446,125.0,cancelled,,
Neimenggu,coal,G100000101726,350.0,operating,2022.0,
Neimenggu,coal,G100000101727,350.0,operating,2022.0,
Gansu,coal,G100001055104,59.0,announced,,
Gansu,coal,G100001055105,59.0,announced,,
Shaanxi,coal,G100001054732,660.0,announced,,
Shaanxi,coal,G100001054733,660.0,announced,,
Shanxi,coal,G100000109099,135.0,operating,2006.0,
Shanxi,coal,G100000109100,135.0,operating,2006.0,
Hebei,coal,G100000112936,350.0,operating,2023.0,
Hebei,coal,G100000112937,350.0,operating,2024.0,
Hebei,coal,G100000100551,50.0,retired,1969.0,2008.0
Hebei,coal,G100000100552,55.0,retired,1972.0,2008.0
Hebei,coal,G100000100553,50.0,retired,1981.0,2008.0
Hebei,coal,G100000113785,55.0,retired,1988.0,2008.0
Hebei,coal,G100000102008,125.0,retired,2003.0,2018.0
Hebei,coal,G100000102009,125.0,retired,2004.0,2018.0
Hebei,coal,G100000102006,200.0,operating,2008.0,
Hebei,coal,G100000102007,200.0,operating,2008.0,
Hebei,coal,G100000115827,660.0,construction,2025.0,
Hebei,coal,G100000100549,350.0,operating,2017.0,
Hebei,coal,G100000100550,350.0,operating,2018.0,
Ningxia,coal,G100000112902,350.0,cancelled,,
Ningxia,coal,G100000112903,350.0,cancelled,,
Shanghai,coal,G100001000504,650.0,construction,2027.0,
Shanghai,coal,G100001000505,650.0,construction,2027.0,
Shanghai,coal,G100000100556,350.0,operating,1980.0,
Shanghai,coal,G100000100557,350.0,operating,1980.0,
Shanghai,coal,G100000100558,350.0,operating,1998.0,
Xinjiang,coal,G100000100561,350.0,pre-permit,,
Xinjiang,coal,G100000100562,350.0,pre-permit,,
Neimenggu,coal,G100000113247,300.0,operating,2007.0,
Neimenggu,coal,G100000113784,300.0,operating,2008.0,
Neimenggu,coal,G100000104257,600.0,cancelled,,
Neimenggu,coal,G100000104258,600.0,cancelled,,
Neimenggu,coal,G100000104260,50.0,retired,1961.0,2006.0
Neimenggu,coal,G100000104261,100.0,retired,1961.0,2009.0
Neimenggu,coal,G100000104262,100.0,retired,1983.0,2008.0
Neimenggu,coal,G100000104263,100.0,retired,1990.0,2018.0
Neimenggu,coal,G100000104264,125.0,operating,2005.0,
Neimenggu,coal,G100000104265,125.0,operating,2005.0,
Neimenggu,coal,G100000104279,1200.0,cancelled,,
Neimenggu,coal,G100000104267,200.0,operating,2004.0,
Neimenggu,coal,G100000104268,300.0,operating,2006.0,
Neimenggu,coal,G100000104269,300.0,operating,2007.0,
Neimenggu,coal,G100000104270,50.0,retired,1966.0,2007.0
Neimenggu,coal,G100000112080,50.0,retired,1970.0,2007.0
Neimenggu,coal,G100000104271,50.0,retired,1973.0,2007.0
Neimenggu,coal,G100000104273,100.0,retired,1990.0,2010.0
Neimenggu,coal,G100000104274,100.0,retired,1990.0,2010.0
Neimenggu,coal,G100000104266,200.0,operating,2004.0,
Neimenggu,coal,G100000104275,300.0,operating,2007.0,
Neimenggu,coal,G100000104276,300.0,operating,2007.0,
Neimenggu,coal,G100000112057,330.0,operating,2014.0,
Neimenggu,coal,G100000112058,330.0,operating,2014.0,
Neimenggu,coal,G100000112059,350.0,operating,2017.0,
Neimenggu,coal,G100000112060,350.0,operating,2017.0,
Neimenggu,coal,G100000112061,350.0,operating,2017.0,
Neimenggu,coal,G100000103997,660.0,cancelled,,
Neimenggu,coal,G100000103998,660.0,cancelled,,
Neimenggu,coal,G100000112062,320.0,operating,2005.0,
Neimenggu,coal,G100000112063,320.0,operating,2005.0,
Neimenggu,coal,G100000112064,155.0,operating,2003.0,
Neimenggu,coal,G100000112065,155.0,operating,2003.0,
Neimenggu,coal,G100000112066,155.0,operating,2003.0,
Neimenggu,coal,G100000112067,155.0,operating,2003.0,
Neimenggu,coal,G100000112068,350.0,operating,2003.0,
Neimenggu,coal,G100000112069,350.0,operating,2003.0,
Neimenggu,coal,G100000112070,660.0,cancelled,,
Neimenggu,coal,G100000112071,660.0,cancelled,,
Neimenggu,coal,G100000100567,600.0,operating,2006.0,
Neimenggu,coal,G100000100568,600.0,operating,2006.0,
Neimenggu,coal,G100000100569,100.0,operating,2009.0,
Neimenggu,coal,G100000100570,100.0,operating,2009.0,
Neimenggu,coal,G100000100571,100.0,operating,2009.0,
Neimenggu,coal,G100000100572,100.0,operating,2009.0,
Neimenggu,coal,G100000100573,100.0,operating,2009.0,
Neimenggu,coal,G100000100574,100.0,operating,2009.0,
Neimenggu,coal,G100000100575,50.0,operating,1996.0,
Neimenggu,coal,G100000100576,50.0,operating,1996.0,
Neimenggu,coal,G100000115224,50.0,operating,2009.0,
Neimenggu,coal,G100000115225,50.0,operating,2009.0,
Neimenggu,coal,G100001055723,350.0,announced,,
Neimenggu,coal,G100001055725,350.0,announced,,
Neimenggu,coal,G100000100577,100.0,operating,2001.0,
Neimenggu,coal,G100000100578,100.0,operating,2001.0,
Neimenggu,coal,G100000113709,50.0,cancelled,,
Neimenggu,coal,G100000113710,50.0,cancelled,,
Shaanxi,coal,G100000100581,300.0,operating,2008.0,
Shaanxi,coal,G100000100582,300.0,operating,2008.0,
Shaanxi,coal,G100000100579,125.0,operating,2003.0,
Shaanxi,coal,G100000100580,125.0,operating,2003.0,
Xinjiang,coal,G100001054373,30.0,pre-permit,,
Xinjiang,coal,G100001054374,30.0,pre-permit,,
Neimenggu,coal,G100000100670,330.0,operating,2016.0,
Neimenggu,coal,G100000100671,330.0,operating,2017.0,
Neimenggu,coal,G100000100674,660.0,construction,2026.0,
Neimenggu,coal,G100000100675,660.0,construction,2027.0,
Neimenggu,coal,G100000100672,600.0,operating,2010.0,
Neimenggu,coal,G100000100673,600.0,operating,2010.0,
Neimenggu,coal,G100000102014,1200.0,cancelled,,
Shandong,coal,G100000100676,350.0,operating,2018.0,
Shandong,coal,G100000100677,350.0,pre-permit,,
Heilongjiang,coal,G100001006632,350.0,permitted,,
Heilongjiang,coal,G100001006633,350.0,permitted,,
Heilongjiang,coal,G100000100693,50.0,operating,1997.0,
Heilongjiang,coal,G100000100694,50.0,operating,1997.0,
Guangxi,coal,G100000111992,660.0,operating,2024.0,
Guangxi,coal,G100000111993,660.0,operating,2024.0,
Guangxi,coal,G100000100697,320.0,operating,2004.0,
Guangxi,coal,G100000100698,320.0,operating,2005.0,
Guangxi,coal,G100000100699,70.0,operating,2018.0,
Guangxi,coal,G100000113928,70.0,operating,2018.0,
Shandong,coal,G100000110802,330.0,operating,2015.0,
Shandong,coal,G100000110803,330.0,operating,2015.0,
Shandong,coal,G100000110804,330.0,operating,2015.0,
Shandong,coal,G100000110805,330.0,operating,2015.0,
Shandong,coal,G100000110798,60.0,operating,2012.0,
Shandong,coal,G100000110799,60.0,operating,2012.0,
Shandong,coal,G100000110800,60.0,operating,2012.0,
Shandong,coal,G100000110801,60.0,operating,2012.0,
Guangxi,coal,G100000115458,1000.0,operating,2025.0,
Guangxi,coal,G100000115459,1000.0,operating,2025.0,
Guangxi,coal,G100000103166,1000.0,operating,2022.0,
Guangxi,coal,G100000103167,1000.0,operating,2022.0,
Neimenggu,coal,G100000100700,660.0,operating,2018.0,
Neimenggu,coal,G100000100701,660.0,operating,2019.0,
Beijing,coal,G100000100702,50.0,retired,1991.0,2015.0
Beijing,coal,G100000100703,100.0,retired,1995.0,2015.0
Beijing,coal,G100000100704,200.0,retired,1999.0,2015.0
Beijing,coal,G100000100705,200.0,retired,1999.0,2015.0
Zhejiang,coal,G100000100711,1050.0,operating,2008.0,
Zhejiang,coal,G100000100712,1050.0,operating,2009.0,
Zhejiang,coal,G100000100708,600.0,operating,2000.0,
Zhejiang,coal,G100000100709,600.0,operating,2000.0,
Zhejiang,coal,G100000100710,600.0,operating,2000.0,
Zhejiang,coal,G100000100706,600.0,operating,1991.0,
Zhejiang,coal,G100000100707,600.0,operating,1994.0,
Zhejiang,coal,G100000115437,1000.0,operating,2025.0,
Zhejiang,coal,G100000115438,1000.0,operating,2025.0,
Xinjiang,coal,G100000100716,150.0,cancelled,,
Xinjiang,coal,G100000100717,150.0,cancelled,,
Xinjiang,coal,G100000100714,150.0,cancelled,,
Xinjiang,coal,G100000100715,150.0,cancelled,,
Xinjiang,coal,G100000103271,350.0,cancelled,,
Xinjiang,coal,G100000103272,350.0,cancelled,,
Xinjiang,coal,G100000103269,135.0,operating,2016.0,
Xinjiang,coal,G100000103270,135.0,operating,2016.0,
Xinjiang,coal,G100001033542,160.0,pre-permit,,
Xinjiang,coal,G100001033543,160.0,pre-permit,,
Shanxi,coal,G100000114232,1000.0,shelved,,
Shanxi,coal,G100000114233,1000.0,shelved,,
Shanxi,coal,G100000115960,1000.0,shelved,,
Shanxi,coal,G100000115961,1000.0,shelved,,
Anhui,coal,G100000113113,60.0,operating,2006.0,
Liaoning,coal,G100000100758,350.0,operating,2018.0,
Liaoning,coal,G100000100759,350.0,operating,2018.0,
Liaoning,coal,G100000113533,50.0,operating,2017.0,
Liaoning,coal,G100000113056,50.0,operating,2017.0,
Liaoning,coal,G100000113057,50.0,operating,2017.0,
Liaoning,coal,G100000113532,50.0,operating,2017.0,
Guizhou,coal,G100000100865,350.0,cancelled,,
Guizhou,coal,G100000100866,350.0,cancelled,,
Guizhou,coal,G100000100863,150.0,operating,2009.0,
Guizhou,coal,G100000100864,150.0,operating,2009.0,
Guizhou,coal,G100000101791,660.0,announced,,
Guizhou,coal,G100000101792,660.0,announced,,
Guizhou,coal,G100001051381,660.0,permitted,,
Guizhou,coal,G100001051382,660.0,permitted,,
Shaanxi,coal,G100000102017,1000.0,cancelled,,
Shaanxi,coal,G100000102018,1000.0,cancelled,,
Shaanxi,coal,G100000102015,630.0,operating,2009.0,
Shaanxi,coal,G100000102016,630.0,operating,2009.0,
Shandong,coal,G100001055288,50.0,operating,2012.0,
Shandong,coal,G100001055289,50.0,operating,2013.0,
Shandong,coal,G100001055290,50.0,operating,2013.0,
Shandong,coal,G100001055291,50.0,operating,2013.0,
Shandong,coal,G100000115874,1000.0,permitted,,
Shandong,coal,G100000115875,1000.0,permitted,,
Shandong,coal,G100000100893,1000.0,operating,2024.0,
Shandong,coal,G100000100894,1000.0,operating,2024.0,
Shandong,coal,G100000100895,60.0,retired,2010.0,2020.0
Shandong,coal,G100000100896,60.0,retired,2010.0,2020.0
Shandong,coal,G100000100897,60.0,retired,2010.0,2020.0
Shandong,coal,G100000100898,60.0,retired,2010.0,2020.0
Shandong,coal,G100000100899,135.0,retired,2013.0,2020.0
Shandong,coal,G100000100900,135.0,retired,2012.0,2020.0
Shandong,coal,G100000100901,135.0,retired,2012.0,2020.0
Shandong,coal,G100000100902,135.0,retired,2012.0,2020.0
Shandong,coal,G100001055316,50.0,operating,2015.0,
Shandong,coal,G100001055317,50.0,operating,2015.0,
Shandong,coal,G100001055318,50.0,operating,2015.0,
Shandong,coal,G100001055320,50.0,operating,2015.0,
Shandong,coal,G100001022365,50.0,construction,,
Shandong,coal,G100000100915,45.0,retired,,2012.0
Shandong,coal,G100000100916,45.0,retired,,2012.0
Xinjiang,coal,G100000101001,150.0,operating,2017.0,
Xinjiang,coal,G100000101002,150.0,operating,2016.0,
Xinjiang,coal,G100000112431,350.0,cancelled,,
Xinjiang,coal,G100000112432,350.0,cancelled,,
Neimenggu,coal,G100000101106,1000.0,shelved,,
Neimenggu,coal,G100000101107,1000.0,shelved,,
Neimenggu,coal,G100000101104,660.0,operating,2013.0,
Neimenggu,coal,G100000101105,660.0,operating,2013.0,
Neimenggu,coal,G100000114283,660.0,cancelled,,
Neimenggu,coal,G100000114284,660.0,cancelled,,
Hebei,coal,G100001091002,350.0,announced,,
Hebei,coal,G100000101190,350.0,operating,2015.0,
Hebei,coal,G100000101191,350.0,operating,2015.0,
Hebei,coal,G100000101192,330.0,operating,2007.0,
Hebei,coal,G100000101193,330.0,operating,2007.0,
Hebei,coal,G100000112857,350.0,operating,2020.0,
Hebei,coal,G100000112858,350.0,operating,2020.0,
Hebei,coal,G100000101201,300.0,operating,2009.0,
Hebei,coal,G100000101202,300.0,operating,2009.0,
Guangxi,coal,G100000115885,660.0,permitted,2025.0,
Guangxi,coal,G100000115886,660.0,permitted,2025.0,
Guangxi,coal,G100000115091,660.0,operating,2025.0,
Guangxi,coal,G100000115092,660.0,operating,2025.0,
Shandong,coal,G100000112887,40.0,retired,2007.0,2021.0
Shandong,coal,G100000112895,58.0,operating,2015.0,
Shandong,coal,G100000112896,58.0,operating,2015.0,
Jilin,coal,G100000101314,220.0,operating,1991.0,
Jilin,coal,G100000101315,220.0,operating,1992.0,
Jilin,coal,G100000101316,220.0,operating,2005.0,
Jilin,coal,G100000101317,220.0,operating,2005.0,
Jilin,coal,G100000101318,220.0,operating,2007.0,
Jilin,coal,G100000101319,220.0,operating,2007.0,
Jilin,coal,G100001004558,660.0,construction,2027.0,
Jilin,coal,G100001004559,660.0,construction,2027.0,
Jilin,coal,G100000101320,300.0,operating,2009.0,
Jilin,coal,G100000101321,300.0,operating,2009.0,
Jilin,coal,G100000101322,80.0,operating,2018.0,
Jilin,coal,G100000101323,80.0,operating,2018.0,
Jilin,coal,G100000115042,50.0,shelved,2023.0,
Jilin,coal,G100000115043,50.0,shelved,2023.0,
Jilin,coal,G100000101312,350.0,operating,2018.0,
Jilin,coal,G100000101313,350.0,operating,2018.0,
Hunan,coal,G100000104007,660.0,operating,2015.0,
Hunan,coal,G100000104008,660.0,operating,2015.0,
Xinjiang,coal,G100000101329,135.0,operating,2010.0,
Xinjiang,coal,G100000101330,135.0,operating,2011.0,
Shandong,coal,G100000114940,30.0,operating,2009.0,
Shandong,coal,G100000114941,30.0,operating,2010.0,
Shandong,coal,G100000114029,30.0,operating,2019.0,
Shandong,coal,G100000114030,30.0,operating,2019.0,
Jilin,coal,G100000102021,660.0,operating,2014.0,
Jilin,coal,G100000102022,660.0,permitted,,
Jilin,coal,G100000102023,100.0,retired,1987.0,2007.0
Jilin,coal,G100000102024,100.0,retired,1987.0,2007.0
Jilin,coal,G100000102025,200.0,retired,1987.0,2009.0
Jilin,coal,G100000102026,200.0,retired,1987.0,2016.0
Hunan,coal,G100000104013,600.0,operating,2007.0,
Hunan,coal,G100000104014,600.0,operating,2007.0,
Chongqing,coal,G100000113738,30.0,operating,2013.0,
Chongqing,coal,G100000113739,30.0,operating,2013.0,
Chongqing,coal,G100000113736,125.0,cancelled,,
Chongqing,coal,G100000113737,125.0,cancelled,,
Jiangsu,coal,G100000101331,330.0,operating,1993.0,
Jiangsu,coal,G100000101332,330.0,operating,1993.0,
Jiangsu,coal,G100000101333,330.0,operating,1994.0,
Jiangsu,coal,G100000101334,330.0,operating,1994.0,
Jiangsu,coal,G100000101335,1000.0,operating,2012.0,
Jiangsu,coal,G100000101336,1000.0,operating,2013.0,
Jiangsu,coal,G100000115636,660.0,permitted,2027.0,
Jiangsu,coal,G100000115637,660.0,construction,2027.0,
Jiangsu,coal,G100000115638,660.0,construction,2028.0,
Jiangsu,coal,G100000101337,650.0,operating,2005.0,
Jiangsu,coal,G100000101338,650.0,operating,2005.0,
Jiangsu,coal,G100000101339,650.0,operating,2006.0,
Fujian,coal,G100000114751,45.0,operating,2024.0,
Fujian,coal,G100000114752,45.0,operating,2024.0,
Liaoning,coal,G100000114761,50.0,shelved,,
Liaoning,coal,G100001054794,50.0,cancelled,,
Liaoning,coal,G100001054795,50.0,cancelled,,
Liaoning,coal,G100001054785,50.0,operating,2019.0,
Liaoning,coal,G100001054786,50.0,operating,2019.0,
Liaoning,coal,G100001054787,50.0,operating,2019.0,
Liaoning,coal,G100001054788,50.0,operating,2019.0,
Liaoning,coal,G100001054789,50.0,operating,2019.0,
Liaoning,coal,G100001054790,50.0,operating,2019.0,
Liaoning,coal,G100001054791,50.0,operating,2019.0,
Liaoning,coal,G100001054792,50.0,operating,2019.0,
Liaoning,coal,G100000101342,60.0,operating,2012.0,
Liaoning,coal,G100000101343,60.0,operating,2012.0,
Liaoning,coal,G100001054797,100.0,shelved,,
Liaoning,coal,G100001054796,100.0,shelved,,
Liaoning,coal,G100001054798,100.0,shelved,,
Liaoning,coal,G100001054799,100.0,shelved,,
Liaoning,coal,G100000101340,350.0,cancelled,,
Liaoning,coal,G100000101341,350.0,cancelled,,
Zhejiang,coal,G100000101347,300.0,cancelled,,
Zhejiang,coal,G100000101348,300.0,cancelled,,
Shanxi,coal,G100000101349,330.0,operating,2012.0,
Shanxi,coal,G100000101350,330.0,operating,2012.0,
Shanxi,coal,G100000115389,1350.0,shelved,,
Shanxi,coal,G100000115388,1350.0,shelved,,
Shanxi,coal,G100000111602,1000.0,operating,2021.0,
Shanxi,coal,G100000111603,1000.0,operating,2021.0,
Shanxi,coal,G100000111596,100.0,retired,1985.0,2010.0
Shanxi,coal,G100000111597,100.0,retired,1986.0,2010.0
Shanxi,coal,G100000111598,210.0,operating,1989.0,
Shanxi,coal,G100000111599,210.0,retired,1990.0,2019.0
Shanxi,coal,G100000111600,210.0,operating,1990.0,
Shanxi,coal,G100000111601,210.0,retired,1991.0,2019.0
Shanxi,coal,G100000101351,135.0,operating,2006.0,
Shanxi,coal,G100000101352,135.0,operating,2006.0,
Shanxi,coal,G100000101354,350.0,pre-permit,2026.0,
Shanxi,coal,G100000101353,350.0,pre-permit,2026.0,
Jiangsu,coal,G100000101789,1000.0,operating,2025.0,
Jiangsu,coal,G100000101790,1000.0,operating,2025.0,
Jiangsu,coal,G100000101787,630.0,operating,2006.0,
Jiangsu,coal,G100000101788,630.0,operating,2006.0,
Jiangsu,coal,G100000103826,55.0,operating,2006.0,
Jiangsu,coal,G100000103827,60.0,operating,2007.0,
Jiangsu,coal,G100000112747,60.0,retired,2003.0,2019.0
Anhui,coal,G100000104308,660.0,cancelled,,
Anhui,coal,G100000104309,660.0,cancelled,,
Anhui,coal,G100000104306,600.0,operating,2008.0,
Anhui,coal,G100000104307,600.0,operating,2008.0,
Liaoning,coal,G100000101355,200.0,retired,1972.0,2010.0
Liaoning,coal,G100000101356,200.0,retired,1975.0,2010.0
Liaoning,coal,G100000101357,350.0,operating,2017.0,
Liaoning,coal,G100000101358,350.0,operating,2018.0,
Liaoning,coal,G100000101359,600.0,operating,2011.0,
Liaoning,coal,G100000101360,600.0,operating,2012.0,
Liaoning,coal,G100000101361,1000.0,cancelled,,
Liaoning,coal,G100000101362,1000.0,cancelled,,
Liaoning,coal,G100000101363,1000.0,cancelled,,
Liaoning,coal,G100000101364,1000.0,cancelled,,
Guangdong,coal,G100000115816,1000.0,construction,2026.0,
Guangdong,coal,G100000115817,1000.0,construction,2026.0,
Guangdong,coal,G100000101367,1000.0,operating,2009.0,
Guangdong,coal,G100000101368,1000.0,operating,2010.0,
Guangdong,coal,G100000101365,630.0,operating,2006.0,
Guangdong,coal,G100000101366,630.0,operating,2006.0,
Hebei,coal,G100000115341,30.0,operating,2020.0,
Hebei,coal,G100001020268,30.0,operating,2023.0,
Hebei,coal,G100000101388,350.0,operating,2017.0,
Hebei,coal,G100000101389,350.0,operating,2017.0,
Hebei,coal,G100000101390,350.0,cancelled,,
Hebei,coal,G100000101391,350.0,cancelled,,
Sichuan,coal,G100000101393,142.0,retired,2001.0,2011.0
Sichuan,coal,G100000101392,142.0,retired,2000.0,2011.0
Sichuan,coal,G100000113239,75.0,retired,1999.0,2011.0
Sichuan,coal,G100000101394,1000.0,cancelled,,
Sichuan,coal,G100000101395,1000.0,cancelled,,
Sichuan,coal,G100000101396,600.0,operating,2007.0,
Sichuan,coal,G100000101397,600.0,operating,2007.0,
Sichuan,coal,G100000114471,200.0,retired,1990.0,2007.0
Shanxi,coal,G100000112770,50.0,operating,2005.0,
Shanxi,coal,G100000112771,50.0,operating,2005.0,
Shanxi,coal,G100000112772,50.0,operating,2008.0,
Shandong,coal,G100000114444,155.0,operating,2019.0,
