province,year,gem_new_capacity_mw_coal,gem_new_capacity_mw_solar,gem_new_capacity_mw_wind,gem_new_project_count_coal,gem_new_project_count_solar,gem_new_project_count_wind,gem_retired_capacity_mw_coal,gem_retired_capacity_mw_solar,gem_retired_capacity_mw_wind,gem_retired_project_count_coal,gem_retired_project_count_solar,gem_retired_project_count_wind,gem_reconstructed_stock_mw_coal,gem_reconstructed_stock_mw_solar,gem_reconstructed_stock_mw_wind,gem_reconstructed_stock_count_coal,gem_reconstructed_stock_count_solar,gem_reconstructed_stock_count_wind,gem_new_capacity_mw_windsolar,gem_new_project_count_windsolar,gem_retired_capacity_mw_windsolar,gem_retired_project_count_windsolar,gem_reconstructed_stock_mw_windsolar,gem_reconstructed_stock_count_windsolar,gem_coal_new_mw,gem_wind_new_mw,gem_solar_new_mw,gem_ws_new_mw,gem_coal_retired_mw,gem_coal_stock_mw,gem_wind_stock_mw,gem_solar_stock_mw,gem_ws_stock_mw
Xizang,2022,0.0,340.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,71.5,0.0,73.0,2.0,340.0,8.0,0.0,0.0,1668.5,75.0,0.0,0.0,340.0,340.0,0.0,0.0,71.5,1597.0,1668.5
Xizang,2023,0.0,700.0,50.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297.0,121.5,0.0,84.0,3.0,750.0,12.0,0.0,0.0,2418.5,87.0,0.0,50.0,700.0,750.0,0.0,0.0,121.5,2297.0,2418.5
Yunnan,2000,600.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0
Yunnan,2001,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0,2400.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2400.0,0.0,0.0,0.0
Yunnan,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0
Yunnan,2003,900.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0
Yunnan,2004,435.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3735.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,3735.0,0.0,0.0,0.0
Yunnan,2005,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4035.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,4035.0,0.0,0.0,0.0
Yunnan,2006,2100.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6135.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,6135.0,0.0,0.0,0.0
Yunnan,2007,2100.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8235.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,8235.0,0.0,0.0,0.0
Yunnan,2008,1200.0,0.0,79.0,3.0,0.0,2.0,800.0,0.0,0.0,8.0,0.0,0.0,8635.0,0.0,79.0,26.0,0.0,2.0,79.0,2.0,0.0,0.0,79.0,2.0,1200.0,79.0,0.0,79.0,800.0,8635.0,79.0,0.0,79.0
Yunnan,2009,600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9235.0,0.0,79.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,79.0,2.0,600.0,0.0,0.0,0.0,0.0,9235.0,79.0,0.0,79.0
Yunnan,2010,600.0,0.0,115.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9835.0,0.0,194.0,28.0,0.0,5.0,115.0,3.0,0.0,0.0,194.0,5.0,600.0,115.0,0.0,115.0,0.0,9835.0,194.0,0.0,194.0
Yunnan,2011,600.0,0.0,560.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10435.0,0.0,754.0,29.0,0.0,17.0,560.0,12.0,0.0,0.0,754.0,17.0,600.0,560.0,0.0,560.0,0.0,10435.0,754.0,0.0,754.0
Yunnan,2012,2100.0,0.0,955.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,0.0,1709.0,33.0,0.0,37.0,955.0,20.0,0.0,0.0,1709.0,37.0,2100.0,955.0,0.0,955.0,0.0,12535.0,1709.0,0.0,1709.0
Yunnan,2013,0.0,120.0,683.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,120.0,2392.0,33.0,3.0,51.0,803.0,17.0,0.0,0.0,2512.0,54.0,0.0,683.0,120.0,803.0,0.0,12535.0,2392.0,120.0,2512.0
Yunnan,2014,0.0,262.0,824.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,382.0,3216.0,33.0,10.0,68.0,1086.0,24.0,0.0,0.0,3598.0,78.0,0.0,824.0,262.0,1086.0,0.0,12535.0,3216.0,382.0,3598.0
Yunnan,2015,0.0,795.0,1615.0,0.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,1177.0,4831.0,33.0,25.0,99.0,2410.0,46.0,0.0,0.0,6008.0,124.0,0.0,1615.0,795.0,2410.0,0.0,12535.0,4831.0,1177.0,6008.0
Yunnan,2016,0.0,769.0,2317.5,0.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,1946.0,7148.5,33.0,43.0,128.0,3086.5,47.0,0.0,0.0,9094.5,171.0,0.0,2317.5,769.0,3086.5,0.0,12535.0,7148.5,1946.0,9094.5
Yunnan,2017,0.0,421.1,970.5,0.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,2367.1,8119.0,33.0,57.0,146.0,1391.6,32.0,0.0,0.0,10486.1,203.0,0.0,970.5,421.1,1391.6,0.0,12535.0,8119.0,2367.1,10486.1
Yunnan,2018,0.0,170.0,134.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,2537.1,8253.0,33.0,62.0,149.0,304.0,8.0,0.0,0.0,10790.1,211.0,0.0,134.0,170.0,304.0,0.0,12535.0,8253.0,2537.1,10790.1
Yunnan,2019,0.0,111.9,86.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12535.0,2649.0,8339.0,33.0,66.0,151.0,197.9,6.0,0.0,0.0,10988.0,217.0,0.0,86.0,111.9,197.9,0.0,12535.0,8339.0,2649.0,10988.0
Yunnan,2020,0.0,30.0,245.0,0.0,1.0,5.0,1200.0,0.0,0.0,4.0,0.0,0.0,11335.0,2679.0,8584.0,29.0,67.0,156.0,275.0,6.0,0.0,0.0,11263.0,223.0,0.0,245.0,30.0,275.0,1200.0,11335.0,8584.0,2679.0,11263.0
Yunnan,2021,0.0,100.0,0.0,0.0,1.0,0.0,135.0,0.0,0.0,1.0,0.0,0.0,11200.0,2779.0,8584.0,28.0,68.0,156.0,100.0,1.0,0.0,0.0,11363.0,224.0,0.0,0.0,100.0,100.0,135.0,11200.0,8584.0,2779.0,11363.0
Yunnan,2022,0.0,1607.0,1615.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11200.0,4386.0,10199.0,28.0,88.0,165.0,3222.0,29.0,0.0,0.0,14585.0,253.0,0.0,1615.0,1607.0,3222.0,0.0,11200.0,10199.0,4386.0,14585.0
Yunnan,2023,0.0,11417.0,4436.0,0.0,106.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11200.0,15803.0,14635.0,28.0,194.0,183.0,15853.0,124.0,0.0,0.0,30438.0,377.0,0.0,4436.0,11417.0,15853.0,0.0,11200.0,14635.0,15803.0,30438.0
Zhejiang,2000,1800.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7695.8,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,7695.8,0.0,0.0,0.0
Zhejiang,2001,660.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8355.8,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,8355.8,0.0,0.0,0.0
Zhejiang,2002,135.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8490.8,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,8490.8,0.0,0.0,0.0
Zhejiang,2003,730.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9220.8,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,9220.8,0.0,0.0,0.0
Zhejiang,2004,1609.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10829.8,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.0,0.0,0.0,0.0,0.0,10829.8,0.0,0.0,0.0
Zhejiang,2005,2630.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13459.8,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,0.0,0.0,0.0,0.0,13459.8,0.0,0.0,0.0
Zhejiang,2006,6672.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20131.8,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6672.0,0.0,0.0,0.0,0.0,20131.8,0.0,0.0,0.0
Zhejiang,2007,3000.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0,23031.8,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,100.0,23031.8,0.0,0.0,0.0
Zhejiang,2008,4650.0,0.0,41.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27681.8,0.0,41.0,83.0,0.0,1.0,41.0,1.0,0.0,0.0,41.0,1.0,4650.0,41.0,0.0,41.0,0.0,27681.8,41.0,0.0,41.0
Zhejiang,2009,3155.0,0.0,68.0,4.0,0.0,3.0,590.0,0.0,0.0,5.0,0.0,0.0,30246.8,0.0,109.0,82.0,0.0,4.0,68.0,3.0,0.0,0.0,109.0,4.0,3155.0,68.0,0.0,68.0,590.0,30246.8,109.0,0.0,109.0
Zhejiang,2010,2120.0,0.0,15.0,8.0,0.0,1.0,530.0,0.0,0.0,4.0,0.0,0.0,31836.8,0.0,124.0,86.0,0.0,5.0,15.0,1.0,0.0,0.0,124.0,5.0,2120.0,15.0,0.0,15.0,530.0,31836.8,124.0,0.0,124.0
Zhejiang,2011,2680.0,0.0,73.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34516.8,0.0,197.0,92.0,0.0,8.0,73.0,3.0,0.0,0.0,197.0,8.0,2680.0,73.0,0.0,73.0,0.0,34516.8,197.0,0.0,197.0
Zhejiang,2012,0.0,0.0,71.0,0.0,0.0,2.0,125.0,0.0,0.0,1.0,0.0,0.0,34391.8,0.0,268.0,91.0,0.0,10.0,71.0,2.0,0.0,0.0,268.0,10.0,0.0,71.0,0.0,71.0,125.0,34391.8,268.0,0.0,268.0
Zhejiang,2013,0.0,0.0,50.0,0.0,0.0,1.0,135.0,0.0,0.0,1.0,0.0,0.0,34256.8,0.0,318.0,90.0,0.0,11.0,50.0,1.0,0.0,0.0,318.0,11.0,0.0,50.0,0.0,50.0,135.0,34256.8,318.0,0.0,318.0
Zhejiang,2014,5010.0,101.1,241.0,6.0,32.0,7.0,390.0,0.0,0.0,3.0,0.0,0.0,38876.8,101.1,559.0,93.0,32.0,18.0,342.1,39.0,0.0,0.0,660.1,50.0,5010.0,241.0,101.1,342.1,390.0,38876.8,559.0,101.1,660.1
Zhejiang,2015,4010.0,748.4,409.0,6.0,159.0,13.0,135.0,0.0,0.0,1.0,0.0,0.0,42751.8,849.5,968.0,98.0,191.0,31.0,1157.4,172.0,0.0,0.0,1817.5,222.0,4010.0,409.0,748.4,1157.4,135.0,42751.8,968.0,849.5,1817.5
Zhejiang,2016,0.0,1932.6000000000001,92.0,0.0,209.0,4.0,270.0,0.0,0.0,2.0,0.0,0.0,42481.8,2782.1000000000004,1060.0,96.0,400.0,35.0,2024.6000000000001,213.0,0.0,0.0,3842.1000000000004,435.0,0.0,92.0,1932.6000000000001,2024.6000000000001,270.0,42481.8,1060.0,2782.1000000000004,3842.1000000000004
Zhejiang,2017,216.0,3051.9,68.0,4.0,682.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42697.8,5834.0,1128.0,100.0,1082.0,37.0,3119.9,684.0,0.0,0.0,6962.0,1119.0,216.0,68.0,3051.9,3119.9,0.0,42697.8,1128.0,5834.0,6962.0
Zhejiang,2018,57.0,728.5,70.0,1.0,94.0,1.0,466.0,0.0,0.0,3.0,0.0,0.0,42288.8,6562.5,1198.0,98.0,1176.0,38.0,798.5,95.0,0.0,0.0,7760.5,1214.0,57.0,70.0,728.5,798.5,466.0,42288.8,1198.0,6562.5,7760.5
Zhejiang,2019,45.0,890.0,312.0,1.0,184.0,2.0,125.0,0.0,0.0,1.0,0.0,0.0,42208.8,7452.5,1510.0,98.0,1360.0,40.0,1202.0,186.0,0.0,0.0,8962.5,1400.0,45.0,312.0,890.0,1202.0,125.0,42208.8,1510.0,7452.5,8962.5
Zhejiang,2020,1320.0,241.2,282.0,2.0,17.0,3.0,565.0,0.0,0.0,3.0,0.0,0.0,42963.8,7693.7,1792.0,97.0,1377.0,43.0,523.2,20.0,0.0,0.0,9485.7,1420.0,1320.0,282.0,241.2,523.2,565.0,42963.8,1792.0,7693.7,9485.7
Zhejiang,2021,297.0,1366.2,1535.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,43260.8,9059.899999999998,3327.0,103.0,1388.0,48.0,2901.2,16.0,0.0,0.0,12386.899999999998,1436.0,297.0,1535.0,1366.2,2901.2,0.0,43260.8,3327.0,9059.899999999998,12386.899999999998
Zhejiang,2022,57.0,470.0,1101.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43317.8,9529.9,4428.0,104.0,1396.0,51.0,1571.0,11.0,0.0,0.0,13957.9,1447.0,57.0,1101.0,470.0,1571.0,0.0,43317.8,4428.0,9529.9,13957.9
Zhejiang,2023,2070.0,440.0,601.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45387.8,9969.9,5029.0,108.0,1400.0,53.0,1041.0,6.0,0.0,0.0,14998.9,1453.0,2070.0,601.0,440.0,1041.0,0.0,45387.8,5029.0,9969.9,14998.9
