year,total_generation_100m_kwh,clean_generation_100m_kwh,nonclean_generation_100m_kwh,clean_generation_share_percent,nonclean_generation_share_percent
2023,94564.41654620001,32522.016546199997,62042.4,34.39138920749453,65.60861079250546
