variable,module,province,province_cn,wind_code,wind_name,wind_source,wind_unit,wind_frequency,output_unit,annual_method,update_date
coal_transfer_out_raw_10k_ton,flows,Beijing,北京,L2945627,中国:北京:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20220614
electricity_transfer_in_100m_kwh,flows,Henan,河南,L3496485,中国:河南:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
solar_capacity_addition_10k_kw,capacity,Ningxia,宁夏,L4381622,中国:宁夏:当年新增装机容量:新能源:太阳能,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
electricity_transfer_out_raw_100m_kwh,flows,Beijing,北京,L5183648,中国:北京:可供本地区消费的能源量:本省(区、市)调出量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
electricity_transfer_out_raw_100m_kwh,flows,Jilin,吉林,L6449776,中国:吉林:可供本地区消费的能源量:本省(区、市)调出量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
coal_transfer_out_raw_10k_ton,flows,Xinjiang,新疆,L7747158,中国:新疆:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
nbs_nuclear_generation_billion_kwh,generation,Shandong,山东,M6424814,山东:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Beijing,北京,M6456588,北京:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Tianjin,天津,M6456589,天津:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Hebei,河北,M6456590,河北:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Shanxi,山西,M6456591,山西:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Neimenggu,内蒙古,M6456592,内蒙古:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Liaoning,辽宁,M6456593,辽宁:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Jilin,吉林,M6456594,吉林:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Heilongjiang,黑龙江,M6456595,黑龙江:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Shanghai,上海,M6456596,上海:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Jiangsu,江苏,M6456597,江苏:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Zhejiang,浙江,M6456598,浙江:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Anhui,安徽,M6456599,安徽:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Fujian,福建,M6456600,福建:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Jiangxi,江西,M6456601,江西:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Shandong,山东,M6456602,山东:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Henan,河南,M6456603,河南:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Hubei,湖北,M6456604,湖北:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Hunan,湖南,M6456605,湖南:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Guangdong,广东,M6456606,广东:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Guangxi,广西,M6456607,广西:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Hainan,海南,M6456608,海南:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Chongqing,重庆,M6456609,重庆:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Sichuan,四川,M6456610,四川:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Guizhou,贵州,M6456611,贵州:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Yunnan,云南,M6456612,云南:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Shaanxi,陕西,M6456613,陕西:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Gansu,甘肃,M6456614,甘肃:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Qinghai,青海,M6456615,青海:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Ningxia,宁夏,M6456616,宁夏:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_wind_generation_billion_kwh,generation,Xinjiang,新疆,M6456617,新疆:发电量:风力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
coal_transfer_out_raw_10k_ton,flows,Sichuan,四川,N2854225,中国:四川:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
electricity_transfer_out_raw_100m_kwh,flows,Neimenggu,内蒙古,N3437762,中国:内蒙古:可供本地区消费的能源量:本省(区、市)调出量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
solar_capacity_addition_10k_kw,capacity,Anhui,安徽,N3493692,中国:安徽:当年新增装机容量:新能源:太阳能,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
coal_transfer_out_raw_10k_ton,flows,Fujian,福建,N6478905,中国:福建:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
wind_capacity_addition_10k_kw,capacity,Henan,河南,N6738741,中国:河南:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
solar_capacity_10k_kw,capacity,Liaoning,辽宁,N7045951,中国:辽宁:装机容量:新能源:太阳能,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
wind_capacity_addition_10k_kw,capacity,Liaoning,辽宁,N7215440,中国:辽宁:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
wind_capacity_addition_10k_kw,capacity,Chongqing,重庆,O5351302,中国:重庆:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
electricity_transfer_in_100m_kwh,flows,Beijing,北京,O5701675,中国:北京:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
coal_transfer_in_10k_ton,flows,Liaoning,辽宁,O6318787,中国:辽宁:可供本地区消费的能源量:外省(区、市)调入量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
wind_capacity_addition_10k_kw,capacity,Xizang,西藏,O6909231,中国:西藏:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
coal_transfer_out_raw_10k_ton,flows,Heilongjiang,黑龙江,P1448125,中国:黑龙江:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
electricity_transfer_in_100m_kwh,flows,Heilongjiang,黑龙江,P1556703,中国:黑龙江:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
wind_capacity_addition_10k_kw,capacity,Zhejiang,浙江,P1562192,中国:浙江:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
coal_transfer_out_raw_10k_ton,flows,Liaoning,辽宁,P2413036,中国:辽宁:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
electricity_transfer_out_raw_100m_kwh,flows,Guizhou,贵州,P3986391,中国:贵州:可供本地区消费的能源量:本省(区、市)调出量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
electricity_transfer_in_100m_kwh,flows,Qinghai,青海,P5926819,中国:青海:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
wind_capacity_10k_kw,capacity,Tianjin,天津,Q2510791,中国:天津:装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
electricity_transfer_out_raw_100m_kwh,flows,Hubei,湖北,Q3024839,中国:湖北:可供本地区消费的能源量:本省(区、市)调出量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
wind_capacity_addition_10k_kw,capacity,Hunan,湖南,Q7512470,中国:湖南:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
wind_capacity_addition_10k_kw,capacity,Hebei,河北,Q9740456,中国:河北:当年新增装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
solar_capacity_addition_10k_kw,capacity,Xinjiang,新疆,Q9806075,中国:新疆:当年新增装机容量:新能源:太阳能,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
solar_capacity_addition_10k_kw,capacity,Hunan,湖南,Q9808699,中国:湖南:当年新增装机容量:新能源:太阳能,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
wind_capacity_10k_kw,capacity,Liaoning,辽宁,R1518951,中国:辽宁:装机容量:新能源:风电,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
electricity_transfer_in_100m_kwh,flows,Hunan,湖南,R1560669,中国:湖南:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
electricity_transfer_in_100m_kwh,flows,Chongqing,重庆,R2528261,中国:重庆:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
electricity_transfer_in_100m_kwh,flows,Jilin,吉林,R3627223,中国:吉林:可供本地区消费的能源量:外省(区、市)调入量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
solar_capacity_addition_10k_kw,capacity,Tianjin,天津,R5070072,中国:天津:当年新增装机容量:新能源:太阳能,国家能源局,万千瓦,年,10k_kw,annual_observation,20240204
electricity_transfer_out_raw_100m_kwh,flows,Fujian,福建,R9678211,中国:福建:可供本地区消费的能源量:本省(区、市)调出量:实物量:电力,中国能源统计年鉴,亿千瓦时,年,100m_kwh,annual_observation,20240430
coal_transfer_out_raw_10k_ton,flows,Qinghai,青海,R9804147,中国:青海:可供本地区消费的能源量:本省(区、市)调出量:实物量:煤,中国能源统计年鉴,万吨,年,10k_ton,annual_observation,20240430
nbs_thermal_generation_billion_kwh,generation,Beijing,北京,S0075788,北京:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Tianjin,天津,S0075789,天津:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Hebei,河北,S0075790,河北:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Shanxi,山西,S0075791,山西:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Neimenggu,内蒙古,S0075792,内蒙古:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Liaoning,辽宁,S0075793,辽宁:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Jilin,吉林,S0075794,吉林:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Heilongjiang,黑龙江,S0075795,黑龙江:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Shanghai,上海,S0075796,上海:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Jiangsu,江苏,S0075797,江苏:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Zhejiang,浙江,S0075798,浙江:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Anhui,安徽,S0075799,安徽:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Fujian,福建,S0075800,福建:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Jiangxi,江西,S0075801,江西:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Shandong,山东,S0075802,山东:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Henan,河南,S0075803,河南:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Hubei,湖北,S0075804,湖北:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Hunan,湖南,S0075805,湖南:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Guangdong,广东,S0075806,广东:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Guangxi,广西,S0075807,广西:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Hainan,海南,S0075808,海南:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Chongqing,重庆,S0075809,重庆:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Sichuan,四川,S0075810,四川:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Guizhou,贵州,S0075811,贵州:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Yunnan,云南,S0075812,云南:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Xizang,西藏,S0075813,西藏:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Shaanxi,陕西,S0075814,陕西:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Gansu,甘肃,S0075815,甘肃:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Qinghai,青海,S0075816,青海:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Ningxia,宁夏,S0075817,宁夏:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_thermal_generation_billion_kwh,generation,Xinjiang,新疆,S0075818,新疆:发电量:火力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Beijing,北京,S0075910,北京:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Tianjin,天津,S0075911,天津:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Hebei,河北,S0075912,河北:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Shanxi,山西,S0075913,山西:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Neimenggu,内蒙古,S0075914,内蒙古:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Liaoning,辽宁,S0075915,辽宁:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Jilin,吉林,S0075916,吉林:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Heilongjiang,黑龙江,S0075917,黑龙江:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Jiangsu,江苏,S0075918,江苏:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Zhejiang,浙江,S0075919,浙江:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Anhui,安徽,S0075920,安徽:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Fujian,福建,S0075921,福建:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Jiangxi,江西,S0075922,江西:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Shandong,山东,S0075923,山东:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Henan,河南,S0075924,河南:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Hubei,湖北,S0075925,湖北:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Hunan,湖南,S0075926,湖南:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Guangdong,广东,S0075927,广东:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Guangxi,广西,S0075928,广西:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Hainan,海南,S0075929,海南:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Chongqing,重庆,S0075930,重庆:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Sichuan,四川,S0075931,四川:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Guizhou,贵州,S0075932,贵州:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Yunnan,云南,S0075933,云南:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Xizang,西藏,S0075934,西藏:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Shaanxi,陕西,S0075935,陕西:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Gansu,甘肃,S0075936,甘肃:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Qinghai,青海,S0075937,青海:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Ningxia,宁夏,S0075938,宁夏:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_hydro_generation_billion_kwh,generation,Xinjiang,新疆,S0075939,新疆:发电量:水力:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Jiangsu,江苏,S0081111,江苏:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Zhejiang,浙江,S0081112,浙江:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Guangdong,广东,S0081113,广东:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Liaoning,辽宁,S0248469,辽宁:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Fujian,福建,S0248470,福建:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Guangxi,广西,S0248471,广西:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_nuclear_generation_billion_kwh,generation,Hainan,海南,S0248472,海南:发电量:核能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Beijing,北京,S0253199,北京:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Tianjin,天津,S0253200,天津:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Hebei,河北,S0253201,河北:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Shanxi,山西,S0253202,山西:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Neimenggu,内蒙古,S0253203,内蒙古:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Liaoning,辽宁,S0253204,辽宁:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Jilin,吉林,S0253205,吉林:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Heilongjiang,黑龙江,S0253206,黑龙江:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Shanghai,上海,S0253207,上海:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Jiangsu,江苏,S0253208,江苏:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Zhejiang,浙江,S0253209,浙江:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Anhui,安徽,S0253210,安徽:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Fujian,福建,S0253211,福建:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Jiangxi,江西,S0253212,江西:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Shandong,山东,S0253213,山东:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Henan,河南,S0253214,河南:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Hubei,湖北,S0253215,湖北:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Hunan,湖南,S0253216,湖南:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Guangdong,广东,S0253217,广东:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Guangxi,广西,S0253218,广西:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
nbs_solar_generation_billion_kwh,generation,Hainan,海南,S0253219,海南:发电量:太阳能:累计值,国家统计局,万千瓦时,月,billion_kwh,december_ytd,20260622
