province,year,nbs_thermal_generation_billion_kwh,nbs_thermal_generation_billion_kwh_wind_code,nbs_hydro_generation_billion_kwh,nbs_hydro_generation_billion_kwh_wind_code,electricity_transfer_in_100m_kwh,electricity_transfer_in_100m_kwh_wind_code,coal_transfer_in_10k_ton,coal_transfer_in_10k_ton_wind_code,coal_transfer_out_raw_10k_ton,coal_transfer_out_raw_10k_ton_wind_code,electricity_transfer_out_raw_100m_kwh,electricity_transfer_out_raw_100m_kwh_wind_code,coal_transfer_out_abs_10k_ton,electricity_transfer_out_abs_100m_kwh,nbs_wind_generation_billion_kwh,nbs_wind_generation_billion_kwh_wind_code,solar_capacity_addition_10k_kw,solar_capacity_addition_10k_kw_wind_code,nbs_solar_generation_billion_kwh,nbs_solar_generation_billion_kwh_wind_code,wind_capacity_addition_10k_kw,wind_capacity_addition_10k_kw_wind_code,nbs_nuclear_generation_billion_kwh,nbs_nuclear_generation_billion_kwh_wind_code,wind_capacity_10k_kw,wind_capacity_10k_kw_wind_code,wind_capacity_addition_from_stock_10k_kw,solar_capacity_10k_kw,solar_capacity_10k_kw_wind_code,solar_capacity_addition_from_stock_10k_kw
Jiangsu,2019,443.9,S0075797,3.02,S0075918,1274.09,C6625577,,,-8045.58,C5025877,,,8045.58,,15.86,M6456597,29.26,K7024000,5.86983,S0253208,176.44,J4425200,32.89,S0081111,,,,,,
Jiangsu,2020,439.05,S0075797,3.16,S0075918,1297.73,C6625577,,,-11853.84,C5025877,,,11853.84,,20.71,M6456597,74.75,K7024000,6.46427,S0253208,506.05,J4425200,35.56,S0081111,,,,,,
Jiangsu,2021,483.61,S0075797,3.05,S0075918,1322.46,C6625577,,,13595.16,C5025877,,,13595.16,,35.03,M6456597,45.16,K7024000,8.03934,S0253208,687.24,J4425200,48.52,S0081111,,,,,,
Jiangsu,2022,474.33,S0075797,3.07,S0075918,1571.3,C6625577,,,-14407.86,C5025877,,,14407.86,,43.83,M6456597,12.21,K7024000,9.33681,S0253208,20.09,J4425200,52.56,S0081111,,,,,,
Jiangsu,2023,495.0,S0075797,3.04,S0075918,,,,,,,,,,,51.83,M6456597,202.51,K7024000,10.48769,S0253208,31.92,J4425200,50.28,S0081111,,,,,,
Jiangxi,2000,14.985,S0075801,5.35,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2001,16.223,S0075801,5.395,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2002,18.648,S0075801,6.151,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2003,27.329,S0075801,4.205,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2004,29.764,S0075801,3.013,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2005,30.356,S0075801,4.571,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2006,34.449,S0075801,5.903,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2007,41.695,S0075801,5.264,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2008,40.599,S0075801,6.088,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2009,44.7421642,S0075801,4.8584728,S0075922,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2010,54.5360466,S0075801,7.0431277,S0075922,,,3829.37,K9401847,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2011,64.86852809999999,S0075801,3.8214935,S0075922,,,4437.88,K9401847,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2012,60.9266788,S0075801,4.8244095,S0075922,,,3310.23,K9401847,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2013,74.513,S0075801,4.294,S0075922,,,3785.56,K9401847,,,,,,,0.0,M6456601,,,,,,,,,,,,,,
Jiangxi,2014,72.919,S0075801,4.531,S0075922,,,4322.96,K9401847,,,,,,,0.18,M6456601,,,,,,,,,,,,,,
Jiangxi,2015,77.21874,S0075801,6.26917,S0075922,,,5412.37,K9401847,,,,,,,0.27,M6456601,,,,,,,,,,,,,,
Jiangxi,2016,83.23,S0075801,8.2,S0075922,,,6260.88,K9401847,,,,,,,0.64,M6456601,,,0.21909,S0253212,,,,,,,,,,
Jiangxi,2017,93.91,S0075801,8.45,S0075922,,,7094.51,K9401847,,,,,,,1.56,M6456601,,,0.73873,S0253212,,,,,,,,,,
Jiangxi,2018,105.63,S0075801,6.76,S0075922,,,7415.5,K9401847,,,,,,,4.3,M6456601,,,2.57231,S0253212,,,,,,,,,,
Jiangxi,2019,109.5,S0075801,8.05,S0075922,,,7347.7,K9401847,,,,,,,3.24,M6456601,,,3.41022,S0253212,,,,,,,,,,
Jiangxi,2020,115.81,S0075801,7.37,S0075922,,,7585.23,K9401847,,,,,,,5.18,M6456601,,,3.42877,S0253212,,,,,,,,,,
Jiangxi,2021,123.35,S0075801,6.49,S0075922,,,8007.57,K9401847,,,,,,,8.53,M6456601,,,4.14375,S0253212,,,,,,,,,,
Jiangxi,2022,131.44,S0075801,8.3,S0075922,,,8259.58,K9401847,,,,,,,11.24,M6456601,,,5.87375,S0253212,,,,,,,,,,
Jiangxi,2023,140.71,S0075801,7.75,S0075922,,,,,,,,,,,11.8,M6456601,,,6.63898,S0253212,,,,,,,,,,
Jilin,2000,26.548,S0075794,4.784,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2001,27.083,S0075794,5.762,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2002,25.037,S0075794,4.457,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2003,27.442,S0075794,3.599,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2004,31.899,S0075794,5.43,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2005,33.784,S0075794,7.345,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2006,38.576,S0075794,5.315,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2007,42.274,S0075794,6.041,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2008,43.406,S0075794,5.137,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2009,45.860982699999994,S0075794,5.259742800000001,S0075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2010,46.3289268,S0075794,9.5339327,S0075916,,,,,,,-81.25,L6449776,,81.25,,,,,,,,,,,,,,,,
Jilin,2011,58.3955576,S0075794,6.2916,S0075916,134.75,R3627223,,,,,-209.55,L6449776,,209.55,,,,,,,,,,,,,,,,
Jilin,2012,57.0355091,S0075794,6.572706,S0075916,274.88,R3627223,,,,,210.9,L6449776,,210.9,,,,,,,,,,,,,,,,
Jilin,2013,59.083,S0075794,11.44,S0075916,135.71,R3627223,,,,,-254.89,L6449776,,254.89,4.53,M6456594,,,,,,,,,,,,,,
Jilin,2014,62.587,S0075794,6.855,S0075916,164.57,R3627223,,,,,254.66,L6449776,,254.66,5.24,M6456594,,,,,30.55,D2521552,,,,,,,,
Jilin,2015,55.9552,S0075794,5.47959,S0075916,147.73,R3627223,,,,,200.24,L6449776,,200.24,7.22,M6456594,,,,,36.4,D2521552,,,,,,,,
Jilin,2016,57.84,S0075794,7.87,S0075916,129.13,R3627223,,,,,204.5,L6449776,,204.5,8.11,M6456594,,,0.09057,S0253205,60.3,D2521552,,,,,,,,
Jilin,2017,59.69,S0075794,6.47,S0075916,121.93,R3627223,,,,,-219.29,L6449776,,219.29,8.23,M6456594,,,0.13765,S0253205,0.0,D2521552,,,,,,,,
Jilin,2018,67.12,S0075794,5.85,S0075916,159.21,R3627223,,,,,-280.03,L6449776,,280.03,8.47,M6456594,,,0.84534,S0253205,8.95,D2521552,,,,,,,,
Jilin,2019,71.94,S0075794,4.98,S0075916,161.01,R3627223,,,,,-306.83,L6449776,,306.83,9.14,M6456594,,,1.11625,S0253205,43.83,D2521552,,,,,,,,
Jilin,2020,74.99,S0075794,7.39,S0075916,140.51,R3627223,,,,,353.94,L6449776,,353.94,9.75,M6456594,,,2.33554,S0253205,19.68,D2521552,,,,,,,,
Jilin,2021,72.93,S0075794,8.24,S0075916,127.0,R3627223,,,,,309.57,L6449776,,309.57,11.89,M6456594,,,2.8979,S0253205,87.51,D2521552,,,,,,,,
Jilin,2022,67.86,S0075794,9.56,S0075916,161.52,R3627223,,,,,-331.27,L6449776,,331.27,18.0,M6456594,,,3.87219,S0253205,478.08,D2521552,,,,,,,,
Jilin,2023,71.25,S0075794,8.59,S0075916,,,,,,,,,,,25.88,M6456594,,,4.0505,S0253205,125.17,D2521552,,,,,,,,
Liaoning,2000,62.8,S0075793,1.489,S0075915,,,,,,,,,,,,,,,,,,,0.0,S0248469,,,,,,
Liaoning,2001,63.868,S0075793,2.272,S0075915,,,,,,,,,,,,,,,,,,,0.0,S0248469,,,,,,
Liaoning,2002,70.929,S0075793,1.446,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2003,81.23,S0075793,2.291,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2004,84.237,S0075793,4.421,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2005,84.683,S0075793,5.423,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2006,96.282,S0075793,4.589,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2007,106.302,S0075793,4.381,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2008,108.539,S0075793,4.179,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2009,111.69559310000001,S0075793,2.7804775,S0075915,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2010,120.40438710000001,S0075793,4.3224646,S0075915,463.64,B5211491,9438.2,O6318787,-1051.46,P2413036,-88.63,K8219763,1051.46,88.63,,,,,,,,,,,,,,,,
Liaoning,2011,126.1790542,S0075793,3.106381,S0075915,539.09,B5211491,12241.47,O6318787,-1671.35,P2413036,-100.87,K8219763,1671.35,100.87,,,,,,,,,,,,,,,,
Liaoning,2012,128.2270328,S0075793,3.65042,S0075915,522.18,B5211491,11757.29,O6318787,1240.02,P2413036,110.13,K8219763,1240.02,110.13,,,,,,,,,,,,,,,,
Liaoning,2013,133.547,S0075793,3.762,S0075915,615.61,B5211491,12830.82,O6318787,-1932.52,P2413036,-179.76,K8219763,1932.52,179.76,8.23,M6456593,,,,,,,5.393,S0248469,,,,,,
Liaoning,2014,136.572,S0075793,1.966,S0075915,636.13,B5211491,11973.59,O6318787,1302.26,P2413036,214.71,K8219763,1302.26,214.71,8.56,M6456593,,,,,45.02,N7215440,11.961,S0248469,608.39,R1518951,,6.99,N7045951,
Liaoning,2015,135.32257,S0075793,0.88235,S0075915,576.27,B5211491,12176.17,O6318787,849.38,P2413036,210.67,K8219763,849.38,210.67,9.9,M6456593,,,,,30.45,N7215440,14.46594,S0248469,638.84,R1518951,30.450000000000045,16.3,N7045951,9.31
Liaoning,2016,139.88,S0075793,1.62,S0075915,592.08,B5211491,15105.92,O6318787,4112.53,P2413036,287.73,K8219763,4112.53,287.73,11.61,M6456593,,,0.0542,S0253204,55.85,N7215440,19.98,S0248469,694.69,R1518951,55.85000000000002,52.0,N7045951,35.7
Liaoning,2017,140.78,S0075793,2.57,S0075915,650.2,B5211491,17496.78,O6318787,-3740.54,P2413036,-306.11,K8219763,3740.54,306.11,13.42,M6456593,,,0.20291,S0253204,15.95,N7215440,23.6,S0248469,710.64,R1518951,15.949999999999932,222.56,N7045951,170.56
Liaoning,2018,141.11,S0075793,2.76,S0075915,677.32,B5211491,17221.53,O6318787,-3375.15,P2413036,-302.83,K8219763,3375.15,302.83,15.17,M6456593,,,0.59798,S0253204,50.1,N7215440,30.16,S0248469,760.74,R1518951,50.10000000000002,302.01,N7045951,79.44999999999999
Liaoning,2019,147.36,S0075793,2.77,S0075915,712.89,B5211491,16852.79,O6318787,-2213.34,P2413036,-302.93,K8219763,2213.34,302.93,15.31,M6456593,,,1.4223,S0253204,71.37,N7215440,32.73,S0248469,832.11,R1518951,71.37,343.22,N7045951,41.210000000000036
Liaoning,2020,149.81,S0075793,3.3,S0075915,630.36,B5211491,17127.38,O6318787,2140.74,P2413036,245.52,K8219763,2140.74,245.52,16.87,M6456593,,,2.41666,S0253204,148.86,N7215440,32.7,S0248469,980.97,R1518951,148.86,399.62,N7045951,56.39999999999998
Liaoning,2021,149.05,S0075793,3.65,S0075915,639.25,B5211491,16805.14,O6318787,1521.85,P2413036,223.1,K8219763,1521.85,223.1,19.22,M6456593,,,2.77893,S0253204,106.52,N7215440,40.01,S0248469,1087.49,R1518951,106.51999999999998,477.54,N7045951,77.92000000000002
Liaoning,2022,138.34,S0075793,3.78,S0075915,617.07,B5211491,16787.69,O6318787,-2422.82,P2413036,-214.63,K8219763,2422.82,214.63,21.65,M6456593,,,3.0168,S0253204,85.49,N7215440,45.17,S0248469,1172.98,R1518951,85.49000000000001,600.55,N7045951,123.00999999999993
Liaoning,2023,134.62,S0075793,3.19,S0075915,,,,,,,,,,,27.52,M6456593,,,4.82516,S0253204,255.64,N7215440,50.09,S0248469,1428.62,R1518951,255.63999999999987,957.66,N7045951,357.11
Neimenggu,2000,43.209,S0075792,0.559,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2001,45.693,S0075792,0.606,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2002,50.73,S0075792,1.928,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2003,63.871,S0075792,0.692,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2004,80.522,S0075792,2.069,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2005,105.428,S0075792,2.399,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2006,139.594,S0075792,1.071,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2007,179.779,S0075792,0.06,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2008,201.215,S0075792,0.083,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2009,207.34866789999998,S0075792,1.2295631,S0075914,,,,,,,,,,,,,,,,,,,,,,,,,,
Neimenggu,2010,219.8077031,S0075792,1.627433,S0075914,,,870.32,K9156925,-49905.03,C9908965,-1064.46,N3437762,49905.03,1064.46,,,,,,,,,,,,,,,,
Neimenggu,2011,263.900052,S0075792,1.2157721000000001,S0075914,,,970.84,K9156925,-65621.11,C9908965,-1276.51,N3437762,65621.11,1276.51,,,,,,,,,,,,,,,,
Neimenggu,2012,279.3302349,S0075792,1.7451991,S0075914,,,1094.13,K9156925,71130.03,C9908965,1337.4,N3437762,71130.03,1337.4,,,,,,,,,,,,,,,,
Neimenggu,2013,308.707,S0075792,1.846,S0075914,,,857.99,K9156925,-65143.97,C9908965,-138931.0,N3437762,65143.97,138931.0,36.67,M6456592,,,,,,,,,,,,,,
Neimenggu,2014,323.826,S0075792,1.852,S0075914,,,1083.79,K9156925,63892.3,C9908965,1450.31,N3437762,63892.3,1450.31,34.81,M6456592,,,,,,,,,,,,,,
Neimenggu,2015,326.91836,S0075792,2.28079,S0075914,,,1050.84,K9156925,56422.44,C9908965,1385.06,N3437762,56422.44,1385.06,35.74,M6456592,,,,,,,,,,,,,,
Neimenggu,2016,331.28,S0075792,1.57,S0075914,,,1336.79,K9156925,52696.23,C9908965,1346.2,N3437762,52696.23,1346.2,41.22,M6456592,,,5.49841,S0253203,,,,,,,,,,
Neimenggu,2017,365.92,S0075792,1.88,S0075914,,,2245.59,K9156925,-59676.26,C9908965,-1546.43,N3437762,59676.26,1546.43,47.77,M6456592,,,7.39131,S0253203,,,,,,,,,,
Neimenggu,2018,413.84,S0075792,3.47,S0075914,,,4611.48,K9156925,-63260.57,C9908965,-1746.27,N3437762,63260.57,1746.27,57.03,M6456592,,,8.48788,S0253203,,,,,,,,,,
Neimenggu,2019,455.61,S0075792,4.82,S0075914,,,3138.11,K9156925,-66233.19,C9908965,-2125.55,N3437762,66233.19,2125.55,61.28,M6456592,,,11.00724,S0253203,,,,,,,,,,
Neimenggu,2020,478.2,S0075792,4.75,S0075914,,,4598.27,K9156925,57862.38,C9908965,2055.94,N3437762,57862.38,2055.94,67.28,M6456592,,,13.15786,S0253203,,,,,,,,,,
Neimenggu,2021,486.33,S0075792,4.78,S0075914,,,11893.17,K9156925,69720.05,C9908965,2453.3,N3437762,69720.05,2453.3,90.06,M6456592,,,14.08803,S0253203,,,,,,,,,,
Neimenggu,2022,522.12,S0075792,3.65,S0075914,,,5276.39,K9156925,-71617.37,C9908965,-2546.13,N3437762,71617.37,2546.13,101.99,M6456592,,,16.26201,S0253203,,,,,,,,,,
Neimenggu,2023,593.5,S0075792,3.89,S0075914,,,,,,,,,,,127.12,M6456592,,,20.54553,S0253203,,,,,,,,,,
Ningxia,2000,12.843,S0075817,0.818,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2001,14.271,S0075817,0.759,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2002,16.324,S0075817,0.778,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2003,19.885,S0075817,0.728,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2004,24.399,S0075817,0.886,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2005,29.519,S0075817,1.641,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2006,36.731,S0075817,1.638,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2007,43.125,S0075817,1.739,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2008,43.984,S0075817,1.615,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2009,45.4600589,S0075817,1.7299,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2010,55.008528600000005,S0075817,1.79454,S0075938,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,2011,90.8325642,S0075817,1.667947,S0075938,53.35,C9167454,4090.03,D8928157,-3811.5,C9082582,-331.7,D5845176,3811.5,331.7,,,,,,,,,,,,,,,,
Ningxia,2012,95.46978539999999,S0075817,1.9006889999999999,S0075938,73.72,C9167454,2644.15,D8928157,3214.46,C9082582,348.93,D5845176,3214.46,348.93,,,,,,,,,,,,,,,,
Ningxia,2013,101.16,S0075817,1.888,S0075938,45.2,C9167454,3206.88,D8928157,-3448.64,C9082582,-354.92,D5845176,3448.64,354.92,4.07,M6456616,,,,,,,,,,,,,,
Ningxia,2014,104.16,S0075817,1.746,S0075938,38.17,C9167454,2969.68,D8928157,2716.31,C9082582,356.42,D5845176,2716.31,356.42,5.74,M6456616,18.3,L4381622,,,116.02,K4252216,,,,,,,,
Ningxia,2015,97.19856,S0075817,1.54772,S0075938,46.66,C9167454,3210.38,D8928157,1942.69,C9082582,334.35,D5845176,1942.69,334.35,7.23,M6456616,135.44,L4381622,,,404.32,K4252216,,,,,,,,
Ningxia,2016,89.43,S0075817,1.4,S0075938,84.19,C9167454,2956.45,D8928157,1705.3,C9082582,384.57,D5845176,1705.3,384.57,11.5,M6456616,217.15,L4381622,,,119.49,K4252216,,,,,,,,
Ningxia,2017,107.35,S0075817,1.54,S0075938,101.05,C9167454,4501.09,D8928157,-1680.06,C9082582,-527.07,D5845176,1680.06,527.07,13.99,M6456616,94.2,L4381622,,,0.0,K4252216,,,,,,,,
Ningxia,2018,126.19,S0075817,1.97,S0075938,180.82,C9167454,6015.15,D8928157,-1067.02,C9082582,-730.42,D5845176,1067.02,730.42,17.05,M6456616,196.23,L4381622,,,69.51,K4252216,,,,,,,,
Ningxia,2019,141.66,S0075817,2.17,S0075938,293.29,C9167454,7232.23,D8928157,-999.81,C9082582,-912.43,D5845176,999.81,912.43,17.3,M6456616,101.73,L4381622,,,104.95,K4252216,,,,,,,,
Ningxia,2020,152.93,S0075817,2.23,S0075938,357.76,C9167454,6923.71,D8928157,1114.51,C9082582,1087.11,D5845176,1114.51,1087.11,17.42,M6456616,278.98,L4381622,,,260.48,K4252216,,,,,,,,
Ningxia,2021,159.69,S0075817,2.05,S0075938,213.63,C9167454,7861.59,D8928157,1102.19,C9082582,1047.1,D5845176,1102.19,1047.1,24.97,M6456616,186.85,L4381622,,,78.2,K4252216,,,,,,,,
Ningxia,2022,172.04,S0075817,1.84,S0075938,112.76,C9167454,8597.58,D8928157,-1109.0,C9082582,-986.44,D5845176,1109.0,986.44,25.28,M6456616,199.78,L4381622,,,1.98,K4252216,,,,,,,,
Ningxia,2023,171.85,S0075817,1.7,S0075938,,,,,,,,,,,27.89,M6456616,552.83,L4381622,,,6.87,K4252216,,,,,,,,
Qinghai,2000,2.61,S0075816,10.769,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2001,4.498,S0075816,9.279,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2002,5.052,S0075816,8.897,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2003,6.388,S0075816,6.56,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2004,6.243,S0075816,11.101,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2005,5.563,S0075816,15.752,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2006,7.204,S0075816,20.519,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2007,9.99,S0075816,19.355,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2008,9.471,S0075816,19.783,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2009,10.1623002,S0075816,25.8917169,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2010,9.715486,S0075816,35.9978064,S0075937,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2011,9.1780228,S0075816,34.5172448,S0075937,110.99,P5926819,,,-1361.48,R9804147,-40.46,A0064679,1361.48,40.46,,,,,,,,,,,,,,,,
Qinghai,2012,11.4695425,S0075816,43.48957059999999,S0075937,91.53,P5926819,,,1932.7,R9804147,81.32,A0064679,1932.7,81.32,,,,,,,,,,,,,,,,
Qinghai,2013,13.443,S0075816,41.66,S0075937,128.69,P5926819,,,-2201.2,R9804147,-43.65,A0064679,2201.2,43.65,0.0,M6456615,,,,,,,,,,,,,,
Qinghai,2014,12.986,S0075816,37.297,S0075937,146.11,P5926819,,,1117.9,R9804147,18.75,A0064679,1117.9,18.75,0.23,M6456615,64.32,H3620476,,,21.75,A4323598,,,,,,,,
Qinghai,2015,12.19966,S0075816,34.41988,S0075937,110.6,P5926819,,,10.0,R9804147,28.77,A0064679,10.0,28.77,0.65,M6456615,151.41,H3620476,,,14.85,A4323598,,,,,,,,
Qinghai,2016,12.09,S0075816,27.95,S0075937,118.25,P5926819,,,120.35,R9804147,33.33,A0064679,120.35,33.33,0.79,M6456615,118.5,H3620476,,,21.85,A4323598,,,,,,,,
Qinghai,2017,16.12,S0075816,29.31,S0075937,115.13,P5926819,,,-50.3,R9804147,-54.7,A0064679,50.3,54.7,1.07,M6456615,109.18,H3620476,,,93.45,A4323598,,,,,,,,
Qinghai,2018,12.31,S0075816,47.82,S0075937,90.19,P5926819,,,-135.26,R9804147,-157.17,A0064679,135.26,157.17,2.13,M6456615,170.57,H3620476,,,104.9,A4323598,,,,,,,,
Qinghai,2019,10.67,S0075816,52.0,S0075937,78.76,P5926819,,,-22.28,R9804147,-245.24,A0064679,22.28,245.24,5.16,M6456615,159.97,H3620476,,,194.9,A4323598,,,,,,,,
Qinghai,2020,10.36,S0075816,57.24,S0075937,66.45,P5926819,,,14.45,R9804147,272.89,A0064679,14.45,272.89,6.17,M6456615,479.42,H3620476,,,381.0,A4323598,,,,,,,,
Qinghai,2021,14.99,S0075816,47.66,S0075937,165.29,P5926819,,,8.31,R9804147,296.97,A0064679,8.31,296.97,9.68,M6456615,30.32,H3620476,,,53.4,A4323598,,,,,,,,
Qinghai,2022,15.95,S0075816,40.31,S0075937,141.19,P5926819,,,-8.28,R9804147,-208.7,A0064679,8.28,208.7,11.28,M6456615,210.38,H3620476,,,75.45,A4323598,,,,,,,,
Qinghai,2023,16.03,S0075816,37.81,S0075937,,,,,,,,,,,12.32,M6456615,719.08,H3620476,,,213.63,A4323598,,,,,,,,
Shaanxi,2000,23.748,S0075814,3.48,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2001,27.504,S0075814,2.843,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2002,31.759,S0075814,2.592,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2003,36.757,S0075814,4.364,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2004,44.439,S0075814,3.656,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2005,45.826,S0075814,4.668,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2006,54.065,S0075814,3.666,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2007,64.897,S0075814,4.965,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2008,76.387,S0075814,5.128,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2009,83.2448728,S0075814,6.677568399999999,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2010,102.27891050000001,S0075814,7.899369,S0075935,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2011,111.993426,S0075814,8.862305600000001,S0075935,,,930.8,B6555749,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2012,112.66962039999999,S0075814,7.987506,S0075935,,,1838.32,B6555749,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2013,139.149,S0075814,9.602,S0075935,,,1190.47,B6555749,,,,,,,0.55,M6456613,,,,,,,,,,,,,,
Shaanxi,2014,148.866,S0075814,9.918,S0075935,,,674.52,B6555749,,,,,,,1.21,M6456613,,,,,,,,,83.95,A6318141,,,,
Shaanxi,2015,144.98509,S0075814,12.02501,S0075935,,,1588.2,B6555749,,,,,,,2.0,M6456613,,,,,,,,,113.75,A6318141,29.799999999999997,,,
Shaanxi,2016,158.0,S0075814,11.13,S0075935,,,2069.96,B6555749,,,,,,,3.27,M6456613,,,,,,,,,178.65,A6318141,64.9,,,
Shaanxi,2017,158.51,S0075814,11.97,S0075935,,,1833.21,B6555749,,,,,,,4.89,M6456613,,,,,,,,,288.44,A6318141,109.78999999999999,,,
Shaanxi,2018,156.66,S0075814,11.54,S0075935,,,1948.15,B6555749,,,,,,,6.04,M6456613,,,,,,,,,330.02,A6318141,41.579999999999984,,,
Shaanxi,2019,185.91,S0075814,13.73,S0075935,,,2373.35,B6555749,,,,,,,7.05,M6456613,,,,,,,,,446.41,A6318141,116.39000000000004,,,
Shaanxi,2020,200.87,S0075814,12.07,S0075935,,,3085.06,B6555749,,,,,,,8.16,M6456613,,,,,,,,,790.53,A6318141,344.11999999999995,,,
Shaanxi,2021,227.64,S0075814,11.63,S0075935,,,3246.02,B6555749,,,,,,,13.86,M6456613,,,,,,,,,920.06,A6318141,129.52999999999997,,,
Shaanxi,2022,238.76,S0075814,7.79,S0075935,,,4093.34,B6555749,,,,,,,15.72,M6456613,,,,,,,,,1163.84,A6318141,243.77999999999997,,,
