province,year,nbs_thermal_generation_billion_kwh,nbs_thermal_generation_billion_kwh_wind_code,nbs_hydro_generation_billion_kwh,nbs_hydro_generation_billion_kwh_wind_code,electricity_transfer_in_100m_kwh,electricity_transfer_in_100m_kwh_wind_code,coal_transfer_in_10k_ton,coal_transfer_in_10k_ton_wind_code,coal_transfer_out_raw_10k_ton,coal_transfer_out_raw_10k_ton_wind_code,electricity_transfer_out_raw_100m_kwh,electricity_transfer_out_raw_100m_kwh_wind_code,coal_transfer_out_abs_10k_ton,electricity_transfer_out_abs_100m_kwh,nbs_wind_generation_billion_kwh,nbs_wind_generation_billion_kwh_wind_code,solar_capacity_addition_10k_kw,solar_capacity_addition_10k_kw_wind_code,nbs_solar_generation_billion_kwh,nbs_solar_generation_billion_kwh_wind_code,wind_capacity_addition_10k_kw,wind_capacity_addition_10k_kw_wind_code,nbs_nuclear_generation_billion_kwh,nbs_nuclear_generation_billion_kwh_wind_code,wind_capacity_10k_kw,wind_capacity_10k_kw_wind_code,wind_capacity_addition_from_stock_10k_kw,solar_capacity_10k_kw,solar_capacity_10k_kw_wind_code,solar_capacity_addition_from_stock_10k_kw
Zhejiang,2014,231.778,S0075798,12.396,S0075919,685.85,C6285517,12377.82,J9518982,,,,,,,0.87,M6456598,31.81,F6030609,,,28.35,P1562192,35.425,S0081112,72.99,B3846591,,49.84,K2589876,
Zhejiang,2015,221.16096,S0075798,14.65374,S0075919,631.17,C6285517,12252.37,J9518982,,,,,,,1.14,M6456598,113.83,F6030609,,,31.23,P1562192,49.62297,S0081112,104.22,B3846591,31.230000000000004,163.67,K2589876,113.82999999999998
Zhejiang,2016,237.4,S0075798,18.44,S0075919,784.34,C6285517,11383.54,J9518982,,,,,,,1.82,M6456598,174.54,F6030609,0.87892,S0253209,14.76,P1562192,50.36,S0081112,118.98,B3846591,14.760000000000005,338.21,K2589876,174.54
Zhejiang,2017,255.41,S0075798,15.61,S0075919,1040.78,C6285517,11864.63,J9518982,,,,,,,2.22,M6456598,475.49,F6030609,1.63427,S0253209,14.01,P1562192,51.06,S0081112,132.99,B3846591,14.010000000000005,813.7,K2589876,475.49000000000007
Zhejiang,2018,258.34,S0075798,12.93,S0075919,1252.89,C6285517,11381.29,J9518982,,,,,,,2.62,M6456598,324.46,F6030609,2.694,S0253209,15.44,P1562192,58.69,S0081112,148.43,B3846591,15.439999999999998,1138.16,K2589876,324.46000000000004
Zhejiang,2019,249.44,S0075798,16.1,S0075919,1379.82,C6285517,11134.99,J9518982,,,,,,,2.83,M6456598,200.81,F6030609,3.88475,S0253209,11.6,P1562192,62.85,S0081112,160.03,B3846591,11.599999999999994,1338.97,K2589876,200.80999999999995
Zhejiang,2020,242.82,S0075798,15.19,S0075919,1446.06,C6285517,10233.55,J9518982,,,,,,,3.15,M6456598,177.86,F6030609,4.27117,S0253209,18.47,P1562192,71.21,S0081112,178.5,B3846591,18.47,1516.83,K2589876,177.8599999999999
Zhejiang,2021,303.47,S0075798,15.91,S0075919,1461.28,C6285517,13014.3,J9518982,,,,,,,4.02,M6456598,324.97,F6030609,5.15454,S0253209,185.79,P1562192,73.27,S0081112,364.29,B3846591,185.79000000000002,1841.8,K2589876,324.97
Zhejiang,2022,305.49,S0075798,17.11,S0075919,1614.79,C6285517,14084.26,J9518982,,,,,,,9.04,M6456598,697.16,F6030609,6.84966,S0253209,59.15,P1562192,73.05,S0081112,423.44,B3846591,59.14999999999998,2538.96,K2589876,697.1600000000001
Zhejiang,2023,319.23,S0075798,15.04,S0075919,,,,,,,,,,,10.64,M6456598,817.68,F6030609,14.18099,S0253209,160.29,P1562192,76.22,S0081112,583.73,B3846591,160.29000000000002,3356.64,K2589876,817.6799999999998
