province,province_cn,year,month,series_type,variable,value,unit,code
Hubei,湖北,2019,12,wind_utilization_hours,wind_utilization_hours,1960.0,小时,S5132525
Hubei,湖北,2020,2,power_output,power_output_jan_nov_10k_kwh,886683.0,万千瓦时,S5151471
Hubei,湖北,2020,2,solar_utilization_hours,solar_utilization_hours_jan_nov,112.0,小时,S5150485
Hubei,湖北,2020,2,wind_utilization_hours,wind_utilization_hours,300.0,小时,S5132525
Hubei,湖北,2020,3,power_output,power_output_jan_nov_10k_kwh,1533689.0,万千瓦时,S5151471
Hubei,湖北,2020,3,solar_utilization_hours,solar_utilization_hours_jan_nov,193.0,小时,S5150485
Hubei,湖北,2020,3,wind_utilization_hours,wind_utilization_hours,489.0,小时,S5132525
Hubei,湖北,2020,4,power_output,power_output_jan_nov_10k_kwh,2124185.0,万千瓦时,S5151471
Hubei,湖北,2020,4,solar_utilization_hours,solar_utilization_hours_jan_nov,302.0,小时,S5150485
Hubei,湖北,2020,4,wind_utilization_hours,wind_utilization_hours,687.0,小时,S5132525
Hubei,湖北,2020,5,power_output,power_output_jan_nov_10k_kwh,2667194.0,万千瓦时,S5151471
Hubei,湖北,2020,5,solar_utilization_hours,solar_utilization_hours_jan_nov,416.0,小时,S5150485
Hubei,湖北,2020,5,wind_utilization_hours,wind_utilization_hours,873.0,小时,S5132525
Hubei,湖北,2020,6,power_output,power_output_jan_nov_10k_kwh,3557138.0,万千瓦时,S5151471
Hubei,湖北,2020,6,solar_utilization_hours,solar_utilization_hours_jan_nov,505.0,小时,S5150485
Hubei,湖北,2020,6,wind_utilization_hours,wind_utilization_hours,998.0,小时,S5132525
Hubei,湖北,2020,7,power_output,power_output_jan_nov_10k_kwh,4973531.0,万千瓦时,S5151471
Hubei,湖北,2020,7,solar_utilization_hours,solar_utilization_hours_jan_nov,586.0,小时,S5150485
Hubei,湖北,2020,7,wind_utilization_hours,wind_utilization_hours,1137.0,小时,S5132525
Hubei,湖北,2020,8,power_output,power_output_jan_nov_10k_kwh,6318332.0,万千瓦时,S5151471
Hubei,湖北,2020,8,solar_utilization_hours,solar_utilization_hours_jan_nov,722.0,小时,S5150485
Hubei,湖北,2020,8,wind_utilization_hours,wind_utilization_hours,1354.0,小时,S5132525
Hubei,湖北,2020,9,power_output,power_output_jan_nov_10k_kwh,7510637.0,万千瓦时,S5151471
Hubei,湖北,2020,9,solar_utilization_hours,solar_utilization_hours_jan_nov,816.0,小时,S5150485
Hubei,湖北,2020,9,wind_utilization_hours,wind_utilization_hours,1458.0,小时,S5132525
Hubei,湖北,2020,10,power_output,power_output_jan_nov_10k_kwh,8649064.0,万千瓦时,S5151471
Hubei,湖北,2020,10,solar_utilization_hours,solar_utilization_hours_jan_nov,886.0,小时,S5150485
Hubei,湖北,2020,10,wind_utilization_hours,wind_utilization_hours,1631.0,小时,S5132525
Hubei,湖北,2020,11,power_output,power_output_jan_nov_10k_kwh,9210500.0,万千瓦时,S5151471
Hubei,湖北,2020,11,solar_utilization_hours,solar_utilization_hours_jan_nov,955.0,小时,S5150485
Hubei,湖北,2020,11,wind_utilization_hours,wind_utilization_hours,1801.0,小时,S5132525
Hubei,湖北,2020,12,solar_utilization_hours,solar_utilization_hours_jan_nov,1013.0,小时,S5150485
Hubei,湖北,2020,12,wind_utilization_hours,wind_utilization_hours,1881.0,小时,S5132525
Hubei,湖北,2021,2,power_output,power_output_jan_nov_10k_kwh,1261240.0,万千瓦时,S5151471
Hubei,湖北,2021,2,solar_utilization_hours,solar_utilization_hours_jan_nov,162.0,小时,S5150485
Hubei,湖北,2021,2,wind_utilization_hours,wind_utilization_hours,351.0,小时,S5132525
Hubei,湖北,2021,3,power_output,power_output_jan_nov_10k_kwh,1815374.0,万千瓦时,S5151471
Hubei,湖北,2021,3,solar_utilization_hours,solar_utilization_hours_jan_nov,243.0,小时,S5150485
Hubei,湖北,2021,3,wind_utilization_hours,wind_utilization_hours,571.0,小时,S5132525
Hubei,湖北,2021,4,power_output,power_output_jan_nov_10k_kwh,2373563.0,万千瓦时,S5151471
Hubei,湖北,2021,4,solar_utilization_hours,solar_utilization_hours_jan_nov,330.0,小时,S5150485
Hubei,湖北,2021,4,wind_utilization_hours,wind_utilization_hours,766.0,小时,S5132525
Hubei,湖北,2021,5,power_output,power_output_jan_nov_10k_kwh,3125817.0,万千瓦时,S5151471
Hubei,湖北,2021,5,solar_utilization_hours,solar_utilization_hours_jan_nov,432.0,小时,S5150485
Hubei,湖北,2021,5,wind_utilization_hours,wind_utilization_hours,933.0,小时,S5132525
Hubei,湖北,2021,6,power_output,power_output_jan_nov_10k_kwh,3807765.0,万千瓦时,S5151471
Hubei,湖北,2021,6,solar_utilization_hours,solar_utilization_hours_jan_nov,547.0,小时,S5150485
Hubei,湖北,2021,6,wind_utilization_hours,wind_utilization_hours,1042.0,小时,S5132525
Hubei,湖北,2021,7,power_output,power_output_jan_nov_10k_kwh,4970845.0,万千瓦时,S5151471
Hubei,湖北,2021,7,solar_utilization_hours,solar_utilization_hours_jan_nov,656.0,小时,S5150485
Hubei,湖北,2021,7,wind_utilization_hours,wind_utilization_hours,1247.0,小时,S5132525
Hubei,湖北,2021,8,power_output,power_output_jan_nov_10k_kwh,5984405.0,万千瓦时,S5151471
Hubei,湖北,2021,8,solar_utilization_hours,solar_utilization_hours_jan_nov,757.0,小时,S5150485
Hubei,湖北,2021,8,wind_utilization_hours,wind_utilization_hours,1404.0,小时,S5132525
Hubei,湖北,2021,9,power_output,power_output_jan_nov_10k_kwh,7356109.0,万千瓦时,S5151471
Hubei,湖北,2021,9,solar_utilization_hours,solar_utilization_hours_jan_nov,885.0,小时,S5150485
Hubei,湖北,2021,9,wind_utilization_hours,wind_utilization_hours,1575.0,小时,S5132525
Hubei,湖北,2021,10,power_output,power_output_jan_nov_10k_kwh,8412940.0,万千瓦时,S5151471
Hubei,湖北,2021,10,solar_utilization_hours,solar_utilization_hours_jan_nov,973.0,小时,S5150485
Hubei,湖北,2021,10,wind_utilization_hours,wind_utilization_hours,1843.0,小时,S5132525
Hubei,湖北,2021,11,power_output,power_output_jan_nov_10k_kwh,9031049.0,万千瓦时,S5151471
Hubei,湖北,2021,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1059.0,小时,S5150485
Hubei,湖北,2021,11,wind_utilization_hours,wind_utilization_hours,1993.0,小时,S5132525
Hubei,湖北,2021,12,wind_utilization_hours,wind_utilization_hours,2132.0,小时,S5132525
Hubei,湖北,2022,2,power_output,power_output_jan_nov_10k_kwh,935923.0,万千瓦时,S5151471
Hubei,湖北,2022,2,solar_utilization_hours,solar_utilization_hours_jan_nov,120.0,小时,S5150485
Hubei,湖北,2022,2,wind_utilization_hours,wind_utilization_hours,250.0,小时,S5132525
Hubei,湖北,2022,3,power_output,power_output_jan_nov_10k_kwh,1500204.0,万千瓦时,S5151471
Hubei,湖北,2022,3,solar_utilization_hours,solar_utilization_hours_jan_nov,215.0,小时,S5150485
Hubei,湖北,2022,3,wind_utilization_hours,wind_utilization_hours,501.0,小时,S5132525
Hubei,湖北,2022,4,power_output,power_output_jan_nov_10k_kwh,2062155.0,万千瓦时,S5151471
Hubei,湖北,2022,4,solar_utilization_hours,solar_utilization_hours_jan_nov,339.0,小时,S5150485
Hubei,湖北,2022,4,wind_utilization_hours,wind_utilization_hours,744.0,小时,S5132525
Hubei,湖北,2022,5,power_output,power_output_jan_nov_10k_kwh,3059157.0,万千瓦时,S5151471
Hubei,湖北,2022,5,solar_utilization_hours,solar_utilization_hours_jan_nov,466.0,小时,S5150485
Hubei,湖北,2022,5,wind_utilization_hours,wind_utilization_hours,913.0,小时,S5132525
Hubei,湖北,2022,6,power_output,power_output_jan_nov_10k_kwh,3938986.0,万千瓦时,S5151471
Hubei,湖北,2022,6,solar_utilization_hours,solar_utilization_hours_jan_nov,589.0,小时,S5150485
Hubei,湖北,2022,6,wind_utilization_hours,wind_utilization_hours,1072.0,小时,S5132525
Hubei,湖北,2022,7,power_output,power_output_jan_nov_10k_kwh,4785636.0,万千瓦时,S5151471
Hubei,湖北,2022,7,solar_utilization_hours,solar_utilization_hours_jan_nov,741.0,小时,S5150485
Hubei,湖北,2022,7,wind_utilization_hours,wind_utilization_hours,1245.0,小时,S5132525
Hubei,湖北,2022,8,power_output,power_output_jan_nov_10k_kwh,5480015.0,万千瓦时,S5151471
Hubei,湖北,2022,8,solar_utilization_hours,solar_utilization_hours_jan_nov,886.0,小时,S5150485
Hubei,湖北,2022,8,wind_utilization_hours,wind_utilization_hours,1489.0,小时,S5132525
Hubei,湖北,2022,9,power_output,power_output_jan_nov_10k_kwh,5854928.0,万千瓦时,S5151471
Hubei,湖北,2022,9,solar_utilization_hours,solar_utilization_hours_jan_nov,1016.0,小时,S5150485
Hubei,湖北,2022,9,wind_utilization_hours,wind_utilization_hours,1635.0,小时,S5132525
Hubei,湖北,2022,10,power_output,power_output_jan_nov_10k_kwh,6328564.0,万千瓦时,S5151471
Hubei,湖北,2022,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1113.0,小时,S5150485
Hubei,湖北,2022,10,wind_utilization_hours,wind_utilization_hours,1863.0,小时,S5132525
Hubei,湖北,2022,11,power_output,power_output_jan_nov_10k_kwh,6761960.0,万千瓦时,S5151471
Hubei,湖北,2022,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1187.47,小时,S5150485
Hubei,湖北,2022,11,wind_utilization_hours,wind_utilization_hours,2037.59,小时,S5132525
Hubei,湖北,2022,12,wind_utilization_hours,wind_utilization_hours,2191.0,小时,S5132525
Hubei,湖北,2023,2,solar_utilization_hours,solar_utilization_hours_jan_nov,139.0,小时,S5150485
Hubei,湖北,2023,2,wind_utilization_hours,wind_utilization_hours,331.0,小时,S5132525
Hubei,湖北,2023,3,power_output,power_output_jan_nov_10k_kwh,1430659.0,万千瓦时,S5151471
Hubei,湖北,2023,3,solar_utilization_hours,solar_utilization_hours_jan_nov,242.0,小时,S5150485
Hubei,湖北,2023,3,wind_utilization_hours,wind_utilization_hours,529.0,小时,S5132525
Hubei,湖北,2023,4,power_output,power_output_jan_nov_10k_kwh,1877640.0,万千瓦时,S5151471
Hubei,湖北,2023,4,solar_utilization_hours,solar_utilization_hours_jan_nov,363.0,小时,S5150485
Hubei,湖北,2023,4,wind_utilization_hours,wind_utilization_hours,783.0,小时,S5132525
Hubei,湖北,2023,5,power_output,power_output_jan_nov_10k_kwh,2524481.0,万千瓦时,S5151471
Hubei,湖北,2023,5,solar_utilization_hours,solar_utilization_hours_jan_nov,476.0,小时,S5150485
Hubei,湖北,2023,5,wind_utilization_hours,wind_utilization_hours,1003.0,小时,S5132525
Hubei,湖北,2023,6,power_output,power_output_jan_nov_10k_kwh,3446435.0,万千瓦时,S5151471
Hubei,湖北,2023,6,solar_utilization_hours,solar_utilization_hours_jan_nov,595.0,小时,S5150485
Hubei,湖北,2023,6,wind_utilization_hours,wind_utilization_hours,1141.0,小时,S5132525
Hubei,湖北,2023,7,power_output,power_output_jan_nov_10k_kwh,4398211.0,万千瓦时,S5151471
Hubei,湖北,2023,7,solar_utilization_hours,solar_utilization_hours_jan_nov,736.0,小时,S5150485
Hubei,湖北,2023,7,wind_utilization_hours,wind_utilization_hours,1339.0,小时,S5132525
Hubei,湖北,2023,8,power_output,power_output_jan_nov_10k_kwh,5435603.0,万千瓦时,S5151471
Hubei,湖北,2023,8,solar_utilization_hours,solar_utilization_hours_jan_nov,896.0,小时,S5150485
Hubei,湖北,2023,8,wind_utilization_hours,wind_utilization_hours,1434.0,小时,S5132525
Hubei,湖北,2023,9,power_output,power_output_jan_nov_10k_kwh,6182803.0,万千瓦时,S5151471
Hubei,湖北,2023,9,solar_utilization_hours,solar_utilization_hours_jan_nov,998.0,小时,S5150485
Hubei,湖北,2023,9,wind_utilization_hours,wind_utilization_hours,1600.0,小时,S5132525
Hubei,湖北,2023,10,power_output,power_output_jan_nov_10k_kwh,7135395.0,万千瓦时,S5151471
Hubei,湖北,2023,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1080.0,小时,S5150485
Hubei,湖北,2023,10,wind_utilization_hours,wind_utilization_hours,1720.0,小时,S5132525
Hubei,湖北,2023,11,power_output,power_output_jan_nov_10k_kwh,7683267.53,万千瓦时,S5151471
Hubei,湖北,2023,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1154.0,小时,S5150485
Hubei,湖北,2023,11,wind_utilization_hours,wind_utilization_hours,1919.0,小时,S5132525
Hubei,湖北,2023,12,wind_utilization_hours,wind_utilization_hours,2074.0,小时,S5132525
Hunan,湖南,2014,2,wind_utilization_hours,wind_utilization_hours,333.0,小时,S5132526
Hunan,湖南,2014,3,wind_utilization_hours,wind_utilization_hours,514.0,小时,S5132526
Hunan,湖南,2014,4,wind_utilization_hours,wind_utilization_hours,707.0,小时,S5132526
Hunan,湖南,2014,5,wind_utilization_hours,wind_utilization_hours,836.0,小时,S5132526
Hunan,湖南,2014,6,wind_utilization_hours,wind_utilization_hours,927.0,小时,S5132526
Hunan,湖南,2014,7,wind_utilization_hours,wind_utilization_hours,1038.0,小时,S5132526
Hunan,湖南,2014,8,wind_utilization_hours,wind_utilization_hours,1103.0,小时,S5132526
Hunan,湖南,2014,9,wind_utilization_hours,wind_utilization_hours,1227.0,小时,S5132526
Hunan,湖南,2014,10,wind_utilization_hours,wind_utilization_hours,1362.0,小时,S5132526
Hunan,湖南,2014,11,wind_utilization_hours,wind_utilization_hours,1522.0,小时,S5132526
Hunan,湖南,2015,2,wind_utilization_hours,wind_utilization_hours,340.0,小时,S5132526
Hunan,湖南,2015,3,wind_utilization_hours,wind_utilization_hours,553.0,小时,S5132526
Hunan,湖南,2015,4,wind_utilization_hours,wind_utilization_hours,764.0,小时,S5132526
Hunan,湖南,2015,5,wind_utilization_hours,wind_utilization_hours,938.0,小时,S5132526
Hunan,湖南,2015,6,power_output,power_output_jan_nov_10k_kwh,524547.0,万千瓦时,S5151472
Hunan,湖南,2015,6,wind_utilization_hours,wind_utilization_hours,1163.0,小时,S5132526
Hunan,湖南,2015,7,power_output,power_output_jan_nov_10k_kwh,613502.0,万千瓦时,S5151472
Hunan,湖南,2015,7,wind_utilization_hours,wind_utilization_hours,1334.0,小时,S5132526
Hunan,湖南,2015,8,power_output,power_output_jan_nov_10k_kwh,693095.0,万千瓦时,S5151472
Hunan,湖南,2015,8,wind_utilization_hours,wind_utilization_hours,1457.0,小时,S5132526
Hunan,湖南,2015,9,power_output,power_output_jan_nov_10k_kwh,733520.0,万千瓦时,S5151472
Hunan,湖南,2015,9,wind_utilization_hours,wind_utilization_hours,1600.0,小时,S5132526
Hunan,湖南,2015,10,power_output,power_output_jan_nov_10k_kwh,774556.0,万千瓦时,S5151472
Hunan,湖南,2015,10,wind_utilization_hours,wind_utilization_hours,1750.0,小时,S5132526
Hunan,湖南,2015,11,power_output,power_output_jan_nov_10k_kwh,814367.0,万千瓦时,S5151472
Hunan,湖南,2015,11,wind_utilization_hours,wind_utilization_hours,1927.0,小时,S5132526
Hunan,湖南,2016,2,power_output,power_output_jan_nov_10k_kwh,92579.0,万千瓦时,S5151472
Hunan,湖南,2016,2,wind_utilization_hours,wind_utilization_hours,326.0,小时,S5132526
Hunan,湖南,2016,3,power_output,power_output_jan_nov_10k_kwh,171819.0,万千瓦时,S5151472
Hunan,湖南,2016,3,wind_utilization_hours,wind_utilization_hours,505.0,小时,S5132526
Hunan,湖南,2016,4,power_output,power_output_jan_nov_10k_kwh,264050.0,万千瓦时,S5151472
Hunan,湖南,2016,4,wind_utilization_hours,wind_utilization_hours,685.0,小时,S5132526
Hunan,湖南,2016,5,power_output,power_output_jan_nov_10k_kwh,366749.0,万千瓦时,S5151472
Hunan,湖南,2016,5,wind_utilization_hours,wind_utilization_hours,854.0,小时,S5132526
Hunan,湖南,2016,6,power_output,power_output_jan_nov_10k_kwh,457932.0,万千瓦时,S5151472
Hunan,湖南,2016,6,wind_utilization_hours,wind_utilization_hours,1033.0,小时,S5132526
Hunan,湖南,2016,7,power_output,power_output_jan_nov_10k_kwh,534094.0,万千瓦时,S5151472
Hunan,湖南,2016,7,wind_utilization_hours,wind_utilization_hours,1222.0,小时,S5132526
Hunan,湖南,2016,8,power_output,power_output_jan_nov_10k_kwh,621966.0,万千瓦时,S5151472
Hunan,湖南,2016,8,wind_utilization_hours,wind_utilization_hours,1373.0,小时,S5132526
Hunan,湖南,2016,9,power_output,power_output_jan_nov_10k_kwh,705363.0,万千瓦时,S5151472
Hunan,湖南,2016,9,wind_utilization_hours,wind_utilization_hours,1536.0,小时,S5132526
Hunan,湖南,2016,10,power_output,power_output_jan_nov_10k_kwh,769179.0,万千瓦时,S5151472
Hunan,湖南,2016,10,wind_utilization_hours,wind_utilization_hours,1752.0,小时,S5132526
Hunan,湖南,2016,11,power_output,power_output_jan_nov_10k_kwh,854609.0,万千瓦时,S5151472
Hunan,湖南,2016,11,wind_utilization_hours,wind_utilization_hours,1934.0,小时,S5132526
Hunan,湖南,2017,2,power_output,power_output_jan_nov_10k_kwh,122112.0,万千瓦时,S5151472
Hunan,湖南,2017,2,wind_utilization_hours,wind_utilization_hours,314.0,小时,S5132526
Hunan,湖南,2017,3,power_output,power_output_jan_nov_10k_kwh,186224.1,万千瓦时,S5151472
Hunan,湖南,2017,3,wind_utilization_hours,wind_utilization_hours,528.0,小时,S5132526
Hunan,湖南,2017,4,power_output,power_output_jan_nov_10k_kwh,260654.0,万千瓦时,S5151472
Hunan,湖南,2017,4,wind_utilization_hours,wind_utilization_hours,773.0,小时,S5132526
Hunan,湖南,2017,5,power_output,power_output_jan_nov_10k_kwh,333449.0,万千瓦时,S5151472
Hunan,湖南,2017,5,wind_utilization_hours,wind_utilization_hours,907.0,小时,S5132526
Hunan,湖南,2017,6,power_output,power_output_jan_nov_10k_kwh,428192.0,万千瓦时,S5151472
Hunan,湖南,2017,6,wind_utilization_hours,wind_utilization_hours,1043.0,小时,S5132526
Hunan,湖南,2017,7,power_output,power_output_jan_nov_10k_kwh,503733.0,万千瓦时,S5151472
Hunan,湖南,2017,7,wind_utilization_hours,wind_utilization_hours,1211.0,小时,S5132526
Hunan,湖南,2017,8,power_output,power_output_jan_nov_10k_kwh,551229.0,万千瓦时,S5151472
Hunan,湖南,2017,8,wind_utilization_hours,wind_utilization_hours,1392.0,小时,S5132526
Hunan,湖南,2017,9,power_output,power_output_jan_nov_10k_kwh,582709.0,万千瓦时,S5151472
Hunan,湖南,2017,9,wind_utilization_hours,wind_utilization_hours,1504.0,小时,S5132526
Hunan,湖南,2017,10,power_output,power_output_jan_nov_10k_kwh,637693.0,万千瓦时,S5151472
Hunan,湖南,2017,10,wind_utilization_hours,wind_utilization_hours,1731.0,小时,S5132526
Hunan,湖南,2017,11,power_output,power_output_jan_nov_10k_kwh,689151.0,万千瓦时,S5151472
Hunan,湖南,2017,11,wind_utilization_hours,wind_utilization_hours,1905.0,小时,S5132526
Hunan,湖南,2018,2,power_output,power_output_jan_nov_10k_kwh,106153.0,万千瓦时,S5151472
Hunan,湖南,2018,2,solar_utilization_hours,solar_utilization_hours_jan_nov,92.0,小时,S5150486
Hunan,湖南,2018,2,wind_utilization_hours,wind_utilization_hours,307.0,小时,S5132526
Hunan,湖南,2018,3,power_output,power_output_jan_nov_10k_kwh,162502.0,万千瓦时,S5151472
Hunan,湖南,2018,3,solar_utilization_hours,solar_utilization_hours_jan_nov,164.0,小时,S5150486
Hunan,湖南,2018,3,wind_utilization_hours,wind_utilization_hours,524.0,小时,S5132526
Hunan,湖南,2018,4,power_output,power_output_jan_nov_10k_kwh,219206.0,万千瓦时,S5151472
Hunan,湖南,2018,4,solar_utilization_hours,solar_utilization_hours_jan_nov,270.0,小时,S5150486
Hunan,湖南,2018,4,wind_utilization_hours,wind_utilization_hours,791.0,小时,S5132526
Hunan,湖南,2018,5,power_output,power_output_jan_nov_10k_kwh,294826.0,万千瓦时,S5151472
Hunan,湖南,2018,5,solar_utilization_hours,solar_utilization_hours_jan_nov,424.0,小时,S5150486
Hunan,湖南,2018,5,wind_utilization_hours,wind_utilization_hours,1021.0,小时,S5132526
Hunan,湖南,2018,6,power_output,power_output_jan_nov_10k_kwh,356556.0,万千瓦时,S5151472
Hunan,湖南,2018,6,solar_utilization_hours,solar_utilization_hours_jan_nov,460.0,小时,S5150486
Hunan,湖南,2018,6,wind_utilization_hours,wind_utilization_hours,1158.0,小时,S5132526
Hunan,湖南,2018,7,power_output,power_output_jan_nov_10k_kwh,432059.0,万千瓦时,S5151472
Hunan,湖南,2018,7,solar_utilization_hours,solar_utilization_hours_jan_nov,575.0,小时,S5150486
Hunan,湖南,2018,7,wind_utilization_hours,wind_utilization_hours,1274.0,小时,S5132526
Hunan,湖南,2018,8,power_output,power_output_jan_nov_10k_kwh,511276.0,万千瓦时,S5151472
Hunan,湖南,2018,8,solar_utilization_hours,solar_utilization_hours_jan_nov,690.0,小时,S5150486
Hunan,湖南,2018,8,wind_utilization_hours,wind_utilization_hours,1372.0,小时,S5132526
Hunan,湖南,2018,9,power_output,power_output_jan_nov_10k_kwh,573625.0,万千瓦时,S5151472
Hunan,湖南,2018,9,solar_utilization_hours,solar_utilization_hours_jan_nov,778.0,小时,S5150486
Hunan,湖南,2018,9,wind_utilization_hours,wind_utilization_hours,1566.0,小时,S5132526
Hunan,湖南,2018,10,power_output,power_output_jan_nov_10k_kwh,617112.0,万千瓦时,S5151472
Hunan,湖南,2018,10,solar_utilization_hours,solar_utilization_hours_jan_nov,853.0,小时,S5150486
Hunan,湖南,2018,10,wind_utilization_hours,wind_utilization_hours,1723.0,小时,S5132526
Hunan,湖南,2018,11,power_output,power_output_jan_nov_10k_kwh,685276.0,万千瓦时,S5151472
Hunan,湖南,2018,11,solar_utilization_hours,solar_utilization_hours_jan_nov,910.0,小时,S5150486
Hunan,湖南,2018,11,wind_utilization_hours,wind_utilization_hours,1870.0,小时,S5132526
Hunan,湖南,2018,12,solar_utilization_hours,solar_utilization_hours_jan_nov,933.0,小时,S5150486
Hunan,湖南,2018,12,wind_utilization_hours,wind_utilization_hours,2054.0,小时,S5132526
Hunan,湖南,2019,2,power_output,power_output_jan_nov_10k_kwh,124828.0,万千瓦时,S5151472
Hunan,湖南,2019,2,solar_utilization_hours,solar_utilization_hours_jan_nov,50.0,小时,S5150486
Hunan,湖南,2019,2,wind_utilization_hours,wind_utilization_hours,364.0,小时,S5132526
Hunan,湖南,2019,3,power_output,power_output_jan_nov_10k_kwh,173197.0,万千瓦时,S5151472
Hunan,湖南,2019,3,solar_utilization_hours,solar_utilization_hours_jan_nov,115.0,小时,S5150486
Hunan,湖南,2019,3,wind_utilization_hours,wind_utilization_hours,562.0,小时,S5132526
Hunan,湖南,2019,4,power_output,power_output_jan_nov_10k_kwh,244777.0,万千瓦时,S5151472
Hunan,湖南,2019,4,solar_utilization_hours,solar_utilization_hours_jan_nov,194.0,小时,S5150486
Hunan,湖南,2019,4,wind_utilization_hours,wind_utilization_hours,750.0,小时,S5132526
Hunan,湖南,2019,5,power_output,power_output_jan_nov_10k_kwh,321994.0,万千瓦时,S5151472
Hunan,湖南,2019,5,solar_utilization_hours,solar_utilization_hours_jan_nov,267.0,小时,S5150486
Hunan,湖南,2019,5,wind_utilization_hours,wind_utilization_hours,876.0,小时,S5132526
Hunan,湖南,2019,6,power_output,power_output_jan_nov_10k_kwh,381061.0,万千瓦时,S5151472
Hunan,湖南,2019,6,solar_utilization_hours,solar_utilization_hours_jan_nov,353.0,小时,S5150486
Hunan,湖南,2019,6,wind_utilization_hours,wind_utilization_hours,1025.0,小时,S5132526
Hunan,湖南,2019,7,power_output,power_output_jan_nov_10k_kwh,429581.0,万千瓦时,S5151472
Hunan,湖南,2019,7,solar_utilization_hours,solar_utilization_hours_jan_nov,456.0,小时,S5150486
Hunan,湖南,2019,7,wind_utilization_hours,wind_utilization_hours,1174.0,小时,S5132526
Hunan,湖南,2019,8,power_output,power_output_jan_nov_10k_kwh,501214.0,万千瓦时,S5151472
Hunan,湖南,2019,8,solar_utilization_hours,solar_utilization_hours_jan_nov,580.0,小时,S5150486
Hunan,湖南,2019,8,wind_utilization_hours,wind_utilization_hours,1298.0,小时,S5132526
Hunan,湖南,2019,9,power_output,power_output_jan_nov_10k_kwh,559278.0,万千瓦时,S5151472
Hunan,湖南,2019,9,solar_utilization_hours,solar_utilization_hours_jan_nov,695.0,小时,S5150486
Hunan,湖南,2019,9,wind_utilization_hours,wind_utilization_hours,1444.0,小时,S5132526
Hunan,湖南,2019,10,power_output,power_output_jan_nov_10k_kwh,660963.0,万千瓦时,S5151472
Hunan,湖南,2019,10,solar_utilization_hours,solar_utilization_hours_jan_nov,777.0,小时,S5150486
Hunan,湖南,2019,10,wind_utilization_hours,wind_utilization_hours,1578.0,小时,S5132526
Hunan,湖南,2019,11,power_output,power_output_jan_nov_10k_kwh,751271.0,万千瓦时,S5151472
Hunan,湖南,2019,11,solar_utilization_hours,solar_utilization_hours_jan_nov,844.0,小时,S5150486
Hunan,湖南,2019,11,wind_utilization_hours,wind_utilization_hours,1767.0,小时,S5132526
Hunan,湖南,2019,12,solar_utilization_hours,solar_utilization_hours_jan_nov,905.0,小时,S5150486
Hunan,湖南,2019,12,wind_utilization_hours,wind_utilization_hours,1960.0,小时,S5132526
Hunan,湖南,2020,2,power_output,power_output_jan_nov_10k_kwh,133007.0,万千瓦时,S5151472
Hunan,湖南,2020,2,solar_utilization_hours,solar_utilization_hours_jan_nov,96.0,小时,S5150486
Hunan,湖南,2020,2,wind_utilization_hours,wind_utilization_hours,305.0,小时,S5132526
Hunan,湖南,2020,3,power_output,power_output_jan_nov_10k_kwh,216781.0,万千瓦时,S5151472
Hunan,湖南,2020,3,solar_utilization_hours,solar_utilization_hours_jan_nov,155.0,小时,S5150486
Hunan,湖南,2020,3,wind_utilization_hours,wind_utilization_hours,447.0,小时,S5132526
Hunan,湖南,2020,4,power_output,power_output_jan_nov_10k_kwh,270733.0,万千瓦时,S5151472
Hunan,湖南,2020,4,solar_utilization_hours,solar_utilization_hours_jan_nov,249.0,小时,S5150486
Hunan,湖南,2020,4,wind_utilization_hours,wind_utilization_hours,615.0,小时,S5132526
Hunan,湖南,2020,5,power_output,power_output_jan_nov_10k_kwh,418112.0,万千瓦时,S5151472
Hunan,湖南,2020,5,solar_utilization_hours,solar_utilization_hours_jan_nov,346.0,小时,S5150486
Hunan,湖南,2020,5,wind_utilization_hours,wind_utilization_hours,799.0,小时,S5132526
Hunan,湖南,2020,6,power_output,power_output_jan_nov_10k_kwh,509234.0,万千瓦时,S5151472
Hunan,湖南,2020,6,solar_utilization_hours,solar_utilization_hours_jan_nov,430.0,小时,S5150486
Hunan,湖南,2020,6,wind_utilization_hours,wind_utilization_hours,1029.0,小时,S5132526
Hunan,湖南,2020,7,power_output,power_output_jan_nov_10k_kwh,721950.0,万千瓦时,S5151472
Hunan,湖南,2020,7,solar_utilization_hours,solar_utilization_hours_jan_nov,518.0,小时,S5150486
Hunan,湖南,2020,7,wind_utilization_hours,wind_utilization_hours,1206.0,小时,S5132526
Hunan,湖南,2020,8,power_output,power_output_jan_nov_10k_kwh,835569.0,万千瓦时,S5151472
Hunan,湖南,2020,8,solar_utilization_hours,solar_utilization_hours_jan_nov,660.0,小时,S5150486
Hunan,湖南,2020,8,wind_utilization_hours,wind_utilization_hours,1389.0,小时,S5132526
Hunan,湖南,2020,9,power_output,power_output_jan_nov_10k_kwh,892534.0,万千瓦时,S5151472
Hunan,湖南,2020,9,solar_utilization_hours,solar_utilization_hours_jan_nov,741.0,小时,S5150486
Hunan,湖南,2020,9,wind_utilization_hours,wind_utilization_hours,1467.0,小时,S5132526
