province,province_cn,year,month,series_type,variable,value,unit,code
Hainan,海南,2022,8,power_output,power_output_jan_nov_10k_kwh,12049.0,万千瓦时,S5151475
Hainan,海南,2022,8,solar_utilization_hours,solar_utilization_hours_jan_nov,806.0,小时,S5150489
Hainan,海南,2022,8,wind_utilization_hours,wind_utilization_hours,1047.0,小时,S5132529
Hainan,海南,2022,9,power_output,power_output_jan_nov_10k_kwh,13396.0,万千瓦时,S5151475
Hainan,海南,2022,9,solar_utilization_hours,solar_utilization_hours_jan_nov,924.0,小时,S5150489
Hainan,海南,2022,9,wind_utilization_hours,wind_utilization_hours,1116.0,小时,S5132529
Hainan,海南,2022,10,power_output,power_output_jan_nov_10k_kwh,15973.0,万千瓦时,S5151475
Hainan,海南,2022,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1020.0,小时,S5150489
Hainan,海南,2022,10,wind_utilization_hours,wind_utilization_hours,1333.0,小时,S5132529
Hainan,海南,2022,11,power_output,power_output_jan_nov_10k_kwh,18167.0,万千瓦时,S5151475
Hainan,海南,2022,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1091.4,小时,S5150489
Hainan,海南,2022,11,wind_utilization_hours,wind_utilization_hours,1442.37,小时,S5132529
Hainan,海南,2022,12,wind_utilization_hours,wind_utilization_hours,1699.0,小时,S5132529
Hainan,海南,2023,2,solar_utilization_hours,solar_utilization_hours_jan_nov,183.0,小时,S5150489
Hainan,海南,2023,2,wind_utilization_hours,wind_utilization_hours,358.0,小时,S5132529
Hainan,海南,2023,3,power_output,power_output_jan_nov_10k_kwh,5441.0,万千瓦时,S5151475
Hainan,海南,2023,3,solar_utilization_hours,solar_utilization_hours_jan_nov,298.0,小时,S5150489
Hainan,海南,2023,3,wind_utilization_hours,wind_utilization_hours,455.0,小时,S5132529
Hainan,海南,2023,4,power_output,power_output_jan_nov_10k_kwh,7289.0,万千瓦时,S5151475
