Name,Offcd ,Wk_S,Wk_E,Jbt
官员姓名,官员代码,任期起始时间,任期结束时间,职位名称
章长胜,0000000002,2006.12,2007.03,绍兴市越城区委副书记、代区长
章长胜,0000000002,2007.03,  ,绍兴市越城区委副书记、区长
章长胜,0000000002,2011.02,,绍兴市越城区委书记
章长胜,0000000002,2017.06,,任绍兴市人民政府秘书长
徐国龙,0000000004,2014.06,2015.01,绍兴市柯桥区委书记，区政府区长
徐国龙,0000000004,2015.01,2017.04,绍兴市柯桥区委书记
徐国龙,0000000004,2017.04,,绍兴市副市长
邵全卯,0000000005,1989.08,,参加工作，历任绍兴市水电工程质监站副站长、站长，绍兴市用水管理处主任，上虞市水利局副局长（挂职），绍兴市水利局规划建设处处长、党组成员，绍兴市曹娥江大闸建设管理委员会副主任、党工委委员，绍兴市交通局副局长、党委委员，绍诸高速工程建设指挥部总指挥、党工委书记，绍兴市人力社保局局长、党组书记，兼绍兴市委组织部副部长，新昌县委副书记、代理县长、县长等职
邵全卯,0000000005,2016.01,  ,任浙江省新昌县委书记
邵全卯,0000000005,2016.12,,当选为新昌县县委书记
陶关锋,0000000008,1984.09,1987.07,宁波林业学校学生
陶关锋,0000000008,1987.08,1990.02,绍兴县马海乡团委书记
陶关锋,0000000008,1990.02,1991.03,绍兴县越北区公所青年干事、民政助理员
陶关锋,0000000008,1991.03,1992.05,任绍兴县新围镇副镇长
陶关锋,0000000008,1992.05,1992.08,任绍兴县马鞍镇农经技术服务公司副经理
陶关锋,0000000008,1992.08,1998.11,任绍兴县马鞍镇副镇长
陶关锋,0000000008,1998.11,1999.02,任绍兴县富盛镇党委副书记
陶关锋,0000000008,1999.02,2000.05,任绍兴县富盛镇党委副书记、副镇长
陶关锋,0000000008,2000.05,2000.06,任绍兴县富盛镇党委书记
陶关锋,0000000008,2000.06,2001.08,任绍兴县富盛镇党委书记、人大主席
陶关锋,0000000008,2001.08,2002.01,任绍兴县水平镇党委书记
陶关锋,0000000008,2002.01,2002.12,任绍兴县水平镇党委书记、人大主席
陶关锋,0000000008,2002.12,2006.09,任绍兴县钱清镇党委书记
陶关锋,0000000008,2006.09,2006.12,任绍兴县钱清镇党委书记兼任绍兴县钱清镇纺织服务产业集聚区管委会主任、轻纺城钱清原料市场建设管委会办公室主任
陶关锋,0000000008,2006.12,2007.02,任绍兴县发改局局长、党组副书记、物价局局长
陶关锋,0000000008,2007.02,2007.03,任绍兴县发改局局长、党组书记、物价局局长
陶关锋,0000000008,2007.03,2010.02,任绍兴县人民政府副县长（其间赴湖南挂职任安乡县委常委、副县长，2007年03月任安乡县人民政府副县长，2008年08月任中共安乡县委常委）
陶关锋,0000000008,2010.02,2015.09,任中共嵊州市委常委、组织部长
陶关锋,0000000008,2015.09,2016.11,任绍兴市上虞区委副书记、代区长、区长
陶关锋,0000000008,2016.11,,任绍兴市上虞区委书记
陶关锋,0000000008,2016.12,,当选为中共绍兴市上虞区第一届委员会常务委员会委员、书记
孙云耀,0000000009,1985.04,1986.02,绍兴县加会乡副乡长
孙云耀,0000000009,1986.02,1987.01,绍兴县陶里乡党委副书记
孙云耀,0000000009,1987.01,1990.04,绍兴县齐贤镇党委副书记、镇长
孙云耀,0000000009,1990.04,1992.01,绍兴县马鞍镇党委副书记、镇长
孙云耀,0000000009,1992.01,1997.11,绍兴县马鞍镇党委书记
孙云耀,0000000009,1997.11,2001.05,绍兴县副县长
孙云耀,0000000009,2001.05,2004.12,绍兴县委常委、副县长
孙云耀,0000000009,2004.12,2009.07,绍兴县委副书记
孙云耀,0000000009,2009.07,2010.02,绍兴县委副书记、代县长
孙云耀,0000000009,2010.02,2011.11,绍兴县委副书记、县长
孙云耀,0000000009,2011.11,2016.01,上虞市（上虞区）委书记
孙云耀,0000000009,2016.01,2016.11,绍兴市人大常委会副主任、上虞区委书记
孙云耀,0000000009,2016.11,,绍兴市人大常委会副主任
安路生,0000000030,1986.00,2004.00,参加工作，历任南昌铁路局向塘西站见习生、运转主任、副站长；鹰潭站站长；南昌铁路局总调度长，局长助理，副局长；福州分局并入南昌时调离南昌任北京铁路局石家庄铁路分局局长
安路生,0000000030,2004.00,2005.03,调郑州铁路局武汉铁路分局任分局长
安路生,0000000030,2005.03,2006.12,武汉成立铁路局后任武汉铁路局局长（正厅局级）
安路生,0000000030,2006.12,2008.00,调任铁道部任总调度长
安路生,0000000030,2008.00,2008.00,因发生胶济铁路“4·28”重大事故，安路生被免去铁道部总调度长职务
安路生,0000000030,2008.00,2009.03,“5·12”汶川大地震后出任成都铁路局局长，调任成都铁路局局长
安路生,0000000030,2009.03,2009.04,任上海铁路局局长，党委委员、常委、副书记(原武汉铁路局副局长武勇接任成都铁路局局长)
安路生,0000000030,2009.04,2010.05,公示为副部级待遇
安路生,0000000030,2010.05,2011.07,重新出任铁道部总调度长
安路生,0000000030,2011.07,2013.01,723D3115次与D301次列车追尾事故重新出任上海铁路局局长
安路生,0000000030,2013.01,2013.04,任铁科院院长
安路生,0000000030,2013.04,2013.08,上海闸北区委副书记，代区长
安路生,0000000030,2013.08,2015.03,任上海市闸北区委副书记，区政府区长
安路生,0000000030,2015.03,2015.11,任上海市闸北区委书记
安路生,0000000030,2015.11,  ,任上海市静安区委书记
安启洪,0000000033,1980.09,1982.07,贵州省铜仁师范专科学校数学科学生
安启洪,0000000033,1982.08,1990.08,贵州省思南县青杠坡中学教师、教导主任、校长
安启洪,0000000033,1990.08,1992.12,贵州省思南县青杠坡区教办主任
安启洪,0000000033,1992.12,1994.01,贵州省思南县青杠坡镇党委办公室主任
安启洪,0000000033,1994.01,1995.12,贵州省思南县青杠坡镇党委委员、纪委书记
安启洪,0000000033,1995.12,1998.03,贵州省思南县纪委办公室主任
安启洪,0000000033,1998.03,2001.12,贵州省思南县纪委副书记
安启洪,0000000033,2001.12,2002.06,贵州省思南县委办公室主任
安启洪,0000000033,2002.06,2002.12,贵州省沿河自治县委常委、县纪委书记
安启洪,0000000033,2002.12,2006.02,贵州省沿河土家族自治县委副书记、县纪委书记
安启洪,0000000033,2001.09,2004.01,在贵州省委党校法律专业学习<函授本科>
安启洪,0000000033,2006.02,2007.12,县人民政府县长
安启洪,0000000033,2007.12,2011.09,贵州省沿河土家族自治县委书记
安启洪,0000000033,2011.09,2011.11,贵州省铜仁地区行署副秘书长（正县级）
安启洪,0000000033,2011.11,2012.02,贵州省铜仁地委副秘书长、铜仁地区机构编制委员会办公室主任
安启洪,0000000033,2012.02,2016.09,贵州省铜仁市委副秘书长、市机构编制委员会办公室主任
安启洪,0000000033,2016.09,,因涉嫌严重违纪接受组织调查
安孝荣,0000000039,1983.09,1986.03,在石阡县本庄镇畜牧兽医站工作
安孝荣,0000000039,1986.03,1987.01,在石阡县经协办工作
安孝荣,0000000039,1987.01,1987.12,在石阡县白龙乡扶贫
安孝荣,0000000039,1987.12,1988.09,在石阡县企业承包办工作
安孝荣,0000000039,1988.09,1990.07,在中央政法管理干部学院经济法专业学习
安孝荣,0000000039,1990.07,1993.08,任石阡县政府办综合科长、法制科长
安孝荣,0000000039,1993.08,1995.12,任石阡县政府办副主任
安孝荣,0000000039,1995.12,1998.12,任石阡县本庄镇党委书记
安孝荣,0000000039,1998.12,1999.02,任石阡县统战部副部长、工商联党组书记
安孝荣,0000000039,1999.02,2003.01,任中共沿河土家族自治县委常委、政法委书记
安孝荣,0000000039,2003.01,2005.12,任中共沿河土家族自治县委常委、县人民政府副县长
安孝荣,0000000039,2005.12,2007.01,任中共玉屏侗族自治县委常委、县人民政府副县长
安孝荣,0000000039,2007.01,2009.06,任中共玉屏侗族自治县委常委
安孝荣,0000000039,2007.06,,贵州省委党校经济学专业在职研究生班学习毕业
安孝荣,0000000039,2009.06,2009.09,任中共玉屏侗族自治县委副书记、中共大龙经济开发区工委副书记
安孝荣,0000000039,2009.09,2010.01,任玉屏侗族自治县人民政府代理县长
安孝荣,0000000039,2010.01,2013.09,玉屏侗族自治县七届人大五次会议举行第三次全体会议，会议补选了安孝荣同志为玉屏侗族自治县人民政府县长
安孝荣,0000000039,2013.09,2013.12,任贵州省玉屏县经济开发区管理委员会主任
安孝荣,0000000039,2013.12,  ,任铜仁市科技局（知识产权局）党组书记、局长，同年当选贵州省第十二届人大代表
安孝荣,0000000039,2017.02,,任铜仁市科学技术局（知识产权局）局长
白祥和,0000000072,1986.07,  ,参加工作，同年入党，东北农业大学助教、讲师
白祥和,0000000072,1996.09,,东北农业大学副教授
白祥和,0000000072,1997.04,1998.04,克东县玉岗镇政府副镇长（1989年9月—1997年12月，在东北农业大学硕士、博士研究生班学习）
白祥和,0000000072,1998.04,2000.11,克东县政府副县长
白祥和,0000000072,2000.11,2003.08,中共齐齐哈尔市梅里斯区委副书记
白祥和,0000000072,2003.08,2004.02,中共依安县委副书记、政府副县长
白祥和,0000000072,2004.02,2005.04,中共依安县委副书记、政府县长
白祥和,0000000072,2005.04,2009.01,中共依安县委书记（2004年3月—2007年5月，在东北农业大学博士研究生班学习）
白祥和,0000000072,2009.01,2014.03,黑龙江省农业委员会副主任、党组成员
白祥和,0000000072,2014.03,2014.04,中共牡丹江市委常委、政府副市长人选
白祥和,0000000072,2014.04,2014.05,中共牡丹江市委常委、政府党组副书记、副市长人选
白祥和,0000000072,2014.05,2016.12,在牡丹江市第十五届人民代表大会常务委员会第十七次会议上任命为牡丹江市人民政府副市长
白祥和,0000000072,2016.12,,牡丹江市第十五届人民代表大会常务委员会第四十次会议通过，免去白祥和牡丹江市人民政府副市长职务
白振海,0000000080,1989.07,1996.01,在华池县乡镇企业局、扶贫办、政府办工作
白振海,0000000080,1996.01,1997.10,任共青团华池县委副书记
白振海,0000000080,1997.10,2000.11,任共青团华池县委书记
白振海,0000000080,2000.11,2001.07,任华池县南梁乡党委书记
白振海,0000000080,2001.07,2002.10,任合水县政府副县长
白振海,0000000080,2002.10,2005.05,任中共合水县委副书记
白振海,0000000080,2005.05,2006.11,任中共环县县委副书记
白振海,0000000080,2006.11,2010.05,任中共正宁县委副书记，县政府县长
白振海,0000000080,2010.05,2011.11,中共正宁县县委书记
白振海,0000000080,2011.11,2016.09,当选为庆阳市人民政府副市长
白振海,0000000080,2016.09,2016.10,金昌市委常委
白振海,0000000080,2016.10,,金昌市委常委、宣传部部长
包信宝,0000000092,1963.09,1965.04,在复旦大学物理二系放射化学专业学习
包信宝,0000000092,1965.04,1968.08,在复旦大学外语系英语师资培训班学习
包信宝,0000000092,1968.08,1978.07,上海跃龙化工厂二车间工人、厂办公室秘书、厂情报资料室负责人、厂三车间党支部书记
包信宝,0000000092,1978.07,1981.08,任上海跃龙化工厂党委副书记兼政治处副主任、纪检组组长
包信宝,0000000092,1981.08,1983.09,任市冶金局干部处副处长兼干部考察办公室负责人
包信宝,0000000092,1983.09,1985.08,参加中央党校马列主义培训部培训班第一期学习
包信宝,0000000092,1985.08,1988.06,任市冶金工业局党委书记
包信宝,0000000092,1988.06,1992.10,任宝山区委书记
包信宝,0000000092,1992.10,1993.12,任闵行区委书记
包信宝,0000000092,1994.01,1994.03,任市总工会党组书记
包信宝,0000000092,1994.03,1998.02,任市总工会主席、党组书记
包信宝,0000000092,1998.02,2003.03,任市人大常委会副主任，市总工会主席、党组书记（其间：1998年9月至1998年11月，参加中央党校省部级班轮训）
包信宝,0000000092,2003.02,2008.03,任市人大常委会副主任、党组副书记
鲍炳章,0000000098,1996.00,,历任上海振申医药实业公司总经理助理、副总经理，上海市药材有限公司副总经理，上海医药 （集团）有限公司总裁办副主任、主任
鲍炳章,0000000098,2003.03,2005.08,任中美上海施贵宝制药有限公司党委书记、董事长
鲍炳章,0000000098,2005.08,2006.12,任上海医药（集团）有限公司抗生素事业部常务副总裁
鲍炳章,0000000098,2006.12,2011.12,任上海市徐汇区副区长
鲍炳章,0000000098,2011.12,2014.06,任上海市徐汇区委常委、副区长
鲍炳章,0000000098,2014.06,2014.07,任上海市徐汇区委副书记、代区长
鲍炳章,0000000098,2014.07,2016.07,任上海市徐汇区委副书记、区长
鲍炳章,0000000098,2016.07,,任上海市徐汇区委书记
鲍炳章,0000000098,2016.11,,中国共产党上海市徐汇区第十届委员会第一次全体会议举行，鲍炳章同志当选为区委书记
贝冰,0000000104,1981.01,1981.09,韶关地区水产公司工作
贝冰,0000000104,1981.09,1985.07,华南师范大学中文系读书
贝冰,0000000104,1985.07,1991.12,华南师范大学中文系政治辅导员、助教、讲师、系党总支副书记
贝冰,0000000104,1991.12,1992.12,粤安实业发展总公司办公室主任（副处级）
贝冰,0000000104,1992.12,1995.08,清远扶贫区办公室副主任（副处级）
贝冰,0000000104,1995.08,1996.12,清远经济开发区办公室负责人
贝冰,0000000104,1996.12,1999.02,清远经济开发区党政办公室主任
贝冰,0000000104,1999.02,2000.11,清远经济开发区管委会副主任（正处级）
贝冰,0000000104,2000.11,2003.03,英德市委副书记（正处级）
贝冰,0000000104,2003.03,2003.07,清远市委、市政府副秘书长（正处级）
贝冰,0000000104,2003.07,2004.03,清远市清城区委副书记、副区长、代区长
贝冰,0000000104,2004.03,2006.11,清远市清城区委副书记、区长
贝冰,0000000104,2006.11,2007.01,清新县委书记
贝冰,0000000104,2007.01,2008.08,清新县委书记、人大常委会主任
贝冰,0000000104,2008.08,2013.06,清远市政府党组成员、市长助理（正处级）
贝冰,0000000104,2013.06,2017.01,清远市副市长、公安局长
贝冰,0000000104,2017.01,,清远市副市长、市政府党组成员，市委政法委副书记，市公安局党委书记、局长
毕建华,0000000105,1979.11,1981.08,承德民族师范专科学校学习
毕建华,0000000105,1981.08,1983.08,承德地区平泉县榆树林子中学教师
毕建华,0000000105,1983.08,1983.11,承德地区千斤顶总厂工会干事
毕建华,0000000105,1983.11,1985.07,承德团地委宣传部干事
毕建华,0000000105,1985.07,1986.12,承德地委办公室秘书
毕建华,0000000105,1986.12,1988.09,承德地委办公室副科级秘书
毕建华,0000000105,1988.09,1992.05,承德地委办公室正科级秘书
毕建华,0000000105,1992.05,1993.07,承德地委宣传部副部长
毕建华,0000000105,1993.07,1994.03,承德市委宣传部副部长
毕建华,0000000105,1994.03,1996.03,承德市丰宁满族自治县县委常委、副书记
毕建华,0000000105,1996.03,1998.04,承德市委办公室副主任
毕建华,0000000105,1998.04,1999.08,承德市委副秘书长
毕建华,0000000105,1999.08,2002.01,承德市委副秘书长(正处级)
毕建华,0000000105,2002.01,2002.03,滦平县县委副书记，政府党组书记、代理县长
毕建华,0000000105,2002.03,,滦平县委副书记，政府党组书记、政府县长
卞建秋,0000000115,1980.09,1984.07,就读于安徽大学汉语言文学专业大学
卞建秋,0000000115,1984.07,1989.12,任马鞍山市政府办秘书一科秘书
卞建秋,0000000115,1989.12,1992.11,任马鞍山市政府办秘书一科副科级秘书
卞建秋,0000000115,1992.11,1993.06,任马鞍山市政府办秘书一科正科级秘书
卞建秋,0000000115,1993.06,1996.09,任马鞍山市政府办综合协调科副科长、正科级秘书
卞建秋,0000000115,1996.09,2002.03,任马鞍山市交通局副局长(其间：1999.09—2001.01 南京大学研究生课程班行政管理专业学习；2000.09—2000.11 参加省委党校第30期县处级干部进修班学习)
卞建秋,0000000115,2002.03,2003.02,任中共马鞍山市花山区委副书记
卞建秋,0000000115,2003.02,2005.09,任中共马鞍山市花山区委副书记、马鞍山市花山旅游园管理办公室主任
卞建秋,0000000115,2005.09,2007.04,任马鞍山市文明办主任
卞建秋,0000000115,2007.04,2009.12,任马鞍山市委宣传部副部长（兼）、马鞍山市文明办主任
卞建秋,0000000115,2009.12,2013.03,任马鞍山市文化委员会主任、党委书记
卞建秋,0000000115,2013.03,2013.07,任中共含山县委副书记、县人民政府代县长
卞建秋,0000000115,2013.07,2014.01,任中共含山县委副书记、县人民政府县长
卞建秋,0000000115,2014.01,  ,任中共含山县委书记
别必雄,0000000117,1979.07,1982.08,湖北农学院农学系学习
别必雄,0000000117,1982.08,1984.02,宜昌县农委干部
别必雄,0000000117,1984.02,1987.07,共青团宜昌县委书记
别必雄,0000000117,1987.07,1987.09,宜昌县桥边镇党委副书记
别必雄,0000000117,1987.09,1990.03,宜昌县土城乡党委书记
别必雄,0000000117,1990.03,1994.02,共青团宜昌地（市）委副书记（1992.03地市合并）
别必雄,0000000117,1994.02,1997.04,共青团宜昌市委书记
别必雄,0000000117,1993.09,1996.07,湖北农学院农经系函授学习
别必雄,0000000117,1997.04,1998.02,枝城市委副书记、代理市长
别必雄,0000000117,1998.02,1998.10,枝城市委副书记、市长
别必雄,0000000117,1998.10,2002.03,宜都市委副书记、市长
别必雄,0000000117,1998.09,2001.06,武汉大学岩土工程专业硕士学位学习
别必雄,0000000117,2002.03,2003.01,宜都市委书记、市长
别必雄,0000000117,2003.01,2003.12,宜都市委书记、人大常委会主任
别必雄,0000000117,2003.12,2006.03,天门市委副书记、市长
别必雄,0000000117,2006.03,2006.06,天门市委书记、市长
别必雄,0000000117,2003.09,2006.06,华中师范大学政治经济学专业在职硕士研究生学习
别必雄,0000000117,2006.06,2010.05,天门市委书记
别必雄,0000000117,2010.05,2011.02,湖北省安全生产监督管理局局长、党组书记
别必雄,0000000117,2011.02,2011.03,襄阳市委副书记，提名为市人民政府市长候选人
别必雄,0000000117,2011.04,2015.01,襄阳市委副书记，市人民政府市长、党组书记
别必雄,0000000117,2015.01,2015.05,荆门市委委员、常委、副书记、代理书记
别必雄,0000000117,2015.05,2016.02,荆门市委书记、市人大常委会主任
别必雄,0000000117,2016.02,2017.07,荆门市委书记、市人大常委会主任、市委党校第一校长
别必雄,0000000117,2017.07,,湖北省政府秘书长、党组成员，省政府机关党组书记、办公厅主任
宾正迎,0000000118,1989.07,  ,毕业于广西大学哲学系哲学专业大学
宾正迎,0000000118,1989.07,1994.05,任广西公安管理干部学院助教、讲师、一级警司
宾正迎,0000000118,1994.05,1996.06,在防城港市委办公室工作
宾正迎,0000000118,1996.06,2001.05,在防城港市委组织部工作
宾正迎,0000000118,2001.05,2005.03,任防城港市防城区委副书记
宾正迎,0000000118,2005.03,2006.07,任防城港市委办公室副秘书长、副主任
宾正迎,0000000118,2006.07,2011.06,任防城港市防城区委副书记、区长
宾正迎,0000000118,2011.06,2014.07,任上思县委书记
宾正迎,0000000118,2014.07,2016.02,任防城港市副市长
布泽文,0000000123,1980.09,1984.07,河北大学中文专业学习
布泽文,0000000123,1984.07,1992.01,廊坊市委宣传部宣传科干部
布泽文,0000000123,1992.01,1994.05,廊坊市企工委宣传部副部长
布泽文,0000000123,1992.08,1994.09,在固安县公主府乡副乡长
布泽文,0000000123,1994.05,1996.09,廊坊市企工委宣传部部长
布泽文,0000000123,1996.09,1998.08,廊坊市经贸委综合科科长（兼景茂工业技术中心书记副经理）
布泽文,0000000123,1998.08,2000.03,廊坊市经贸委副主任、党组成员
布泽文,0000000123,2000.03,2000.09,共青团廊坊市委书记、党组书记
布泽文,0000000123,2000.09,2001.02,广阳区委书记，区政府筹备组组长、党组书记
布泽文,0000000123,2001.02,2003.04,廊坊市广阳区委副书记、区长
布泽文,0000000123,2003.04,2007.03,廊坊市广阳区委书记
布泽文,0000000123,2007.03,2009.12,永清县委书记
布泽文,0000000123,2009.12,2011.08,永清县委书记（副地厅级）
布泽文,0000000123,2011.08,2017.04,廊坊市政府副市长、党组成员
布泽文,0000000123,2017.04,,"廊坊市政府副市长、党组成员，廊坊市政协副主席
五届市委委员"
蔡福浩,0000000129,1984.07,1989.07,兴隆县兰旗营中学教师
蔡福浩,0000000129,1989.07,1991.08,兴隆县孤山子中学教导主任
蔡福浩,0000000129,1991.08,1992.04,兴隆县教育局教育股干事
蔡福浩,0000000129,1992.04,1993.10,兴隆县纪委秘书、办公室副主任
蔡福浩,0000000129,1993.10,1995.01,兴隆县下台子乡党委副书记
蔡福浩,0000000129,1995.01,1997.01,兴隆县六道河镇党委副书记、镇长
蔡福浩,0000000129,1997.01,1999.03,兴隆县六道河镇党委书记、人大主席
蔡福浩,0000000129,1999.03,2002.03,兴隆县财政局局长、党组副书记
蔡福浩,0000000129,2002.03,2004.12,兴隆县副县长
蔡福浩,0000000129,2004.12,2008.04,兴隆县委副书记、政法委书记
蔡福浩,0000000129,2008.04,2009.12,承德市城市管理局局长、党组书记
蔡福浩,0000000129,2009.12,2010.10,承德市城市管理局党组书记
蔡福浩,0000000129,2010.10,2011.04,"平泉县委副书记、副县长（正县级,分工政府常务工作）"
蔡福浩,0000000129,2011.04,2013.04,平泉县委副书记、县长
蔡福浩,0000000129,2013.04,2017.04,滦平县委书记
蔡福浩,0000000129,2017.04,,承德市人大常委会副主任、党组成员，滦平县委书记
蔡光信,0000000130,2007.04,2010.02,任三明市劳动和社会保障局局长、党组书记
蔡光信,0000000130,2010.02,2010.03,任永安市委副书记、代市长
蔡光信,0000000130,2010.03,2011.06,任永安市委副书记、市长
蔡光信,0000000130,2011.06,2015.01,任三明市梅列区委书记
蔡光信,0000000130,2015.01,2015.07,任政协第九届三明市委员会副主席，梅列区委书记
蔡光信,0000000130,2015.07,  ,任政协第九届三明市委员会副主席
蔡光信,0000000130,2017.01,,市政协十届一次会议举行第三次全体会议，蔡光信当选为十届市政协副主席
蔡洪生,0000000132,1979.09,1983.07,哈尔滨师范大学政教系学生，中共党员，工商管理硕士
蔡洪生,0000000132,1983.07,1986.09,双鸭山市第二高级中学教师、团委书记
蔡洪生,0000000132,1986.09,1996.10,双鸭山市委组织部干事
蔡洪生,0000000132,1996.10,1997.02,双鸭山市委组织部干部教育科副科长
蔡洪生,0000000132,1997.02,1997.03,双鸭山市委组织部干部教育科科长
蔡洪生,0000000132,1997.03,1998.04,双鸭山市委办常委秘书
蔡洪生,0000000132,1998.04,2000.08,双鸭山市委办公室助理调研员、常委秘书
蔡洪生,0000000132,2000.08,2002.09,饶河县委副书记
蔡洪生,0000000132,2002.09,2005.02,双鸭山市岭东区委副书记、政府区长
蔡洪生,0000000132,2005.02,2006.12,双鸭山市岭东区委书记
蔡洪生,0000000132,2006.12,2011.10,中共黑龙江省饶河县委书记
蔡洪生,0000000132,2011.11,,任黑龙江省纪委副秘书长、办公厅主任
蔡澍,0000000145,1994.07,1996.01,西北轻工业学院皮革专业大学本科毕业在广州人民制革厂工作，任助理工程师本科
蔡澍,0000000145,1996.01,1998.04,在广州平安保险公司工作，任业务经理
蔡澍,0000000145,1998.04,1998.12,在共青团广州市委工作
蔡澍,0000000145,1998.12,2002.10,在共青团广东省委工作，先后任宣传部科员、副主任科员、主任科员
蔡澍,0000000145,2002.10,2004.09,任共青团广东省委办公室副主任
蔡澍,0000000145,2004.09,2005.01,任共青团广东省委城乡部部长
蔡澍,0000000145,2005.01,2005.07,任共青团广东省委常委
蔡澍,0000000145,2005.07,2011.08,任共青团广东省委学校少年部部长
蔡澍,0000000145,2011.08,2011.09,任从化市委常委（广州市副局级）
蔡澍,0000000145,2011.09,2013.04,任从化市委常委，从化市人民政府常务副市长、党组副书记
蔡澍,0000000145,2013.04,2015.05,中共从化市委副书记，市人民政府代理市长、党组书记
蔡澍,0000000145,2015.05,,广东省广州市从化区委副书记，区政府区长、党组书记
蔡梓东,0000000156,1970.08,1971.02,华南农学院农机系农机专业毕业分配到肇庆地区保卫组工作
蔡梓东,0000000156,1971.02,1981.12,广宁县汽车配件厂技术员、副厂长、厂长
蔡梓东,0000000156,1981.12,1987.10,肇庆市标准件厂厂长
蔡梓东,0000000156,1987.10,1988.02,肇庆市委常委（县级）
蔡梓东,0000000156,1988.02,1993.03,端州区副区长
蔡梓东,0000000156,1993.03,1997.04,端州区委副书记、区长
蔡梓东,0000000156,1997.04,2001.03,端州区委书记
蔡梓东,0000000156,2001.03,  ,肇庆市人大副主任
曹伯章,0000000159,1942.05,,加入中国共产党，历任临沭县沂东区武委会干事，临沭县武装部秘书股副股长、组织股副股长、副部长，临沭县民工担架团政委，西南服务团上海学生中队指导员
曹伯章,0000000159,1949.00,  ,中华人民共和国成立后，先后任綦江县第四区区委书记、区长，綦江县农民协会主任，綦江县人民政府副县长、县长，綦江县委副书记、县委统战部部长，并当选为四川省第一、二届人民代表大会代表，中共四川省第二次代表大会代表
曹伯章,0000000159,1960.06,  ,调离綦江，先后任重庆市供销合作社业务处长、党委办公室主任、党委书记、主任
曹伯章,0000000159,1983.00,  ,离职休养
曹法英,0000000162,1982.12,,入党
曹法英,0000000162,1976.07,,参加工作，历任尉氏县委常务副书记；尉氏县委副书记、县长
曹法英,0000000162,2006.05,2009.03,尉氏县委书记
曹法英,0000000162,2009.03,  ,开封市人大常委会副主任
曹清尧,0000000173,1982.09,1986.07,中南林学院林学专业学习，获农学学士学位
曹清尧,0000000173,1986.07,1991.02,林业部调查规划设计院干部
曹清尧,0000000173,1991.02,1993.01,林业部调查规划设计院行政财务处临时负责人
曹清尧,0000000173,1993.01,1993.11,林业部调查规划设计院办公室副主任
曹清尧,0000000173,1993.11,1994.04,林业部行政司房管处副处级干部
曹清尧,0000000173,1994.04,1995.08,林业部行政司房管处副处长
曹清尧,0000000173,1995.08,1997.12,林业部宣传中心音像宣传处副处长
曹清尧,0000000173,1997.12,2001.05,林业部（国家林业局）宣传中心音像宣传处处长（其间：1999.11--2000.12在广西挂职锻炼，挂任河池地区行署专员助理、党组成员、罗城县委副书记）
曹清尧,0000000173,2001.05,2002.09,防治荒漠化管理中心（国家林业局环北京地区防沙治沙工程管理办公室）副主任（副司局级）
曹清尧,0000000173,2002.09,2004.09,国家林业局宣传中心副主任
曹清尧,0000000173,2004.09,2009.03,国家林业局宣传中心主任（正司局级）
曹清尧,0000000173,2009.03,2009.05,国家林业局宣传中心正司局级干部
曹清尧,0000000173,2009.05,2010.09,全国绿化委员会办公室常务副秘书长
曹清尧,0000000173,2010.09,2011.12,重庆市南川区委副书记（正厅局长级）
曹清尧,0000000173,2011.12,2012.02,重庆市南川区委副书记，区人民政府副区长、代理区长、党组书记
曹清尧,0000000173,2012.02,2016.07,重庆市南川区委副书记，区人民政府区长、党组书记
曹清尧,0000000173,2016.07,,重庆市荣昌区委书记
曹勇,0000000185,1983.12,1984.11,在文县税务局工作
曹勇,0000000185,1984.11,1991.01,任文县碧口供销社主任、碧口区供销社主任
曹勇,0000000185,1991.01,1993.05,任文县第二百货公司经理
曹勇,0000000185,1993.05,1998.12,任文县移民局副局长
曹勇,0000000185,1998.12,2002.10,任文县碧口镇党委书记
曹勇,0000000185,2002.10,2004.05,任武都县政府副县长
曹勇,0000000185,2004.05,2006.11,任陇南市武都区政府副区长
曹勇,0000000185,2006.11,2007.08,任康县委常委、政府副县长
曹勇,0000000185,2007.08,2010.01,任中共礼县委副书记
曹勇,0000000185,2010.01,2010.01,任中共礼县委副书记、政府代理县长
曹勇,0000000185,2010.01,2015.02,任中共礼县委副书记、政府县长
曹勇,0000000185,2015.02,,任中共西和县委委员、常委、书记
曹裕江,0000000190,1983.07,1987.10,湖北省黄冈教育学院教师、团委书记
曹裕江,0000000190,1987.10,1990.03,湖北省武汉广播电视大学教师
曹裕江,0000000190,1990.03,1996.08,湖北省武汉市监察局调研处干部
曹裕江,0000000190,1996.08,2000.03,任湖北省武汉市纪委办公厅副主任（副处级）
曹裕江,0000000190,2000.03,2000.09,任湖北省武汉市纪委研究室副主任（正处级，其间：1999年9月至1999年12月清华大学工商管理培训班学习）
曹裕江,0000000190,2000.09,2002.03,任湖北省武汉市纪委研究室主任
曹裕江,0000000190,2002.03,2004.04,任湖北省武汉市纪委办公厅主任
曹裕江,0000000190,2004.04,2006.07,任湖北省武汉市政府研究室主任
曹裕江,0000000190,2006.07,2006.11,任湖北省武汉市汉南区委副书记、代区长
曹裕江,0000000190,2006.11,2008.11,任湖北省武汉市汉南区委副书记、区长
曹裕江,0000000190,2008.11,2008.12,任湖北省武汉市汉南区委书记、区长
曹裕江,0000000190,2008.12,2009.01,任湖北省武汉市汉南区委书记
