province,year,high_energy_interest_share,green_credit_level,green_credit_proxy_pct,green_credit_interpolated_flag,iv_assets_assets_growth_loo,iv_outlets_assets_growth_loo,iv_assets_assets_cum2011_loo,iv_outlets_assets_cum2011_loo,iv_assets_outlets_growth_loo,iv_outlets_outlets_growth_loo,iv_assets_outlets_cum2011_loo,iv_outlets_outlets_cum2011_loo,post2012,iv_aw_acum_post,iv_ow_acum_post,iv_aw_ocum_post,iv_ow_ocum_post
Gansu,2007,0.705753823743627,0.2942461762563729,29.424617625637296,0,0.16295217148373098,0.1378025218445173,-0.7966361133704748,-0.8336560542704652,,,-0.021146013520553994,-0.011268326534350942,0,-0.0,-0.0,-0.0,-0.0
Gansu,2008,0.720548439473209,0.279451560526791,27.9451560526791,0,0.2075409076315214,0.23129418284836045,-0.5890952057389535,-0.6023618714221047,-0.024586496837119165,-0.03326137110068835,-0.04573251035767316,-0.04452969763503929,0,-0.0,-0.0,-0.0,-0.0
Gansu,2009,0.814238236837502,0.185761763162498,18.576176316249803,0,0.24883869995044364,0.2348410961450365,-0.3402565057885098,-0.3675207752770683,0.010639390877013948,0.008802702826717301,-0.03509311948065921,-0.03572699480832199,0,-0.0,-0.0,-0.0,-0.0
Gansu,2010,0.805238415043653,0.194761584956347,19.4761584956347,0,0.18817201646229,0.19529444789466505,-0.1520844893262198,-0.17222632738240318,0.012180418125265489,0.017073191488889528,-0.022912701355393725,-0.018653803319432463,0,-0.0,-0.0,-0.0,-0.0
Gansu,2011,0.84543794033226,0.1545620596677399,15.456205966773997,0,0.1520844893262198,0.17222632738240318,0.0,0.0,0.022912701355393725,0.018653803319432463,0.0,0.0,0,0.0,0.0,0.0,0.0
Gansu,2012,0.829725048711842,0.1702749512881579,17.027495128815794,0,0.1487457189150429,0.1609283420547159,0.1487457189150429,0.1609283420547159,0.020612463711343763,0.005526455669586159,0.020612463711343763,0.005526455669586159,1,0.1487457189150429,0.1609283420547159,0.020612463711343763,0.005526455669586159
Gansu,2013,0.805855808584321,0.1941441914156789,19.414419141567897,0,0.11065837624515404,0.1314265342499842,0.2594040951601969,0.2923548763047001,0.029763110406395787,0.02499624729231236,0.05037557411773955,0.030522702961898518,1,0.2594040951601969,0.2923548763047001,0.05037557411773955,0.030522702961898518
Gansu,2014,0.794124345251651,0.205875654748349,20.5875654748349,0,0.1741130475922291,0.2372817767898421,0.43351714275242603,0.5296366530945422,0.03720408644588998,0.015349457339312197,0.08757966056362952,0.04587216030121072,1,0.43351714275242603,0.5296366530945422,0.08757966056362952,0.04587216030121072
Gansu,2015,0.817491136248523,0.182508863751477,18.2508863751477,0,0.06233709706147795,0.014830674021002325,0.495854239813904,0.5444673271155446,0.027982193635957497,0.01957441497964251,0.11556185419958702,0.06544657528085324,1,0.495854239813904,0.5444673271155446,0.11556185419958702,0.06544657528085324
Gansu,2016,0.784303072211795,0.215696927788205,21.569692778820503,0,0.11422115501269761,0.12539924901439747,0.6100753948266016,0.669866576129942,0.020598690797650854,0.006270036005011327,0.13616054499723787,0.07171661128586455,1,0.6100753948266016,0.669866576129942,0.13616054499723787,0.07171661128586455
Gansu,2017,0.785512519749126,0.214487480250874,21.448748025087404,1,0.056188683182613525,0.07332745232523455,0.6662640780092152,0.7431940284551766,0.003543744960468157,0.003568008454380581,0.13970428995770603,0.07528461974024514,1,0.6662640780092152,0.7431940284551766,0.13970428995770603,0.07528461974024514
Gansu,2018,0.786464139725009,0.213535860274991,21.353586027499105,0,0.015011821850567987,0.040912064860044756,0.6812758998597831,0.7841060933152213,0.009269393370264986,0.013290738475351383,0.148973683327971,0.08857535821559652,1,0.6812758998597831,0.7841060933152213,0.148973683327971,0.08857535821559652
Gansu,2019,0.757765259186521,0.2422347408134789,24.223474081347895,0,0.10040136850017956,0.059526623076678095,0.7816772683599627,0.8436327163918994,0.005082441295468753,-0.031254293725395704,0.1540561246234398,0.057321064490200815,1,0.7816772683599627,0.8436327163918994,0.1540561246234398,0.057321064490200815
Gansu,2020,0.762654243263661,0.2373457567363389,23.734575673633895,0,0.0831837971131541,0.12827914843999916,0.8648610654731168,0.9719118648318985,-0.03265763025257414,-0.0008503153146835448,0.12139849437086564,0.05647074917551727,1,0.8648610654731168,0.9719118648318985,0.12139849437086564,0.05647074917551727
Gansu,2021,0.760255006761543,0.239744993238457,23.9744993238457,0,0.08402174383327202,0.09532779559247787,0.9488828093063888,1.0672396604243763,0.016364606076740302,0.004394668979963937,0.13776310044760592,0.0608654181554812,1,0.9488828093063888,1.0672396604243763,0.13776310044760592,0.0608654181554812
Gansu,2022,0.711377399819611,0.288622600180389,28.8622600180389,0,0.10464140242884887,0.07207785292629623,1.0535242117352377,1.1393175133506728,-0.0078071257243159595,-0.011818096164943243,0.12995597472328999,0.04904732199053796,1,1.0535242117352377,1.1393175133506728,0.12995597472328999,0.04904732199053796
Guangdong,2005,0.456878394856446,0.543121605143554,54.3121605143554,0,,,-1.1631098267974802,-1.1836563226408976,,,,,0,-0.0,-0.0,,
Guangdong,2006,0.440551263311756,0.559448736688244,55.9448736688244,0,0.19762318963906922,0.2187008744715147,-0.9654866371584111,-0.9649554481693831,,,,,0,-0.0,-0.0,,
Guangdong,2007,0.46415893177007,0.5358410682299299,53.58410682299299,0,0.20088614301583882,0.14876866267004268,-0.7646004941425724,-0.8161867854993403,,,-0.06431068687256355,-0.029603960444927878,0,-0.0,-0.0,-0.0,-0.0
Guangdong,2008,0.455656684517663,0.5443433154823369,54.43433154823369,0,0.169044241452364,0.21770147626012992,-0.5955562526902083,-0.5984853092392104,-0.04117388210341809,-0.037215455859215034,-0.10548456897598164,-0.06681941630414291,0,-0.0,-0.0,-0.0,-0.0
Guangdong,2009,0.475864080501677,0.524135919498323,52.41359194983231,0,0.2508773390384502,0.24548328764536448,-0.34467891365175807,-0.35300202159384597,0.04973560043416983,0.023314625968243033,-0.055748968541811814,-0.04350479033589987,0,-0.0,-0.0,-0.0,-0.0
Guangdong,2010,0.499462914227402,0.5005370857725979,50.05370857725979,0,0.16379125357998853,0.17820735506754165,-0.18088766007176954,-0.17479466652630427,0.0033825107698647,0.01312893000546755,-0.052366457771947116,-0.03037586033043232,0,-0.0,-0.0,-0.0,-0.0
Guangdong,2011,0.431548974943052,0.568451025056948,56.8451025056948,0,0.18088766007176954,0.17479466652630427,0.0,0.0,0.052366457771947116,0.03037586033043232,0.0,0.0,0,0.0,0.0,0.0,0.0
Guangdong,2012,0.409085857182551,0.5909141428174489,59.09141428174489,0,0.1518095479296685,0.15684000633009354,0.1518095479296685,0.15684000633009354,0.035115871294146006,0.013270874895186203,0.035115871294146006,0.013270874895186203,1,0.1518095479296685,0.15684000633009354,0.035115871294146006,0.013270874895186203
