province,year,bank_category,shock_assets_growth_loo,shock_assets_cum2011_loo,shock_outlets_growth_loo,shock_outlets_cum2011_loo
Anhui,2008,postal,0.29348109218534546,-0.5878455034873049,-0.1573493830477588,-0.22171501867364363
Anhui,2008,rural,0.24584642136170842,-0.6494041325262323,-0.022798658143074135,-0.011541734758001354
Anhui,2009,city,0.305305273683091,-0.6299546624739261,0.037631507510743845,-0.14708396524943623
Anhui,2009,foreign,0.05483550659498171,-0.3170332317502389,-0.052353552482986565,-0.2120497097589622
Anhui,2009,joint_stock,0.2519052922332463,-0.42100220669650135,0.19451985353419943,-0.06917904330217262
Anhui,2009,large,0.2511437752558585,-0.2400124771689498,-0.017614689451622922,-0.02585141741059438
Anhui,2009,policy,0.24864516678072768,-0.36207698198720095,0.003374581380144903,0.002811359737545871
Anhui,2009,postal,0.22398943488151168,-0.3638560686057932,0.05016546958425039,-0.17154954908939324
Anhui,2009,rural,0.22363775176957645,-0.42576638075665585,0.011510761580769469,-3.097317723188553e-05
Anhui,2010,city,0.3693900726573496,-0.2605645898165765,0.05532832956764544,-0.09175563568179079
Anhui,2010,foreign,0.1353537161605498,-0.1816795155896891,0.09183236345677415,-0.12021734630218806
Anhui,2010,joint_stock,0.13516386077426112,-0.2858383459222402,-0.07840121025964386,-0.14758025356181648
Anhui,2010,large,0.1584219921956418,-0.08159048497330801,0.02249803674983042,-0.0033533806607639605
Anhui,2010,policy,0.18038031967190626,-0.1816966623152947,-0.023289891081086367,-0.020478531343540496
Anhui,2010,postal,0.17225597803410508,-0.19160009057168814,0.12121458704690191,-0.05033496204249133
Anhui,2010,rural,0.2089556075567316,-0.21681077319992426,-0.011463764314434854,-0.01149473749166674
Anhui,2011,city,0.2605645898165765,0.0,0.09175563568179079,0.0
Anhui,2011,foreign,0.1816795155896891,0.0,0.12021734630218806,0.0
Anhui,2011,joint_stock,0.2858383459222402,0.0,0.14758025356181648,0.0
Anhui,2011,large,0.08159048497330801,0.0,0.0033533806607639605,0.0
Anhui,2011,policy,0.1816966623152947,0.0,0.020478531343540496,0.0
Anhui,2011,postal,0.19160009057168814,0.0,0.05033496204249133,0.0
Anhui,2011,rural,0.21681077319992426,0.0,0.01149473749166674,0.0
Anhui,2012,city,0.21515707237697868,0.21515707237697868,0.06627245857228914,0.06627245857228914
Anhui,2012,foreign,0.1239739762114791,0.1239739762114791,0.0480270966009293,0.0480270966009293
Anhui,2012,joint_stock,0.20464111562247034,0.20464111562247034,0.08560510478487515,0.08560510478487515
Anhui,2012,large,0.11744219750868545,0.11744219750868545,0.021895837865699264,0.021895837865699264
Anhui,2012,policy,0.14435686564016414,0.14435686564016414,-0.003384097984240775,-0.003384097984240775
Anhui,2012,postal,0.1860248451154618,0.1860248451154618,0.012236177513262447,0.012236177513262447
Anhui,2012,rural,0.17841560276605506,0.17841560276605506,9.29137760827814e-05,9.29137760827814e-05
Anhui,2013,city,0.13776073216773632,0.352917804544715,0.12279664688369785,0.18906910545598699
Anhui,2013,foreign,0.06315512281883429,0.18712909903031338,0.07760706207352364,0.12563415867445293
Anhui,2013,joint_stock,0.13176809004396617,0.3364092056664365,0.10996571305871505,0.1955708178435902
Anhui,2013,large,0.07450159556553437,0.19194379307421983,0.012982106444077601,0.034877944309776865
Anhui,2013,policy,0.1278896358410151,0.27224650148117924,0.013468217050866649,0.010084119066625874
Anhui,2013,postal,0.11471139024661703,0.30073623536207883,0.01919902448965516,0.031435202002917606
Anhui,2013,rural,0.1679295486245973,0.34634515139065236,0.02005187291961974,0.02014478669570252
Anhui,2014,city,0.22495337778659952,0.5778711823313145,0.1655469006816528,0.35461600613763977
Anhui,2014,foreign,0.0637033956814026,0.250832494711716,0.09154196616389232,0.21717612483834525
Anhui,2014,joint_stock,0.12665968869405297,0.4630688943604895,0.2922103820765276,0.4877811999201178
Anhui,2014,large,0.06931863334529886,0.2612624264195187,0.006394757523667138,0.041272701833444
Anhui,2014,policy,0.13903471429636305,0.4112812157775423,0.0027831913317921675,0.012867310398418041
Anhui,2014,postal,0.12763351966442826,0.4283697550265071,0.005405500184400225,0.03684070218731783
Anhui,2014,rural,0.15831062412364894,0.5046557755143013,0.010282828138445055,0.030427614834147576
Anhui,2015,city,0.22172239932464954,0.7995935816559641,0.08260583470455884,0.4372218408421986
Anhui,2015,foreign,-0.017513280469845682,0.2333192142418703,-0.0036900410874540768,0.21348608375089118
Anhui,2015,joint_stock,0.14043106363542712,0.6034999579959166,0.1588459650049341,0.6466271649250519
Anhui,2015,large,0.0761624946422419,0.3374249210617606,0.012468822749831077,0.05374152458327508
Anhui,2015,policy,0.1873264638901393,0.5986076796676816,-0.0033407603454005397,0.009526550053017502
Anhui,2015,postal,0.10128063410600596,0.529650389132513,-0.027293570756381058,0.009547131430936773
Anhui,2015,rural,0.14559654123928745,0.6502523167535887,0.023736595180212205,0.05416421001435978
Anhui,2016,city,0.21571970556921727,1.0153132872251813,0.16550740269003938,0.602729243532238
Anhui,2016,foreign,0.08037776823010923,0.3136969824719795,0.009199696898424037,0.2226857806493152
Anhui,2016,joint_stock,0.16553329508856685,0.7690332530844834,0.24190170818241086,0.8885288731074628
Anhui,2016,large,0.06677701294069749,0.4042019340024581,-0.021796208262069072,0.03194531632120601
