province,city,metric,code,name,source,unit,update_date,year,value,normalized_value
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2005,5154.23,5154.23
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2006,6081.86,6081.86
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2007,7140.32,7140.32
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2008,8287.38,8287.38
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2009,9138.21,9138.21
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2010,10748.28,10748.28
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2011,12423.44,12423.44
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2012,13551.21,13551.21
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2013,15420.14,15420.14
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2014,16706.87,16706.87
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2015,18100.41,18100.41
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2016,19547.44,19547.44
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2017,21503.15,21503.15
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2018,22859.35,22859.35
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2019,23628.6,23628.6
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2020,25019.11,25019.11
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2021,28231.97,28231.97
广东,广州,gdp,M0027241,广东:广州:GDP,国家统计局,亿元,20260204,2022,28839.0,28839.0
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2005,2478.94,2478.94
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2006,2983.9,2983.9
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2007,3660.18,3660.18
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2008,4378.3,4378.3
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2009,4820.9,4820.9
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2010,5756.94,5756.94
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2011,6210.23,6210.23
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2012,6613.02,6613.02
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2013,7064.3,7064.3
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2014,7639.93,7639.93
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2015,8203.07,8203.07
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2016,8871.82,8871.82
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2017,9507.08,9507.08
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2018,10150.88,10150.88
