province,year,policy_count,docs_with_content,content_chars,green_finance,coal_clean,pollution_control,renewable
内蒙古,2022,8,0,0,0,0,0,0
内蒙古,2023,19,2,7561,0,0,1,2
内蒙古,2024,43,3,7617,3,0,1,15
内蒙古,2025,35,13,38040,3,0,4,0
内蒙古,2026,26,13,48520,1,1,0,6
