province,year,coal_unit_count,coal_unit_average_capacity_mw,coal_unit_utilization_hours,coal_unit_operating_hours,coal_unit_standby_hours,coal_unit_operating_factor,coal_unit_standby_factor,source_report,source_url
Shanghai,2018,27,531.48,4278.38,6393.08,1589.18,0.7298036529680365,0.18141324200913242,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Shanghai,2019,27,531.48,3908.22,5975.58,2007.94,0.6821438356164383,0.22921689497716896,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Shanghai,2020,28,525.0,4096.28,6088.28,1971.4,0.6931102003642987,0.22443078324225865,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Shanghai,2021,28,525.0,,7015.56,955.03,0.8008630136986302,0.10902168949771689,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Shanghai,2022,28,525.0,,6984.64,777.89,0.7973333333333333,0.08880022831050229,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Shanghai,2023,27,527.78,,6616.75,1337.88,0.7553367579908675,0.1527260273972603,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Shanxi,2018,119,364.59,4708.74,6717.73,1289.47,0.7668641552511415,0.14719977168949772,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Shanxi,2019,134,362.32,4713.59,6935.24,1170.65,0.7916940639269406,0.13363584474885845,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Shanxi,2020,143,358.96,4531.93,6629.65,1510.89,0.7547415755919854,0.17200478142076503,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Shanxi,2021,145,359.97,,6729.47,1102.85,0.7682043378995435,0.12589611872146117,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Shanxi,2022,152,379.51,,6857.82,1178.0,0.7828561643835616,0.13447488584474887,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Shanxi,2023,148,392.61,,6989.53,1007.82,0.7978915525114155,0.11504794520547945,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Sichuan,2018,25,426.4,3147.46,4277.2,3990.47,0.4882648401826484,0.455533105022831,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Sichuan,2019,25,426.4,3173.18,4496.1,3604.99,0.5132534246575343,0.41152853881278534,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Sichuan,2020,23,411.3,3355.11,4574.47,3677.87,0.5207729963570128,0.41870104735883423,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Sichuan,2021,23,411.3,,5430.27,2570.08,0.6198938356164384,0.2933881278538813,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Sichuan,2022,25,458.4,,5466.3,2293.56,0.6240068493150686,0.2618219178082192,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Sichuan,2023,23,469.57,,6649.76,1345.1,0.7591050228310503,0.15355022831050227,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Tianjin,2018,20,441.7,4930.84,7056.02,1140.48,0.8054817351598174,0.13019178082191782,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Tianjin,2019,22,492.45,4466.32,6571.22,1667.49,0.7501392694063928,0.1903527397260274,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Tianjin,2020,23,486.26,4311.95,6474.27,1447.53,0.7370525956284153,0.16479166666666667,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Tianjin,2021,23,486.26,,7017.07,1029.29,0.8010353881278538,0.11749885844748859,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Tianjin,2022,23,486.26,,6869.8,938.35,0.7842237442922375,0.1071175799086758,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Tianjin,2023,25,460.96,,7330.15,808.56,0.8367751141552511,0.0923013698630137,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Xinjiang,2018,58,325.86,4044.48,6505.62,1603.98,0.7426506849315069,0.1831027397260274,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Xinjiang,2019,52,328.08,4568.3,7079.36,1312.86,0.8081461187214611,0.14986986301369862,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Xinjiang,2020,56,351.79,4969.94,7100.82,1277.58,0.8083811475409836,0.14544398907103825,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Xinjiang,2021,65,370.62,,7523.66,727.36,0.858865296803653,0.08303196347031963,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Xinjiang,2022,69,373.91,,7484.84,651.47,0.8544337899543379,0.07436872146118721,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Xinjiang,2023,74,393.24,,7530.73,543.49,0.8596723744292237,0.06204223744292237,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Xizang,2018,0,,,,,,,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Xizang,2019,0,,,,,,,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Xizang,2020,0,,,,,,,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Xizang,2021,0,,,,,,,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Xizang,2022,0,,,,,,,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Xizang,2023,0,,,,,,,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Yunnan,2018,32,387.5,1763.1,2653.02,5919.88,0.30285616438356167,0.6757853881278539,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Yunnan,2019,32,387.5,1873.38,2767.65,5777.64,0.3159417808219178,0.6595479452054794,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Yunnan,2020,32,387.5,2765.8,3875.68,4204.57,0.4412204007285974,0.4786623406193078,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Yunnan,2021,28,400.0,,4973.17,3109.78,0.5677134703196347,0.35499771689497717,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Yunnan,2022,28,400.0,,4721.8,3358.42,0.5390182648401827,0.3833812785388128,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Yunnan,2023,26,415.38,,6946.47,724.38,0.7929760273972603,0.0826917808219178,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
Zhejiang,2018,72,584.8,4895.64,6926.67,1163.79,0.7907157534246575,0.1328527397260274,2018年全国电力可靠性年度报告,http://prpq.nea.gov.cn/9152.pdf
Zhejiang,2019,64,636.48,4643.96,7087.48,1146.25,0.8090730593607306,0.13085045662100456,2019年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20260612/6a2b67c840cdf.pdf
Zhejiang,2020,66,625.54,4427.03,6856.38,1270.91,0.7805532786885246,0.1446846539162113,2020年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20221220/63a11862d6604.pdf
Zhejiang,2021,65,648.54,,7632.95,522.64,0.8713413242009133,0.059662100456621,2021年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20230308/640801ab6e248.pdf
Zhejiang,2022,65,649.85,,7656.47,478.99,0.8740262557077626,0.05467922374429224,2022年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20231213/657951e0b1c7a.pdf
Zhejiang,2023,65,650.14,,7698.94,477.24,0.8788744292237443,0.05447945205479452,2023年全国电力可靠性年度报告,https://prpq.nea.gov.cn/uploads/file1/20240911/66e102e09bfea.pdf
