edb_code,indicator,unit,freq,date,value
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20120630,14.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20120731,13.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20120831,13.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20120930,14
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20121031,14.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20121130,14.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20121231,14.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130228,12.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130331,12
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130430,11.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130531,11.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130630,11.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130731,11.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130831,12.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20130930,12.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20131031,12.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20131130,12
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20131231,12
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140228,9.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140331,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140430,8.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140531,8.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140630,9.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140731,9.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140831,9.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20140930,9.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20141031,9.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20141130,10
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20141231,10
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150228,8.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150331,8.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150430,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150531,8.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150630,8.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150731,8.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150831,8.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20150930,8.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20151031,8.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20151130,8.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20151231,8.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160229,7.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160331,7.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160430,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160531,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160630,8.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160731,7.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160831,7.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20160930,7.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20161031,7.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20161130,7.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20161231,7.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170228,2.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170331,7.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170430,6.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170531,6.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170630,5.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170731,4.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170831,3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20170930,2.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20171031,3.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20171130,3.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20171231,3.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180228,6.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180331,4.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180430,5.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180531,5.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180630,5.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180731,5.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180831,5.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20180930,6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20181031,6.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20181130,7.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20181231,7.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190228,5.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190331,6.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190430,6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190531,6.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190630,7.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190731,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190831,8.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20190930,7.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20191031,7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20191130,6.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20191231,6.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200229,-4.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200331,-2.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200430,-1.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200531,-2.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200630,-2.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200731,-2.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200831,-1.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20200930,-1.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20201031,-1.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20201130,-0.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20201231,0.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210228,23.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210331,16.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210430,13.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210531,11.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210630,9.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210731,8.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210831,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20210930,7.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20211031,6.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20211130,6.28
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20211231,6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220228,4.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220331,7.3
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220430,7.86
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220531,8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220630,8.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220731,8.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220831,8.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20220930,8.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20221031,8.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20221130,8.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20221231,8.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230228,7.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230331,7.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230430,7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230531,6.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230630,6.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230731,7.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230831,7.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20230930,7.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20231031,7.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20231130,7.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20231231,7.4
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240229,7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240331,7.1
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240430,7.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240531,7.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240630,7.5
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240731,7.7
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240831,7.6
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20240930,7.2
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20241031,6.9
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20241130,6.8
M0004421,内蒙古:工业增加值:可比价:规模以上工业企业:累计同比,%,月,20241231,6.8
