province,year,green_credit_high_energy_interest_share,green_credit_proxy,green_credit_proxy_pct,green_credit_interpolated_flag
Jilin,2018,0.549646997862556,0.450353002137444,45.0353002137444,0
Jilin,2019,0.422246293412768,0.577753706587232,57.775370658723205,0
Jilin,2020,0.453766074709124,0.546233925290876,54.6233925290876,0
Jilin,2021,0.373745713197002,0.626254286802998,62.6254286802998,0
Jilin,2022,0.542530111468542,0.457469888531458,45.7469888531458,0
Liaoning,2005,0.592944708531398,0.407055291468602,40.7055291468602,0
Liaoning,2006,0.592383219279976,0.40761678072002405,40.761678072002404,0
Liaoning,2007,0.580456264487007,0.41954373551299295,41.9543735512993,0
Liaoning,2008,0.564698219713417,0.43530178028658295,43.5301780286583,0
Liaoning,2009,0.578371970495258,0.421628029504742,42.1628029504742,0
Liaoning,2010,0.588330038802255,0.411669961197745,41.1669961197745,0
Liaoning,2011,0.555679576367978,0.44432042363202195,44.43204236320219,0
Liaoning,2012,0.556960708862866,0.44303929113713403,44.3039291137134,0
Liaoning,2013,0.535546883065932,0.464453116934068,46.4453116934068,0
Liaoning,2014,0.55006166397875,0.44993833602125,44.993833602125,0
Liaoning,2015,0.550753045182711,0.44924695481728905,44.924695481728904,0
Liaoning,2016,0.543471965427368,0.456528034572632,45.652803457263204,0
Liaoning,2017,0.566109837318485,0.43389016268151503,43.3890162681515,1
Liaoning,2018,0.587798192642083,0.412201807357917,41.2201807357917,0
Liaoning,2019,0.589260575182678,0.41073942481732195,41.073942481732196,0
Liaoning,2020,0.581710855924006,0.41828914407599405,41.828914407599406,0
Liaoning,2021,0.635113696456901,0.36488630354309903,36.488630354309905,0
Liaoning,2022,0.605882030479114,0.39411796952088596,39.411796952088594,0
Neimenggu,2005,0.702570996471181,0.29742900352881896,29.742900352881897,0
Neimenggu,2006,0.705805267985847,0.294194732014153,29.419473201415304,0
Neimenggu,2007,0.692943167114562,0.30705683288543795,30.705683288543796,0
Neimenggu,2008,0.742673992673993,0.25732600732600697,25.732600732600698,0
Neimenggu,2009,0.694317315026697,0.305682684973303,30.568268497330298,0
Neimenggu,2010,0.64050857172633,0.35949142827367,35.949142827367,0
Neimenggu,2011,0.665264446059123,0.33473555394087695,33.4735553940877,0
Neimenggu,2012,0.642621833465864,0.357378166534136,35.7378166534136,0
Neimenggu,2013,0.649783322061071,0.35021667793892897,35.021667793892895,0
Neimenggu,2014,0.693349357254759,0.306650642745241,30.665064274524102,0
Neimenggu,2015,0.696270362960846,0.303729637039154,30.372963703915403,0
Neimenggu,2016,0.693632021252139,0.30636797874786104,30.636797874786105,0
Neimenggu,2017,0.681167387719005,0.318832612280995,31.883261228099503,1
Neimenggu,2018,0.670230207748456,0.329769792251544,32.9769792251544,0
Neimenggu,2019,0.676823244117119,0.323176755882881,32.3176755882881,0
Neimenggu,2020,0.685031440911227,0.31496855908877297,31.496855908877297,0
Neimenggu,2021,0.662113960628499,0.33788603937150097,33.7886039371501,0
Neimenggu,2022,0.658823797376093,0.341176202623907,34.1176202623907,0
Ningxia,2005,0.616801768607222,0.383198231392778,38.3198231392778,0
Ningxia,2006,0.624808575803982,0.37519142419601803,37.519142419601806,0
Ningxia,2007,0.684137931034483,0.31586206896551705,31.586206896551705,0
Ningxia,2008,0.608497723823976,0.39150227617602396,39.1502276176024,0
Ningxia,2009,0.685991678224688,0.314008321775312,31.4008321775312,0
Ningxia,2010,0.65183353934899,0.34816646065101,34.816646065101,0
Ningxia,2011,0.707297830374753,0.292702169625247,29.2702169625247,0
Ningxia,2012,0.674067076051016,0.325932923948984,32.5932923948984,0
Ningxia,2013,0.663568244332732,0.336431755667268,33.6431755667268,0
Ningxia,2014,0.639152948450421,0.36084705154957897,36.084705154957895,0
Ningxia,2015,0.60901303538175,0.39098696461825,39.098696461825,0
Ningxia,2016,0.685805796422155,0.314194203577845,31.4194203577845,0
Ningxia,2017,0.710779595765159,0.28922040423484097,28.9220404234841,1
Ningxia,2018,0.73041983795728,0.26958016204271995,26.958016204271996,0
Ningxia,2019,0.725932073544433,0.274067926455567,27.4067926455567,0
Ningxia,2020,0.732157177225341,0.267842822774659,26.7842822774659,0
Ningxia,2021,0.751691249861373,0.24830875013862697,24.830875013862695,0
