lower_threshold_percent,upper_threshold_percent,middle_vs_low_coefficient,middle_vs_low_standard_error,middle_vs_low_p,high_vs_low_coefficient,high_vs_low_standard_error,high_vs_low_p,sse,low_observations,middle_observations,high_observations,low_vs_middle_coefficient,low_vs_middle_standard_error,low_vs_middle_p,high_vs_middle_coefficient,high_vs_middle_standard_error,high_vs_middle_p,observations,provinces,sample_definition
77.82,92.67,0.029448780965868473,0.011714860702354467,0.011943918281100085,0.011704121429006094,0.016620993753749515,0.4813225558934474,0.10871938893455105,81.0,76.0,44.0,-0.02944878096586839,0.01171486070236016,0.011943918281141696,-0.017744659536862523,0.010358642249994623,0.08670711643771521,201.0,26.0,year>=2013 and thermal generation share>=50%
