lower_threshold_percent,upper_threshold_percent,middle_vs_low_coefficient,high_vs_middle_coefficient,bootstrap_repetition
57.50999999999999,76.52,0.039628524667806336,0.050142179393018876,112
60.760000000000005,86.19,-0.039410510778242834,-0.04139759650292319,113
77.85,90.64999999999999,0.021467481720902695,-0.03244667161457171,114
77.53,92.51,0.02332587735488718,-0.016725561035540085,115
77.62,90.66,0.030343019960572568,-0.02650686975544925,116
59.709999999999994,85.61999999999999,-0.06096240877278041,-0.04724855520142913,117
77.64,92.2,0.03616229179918103,-0.02046372701120815,118
77.53999999999999,92.09,0.0324850774005566,-0.017263762249224542,119
77.53,83.94,0.045099362511377986,-0.04780484053836457,120
77.68,86.00999999999999,0.04532766505412689,-0.02802067157337737,121
76.14999999999999,77.46,-0.021375617720603382,0.04519429028802626,122
77.49000000000001,83.96000000000001,0.04692126813203674,-0.02441274236694825,123
77.64,90.39,0.04203950800761757,-0.027530633094898383,124
59.72,89.44,-0.03928857197760026,-0.02136029456952894,125
83.94,90.74,-0.03974857844250791,-0.030761813487919065,126
80.49,90.97,0.027064573095371344,-0.018337007323358148,127
56.879999999999995,77.75,0.04009449693889298,0.05698897382631458,128
85.69,90.73,-0.02845098758005865,-0.029896514719809544,129
77.64999999999999,92.28,0.03895892919396234,-0.017610458625660914,130
77.68,85.45,0.04780304146933637,-0.058296134525474594,131
77.85,90.35,0.052328935397283706,-0.02766444967130329,132
77.91,85.56,0.04593878759127862,-0.06566989316734172,133
85.48,90.88000000000001,-0.04146015452373919,-0.02963383206880757,134
73.94,89.42999999999999,-0.029914389737220846,-0.031439328719547306,135
61.12,92.04,-0.07354724794278217,-0.027104066022647852,136
77.36,92.09,0.034635773142891915,-0.03446577521289835,137
65.86999999999999,80.21000000000001,0.026789514156399446,0.05463143958386836,138
77.82,84.42,0.048668393966261186,-0.0356691309868342,139
77.75999999999999,92.35,0.02651763766358102,-0.02224576916668358,140
61.019999999999996,90.69,-0.12713379308347872,-0.046844759132975755,141
61.1,89.29,-0.06827124492248757,-0.04673299502737975,142
77.75999999999999,85.49,0.04103602912963899,-0.05522540977950544,143
77.4,82.80999999999999,0.02746240877524236,-0.02099690069199139,144
77.94,94.25,0.045926983923801366,-0.03165919928732018,145
57.85,77.47,0.03709442701439022,0.043852041222814726,146
60.760000000000005,92.08,-0.039015215852185585,-0.02844500604485651,147
57.85,77.45,0.029013519356332174,0.04809807162506702,148
60.89,92.63,-0.05682780967487325,-0.037331024120548256,149
60.9,90.18,-0.0833813761752127,-0.05329718876366925,150
77.71000000000001,83.95,0.02405191305368651,-0.01995170494964582,151
77.45,85.28,0.034959381459460384,-0.030032707392868827,152
55.669999999999995,60.84,0.04880835492096441,-0.056383903496946115,153
77.38000000000001,92.31,0.029533864681737024,-0.024804821992630618,154
61.12,92.10000000000001,-0.06334570805104434,-0.029466537163495135,155
77.57,85.16,0.030579510825072657,-0.03763505581394024,156
77.36,88.75999999999999,0.02598115172507948,-0.019026062528481255,157
84.38,92.47999999999999,-0.028206119183551932,-0.04174614887457153,158
60.73,89.28,-0.07370610090154256,-0.043286240571067974,159
77.59,95.81,0.0388056503838095,0.008734727791512159,160
84.09,92.05,-0.04581118381467057,-0.03385298350483386,161
57.67,77.79,0.04243527996741447,0.05074815110759948,162
77.48,92.89,0.03606838140443141,-0.02551483998792302,163
64.96,77.63,0.0325524659604018,0.04119705073170185,164
71.59,84.03,0.048189202421710514,-0.045772950019319025,165
