lower_threshold_percent,upper_threshold_percent,middle_vs_low_coefficient,middle_vs_low_standard_error,middle_vs_low_p,high_vs_low_coefficient,high_vs_low_standard_error,high_vs_low_p,sse,low_observations,middle_observations,high_observations
77.82,89.61,0.03024750215711535,0.012096741600278684,0.012402971730647961,0.01619050458754181,0.017741217882662207,0.36145683485579966,0.10985554425767693,81,64,56
60.78,77.38000000000001,-0.019854980877889825,0.024704997069846822,0.4215801980448583,0.0116078028741975,0.033706916726453436,0.7305646572072106,0.1100250495881761,30,51,120
60.78,77.82,-0.019854980877889825,0.024704997069846822,0.4215801980448583,0.0116078028741975,0.033706916726453436,0.7305646572072106,0.1100250495881761,30,51,120
77.82,83.93,0.03360245177025527,0.011685130326463945,0.004031848513490858,0.018622207628128645,0.017709868979215386,0.29302174157686867,0.11002595095199152,81,35,85
77.38000000000001,83.93,0.03360245177025527,0.011685130326463945,0.004031848513490858,0.018622207628128645,0.017709868979215386,0.29302174157686867,0.11002595095199152,81,35,85
77.38000000000001,90.05,0.030635155494070428,0.011984765724260752,0.010582995696035189,0.01831319618208942,0.016942352914894973,0.2797361654505708,0.11013763925997566,81,67,53
77.82,90.05,0.030635155494070428,0.011984765724260752,0.010582995696035189,0.01831319618208942,0.016942352914894973,0.2797361654505708,0.11013763925997566,81,67,53
77.82,85.68,0.03277609786748918,0.011645245165394887,0.004884592968933352,0.019743039863766538,0.01919923758085629,0.303797369839958,0.11028739524986408,81,42,78
77.38000000000001,85.68,0.03277609786748918,0.011645245165394887,0.004884592968933352,0.019743039863766538,0.01919923758085629,0.303797369839958,0.11028739524986408,81,42,78
60.78,91.36,-0.037126948796718455,0.024060303127052058,0.12281160618009904,-0.06339376422407113,0.03053092729973124,0.037858948473303844,0.11034797738282938,30,126,45
60.78,91.8,-0.037126948796718455,0.024060303127052058,0.12281160618009904,-0.06339376422407113,0.03053092729973124,0.037858948473303844,0.11034797738282938,30,126,45
77.82,88.74,0.03071759817697355,0.011731614568896482,0.008835336491789242,0.01900796297600901,0.018217868854320324,0.29677733969660686,0.11043764582702853,81,60,60
77.38000000000001,88.74,0.03071759817697355,0.011731614568896482,0.008835336491789242,0.01900796297600901,0.018217868854320324,0.29677733969660686,0.11043764582702853,81,60,60
