province,province_cn,year,hydro_monthly_observations,hydro_monthly_mean_100m_kwh,hydro_monthly_sd_100m_kwh,hydro_monthly_cv,nuclear_monthly_observations,nuclear_monthly_mean_100m_kwh,nuclear_monthly_sd_100m_kwh,nuclear_monthly_cv,solar_monthly_observations,solar_monthly_mean_100m_kwh,solar_monthly_sd_100m_kwh,solar_monthly_cv,thermal_monthly_observations,thermal_monthly_mean_100m_kwh,thermal_monthly_sd_100m_kwh,thermal_monthly_cv,wind_monthly_observations,wind_monthly_mean_100m_kwh,wind_monthly_sd_100m_kwh,wind_monthly_cv,windsolar_monthly_observations,windsolar_monthly_mean_100m_kwh,windsolar_monthly_sd_100m_kwh,windsolar_monthly_cv,observed_source_monthly_observations,observed_source_monthly_mean_100m_kwh,observed_source_monthly_sd_100m_kwh,observed_source_monthly_cv,therm_month_n,therm_month_cv,windsolar_month_n,windsolar_month_cv,allsrc_month_n,allsrc_month_cv
Anhui,安徽,2021,10,4.61,0.9421606374003678,0.2043732402169995,0,,,,10,6.96363,0.5429985472663177,0.07797636394614844,10,225.67000000000002,22.14422673695746,0.09812658632940781,10,7.369999999999999,2.2400644831988408,0.30394362051544654,10,14.33363,2.3241807350118013,0.16214878820032338,10,244.61363,23.88237745656603,0.09763306098914451,10,0.09812658632940781,10,0.16214878820032338,10,0.09763306098914451
Anhui,安徽,2022,10,4.449999999999999,0.5681353516353104,0.12767086553602483,0,,,,10,8.766299999999998,1.8168583605284752,0.20725486927534714,10,239.11999999999998,43.18196125441475,0.18058699085988106,10,8.8,1.1699952516522836,0.13295400586957767,10,17.566300000000002,2.060866288185085,0.11731931529036194,10,261.1363,43.21602021462771,0.1654921978086835,10,0.18058699085988106,10,0.11731931529036194,10,0.1654921978086835
Anhui,安徽,2023,10,5.66,0.6552353266829662,0.11576595877790923,0,,,,10,9.55839,1.267998097133169,0.13265812517936276,10,257.52000000000004,34.78677270968889,0.1350837710068689,10,10.370000000000001,2.483299776059626,0.2394696023201182,10,19.92839,2.2238861523868034,0.11159386946897383,10,283.10839,34.83748983585387,0.1230535408571038,10,0.1350837710068689,10,0.11159386946897383,10,0.1230535408571038
Beijing,北京,2000,12,0.7200000000000001,0.15521246435421696,0.21557286715863463,0,,,,0,,,,12,11.385,2.0573305740471293,0.18070536443101706,0,,,,0,,,,12,12.104999999999999,2.0058210742282525,0.16570186486809194,12,0.18070536443101706,0,,12,0.16570186486809194
Beijing,北京,2001,12,0.12416666666666666,0.16188988026845078,1.3038111162559796,0,,,,0,,,,12,10.862499999999999,2.534701434811673,0.2333442057364026,0,,,,0,,,,12,10.986666666666666,2.614137554053945,0.2379372773714149,12,0.2333442057364026,0,,12,0.2379372773714149
Beijing,北京,2002,12,0.3416666666666666,0.297866148503388,0.8718033614733308,0,,,,0,,,,12,11.348333333333334,1.7670717088568941,0.15571200254283102,0,,,,0,,,,12,11.69,1.885109111864977,0.161258264488022,12,0.15571200254283102,0,,12,0.161258264488022
Beijing,北京,2003,11,0.5754545454545454,0.1478082295654498,0.25685474332068686,0,,,,0,,,,11,16.964545454545455,18.802805835106824,1.1083589528223303,0,,,,0,,,,11,17.54,18.83044396715064,1.0735714918557948,11,1.1083589528223303,0,,11,1.0735714918557948
Beijing,北京,2004,11,0.3981818181818182,0.39232176034011124,0.9852829597582702,0,,,,0,,,,12,12.0775,1.9450268752525117,0.16104548749762052,0,,,,0,,,,12,12.442500000000003,2.196526700373695,0.17653419331916373,12,0.16104548749762052,0,,12,0.17653419331916373
Beijing,北京,2005,12,0.38083333333333336,0.2329829620510062,0.6117714539632547,0,,,,0,,,,12,16.7375,1.747820070831091,0.10442539631552447,0,,,,0,,,,12,17.118333333333336,1.920770836424951,0.11220548163323633,12,0.10442539631552447,0,,12,0.11220548163323633
Beijing,北京,2006,12,0.36083333333333334,0.1705850005839975,0.47275288845449653,0,,,,0,,,,12,15.958333333333334,2.276867199119053,0.1426757513808284,0,,,,0,,,,12,16.319166666666668,2.383421750849866,0.1460504570811336,12,0.1426757513808284,0,,12,0.1460504570811336
Beijing,北京,2007,12,0.4025,0.06482493908421923,0.16105574927756328,0,,,,0,,,,12,18.586666666666666,1.730818688752041,0.09312152199168083,0,,,,0,,,,12,18.989166666666666,1.7670286221550435,0.0930545638559728,12,0.09312152199168083,0,,12,0.0930545638559728
Beijing,北京,2008,12,0.008333333333333333,0.007177405625652735,0.8612886750783282,0,,,,0,,,,12,20.223333333333333,4.290787877075791,0.2121701603960338,0,,,,0,,,,12,20.23166666666667,4.291411790019121,0.21211360688783856,12,0.2121701603960338,0,,12,0.21211360688783856
Beijing,北京,2009,12,0.019298916666666666,0.011538969076830937,0.5979076067394596,0,,,,0,,,,12,20.083933749999996,6.245987151669399,0.3109942120611407,0,,,,0,,,,12,20.103232666666663,6.245526628691043,0.3106727525989789,12,0.3109942120611407,0,,12,0.3106727525989789
