province,province_cn,year,month,technology,generation_ytd_100m_kwh,generation_monthly_100m_kwh,combined_jan_feb_flag,negative_increment_flag,wind_code,wind_name,wind_source
Fujian,福建,2001,11,hydro,223.11,12.090000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2001,12,hydro,234.36,11.25,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,1,hydro,12.25,12.25,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,2,hydro,24.92,12.670000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,3,hydro,37.14,12.219999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,4,hydro,54.67,17.53,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,5,hydro,70.78,16.11,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,6,hydro,89.6,18.819999999999993,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,7,hydro,114.86,25.260000000000005,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,8,hydro,143.71,28.85000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,9,hydro,164.11,20.400000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,10,hydro,183.81,19.69999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,11,hydro,204.42,20.609999999999985,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2002,12,hydro,224.35,19.930000000000007,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,1,hydro,17.5,17.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,2,hydro,34.63,17.130000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,3,hydro,52.97,18.339999999999996,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,4,hydro,77.16,24.189999999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,5,hydro,104.53,27.370000000000005,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,6,hydro,130.75,26.22,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,7,hydro,147.13,16.379999999999995,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,8,hydro,157.93,10.800000000000011,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,9,hydro,170.17,12.23999999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,10,hydro,177.3,7.130000000000024,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,11,hydro,183.77,6.469999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2003,12,hydro,188.99,5.219999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,1,hydro,4.37,4.37,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,2,hydro,11.23,6.86,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,3,hydro,20.33,9.099999999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,4,hydro,38.52,18.190000000000005,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,5,hydro,60.55,22.029999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,6,hydro,76.9,16.35000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,7,hydro,91.44,14.539999999999992,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,8,hydro,103.14,11.700000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,9,hydro,122.42,19.28,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,10,hydro,135.63,13.209999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,11,hydro,130.42,,False,True,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2004,12,hydro,154.57,24.150000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,1,hydro,7.63,7.63,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,2,hydro,20.71,13.080000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,3,hydro,34.95,14.240000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,4,hydro,57.33,22.379999999999995,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,5,hydro,92.6,35.269999999999996,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,6,hydro,135.47,42.870000000000005,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,7,hydro,171.77,36.30000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,8,hydro,202.43,30.659999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,9,hydro,236.94,34.50999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,10,hydro,261.08,24.139999999999986,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,11,hydro,277.88,16.80000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2005,12,hydro,291.0,13.120000000000005,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,1,hydro,14.36,14.36,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,2,hydro,27.84,13.48,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,3,hydro,51.27,23.430000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,4,hydro,87.79,36.52,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,5,hydro,125.79,38.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,6,hydro,182.78,56.989999999999995,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,7,hydro,227.88,45.099999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,8,hydro,265.06,37.18000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,9,hydro,296.05,30.99000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,10,hydro,313.4,17.349999999999966,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,11,hydro,328.56,15.160000000000025,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2006,12,hydro,346.82,18.25999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,1,hydro,17.6,17.6,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,2,hydro,36.07,18.47,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,3,hydro,59.9,23.83,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,4,hydro,93.01,33.11000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,5,hydro,119.77,26.75999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,6,hydro,162.89,43.11999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,7,hydro,192.4,29.51000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,8,hydro,223.91,31.50999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,9,hydro,264.87,40.96000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,10,hydro,284.63,19.75999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,11,hydro,297.39,12.759999999999991,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2007,12,hydro,311.59,14.199999999999989,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,1,hydro,13.72,13.72,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,2,hydro,34.82,21.1,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,3,hydro,50.25,15.43,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,4,hydro,87.2,36.95,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,5,hydro,115.27,28.069999999999993,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,6,hydro,158.37,43.10000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,7,hydro,200.85,42.47999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,8,hydro,241.63,40.78,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,9,hydro,275.24,33.610000000000014,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,10,hydro,297.2,21.95999999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,11,hydro,316.7,19.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2008,12,hydro,331.6,14.900000000000034,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,1,hydro,11.07,11.07,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,2,hydro,20.67,9.600000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,3,hydro,38.9,18.229999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,4,hydro,67.25,28.35,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,5,hydro,95.56,28.310000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,6,hydro,124.5045,28.94449999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,7,hydro,163.68,39.175500000000014,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,8,hydro,199.66,35.97999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,9,hydro,224.310002,24.650002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,10,hydro,241.17,16.85999799999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,11,hydro,258.637228,17.467228000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2009,12,hydro,275.92,17.282772000000023,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,1,hydro,17.86,17.86,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,2,hydro,49.0,31.14,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,3,hydro,90.65,41.650000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,4,hydro,145.48,54.829999999999984,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,5,hydro,203.05,57.57000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,6,hydro,263.11,60.06,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,7,hydro,316.12,53.00999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,8,hydro,354.07,37.94999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,9,hydro,390.47,36.400000000000034,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,10,hydro,418.7639,28.29389999999995,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,11,hydro,437.28,18.516099999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2010,12,hydro,453.69,16.410000000000025,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,1,hydro,28.7,28.7,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,2,hydro,53.61,24.91,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,3,hydro,61.27,7.660000000000004,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,4,hydro,77.34,16.07,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,5,hydro,114.01,36.67,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,6,hydro,140.57,26.559999999999988,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,7,hydro,167.4557,26.885700000000014,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,8,hydro,190.89,23.43429999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,9,hydro,221.19,30.30000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,10,hydro,240.95,19.75999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,11,hydro,264.79,23.840000000000032,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2011,12,hydro,285.22,20.430000000000007,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,1,hydro,25.082564,25.082564,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,2,hydro,44.781998,19.699434,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,3,hydro,95.8,51.018001999999996,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,4,hydro,155.67,59.86999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,5,hydro,217.41,61.74000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,6,hydro,182.80259099999998,,False,True,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,7,hydro,314.04,131.23740900000004,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,8,hydro,360.26,46.21999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,9,hydro,398.72,38.460000000000036,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,10,hydro,420.27,21.549999999999955,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,11,hydro,442.39,22.120000000000005,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2012,12,hydro,476.21,33.81999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,2,hydro,45.9575,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,3,hydro,69.63,23.672499999999992,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,4,hydro,89.77,20.14,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,5,hydro,121.68,31.91000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,6,hydro,160.27,38.59,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,7,hydro,187.61,27.340000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,8,hydro,209.79,22.17999999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,9,hydro,232.46,22.670000000000016,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,10,hydro,248.6,16.139999999999986,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,11,hydro,261.96,13.359999999999985,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2013,12,hydro,278.71,16.75,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,2,hydro,30.07,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,3,hydro,56.69,26.619999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,4,hydro,82.12,25.430000000000007,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,5,hydro,118.42,36.3,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,6,hydro,159.06,40.64,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,7,hydro,195.46,36.400000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,8,hydro,232.93,37.47,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,9,hydro,263.59,30.659999999999968,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,10,hydro,281.31,17.720000000000027,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,11,hydro,296.71,15.399999999999977,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2014,12,hydro,310.56,13.850000000000023,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,1,hydro,14.1,14.1,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,2,hydro,29.76,15.660000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,3,hydro,51.17,21.41,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,4,hydro,67.2,16.03,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,5,hydro,96.2,29.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,6,hydro,134.0,37.8,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,7,hydro,165.0,31.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,8,hydro,201.3,36.30000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,9,hydro,236.8,35.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,10,hydro,267.7855,30.985500000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,11,hydro,297.9551,30.169600000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2015,12,hydro,330.5285,32.57339999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,2,hydro,70.1,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,3,hydro,109.3,39.2,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,4,hydro,155.9,46.60000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,5,hydro,205.0,49.099999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,6,hydro,251.8,46.80000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,7,hydro,297.1,45.30000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,8,hydro,330.1,33.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,9,hydro,364.8,34.69999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,10,hydro,398.2,33.39999999999998,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,11,hydro,426.9,28.69999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2016,12,hydro,450.3,23.400000000000034,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,2,hydro,50.1,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,3,hydro,74.4,24.300000000000004,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,4,hydro,107.2,32.8,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,5,hydro,138.0,30.799999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,6,hydro,179.5,41.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,7,hydro,220.4,40.900000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,8,hydro,252.9,32.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,9,hydro,276.5,23.599999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,10,hydro,294.5,18.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,11,hydro,309.4,14.899999999999977,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2017,12,hydro,324.7,15.300000000000011,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,2,hydro,30.5,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,3,hydro,51.4,20.9,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,4,hydro,67.7,16.300000000000004,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,5,hydro,87.6,19.89999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,6,hydro,117.8,30.200000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,7,hydro,143.4,25.60000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,8,hydro,159.7,16.299999999999983,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,9,hydro,185.6,25.900000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,10,hydro,205.4,19.80000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,11,hydro,229.5,24.099999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2018,12,hydro,254.2,24.69999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,2,hydro,30.3,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,3,hydro,63.3,33.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,4,hydro,95.0,31.700000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,5,hydro,124.9,29.900000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,6,hydro,167.4,42.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,7,hydro,212.4,45.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,8,hydro,243.4,31.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,9,hydro,261.0,17.599999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,10,hydro,273.9,12.899999999999977,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,11,hydro,286.1,12.200000000000045,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2019,12,hydro,296.9,10.799999999999955,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,2,hydro,25.3,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,3,hydro,46.7,21.400000000000002,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,4,hydro,70.5,23.799999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,5,hydro,93.5,23.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,6,hydro,125.3,31.799999999999997,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,7,hydro,144.8,19.500000000000014,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,8,hydro,158.0,13.199999999999989,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,9,hydro,174.1,16.099999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,10,hydro,188.9,14.800000000000011,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,11,hydro,200.1,11.199999999999989,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2020,12,hydro,207.6,7.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,2,hydro,19.1,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,3,hydro,33.0,13.899999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,4,hydro,43.0,10.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,5,hydro,69.2,26.200000000000003,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,6,hydro,99.3,30.099999999999994,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,7,hydro,119.4,20.10000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,8,hydro,139.4,20.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,9,hydro,156.1,16.69999999999999,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,10,hydro,159.7,3.5999999999999943,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,11,hydro,171.6,11.900000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2021,12,hydro,181.1,9.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,2,hydro,29.3,,True,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,3,hydro,51.0,21.7,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,4,hydro,73.5,22.5,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,5,hydro,107.3,33.8,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,6,hydro,151.0,43.7,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,7,hydro,178.8,27.80000000000001,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,8,hydro,196.1,17.299999999999983,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,9,hydro,206.5,10.400000000000006,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,10,hydro,215.5,9.0,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,11,hydro,228.7,13.199999999999989,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
Fujian,福建,2022,12,hydro,242.8,14.100000000000023,False,False,S0075921,福建:发电量:水力:累计值,国家统计局
