province,province_cn,year,month,technology,generation_ytd_100m_kwh,generation_monthly_100m_kwh,combined_jan_feb_flag,negative_increment_flag,wind_code,wind_name,wind_source
Liaoning,辽宁,2020,11,wind,153.8,14.800000000000011,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2020,12,wind,168.7,14.899999999999977,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,2,wind,33.5,,True,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,3,wind,54.3,20.799999999999997,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,4,wind,76.7,22.400000000000006,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,5,wind,98.9,22.200000000000003,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,6,wind,111.9,13.0,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,7,wind,123.6,11.699999999999989,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,8,wind,131.6,8.0,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,9,wind,139.9,8.300000000000011,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,10,wind,153.7,13.799999999999983,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,11,wind,171.4,17.700000000000017,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2021,12,wind,192.2,20.799999999999983,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,2,wind,30.4,,True,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,3,wind,53.5,23.1,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,4,wind,76.8,23.299999999999997,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,5,wind,98.2,21.400000000000006,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,6,wind,116.2,18.0,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,7,wind,124.6,8.399999999999991,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,8,wind,136.8,12.200000000000017,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,9,wind,153.9,17.099999999999994,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,10,wind,177.0,23.099999999999994,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,11,wind,195.9,18.900000000000006,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2022,12,wind,216.5,20.599999999999994,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,2,wind,46.1,,True,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,3,wind,71.5,25.4,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,4,wind,101.8,30.299999999999997,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,5,wind,128.2,26.39999999999999,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,6,wind,144.7,16.5,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,7,wind,166.3,21.600000000000023,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,8,wind,180.3,14.0,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,9,wind,195.2,14.899999999999977,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,10,wind,215.1,19.900000000000006,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,11,wind,246.4,31.30000000000001,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Liaoning,辽宁,2023,12,wind,275.2,28.799999999999983,False,False,M6456593,辽宁:发电量:风力:累计值,国家统计局
Neimenggu,内蒙古,2000,1,hydro,0.83,0.83,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,2,hydro,0.95,0.12,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,3,hydro,1.19,0.24,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,4,hydro,1.24,0.050000000000000044,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,5,hydro,1.91,0.6699999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,6,hydro,2.41,0.5000000000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,7,hydro,2.54,0.1299999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,8,hydro,2.66,0.1200000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,9,hydro,2.93,0.27,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,10,hydro,3.72,0.79,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,11,hydro,4.37,0.6499999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2000,12,hydro,5.59,1.2199999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,1,hydro,0.42,0.42,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,2,hydro,0.95,0.53,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,3,hydro,1.41,0.45999999999999996,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,4,hydro,2.11,0.7,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,5,hydro,2.97,0.8600000000000003,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,6,hydro,3.27,0.2999999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,7,hydro,3.67,0.3999999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,8,hydro,3.83,0.16000000000000014,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,9,hydro,4.3,0.46999999999999975,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,10,hydro,4.76,0.45999999999999996,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,11,hydro,5.11,0.35000000000000053,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2001,12,hydro,6.06,0.9499999999999993,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,1,hydro,0.79,0.79,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,2,hydro,1.6,0.81,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,3,hydro,5.23,3.6300000000000003,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,4,hydro,7.46,2.2299999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,5,hydro,9.28,1.8199999999999994,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,6,hydro,10.94,1.6600000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,7,hydro,12.38,1.4400000000000013,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,8,hydro,13.29,0.9099999999999984,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,9,hydro,14.95,1.6600000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,10,hydro,16.66,1.7100000000000009,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,11,hydro,17.85,1.1900000000000013,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2002,12,hydro,19.28,1.4299999999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,1,hydro,1.23,1.23,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,2,hydro,2.27,1.04,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,3,hydro,1.08,,False,True,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,4,hydro,1.37,0.29000000000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,5,hydro,1.81,0.43999999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,6,hydro,2.1,0.29000000000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,7,hydro,2.38,0.2799999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,8,hydro,3.07,0.69,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,9,hydro,3.72,0.6500000000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,10,hydro,5.44,1.7200000000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,11,hydro,6.33,0.8899999999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2003,12,hydro,6.92,0.5899999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,1,hydro,1.56,1.56,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,2,hydro,3.55,1.9899999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,3,hydro,2.72,,False,True,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,4,hydro,8.87,6.149999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,5,hydro,9.8,0.9300000000000015,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,6,hydro,11.39,1.5899999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,7,hydro,12.32,0.9299999999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,8,hydro,13.96,1.6400000000000006,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,9,hydro,15.99,2.0299999999999994,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,10,hydro,16.94,0.9500000000000011,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,11,hydro,18.74,1.7999999999999972,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2004,12,hydro,20.69,1.9500000000000028,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,1,hydro,3.24,3.24,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,2,hydro,7.65,4.41,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,3,hydro,5.22,,False,True,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,4,hydro,8.89,3.670000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,5,hydro,9.79,0.8999999999999986,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,6,hydro,11.16,1.370000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,7,hydro,12.01,0.8499999999999996,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,8,hydro,14.47,2.460000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,9,hydro,17.46,2.99,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,10,hydro,20.52,3.0599999999999987,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,11,hydro,23.08,2.5599999999999987,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2005,12,hydro,23.99,0.9100000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,1,hydro,0.67,0.67,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,2,hydro,1.59,0.92,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,3,hydro,3.24,1.6500000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,4,hydro,4.72,1.4799999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,5,hydro,5.05,0.33000000000000007,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,6,hydro,5.38,0.33000000000000007,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,7,hydro,6.28,0.9000000000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,8,hydro,7.42,1.1399999999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,9,hydro,8.59,1.17,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,10,hydro,9.82,1.2300000000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,11,hydro,10.41,0.5899999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2006,12,hydro,10.71,0.3000000000000007,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,1,hydro,0.4,0.4,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,2,hydro,1.02,0.62,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,3,hydro,0.12,,False,True,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,4,hydro,0.17,0.05000000000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,5,hydro,0.22,0.04999999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,6,hydro,0.27,0.05000000000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,7,hydro,0.32,0.04999999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,8,hydro,0.38,0.06,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,9,hydro,0.44,0.06,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,10,hydro,0.49,0.04999999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,11,hydro,0.55,0.06000000000000005,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2007,12,hydro,0.6,0.04999999999999993,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,1,hydro,0.03,0.03,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,2,hydro,0.06,0.03,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,3,hydro,0.1,0.04000000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,4,hydro,0.15,0.04999999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,5,hydro,0.21,0.06,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,6,hydro,0.27,0.060000000000000026,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,7,hydro,0.33,0.06,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,8,hydro,0.53,0.2,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,9,hydro,0.62,0.08999999999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,10,hydro,0.69,0.06999999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,11,hydro,0.76,0.07000000000000006,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2008,12,hydro,0.83,0.06999999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,1,hydro,0.7703,0.7703,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,2,hydro,1.6548,0.8845000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,3,hydro,3.147802,1.493002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,4,hydro,5.124887,1.9770850000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,5,hydro,5.921218,0.7963309999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,6,hydro,7.043055000000001,1.121837000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,7,hydro,7.689355,0.6462999999999992,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,8,hydro,8.562926,0.8735709999999992,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,9,hydro,10.599963,2.0370370000000015,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,10,hydro,11.416832000000001,0.8168690000000005,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,11,hydro,11.867281,0.450448999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2009,12,hydro,12.295631,0.42835,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,1,hydro,0.181805,0.181805,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,2,hydro,0.362005,0.18020000000000003,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,3,hydro,4.880123,4.518118,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,4,hydro,6.6445229999999995,1.7643999999999993,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,5,hydro,7.706722999999999,1.0621999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,6,hydro,9.669698,1.962975000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,7,hydro,9.763997999999999,0.09429999999999872,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,8,hydro,11.312398,1.5484000000000009,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,9,hydro,13.788257999999999,2.475859999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,10,hydro,14.774957999999998,0.986699999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,11,hydro,15.55516,0.7802020000000027,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2010,12,hydro,16.27433,0.7191699999999983,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,1,hydro,0.249073,0.249073,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,2,hydro,1.1118370000000002,0.8627640000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,3,hydro,2.790737,1.6788999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,4,hydro,3.8448599999999997,1.0541229999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,5,hydro,4.699256,0.8543960000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,6,hydro,5.554151999999999,0.8548959999999992,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,7,hydro,6.534452,0.9803000000000006,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,8,hydro,7.523352,0.9889000000000001,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,9,hydro,8.418246,0.8948939999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,10,hydro,10.268994000000001,1.8507480000000012,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,11,hydro,11.324465,1.055470999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2011,12,hydro,12.157721,0.8332560000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,1,hydro,0.253573,0.253573,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,2,hydro,1.121637,0.868064,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,3,hydro,1.196149,0.07451199999999991,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,4,hydro,4.849012,3.652863,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,5,hydro,5.639164,0.790152,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,6,hydro,7.3811029999999995,1.7419389999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,7,hydro,9.293897,1.9127939999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,8,hydro,11.060981,1.7670840000000005,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,9,hydro,13.286251000000002,2.225270000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,10,hydro,15.398573,2.112321999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,11,hydro,16.775126,1.3765529999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2012,12,hydro,17.451991,0.6768649999999994,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,2,hydro,2.7996,,True,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,3,hydro,5.23,2.4304000000000006,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,4,hydro,6.92,1.6899999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,5,hydro,7.78,0.8600000000000003,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,6,hydro,9.33,1.5499999999999998,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,7,hydro,10.89,1.5600000000000005,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,8,hydro,12.69,1.799999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,9,hydro,14.27,1.58,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,10,hydro,15.95,1.6799999999999997,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,11,hydro,16.95,1.0,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2013,12,hydro,18.46,1.5100000000000016,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,2,hydro,3.13,,True,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,3,hydro,4.87,1.7400000000000002,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,4,hydro,6.31,1.4399999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,5,hydro,7.39,1.08,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,6,hydro,8.87,1.4799999999999995,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,7,hydro,10.77,1.9000000000000004,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,8,hydro,12.46,1.6900000000000013,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,9,hydro,14.67,2.209999999999999,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,10,hydro,16.52,1.8499999999999996,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,11,hydro,17.67,1.1500000000000021,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
Neimenggu,内蒙古,2014,12,hydro,18.52,0.8499999999999979,False,False,S0075914,内蒙古:发电量:水力:累计值,国家统计局
