province,year,total_generation_billion_kwh,total_generation_billion_kwh_source_file,hydro_capacity_10k_kw,hydro_capacity_10k_kw_source_file,thermal_capacity_10k_kw,thermal_capacity_10k_kw_source_file,total_capacity_10k_kw,total_capacity_10k_kw_source_file,thermal_generation_billion_kwh,thermal_generation_billion_kwh_source_file,wind_industrial_energy_consumption_10k_tce,wind_industrial_energy_consumption_10k_tce_source_file,total_nox_10k_ton,total_nox_10k_ton_source_file,wind_generation_billion_kwh,wind_generation_billion_kwh_source_file,wind_capacity_10k_kw,wind_capacity_10k_kw_source_file,solar_capacity_10k_kw,solar_capacity_10k_kw_source_file,solar_generation_billion_kwh,solar_generation_billion_kwh_source_file,industrial_nox_10k_ton,industrial_nox_10k_ton_source_file,wind_capacity_addition_10k_kw,wind_capacity_addition_10k_kw_source_file,wind_total_energy_consumption_10k_tce,wind_total_energy_consumption_10k_tce_source_file,wind_coal_share_energy_consumption_pct,wind_coal_share_energy_consumption_pct_source_file,total_pm_10k_ton,total_pm_10k_ton_source_file
Gansu,2026,21.24,数据模板命名.csv,,,,,,,39.1,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,14.7,数据模板命名.csv,,,,,7.01,数据模板命名.csv,,,,,,,,,,
Guangdong,1949,0.074,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1950,0.087,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1951,0.102,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1952,0.122,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1953,0.158,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1954,0.197,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1955,0.232,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1956,0.299,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1957,0.375,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1958,0.534,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1959,0.822,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1960,1.043,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1961,1.087,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1962,1.187,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1963,1.394,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1964,1.715,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1965,2.223,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1966,2.636,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1967,2.535,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1968,2.236,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1969,3.209,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1970,3.782,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1971,4.323,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1972,4.486,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1973,5.449,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1974,6.294,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1975,7.587,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1976,8.469,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1977,8.359,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1978,9.232,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1979,10.18,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1980,10.894,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1981,11.751,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1982,13.037,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1983,14.632,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1984,14.752,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1985,16.713,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1986,18.05,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1987,22.183,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1988,26.797,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1989,29.841,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1990,34.398,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1991,39.493,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1992,45.9,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1993,57.277,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1994,77.1,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1995,82.10613,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1996,90.866,数据模板命名.csv,478.5,数据模板命名.csv,1972.33,数据模板命名.csv,2630.84,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1997,98.115,数据模板命名.csv,498.87,数据模板命名.csv,2133.75,数据模板命名.csv,2812.63,数据模板命名.csv,66.508,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1998,100.437,数据模板命名.csv,551.2,数据模板命名.csv,2171.57,数据模板命名.csv,2906.95,数据模板命名.csv,74.891,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,1999,110.438,数据模板命名.csv,655.4,数据模板命名.csv,2193.71,数据模板命名.csv,3033.37,数据模板命名.csv,87.722,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2000,129.269,数据模板命名.csv,701.55,数据模板命名.csv,2301.32,数据模板命名.csv,3189.56,数据模板命名.csv,103.861,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2001,141.765,数据模板命名.csv,730.28,数据模板命名.csv,2443.1,数据模板命名.csv,3360.07,数据模板命名.csv,107.518,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2002,152.553,数据模板命名.csv,777.53,数据模板命名.csv,2523.78,数据模板命名.csv,3587.99,数据模板命名.csv,120.957,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2003,188.268,数据模板命名.csv,,,,,3920.2,数据模板命名.csv,138.337,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2004,214.123,数据模板命名.csv,858.46,数据模板命名.csv,3017.29,数据模板命名.csv,4262.1,数据模板命名.csv,163.759,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2005,227.859,数据模板命名.csv,,,,,4808.18,数据模板命名.csv,172.507,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2006,246.582,数据模板命名.csv,932,数据模板命名.csv,4061.5,数据模板命名.csv,5389.9,数据模板命名.csv,188.429,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2007,273.197,数据模板命名.csv,1011,数据模板命名.csv,471,数据模板命名.csv,5886,数据模板命名.csv,218.724,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2008,271.625,数据模板命名.csv,1028,数据模板命名.csv,4573,数据模板命名.csv,6008,数据模板命名.csv,212.119,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2009,275.761,数据模板命名.csv,1126,数据模板命名.csv,4830,数据模板命名.csv,6407,数据模板命名.csv,215.7624117,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2010,323.694,数据模板命名.csv,1260,数据模板命名.csv,5287,数据模板命名.csv,7113,数据模板命名.csv,248.7864213,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangdong,2011,380.249,数据模板命名.csv,1302,数据模板命名.csv,5635,数据模板命名.csv,7624,数据模板命名.csv,300.7028387,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,138.82,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,32.4256,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2012,376.38,数据模板命名.csv,1306,数据模板命名.csv,5752,数据模板命名.csv,7810,数据模板命名.csv,286.0680461,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,130.34,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,32.8252,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2013,387.49661,数据模板命名.csv,1319,数据模板命名.csv,6488,数据模板命名.csv,8598,数据模板命名.csv,306.676,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,120.42,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,4.94,数据模板命名.csv,,,,,,,,,,,,,,,35.3968,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2014,401.3204453,数据模板命名.csv,1323,数据模板命名.csv,6863,数据模板命名.csv,9163,数据模板命名.csv,296.083,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,112.21,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,3.84,数据模板命名.csv,,,,,,,,,,,,,,,44.9549,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2015,403.4896846,数据模板命名.csv,1355,数据模板命名.csv,7323,数据模板命名.csv,9817,数据模板命名.csv,290.27765,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,99.69,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,5.28,数据模板命名.csv,,,,,0.01508333333,https___wx.wind.com.cn_weaver_files_019e3a0e-93c8-7940-b287-c4f73e17b07f_dataquery_1779090494_uQq8o4_Step1.csv.xlsx,,,,,,,,,34.7786,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2016,417,数据模板命名.csv,1411,数据模板命名.csv,7721,数据模板命名.csv,10457,数据模板命名.csv,297.1,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,84.27,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,0.5,数据模板命名.csv,268,数据模板命名.csv,,,0.8,数据模板命名.csv,,,,,,,,,28.1689,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2017,451.7,数据模板命名.csv,1486,数据模板命名.csv,7768,数据模板命名.csv,10968,数据模板命名.csv,332.73,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,85.93,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,5.734,数据模板命名.csv,335,数据模板命名.csv,,,1.341,数据模板命名.csv,,,,,,,,,65.903,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2018,471.6,数据模板命名.csv,1576,数据模板命名.csv,8137,数据模板命名.csv,11929,数据模板命名.csv,326.01,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,6.314,数据模板命名.csv,357,数据模板命名.csv,,,3.757,数据模板命名.csv,,,,,,,,,,
Guangdong,2019,505.1,数据模板命名.csv,1576,数据模板命名.csv,8628,数据模板命名.csv,12870,数据模板命名.csv,334.6,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,69.97,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,7.1,数据模板命名.csv,441,数据模板命名.csv,,,5.34,数据模板命名.csv,,,,,,,,,,
Guangdong,2020,522.6,数据模板命名.csv,1666,数据模板命名.csv,9582,数据模板命名.csv,14224,数据模板命名.csv,357.59,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,60.78,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,10.294,数据模板命名.csv,565,数据模板命名.csv,,,7.365,数据模板命名.csv,,,688.5,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,15.6546,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2021,630.623,数据模板命名.csv,1736,数据模板命名.csv,10256,数据模板命名.csv,15821,数据模板命名.csv,462.88,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,62.96,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,13.651,数据模板命名.csv,1195,数据模板命名.csv,511.9,数据模板命名.csv,10.264,数据模板命名.csv,,,1231.1,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,13.4655,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2022,636.57,数据模板命名.csv,1912,数据模板命名.csv,10741,数据模板命名.csv,17212,数据模板命名.csv,444.07,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,60.77,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,26.866,数据模板命名.csv,1357,数据模板命名.csv,836.8,数据模板命名.csv,13.489,数据模板命名.csv,,,1428.4,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,13.4007,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2023,701.031729,数据模板命名.csv,1905,数据模板命名.csv,11679,数据模板命名.csv,19376,数据模板命名.csv,494.31,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,62.8502,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,30.211,数据模板命名.csv,1657,数据模板命名.csv,1468.7,数据模板命名.csv,21.14,数据模板命名.csv,,,1732.8,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,12.75,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2024,735.450556,数据模板命名.csv,1902,数据模板命名.csv,12717,数据模板命名.csv,22157,数据模板命名.csv,491.74,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,38.11,数据模板命名.csv,1809,数据模板命名.csv,2742.3,数据模板命名.csv,14.04557,数据模板命名.csv,,,,,,,,,10.7361,https___wx.wind.com.cn_weaver_files_019e39c2-a928-79ca-a66a-40bf992d8772_dataquery_1779085519_3Fuz1T_Step1.csv.xlsx
Guangdong,2025,709.46,数据模板命名.csv,,,,,,,504.18,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,38.12,数据模板命名.csv,1870,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,4639.1,数据模板命名.csv,18.36332,数据模板命名.csv,,,,,,,,,,
Guangdong,2026,61.58,数据模板命名.csv,,,,,,,117.78,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,9.99,数据模板命名.csv,,,,,5.11,数据模板命名.csv,,,,,,,,,,
Guangxi,1950,0.022,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1951,0.028,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1952,0.035,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1953,0.041,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1954,0.055,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1955,0.065,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1956,0.111,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1957,0.126,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1958,0.176,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1959,0.252,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1960,0.391,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1961,0.391,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1962,0.38,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1963,0.406,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1964,0.476,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1965,0.637,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1966,0.885,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1967,0.948,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1968,0.666,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1969,1.283,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1970,1.55,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1971,1.969,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1972,2.442,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1973,2.759,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1974,2.995,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1975,3.519,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1976,3.916,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1977,4.479,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1978,4.947,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1979,5.23,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1980,5.364,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1981,5.882,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1982,6.023,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1983,6.562,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1984,7.06,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1985,8.182,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1986,9.097,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1987,10.262,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1988,10.243,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1989,10.929,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1990,12.562,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1991,13.555,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1992,15.306,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1993,17.45,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1994,18.7,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1995,21.72904,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1996,22.614,数据模板命名.csv,358.41,数据模板命名.csv,224.16,数据模板命名.csv,582.57,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1997,23.726,数据模板命名.csv,368.82,数据模板命名.csv,231.1,数据模板命名.csv,599.92,数据模板命名.csv,7.879,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1998,24.5,数据模板命名.csv,375.27,数据模板命名.csv,235.28,数据模板命名.csv,610.56,数据模板命名.csv,9.82,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Guangxi,1999,25.342,数据模板命名.csv,402.42,数据模板命名.csv,232.25,数据模板命名.csv,634.67,数据模板命名.csv,9.759,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
