province,year,total_generation_billion_kwh,total_generation_billion_kwh_source_file,hydro_capacity_10k_kw,hydro_capacity_10k_kw_source_file,thermal_capacity_10k_kw,thermal_capacity_10k_kw_source_file,total_capacity_10k_kw,total_capacity_10k_kw_source_file,thermal_generation_billion_kwh,thermal_generation_billion_kwh_source_file,wind_industrial_energy_consumption_10k_tce,wind_industrial_energy_consumption_10k_tce_source_file,total_nox_10k_ton,total_nox_10k_ton_source_file,wind_generation_billion_kwh,wind_generation_billion_kwh_source_file,wind_capacity_10k_kw,wind_capacity_10k_kw_source_file,solar_capacity_10k_kw,solar_capacity_10k_kw_source_file,solar_generation_billion_kwh,solar_generation_billion_kwh_source_file,industrial_nox_10k_ton,industrial_nox_10k_ton_source_file,wind_capacity_addition_10k_kw,wind_capacity_addition_10k_kw_source_file,wind_total_energy_consumption_10k_tce,wind_total_energy_consumption_10k_tce_source_file,wind_coal_share_energy_consumption_pct,wind_coal_share_energy_consumption_pct_source_file,total_pm_10k_ton,total_pm_10k_ton_source_file
Jilin,2010,60.456,数据模板命名.csv,427,数据模板命名.csv,1387,数据模板命名.csv,2035,数据模板命名.csv,46.3289268,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Jilin,2011,70.987,数据模板命名.csv,433,数据模板命名.csv,1587,数据模板命名.csv,2305,数据模板命名.csv,58.3955576,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,60.47,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,,
Jilin,2012,69.162,数据模板命名.csv,442,数据模板命名.csv,1627,数据模板命名.csv,2399,数据模板命名.csv,57.0355091,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,57.59,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,,
Jilin,2013,77.86826,数据模板命名.csv,445,数据模板命名.csv,1694,数据模板命名.csv,2518,数据模板命名.csv,59.083,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,56.05,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,4.53,数据模板命名.csv,,,,,,,,,,,,,,,,
Jilin,2014,78.1384892,数据模板命名.csv,377,数据模板命名.csv,1768,数据模板命名.csv,2560,数据模板命名.csv,62.587,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,54.92,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,5.24,数据模板命名.csv,407.98,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,,,,,,,,
Jilin,2015,73.1274098,数据模板命名.csv,377,数据模板命名.csv,1783,数据模板命名.csv,2611,数据模板命名.csv,55.9552,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,50.17,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,7.22,数据模板命名.csv,444.38,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,,,,,,,,
Jilin,2016,76.02623,数据模板命名.csv,378,数据模板命名.csv,1777,数据模板命名.csv,2716,数据模板命名.csv,57.84,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,30.07,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,0.67,数据模板命名.csv,505,数据模板命名.csv,,,3,数据模板命名.csv,,,,,,,,,,
Jilin,2017,76,数据模板命名.csv,380,数据模板命名.csv,1820,数据模板命名.csv,2864,数据模板命名.csv,59.69,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,41.81,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,6.592,数据模板命名.csv,505,数据模板命名.csv,,,0.964,数据模板命名.csv,,,,,,,,,,
Jilin,2018,86.9,数据模板命名.csv,385,数据模板命名.csv,1892,数据模板命名.csv,3055,数据模板命名.csv,67.12,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,10.482,数据模板命名.csv,514,数据模板命名.csv,,,2.423,数据模板命名.csv,,,,,,,,,,
Jilin,2019,94.6,数据模板命名.csv,445,数据模板命名.csv,1845,数据模板命名.csv,3122,数据模板命名.csv,71.94,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,24.52,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,11.462,数据模板命名.csv,557,数据模板命名.csv,,,3.976,数据模板命名.csv,,,,,,,,,,
Jilin,2020,101.9,数据模板命名.csv,510,数据模板命名.csv,1852,数据模板命名.csv,3278,数据模板命名.csv,74.99,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,20.11,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,12.956,数据模板命名.csv,577,数据模板命名.csv,,,4.522,数据模板命名.csv,,,32.4,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Jilin,2021,102.5746,数据模板命名.csv,619,数据模板命名.csv,1855,数据模板命名.csv,3485,数据模板命名.csv,72.93,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,22.26,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,13.794,数据模板命名.csv,665,数据模板命名.csv,80.1,数据模板命名.csv,5.226,数据模板命名.csv,,,271.7,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Jilin,2022,105.689,数据模板命名.csv,646,数据模板命名.csv,1855,数据模板命名.csv,4030,数据模板命名.csv,67.86,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,20.07,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,20.101,数据模板命名.csv,1143,数据模板命名.csv,92,数据模板命名.csv,5.909,数据模板命名.csv,,,295.7,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Jilin,2023,115.8728615,数据模板命名.csv,648,数据模板命名.csv,1890,数据模板命名.csv,4266,数据模板命名.csv,71.25,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,31.6668,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,28.143,数据模板命名.csv,1268,数据模板命名.csv,119.6,数据模板命名.csv,6.215,数据模板命名.csv,,,256.4,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Jilin,2024,117.962429,数据模板命名.csv,649,数据模板命名.csv,1891,数据模板命名.csv,4696,数据模板命名.csv,67.54,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,28.01,数据模板命名.csv,1573,数据模板命名.csv,201,数据模板命名.csv,4.47144,数据模板命名.csv,,,,,,,,,,
Jilin,2025,110.01,数据模板命名.csv,,,,,,,66.65,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,30.25,数据模板命名.csv,,,286.2,数据模板命名.csv,5.20792,数据模板命名.csv,,,,,,,,,,
Jilin,2026,9.34,数据模板命名.csv,,,,,,,17.73,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,8.13,数据模板命名.csv,,,,,1.46,数据模板命名.csv,,,,,,,,,,
Liaoning,1949,0.81,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1950,1.34,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1951,1.75,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1952,1.73,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1953,2.11,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1954,2.3,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1955,2.92,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1956,4.48,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1957,5.2,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1958,7.04,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1959,9.8,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1960,11.26,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1961,8.4,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1962,8.2,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1963,8.62,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1964,9.21,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1965,11.23,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1966,12.7,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1967,10.63,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1968,9.81,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1969,14.47,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1970,16.42,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1971,17.96,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1972,19.59,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1973,20.44,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1974,22.1,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1975,23.7,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1976,24.73,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1977,24.26,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1978,27.8,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1979,29.62,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1980,29.9,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1981,28,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1982,29.71,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1983,31.12,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1984,32.39,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1985,35.3,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1986,34.77,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1987,38.44,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1988,41.36,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1989,44.87,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1990,43.58,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1991,44.651,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1992,48.906,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1993,50.532,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1994,50.4,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1995,54.0079,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1996,58.396,数据模板命名.csv,122.09,数据模板命名.csv,1106,数据模板命名.csv,1228.09,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1997,61.523,数据模板命名.csv,122.09,数据模板命名.csv,1119.1,数据模板命名.csv,1241.19,数据模板命名.csv,57.692,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1998,60.808,数据模板命名.csv,122.31,数据模板命名.csv,1256.03,数据模板命名.csv,1380.04,数据模板命名.csv,58.105,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,1999,61.048,数据模板命名.csv,124,数据模板命名.csv,1242.57,数据模板命名.csv,1368.86,数据模板命名.csv,58.494,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2000,64.558,数据模板命名.csv,124.85,数据模板命名.csv,1393.79,数据模板命名.csv,1523.03,数据模板命名.csv,62.8,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2001,66.212,数据模板命名.csv,126.18,数据模板命名.csv,1407.8,数据模板命名.csv,1540.38,数据模板命名.csv,63.868,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2002,72.527,数据模板命名.csv,126.14,数据模板命名.csv,1438.99,数据模板命名.csv,1572.98,数据模板命名.csv,70.929,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2003,83.711,数据模板命名.csv,,,,,1635.01,数据模板命名.csv,81.23,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2004,87.485,数据模板命名.csv,140.41,数据模板命名.csv,1496.03,数据模板命名.csv,1650.64,数据模板命名.csv,84.237,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2005,90.421,数据模板命名.csv,,,,,1753.84,数据模板命名.csv,84.683,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2006,101.454,数据模板命名.csv,140.1,数据模板命名.csv,1672.1,数据模板命名.csv,1833.8,数据模板命名.csv,96.282,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2007,111.503,数据模板命名.csv,141,数据模板命名.csv,1972,数据模板命名.csv,2150,数据模板命名.csv,106.302,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2008,113.784,数据模板命名.csv,143,数据模板命名.csv,1990,数据模板命名.csv,2219,数据模板命名.csv,108.539,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2009,116.251,数据模板命名.csv,146,数据模板命名.csv,2256,数据模板命名.csv,2577,数据模板命名.csv,111.6955931,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2010,129.511,数据模板命名.csv,147,数据模板命名.csv,2772,数据模板命名.csv,3228,数据模板命名.csv,120.4043871,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Liaoning,2011,136.993,数据模板命名.csv,147,数据模板命名.csv,2851,数据模板命名.csv,3400,数据模板命名.csv,126.1790542,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,106.28,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,,
Liaoning,2012,144.105,数据模板命名.csv,272,数据模板命名.csv,3058,数据模板命名.csv,3807,数据模板命名.csv,128.2270328,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,103.63,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,,
Liaoning,2013,155.38626,数据模板命名.csv,273,数据模板命名.csv,3028,数据模板命名.csv,3966,数据模板命名.csv,133.547,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,95.54,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,8.23,数据模板命名.csv,,,,,,,,,,,,,,,,
Liaoning,2014,165.6034215,数据模板命名.csv,293,数据模板命名.csv,3084,数据模板命名.csv,4192,数据模板命名.csv,136.572,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,90.2,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,8.56,数据模板命名.csv,608.39,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,6.99,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,,,,,,
Liaoning,2015,166.5177363,数据模板命名.csv,293,数据模板命名.csv,3074,数据模板命名.csv,4322,数据模板命名.csv,135.32257,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,82.81,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,9.9,数据模板命名.csv,638.84,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,16.3,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,,,,,,
Liaoning,2016,177.87603,数据模板命名.csv,293,数据模板命名.csv,3114,数据模板命名.csv,4601,数据模板命名.csv,139.88,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,61.53,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,0.129,数据模板命名.csv,695,数据模板命名.csv,52,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.4,数据模板命名.csv,,,,,,,,,,
Liaoning,2017,184.4,数据模板命名.csv,295,数据模板命名.csv,3193,数据模板命名.csv,4869,数据模板命名.csv,140.78,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,82.79,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,15.165,数据模板命名.csv,711,数据模板命名.csv,222.56,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,1.102,数据模板命名.csv,,,,,,,,,,
Liaoning,2018,198.6,数据模板命名.csv,299,数据模板命名.csv,3383,数据模板命名.csv,5192,数据模板命名.csv,141.11,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,16.509,数据模板命名.csv,761,数据模板命名.csv,302.01,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,3.191,数据模板命名.csv,,,,,,,,,,
Liaoning,2019,207.3,数据模板命名.csv,302,数据模板命名.csv,3446,数据模板命名.csv,5370,数据模板命名.csv,147.36,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,70.3,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,18.309,数据模板命名.csv,832,数据模板命名.csv,343.22,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,4.223,数据模板命名.csv,,,,,,,,,,
Liaoning,2020,213.5,数据模板命名.csv,305,数据模板命名.csv,3643,数据模板命名.csv,5776,数据模板命名.csv,149.81,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,57.96,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,19.386,数据模板命名.csv,981,数据模板命名.csv,399.62,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,5.099,数据模板命名.csv,,,112.7,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Liaoning,2021,225.758,数据模板命名.csv,305,数据模板命名.csv,3737,数据模板命名.csv,6164,数据模板命名.csv,149.05,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,54.48,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,22.722,数据模板命名.csv,1087,数据模板命名.csv,160,数据模板命名.csv,5.509,数据模板命名.csv,,,131.2,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Liaoning,2022,225.678,数据模板命名.csv,305,数据模板命名.csv,3835,数据模板命名.csv,6580,数据模板命名.csv,138.34,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,52.39,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,25.526,数据模板命名.csv,1173,数据模板命名.csv,219.3,数据模板命名.csv,7.597,数据模板命名.csv,,,208.7,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
