province,year,coal_available_total,coal_primary_production,coal_thermal_power_input,coal_terminal,coal_terminal_10k_tce_approx,coal_terminal_industry,oil_available_total,oil_thermal_power_input,oil_terminal_industry,oil_terminal,oil_terminal_10k_tce_approx,lpg_terminal,lpg_terminal_10k_tce_approx,lpg_terminal_industry,electricity_available_total,electricity_primary_production,electricity_thermal_power_input,electricity_terminal,electricity_terminal_10k_tce_approx,electricity_terminal_industry,energy5_terminal_10k_tce_approx,coal_share_energy5_terminal_approx,coal_primary_production_10k_ton,lpg_available_total,oil_primary_production,coal_consumption,coal_consumption_10k_tce_approx,oil_consumption,oil_consumption_10k_tce_approx,lpg_consumption,lpg_consumption_10k_tce_approx,gas_consumption,gas_consumption_10k_tce_approx,gas_terminal,gas_terminal_10k_tce_approx,gas_terminal_industry,electricity_consumption,electricity_consumption_10k_tce_approx,energy5_consumption_10k_tce_approx,coal_share_energy5_consumption_approx,coal_consumption_10k_ton,gas_available_total,gas_thermal_power_input,gas_primary_production,lpg_thermal_power_input,lpg_primary_production
Guangxi,1996,23453.6,12522.6,-6571.3,15947,1139.09421,14955.7,1647.5,-30.6,420.7,1581.8,225.975948,225.8,38.708894,0.8,15438,13879,8735,22141,272.11289,16288,1675.891942,0.6796943057,1252.26,187,36,,,,,,,,,,,,,,,,,,,,,
Guangxi,1997,21668.2,11143.3,-5765.7,14829.1,1059.242613,13992.5,1653.5,-16,392,1572.1,224.590206,261.7,44.863231,1.7,18627,15658,8068,24635,302.76415,18494,1631.4602,0.649260468,1114.33,218.2,39.2,,,,,,,,,,,,,,,,,,,,,
Guangxi,1998,21063.3,10151,-6036.2,13950.6,996.491358,13391.1,2150.8,-12.6,436.3,2079.1,297.020226,299.6,51.360428,1.5,17556,14602,9802,25176,309.41304,18380,1654.285052,0.6023698013,1015.1,236.7,31.5,,,,,,,,,,,,,,,,,,,,,
Guangxi,1999,21172.3,8160.6,-5649.6,14563.4,1040.263662,13985.2,2265.4,-25.9,459.3,2204.7,314.963442,347.6,59.589068,3.5,18959,15395,9947,26554,326.34866,19101,1741.164832,0.5974527184,816.06,290.5,35,,,,,,,,,,,,,,,,,,,,,
Guangxi,2000,22284.3,7076.7,-6582.2,14417.9,1029.870597,13869.5,2742.2,-6.2,460.9,2717.1,388.164906,352.7,60.463361,6.6,20181,16887,12021,29519,362.78851,21141,1841.287374,0.5593209466,707.67,299.2,32.9,,,,,,,,,,,,,,,,,,,,,
Guangxi,2001,22888.2,6135.1,-6902.9,14667.9,1047.728097,14110.3,3304.1,-6,548.9,3245,463.5807,430,73.7149,7.6,21081,17609,12110,30613,376.23377,21416,1961.257467,0.5342124196,613.51,356.1,32.5,,,,,,,,,,,,,,,,,,,,,
Guangxi,2002,21330.9,4367.5,-7113.5,12675,905.37525,12193.8,3896.9,-8.7,706.6,3823.5,546.22521,472.6,81.017818,5.4,22626,18634,13069,32994,405.49626,22880,1938.114538,0.467142283,436.75,425,35,,,,,,,,,,,,,,,,,,,,,
Guangxi,2003,25914.7,4434.7,-8318.4,15341.2,1095.821916,14763.9,4396.8,-3,615.8,4024.8,574.982928,515.1,88.303593,16.5,24461,19263,17028,38242,469.99418,26941,2229.102617,0.4915977881,443.47,515.4,596.7,,,,,,,,,,,,,,,,,1,,,,58.2
Guangxi,2004,33667.1,5212.9,-13050,16995.6,1213.995708,16178.3,5268.2,,992.9,5219.6,745.672056,614.4,105.326592,30.2,25849,17229,20143,42224,518.93296,30310,2584.193316,0.4697774352,521.29,551.2,35.9,33667.1,2404.840953,5268.2,752.615052,614.4,105.326592,2,0.266,2,0.266,,45686,561.48094,3824.529537,0.6287939287,3366.71,2,,,,
Guangxi,2005,37349.3,7003.4,-14350,18618,1329.88374,17741.4,6227.6,-20.2,1177.2,6061.2,865.903032,777,133.20111,78.6,25982,19582,25002,47196,580.03884,34190,2923.922722,0.4548286212,700.34,722.2,34.3,37339.9,2667.189057,6216,888.01776,777,133.20111,112,14.896,112,14.896,,50984,626.59336,4329.897287,0.6159936091,3733.99,112,,,,
Guangxi,2006,41727.2,6805.3,-14900.1,21723,1551.67389,20690.7,6579.238,-13.5,726.6,6488.4,926.932824,906.4,155.384152,56.9,29980,24369,27966,53692,659.87468,39116,3310.091546,0.4687706876,680.53,815.4,33.9,41728.6,2980.673898,6579.2,939.904512,906.4,155.384152,122,16.226,122,16.226,73,57946,712.15634,4804.344902,0.6204121392,4172.86,122,,,,
Guangxi,2007,47725.162,7214.8,-17512.786,24736.3,1766.913909,23257.3,7167.48728,-25.424,759.7,7090.52,1012.951687,946.4,162.241352,52.6,32045.31,32404.55,36068.29,63502.66,780.4476914,46772,3740.433829,0.4723820791,721.48,853.1,28.762,47721.406,3408.740031,7167.774,1023.988194,946.4,162.241352,134.43,17.87919,134.43,17.87919,59.43,68114.33,837.1251157,5449.973883,0.6254598837,4772.1406,134,,,,
Guangxi,2008,46770.802,4511.7,-15131.8,24552.6,1753.792218,23027.5,7040.338,-12.147,650.58,6926.58,989.5312188,970.89,166.4396727,40.69,41894,51338,34185,71392,877.40768,52394,3800.64369,0.4614461026,451.17,890.6,28.6,46763.282,3340.301233,7040.383,1005.789115,970.89,166.4396727,101.3,13.4729,101.3,13.4729,7.3,76079,935.01091,5461.013831,0.611663207,4676.3282,100.97,,0.97,,
Guangxi,2009,51996.1,5197.2,-18154.1,27932.4,1995.211332,26372.7,7697.927,-6.1,564.4,7491,1070.16426,1009.7,173.092871,45.2,42819,47690,42810,80558,990.05782,57919,4244.619283,0.4700566055,519.72,922.69,28.9,51991.1,3713.724273,7697.9,1099.721994,1009.7,173.092871,121,16.093,121,16.093,11,85629,1052.38041,6055.012548,0.613330566,5199.11,121,,,,
Guangxi,2010,62026,7575.7,-23309.8,28410.8,2029.383444,26916.6,8893.8,-5.1,839.9,8652,1236.02472,1045.8,179.281494,15,43626,47526,55689,93174,1145.10846,67605,4612.408118,0.439983495,757.57,843.1,26.9,62068.2,4433.531526,8900.3,1271.496858,1045.8,179.281494,170,22.61,170,22.61,,99324,1220.69196,7127.611838,0.6220220218,6206.82,170,,,,
Guangxi,2011,70328.4,7837.8,-28072.9,30753.9,2196.751077,29228.4,10188.4,-6.5,1291.1,9685.9,1383.727674,1129.4,193.613042,26.2,47559,41507,63662,104400,1283.076,74755,5088.688793,0.4316929501,783.78,532.4,22.7,70328.9,5023.593327,10188.4,1455.514824,1129.4,193.613042,237,31.521,237,31.521,57,111221,1366.90609,8071.148283,0.6224137075,7032.89,237,,,,
Guangxi,2012,72638,7536.1,-27654.5,32738.2,2338.489626,31182,11319.8,-10.4,1507,10728.93,1532.73494,1276.6,218.847538,31,50683,52505,64702,108367,1331.83043,76255,5461.536534,0.428174308,753.61,537.6,22.9,72637,5188.46091,11317.53,1616.822336,1410.7,241.836301,298,39.634,298,39.634,102,115385,1418.08165,8504.835197,0.6100601352,7263.7,298,,,-1.1,
Guangxi,2013,73441.1,6968.4,-31050.2,28915.5,2065.434165,28511.6,9987.2,-5.8,1992.9,9428.5,1346.95551,1258.8,215.796084,294.2,50991,49162,77420,115559,1420.22011,78717,5103.733869,0.4046908044,696.84,480.2,437.5,73441.1,5245.897773,9987,1426.74282,1258.8,215.796084,426,56.658,416,55.328,158,123774.47,1521.188236,8466.282913,0.6196223097,7344.11,426,-10,10,,
Guangxi,2014,67959.8,6154,-24312.8,28691.8,2049.455274,28111.8,11089.116,-6.3,1986.28,10761.38,1537.370747,899.9,154.269857,260.7,64171,63204,67810,122631,1507.13499,81429,5351.704868,0.3829537175,615.4,166.3,587,67965.1,4854.747093,11093.38,1584.800267,1030.2,176.607186,794,105.602,778,103.474,433,130751,1606.92979,8328.686336,0.5828946964,6796.51,793.5,-16,20,,
Guangxi,2015,61189.25,5014.7,-19181.8,26409.8,1886.452014,25921.1,12284.956,-9.4,2287.4,11806.7,1686.705162,1009.1,172.990013,245.1,79007,77474,54425,125291,1539.82639,81122,5381.467579,0.3505460149,501.47,286.9,555.1,60467.1,4319.164953,12276,1753.74936,1163.2,199.407376,805,107.065,718,95.494,326,133432,1639.87928,8019.265969,0.5385985413,6046.71,805,-87,16,,
Guangxi,2016,65158.1,4254.6,-20802,27638,1974.18234,27447.7,12993.2,-15.6,2248.5,12438.4,1776.949824,809.4,138.755442,12,78514,77200,57450,129125,1586.94625,81249,5638.295856,0.3501381251,425.46,233.3,474,65177.7,4655.643111,12993.2,1856.208552,1155.2,198.035936,1266.602,168.458066,1214,161.462,809,135964,1670.99756,8549.343225,0.544561493,6517.77,1304,-46,20,,
Guangxi,2017,66133.2,4426.7,-23140.5,25824.9,1844.672607,25636.2,13555.3,-4.1,2894.1,12996.1,1856.622846,640.7,109.835201,19.4,82500,78376,61735,138259,1699.20311,85812,5688.287764,0.3242931236,442.67,-35.1,440.7,66133.2,4723.894476,13555.3,1936.510158,950.7,162.978501,1383.602,184.019066,1338,177.954,1083,144235,1772.64815,8780.050351,0.5380258982,6613.32,1421,-47,20,,
Guangxi,2018,73397.8,4879,-33046.7,24027.2,1716.262896,23846.8,12269.8,-240.4,2207.9,11156.3,1593.789018,509.8,87.395014,12.1,91655,92087,82626,165409,2032.87661,104790,5713.081538,0.3004093123,487.9,-197,518.8,73397.8,5242.804854,12269.8,1752.863628,842.3,144.395489,2246,298.718,2126,282.758,1056,174281,2141.91349,9580.695461,0.5472259165,7339.78,2283,-117,19,,
Guangxi,2019,80219.1,4061.6,-41140.7,22706.1,1621.896723,22693.5,11105.8,-136.2,2303.4,10326.3,1475.215218,449.6,77.074928,16.2,90066,83976,100651,184463,2267.05027,117156,5735.034139,0.2828050686,406.16,-154.2,502.6,80219.1,5730.050313,11105.8,1586.574588,832.6,142.732618,2755,366.415,2209,293.797,696,190717,2343.91193,10169.68445,0.5634442584,8021.91,2824,-121,25,,
Guangxi,2020,84967.1,4135.8,-40732.4,26940,1924.3242,26927.2,10730,-264.2,2286.3,10092.2,1441.771692,687.8,117.909554,9.4,96036,90599,106489,195781,2406.14849,124427,6236.884936,0.3085393141,413.58,168,487.6,84967.1,6069.199953,10730,1532.8878,948.3,162.567069,3152,419.216,2607,346.731,1076,202525,2489.03225,10672.90307,0.568655024,8496.71,3191,-175,22,,
Guangxi,2021,89699,3520.3,-42657.1,25574.1,1826.757963,25571.3,11739.6,-516.7,2469,10688.8,1527.001968,734.4,125.898192,12.5,111449,88732,119462,223623,2748.32667,140092,6671.140793,0.273829922,352.03,-67.9,468.2,89699,6407.19957,11739.6,1677.119256,1071.4,183.670102,4100,545.3,3332,443.156,1420,230911,2837.89619,11651.18512,0.5499182706,8969.9,4119,-155,22,,
Guangxi,2022,90708.1,3805.9,-40196.5,26574.1,1898.187963,26574.1,12401.3,-148,2377.1,11609.2,1658.490312,914.5,156.772735,14.7,112610,102513,109079,214311,2633.88219,126507,6715.2112,0.2826698828,380.59,164.9,657.9,90708.1,6479.279583,12401.3,1771.649718,1233,211.37319,3322,441.826,2766,367.878,1720,221689,2724.55781,11628.6863,0.5571807008,9070.81,3322,-150,23,,
Guizhou,1995,39459.5,54720,-7608.6,23983.3,1713.127119,8743.3,1116.1,-1.4,179.4,1114.7,159.246042,169.6,29.074528,2.4,8437,11167,11933,18617,228.80293,13996,2197.814619,0.7794684339,5472,169.6,,,,,,,,,,508,67.564,508,,,,,,508,,181,,
Guizhou,1996,48318.2,61430.5,-9306.8,26232.3,1873.773189,10168,1075.1,,144.8,1075.1,153.588786,194.4,33.325992,,7933,10372,14505,20954,257.52466,15422,2377.929627,0.7879851312,6143.05,194.4,,,,,,,,,,449,59.717,449,,,,,,449,,121,,
Guizhou,1997,52283.1,65967.3,-9102.2,28322.7,2023.090461,11087.2,1048.7,,153.2,1048.7,149.817282,133.2,22.834476,,8096,11084,14491,21277,261.49433,15605,2523.470549,0.801709559,6596.73,133.2,,,,,,,,,,498,66.234,498,,,,,,498,,95,,
Guizhou,1998,55341.1,65610,-10748.8,30678.6,2191.372398,12117.3,1074.7,,156,1074.7,153.531642,102.1,17.503003,,7802,11989,17188,22948,282.03092,16420,2718.385963,0.8061299712,6561,102.1,,,,,,,,,,556,73.948,556,,,,,,556,,81,,
Guizhou,1999,31913.6,40250.5,-11003,28800.6,2057.226858,12460.2,1196.6,-10.3,181,1186.3,169.474818,104.8,17.965864,,6504,13624,20918,25876,318.01604,18842,2645.40958,0.7776591094,4025.05,104.8,,,,,,,,,,622,82.726,617,,,,,,622,,74,,
Guizhou,2000,29980.5,42767.5,-14053,27325,1951.82475,11244.1,1319.7,,180.1,1317.6,188.232336,106.1,18.188723,,10973,13352,22503,31795,390.76055,23547,2625.082359,0.7435289576,4276.75,106.1,,,,,,,,,,572,76.076,565,,,,,,572,,70,,
Guizhou,2001,26722.9,37313.9,-14459.1,27276,1948.32468,11465.9,1528.9,,192,1525.5,217.93293,120.5,20.657315,,18050,21170,26855,43038,528.93702,34056,2795.651945,0.696912462,3731.39,120.5,,,,,,,,,,600,79.8,594,,,,,,600,,68,,
Guizhou,2002,34372.4,50011.3,-14659.4,29145.3,2081.848779,12674.9,1614.5,,197.4,1614.8,230.690328,118.1,20.245883,,16608,22153,32559,47047,578.20763,36204,2983.87662,0.6976993502,5001.13,118.1,,,,,,,,,,548,72.884,543,,,,,,548,,48,,
Guizhou,2003,57362,78025,-22054.9,34473.3,2462.427819,17479.3,1877.5,,251.7,1877.5,268.21965,119.1,20.417313,,11834,20387,43273,52624,646.74896,40632,3470.298742,0.7095722882,7802.5,119.1,,,,,,,,,,545,72.485,540,,,,,,545,,46,,
Guizhou,2004,68289.4,97566.2,-26439.2,40545.7,2896.179351,23821.7,2009.5,,280,2009.5,287.07717,122.9,21.068747,,8647,21625,49679,55222,678.67838,42605,3949.370648,0.733326803,9756.62,122.9,,79991.4,5713.785702,2009.5,287.07717,122.9,21.068747,499,66.367,499,66.367,499,58326,716.82654,6805.125159,0.8396297744,7999.14,499,,,,
Guizhou,2005,76577.8,106152,-32227,42756.2,3054.075366,26015.6,2374.2,,320.6,2374.2,339.178212,120.6,20.674458,,-1510,14175,56957,52242,642.05418,39172,4128.334216,0.7397839434,10615.2,120.6,,86514.4,6179.723592,2374.2,339.178212,120.6,20.674458,544,72.352,544,72.352,503,55447,681.44363,7293.371892,0.847306799,8651.44,544,,,,
Guizhou,2006,89512.1,118166,-40210.7,44149.9,3153.627357,28398.9,2817.2,,351.3,2817.2,402.465192,114.1,19.560163,,-14080,21427,76039,58198,715.25342,45394,4356.741132,0.7238500662,11816.6,114.1,,99389.9,7099.420557,2817.2,402.465192,114.1,19.560163,495,65.835,495,65.835,488,61959,761.47611,8348.757022,0.8503565906,9938.99,495,,,,
Guizhou,2007,85976,108641.8,-43203.8,40232.6,2873.814618,24504.2,3672.5,,806.1,3672.4,524.639064,123.3,21.137319,0.4,-11674.94,26157,83084,66909,822.31161,53821,4310.264611,0.6667373995,10864.18,123.4,,106363.5,7597.544805,3672.5,524.65335,123.4,21.154462,514,68.362,514,68.362,504,71409,877.61661,9089.331227,0.8358750072,10636.35,514,,,,
Guizhou,2008,95139,112397.2,-41308.3,37076.6,2648.381538,19518.8,4311.520833,,755.7,4311.511111,615.9424773,161.1,27.617373,2.9,-13691,37560,81609,63208,776.82632,48454,4131.809708,0.6409737439,11239.72,161.2,,97321.8,6951.696174,4311.511111,615.9424773,161.1,27.617373,474,63.042,474,63.042,464,67918,834.71222,8493.010244,0.8185196973,9732.18,474,,,,
Guizhou,2009,108675.9,136910,-49369,41825,2987.55975,23244.1,4329.1,,688.5,4329.1,618.455226,173.5,29.743105,2.9,-22885,40088,97915,69610,855.5069,52426,4546.858981,0.6570601293,13691,173.5,,109124.7,7794.777321,4329.1,618.455226,173.5,29.743105,418,55.594,418,55.594,407,75030,922.1187,9420.688352,0.8274105914,10912.47,418,,,,
Guizhou,2010,112202.8,159540,-48880.4,43161.69,3083.039517,23970.6,5023.4,-22.9,815.8,4915.2,702.185472,180.3,30.908829,1.1,-13354,41658,96906,77462,952.00798,57874,4823.203798,0.6392098792,15954,180.3,,109080.964,7791.653259,4938.1,705.456966,180.3,30.908829,414,55.062,414,55.062,402,83552,1026.85408,9609.935134,0.8107914518,10908.0964,414,,,,
Guizhou,2011,127381.4,156010.2,-55572.9,47797,3414.13971,28402.35,5459.4,-35.8,823.6,5423.6,774.815496,195.3,33.480279,2.3,-7986,34888,102399,88342,1085.72318,65482,5358.432665,0.6371526757,15601.02,195.3,,120849.73,8632.296214,5459.4,779.929884,195.3,33.480279,454,60.382,378,50.274,365,94413,1160.33577,10666.42415,0.8092961704,12084.973,454,-76,,,
Guizhou,2012,135688.7,181070.5,-53917.5,58085.5,4149.047265,35383.9,5620.3,-18.9,699.4,5600,800.016,134.4,23.040192,49.5,-2687,53730,107359,97681.83077,1200.5097,71306,6239.246157,0.6649917571,18107.05,134.4,,133276.3,9519.926109,5618.9,802.716054,134.4,23.040192,501,66.633,501,66.633,402,104671.8308,1286.416801,11698.73216,0.8137570791,13327.63,501,,,,
Guizhou,2013,137178.4,185177.8,-57140.4,52116.2,3722.660166,23635.1,6781.6,-22.9,1321.8,6558.7,936.975882,70.9,12.154387,5.2,-5738,49270,118540,105400,1295.366,77788,6077.147435,0.6125670318,18517.78,70.9,,136507.4,9750.723582,6581.6,940.247376,70.9,12.154387,827,109.991,827,109.991,548,112802,1386.33658,12199.45292,0.7992754792,13650.74,827,,,,
Guizhou,2014,132795,185082.9,-49316.4,57108.1,4079.231583,27117.2,6830.3,-21.8,695.1,6808.49,972.6608814,113.6,19.474448,5.2,12654,70052,104719,107496.27,1321.129158,76560,6510.60007,0.6265523207,18508.29,113.6,,131176,9369.90168,6830.29,975.7752294,113.6,19.474448,1048,139.384,888,118.104,534,117373.27,1442.517488,11947.05285,0.7842856143,13117.6,1048,-160,160,,
Guizhou,2015,134197.5,172049.9,-51217.873,56666.09,4047.658809,25878.63,8423.94,-17.92,734.844,8406.044,1200.887446,140.9,24.154487,2.5,10306,85947,107115,106765.297,1312.1455,74460,6730.348242,0.6014040676,17204.99,140.9,,128334.863,9166.959264,8423.964,1203.447497,140.9,24.154487,1318.773,175.396809,1094,145.502,584,117421.297,1443.10774,12013.0658,0.7630824153,12833.4863,1319,-224,93,,
Guizhou,2016,141471.1,168506.4,-60211.6,56903.77,4064.636291,25873.6,9447.43,-20.7,849.02,9426.73,1346.702648,145.4,24.925922,1.8,7651.36,78980,116525,114540.07,1407.69746,77839,6998.439161,0.5807918305,16850.64,145.4,,136427.52,9745.017754,9447.43,1349.65985,145.4,24.925922,1695.39,225.48687,1161.48,154.47684,360,124176.67,1526.131274,12871.22167,0.7571167682,13642.752,1695,-533,340,,
Guizhou,2017,136713.8,163438,-66050.357,52973.369,3783.887748,20186.569,9874.532,-27.82,880.301,9846.743,1406.705705,151.637,25.99513091,0.727,17518.91,80252.44,120970.25,129764.98,1594.811604,84796,6987.716958,0.5415055834,16343.8,151.6,,134097.646,9578.594854,9874.563,1410.68007,151.637,25.99513091,1685.48988,224.170154,1325.69,176.31677,402,138489.41,1702.034849,12941.47506,0.7401470706,13409.7646,1781.4,-411.38,415.4,,
Guizhou,2018,121191.8,143350.1,-64835.3,44708.4,3193.521012,22147.1,11368.3,-21.4,732.1,11346.9,1621.018134,223.3,38.280319,1.3,21940,85431,126272,137449,1689.24821,87598,6921.649675,0.4613814859,14335.01,223.3,,120080.4,8577.342972,11368.3,1624.075338,223.3,38.280319,2979,396.207,2854,379.582,523,148212,1821.52548,12457.43111,0.6885322421,12008.04,3082,-308,290,,
Guizhou,2019,120860.3,131679.4,-68399.1,43779.6,3127.176828,23418.7,11736.6,-26.7,632.3,11709.9,1672.876314,240.2,41.177486,0.8,15107,86700,138961,145532,1788.58828,89671,7054.886908,0.4432639203,13167.94,240.2,,122041.7,8717.438631,11736.6,1676.690676,240.2,41.177486,3563,473.879,3196,425.068,518,154068,1893.49572,12802.68151,0.6809072476,12204.17,3466,-349,317,,
Guizhou,2020,120415.2,120553.3,-66013,42037.8,3002.760054,21297.8,12282.7,-25.7,899.9,12257,1751.03502,257.4,44.126082,1.5,25396,97334,133211,148004,1818.96916,89080,7067.228316,0.4248851063,12055.33,257.4,,116588.9,8327.945127,12282.7,1754.706522,257.4,44.126082,3911,520.163,3386,450.338,662,158607,1949.28003,12596.22076,0.6611463299,11658.89,3886,-512,504,,
Guizhou,2021,125987,132318.9,-72532.6,35877.4,2562.722682,20210.9,14651.2,-30.8,823.4,14620.4,2088.670344,276.6,47.417538,1.6,29617,92182,144658,165620,2035.4698,94319,7300.062364,0.3510549026,13231.89,276.6,,124801.7,8914.585431,14651.2,2093.070432,276.6,47.417538,4808,639.464,4254,565.782,883,174275,2141.83975,13836.37715,0.644286097,12480.17,4786,-537,522,,
Guizhou,2022,116969.4,130689.8,-73772.2,30880.3,2205.779829,15450.4,14667.7,-24.7,857.4,14643,2091.89898,288.3,49.423269,1.3,34200,89705,140197,164256,2018.70624,88613,6993.834318,0.3153892026,13068.98,288.3,,122199.9,8728.738857,14667.7,2095.427622,288.3,49.423269,5393,717.269,4722,628.026,1083,174396,2143.32684,13734.18559,0.6355483404,12219.99,5374,-656,792,,
Hainan,1995,1679.6,14.6,-1065.1,569.2,40.657956,511,798.3,-52.2,47.7,739.8,105.687828,44.2,7.577206,1,1157,1157,2043,2824,34.70696,1239,188.62995,0.2155434808,1.46,44.2,,,,,,,,,,,,,,,,,,,,,,
Hainan,1996,1493.7,17.3,-862.1,593.3,42.379419,529.8,938.1,-36.1,78,930.5,132.93123,51.7,8.862931,0.1,1215,1215,2066,2896,35.59184,1288,234.52842,0.1807005693,1.73,53,,,,,,,,,,111,14.763,111,,,,,,,-127,,,
Hainan,1997,1390.5,15,-768.6,605.5,43.250865,534.6,1047.7,-11.2,92.2,1033.4,147.631524,129.1,22.131613,,1485,1485,1975,3084,37.90236,1353,298.530362,0.1448792837,1.5,130.9,,,,,,,,,,358,47.614,358,,,,,,,-153,,,
Hainan,1998,1696.6,15,-1064.8,587.3,41.950839,526.7,1690.4,-1064.8,789.1,1885.6,269.376816,,,,222,805,68043,64557,793.40553,44841,1186.395185,0.03535992014,1.5,,15,,,,,,,,,614,81.662,614,,,,,,662,,373,,
Hainan,1999,1785.7,,-1130,610.2,43.586586,550.7,1278.2,-8.6,148.8,1236.8,176.689248,135.6,23.245908,0.8,1056,1056,2809,3414,41.95806,1516,338.147802,0.1288980314,,138.6,,,,,,,,,,396,52.668,396,,,,,,,-114,,,
Hainan,2000,1913.7,,-1167.3,703.3,50.236719,633.2,1390.3,-5.4,141.7,1318.6,188.375196,139.5,23.914485,1.2,1465,1465,2758,3698,45.44842,1631,358.91382,0.1399687507,,143.9,,,,,,,,,,383,50.939,383,,,,,,,-145,,,
Hainan,2001,1992,,-1297.5,674.7,48.193821,628.2,1529.5,-5,193.5,1432.1,204.589806,188.4,32.297412,41.5,1618,1618,2868,3949,48.53321,1663,403.971249,0.1193001262,,189.7,,,,,,,,,,529,70.357,529,,,,,,,-127,,,
Hainan,2003,3382.9,,-1668.8,1692.1,120.866703,1556.7,1625.3,-28,234.7,1635.8,233.690388,71.2,12.205816,8.7,1450,1450,4491,5291,65.02639,2740,640.333297,0.1887559238,,71.2,,,,,,,,,,1568,208.544,1560,,,,,,-3574,-232,,,
Hainan,2004,4773.4,,-1886.1,2887.3,206.239839,2726.6,1805.4,-4.2,217.2,1806.2,258.033732,43,7.37149,0.3,1177,1177,5689,6608,81.21232,3431,800.636381,0.2575948881,,40.3,,4773.4,340.963962,1812.4,258.919464,43,7.37149,2389,317.737,1863,247.779,1764,6866,84.38314,1009.375056,0.3377970953,477.34,-17681,-526,,,
Hainan,2005,3416,,-2289.5,1114.5,79.608735,958.6,1685.2,-15,225.4,1634.4,233.490384,52.7,9.034361,,1005,1005,7154,7514,92.34706,4762,606.53254,0.1312522078,,52.7,0.3,3416,244.00488,1652.6,236.090436,52.7,9.034361,2097,278.901,1444,192.052,1426,8204,100.82716,868.857837,0.280834067,341.6,-21344,-653,166,,
Hainan,2006,3317.2,,-2557.3,765.002,54.64409286,722.402,2256.9,-19.9,218.5,1945.5,277.93413,88.8,15.222984,1.3,946,946,8508,9014,110.78206,4762,675.2402669,0.08092540617,,-110,110.9,3322.301,237.3119604,2183.1,311.877666,88.9,15.240127,2397,318.801,1629,216.657,1582,9766,120.02414,1003.254893,0.2365420413,332.2301,-2492,-754,205,,
Hainan,2007,4154.8,,-3390.6,750.2,53.586786,725.9,2584,-7.1,821.6,2623.1,374.736066,100.8,17.280144,0.8,1309,1309,9828,10515,129.22935,5752,804.656346,0.06659586576,,-456.4,106.6,4140.797,295.7771297,2801.3,400.193718,100.8,17.280144,2340,311.22,1728,229.824,1675,11325,139.18425,1163.655242,0.2541793472,414.0797,-1651,-546,203,,
Hainan,2008,4719.5,,-3545.8,1173.7,83.837391,1126.8,3082,-1.2,705.6,3151.1,450.166146,148,25.37164,0.7,2089,2089,10571,11497,141.29813,6040,973.722307,0.08609989768,,-415.8,120.5,4719.497,337.1136707,3311.4,473.066604,148,25.37164,2678,356.174,2053,273.049,1957,12297,151.13013,1342.856045,0.2510423005,471.9497,230,-618,232,,
Hainan,2009,5177.7,,-3765.9,1603,114.50229,1550,3620.5,-9.5,506,3310,472.8666,170.1,29.160243,,2228,2228,11268,12518,153.84622,6280,1019.750353,0.1122846289,,-354.9,183.6,5368.899,383.5004556,3625.8,517.981788,170.1,29.160243,2494,331.702,1875,249.375,1768,13376,164.39104,1426.735527,0.2687957568,536.8899,-2083,-619,186,,
Hainan,2010,6475,,-4718.4,1753.6,125.259648,1716.8,3934,-5.5,535.1,3693.7,527.681982,124.8,21.394464,0.6,1960,2165,13621,14816,182.08864,7370,1150.354734,0.108887845,,-420,199.6,6471.999,462.2948886,3913,559.01118,124.8,21.394464,2972,395.276,2210,293.93,2069,15817,194.39093,1632.367463,0.2832051601,647.1999,2944,-762,184,,
Hainan,2011,8169.1,,-6074.1,2080.6,148.617258,2080.6,4024.4,-0.3,486.2,3879.3,554.196798,138.1,23.674483,0.6,3062,3085,15320,17257,212.08853,8635,1497.576069,0.09923853691,,-462.5,196.6,8154.7,582.490221,4024.4,574.925784,138.1,23.674483,4886,649.838,4203,558.999,4000,18507,227.45103,2058.379518,0.2829848509,815.47,4886,-683,195,,
Hainan,2012,9300,,-6913.9,2392.3,170.881989,2392.3,4101,-0.3,321.6,3829.6,547.096656,151.2,25.920216,0.8,2864,2833,18167,19642,241.40018,9138,1515.919831,0.1127249512,,-437.9,189.6,9306.2,664.741866,4101,585.86886,151.2,25.920216,4748.63,631.56779,3989.63,530.62079,3789,21031,258.47099,2166.569722,0.3068176663,930.62,4749,-684,180,,
Hainan,2013,10087.8,,-7949.5,2111.9,150.853017,2111.9,3874.9,-0.3,371.6,3693.68,527.6791248,165.1,28.303093,0.4,3060,3080,20142,21709,266.80361,10559,1520.002845,0.09924522018,,-242,264.6,10087.8,720.571554,3874.88,553.5653568,168.7,28.920241,4602,612.066,4108,546.364,3888,23202.3,285.156267,2200.279419,0.3274909304,1008.78,4602,-423,169,,
Hainan,2014,10183,,-7971.6,2042.4,145.888632,2042.4,4188.2,-0.6,738.9,3964,566.29704,282.3,48.394689,109.9,3727,3146,21461,23555,289.49095,10785,1573.692311,0.09270467358,,-355.9,285.3,10183,727.37169,4188.2,598.326252,304.4,52.183292,4529,602.357,3937,523.621,3791,25188,309.56052,2289.798754,0.3176574748,1018.3,4529,-534,158,,
