province,year,coal_available_total,coal_primary_production,coal_thermal_power_input,coal_terminal,coal_terminal_10k_tce_approx,coal_terminal_industry,oil_available_total,oil_thermal_power_input,oil_terminal_industry,oil_terminal,oil_terminal_10k_tce_approx,lpg_terminal,lpg_terminal_10k_tce_approx,lpg_terminal_industry,electricity_available_total,electricity_primary_production,electricity_thermal_power_input,electricity_terminal,electricity_terminal_10k_tce_approx,electricity_terminal_industry,energy5_terminal_10k_tce_approx,coal_share_energy5_terminal_approx,coal_primary_production_10k_ton,lpg_available_total,oil_primary_production,coal_consumption,coal_consumption_10k_tce_approx,oil_consumption,oil_consumption_10k_tce_approx,lpg_consumption,lpg_consumption_10k_tce_approx,gas_consumption,gas_consumption_10k_tce_approx,gas_terminal,gas_terminal_10k_tce_approx,gas_terminal_industry,electricity_consumption,electricity_consumption_10k_tce_approx,energy5_consumption_10k_tce_approx,coal_share_energy5_consumption_approx,coal_consumption_10k_ton,gas_available_total,gas_thermal_power_input,gas_primary_production,lpg_thermal_power_input,lpg_primary_production
Anhui,1995,49727.4,44440,-16412.7,27321.6,1951.581888,22457.9,2729.1,-83.9,1125.1,2549.3,364.192998,141.9,24.325917,51.5,-794,1139,29776,26424,324.75096,19069,2664.851763,0.7323416316,4444,,,,,,,,,,,,,,,,,,,,,,,
Anhui,1996,52837.1,50855.7,-16931,30793.2,2199.558276,25378,2980.2,-124.5,1044.3,2541,363.00726,151.2,25.920216,49.6,-578,1164,31418,30810,378.6549,22961,2967.140652,0.7413056993,5085.57,-29.9,,,,,,,,,,,,,,,,,,,,,,
Anhui,1997,54236.8,48965.2,-16485.5,33508.6,2393.519298,28107.3,3084.7,-99.6,1147.2,2715.3,387.907758,192.2,32.948846,47,-359,969,31963,31565,387.93385,22896,3202.309752,0.7474352837,4896.52,12,90.1,,,,,,,,,,,,,,,,,,,,,
Anhui,1998,53620.5,45722.3,-14957.7,32366.6,2311.946238,26492.4,3409.2,-18.1,1345.1,3064.3,437.765898,203.1,34.817433,50.4,401,990,30160,30919,379.99451,22055,3164.524079,0.7305826027,4572.23,18,,,,,,,,,,,,,,,,,,,,,,
Anhui,1999,54909.3,46776.8,-15525.1,32974.2,2355.347106,27887.4,3437.9,-25.4,1400.4,3210.5,458.65203,186.3,31.937409,33.3,398,1071,30566,31296,384.62784,22044,3230.564385,0.7290822362,4677.68,,,,,,,,,,,,,,,,,,,,,,,
Anhui,2000,58934.8,47898,-16629.9,35124.5,2508.943035,29208.4,3635.1,-15.7,1322.9,3152.2,450.323292,199.2,34.148856,36.2,-2105,458,36005,33892,416.53268,23826,3409.947863,0.7357716704,4789.8,,,,,,,,,,,,,,,,,,,,,,,
Anhui,2001,63467,53474.9,-18475.1,38168.1,2726.347383,31720.1,3580.6,-10.8,1277.1,3177.7,453.966222,183.9,31.525977,19.9,-4803,627,40765,35962,441.97298,25246,3653.812562,0.746165091,5347.49,,,,,,,,,,,,,,,,,,,,,,,
Anhui,2002,65384.6,61378.4,-20250.5,39434,2816.77062,32309.7,3774.1,-10.9,1303.1,3336.5,476.65239,196.2,33.634566,34.2,-7014,1051,45515,38994,479.23626,27948,3806.293836,0.7400297353,6137.84,,410,,,,,,,,,,,,,,,,,,,,,
Anhui,2003,73315.8,67264.1,-26696.7,40774.8,2912.543964,32917.7,4265.2,,1675.3,3957.7,565.397022,225.7,38.691751,35.7,-10023,1151,54567,44544,547.44576,32743,4064.078497,0.7166554401,6726.41,,,,,,,,,,,,,,,,,,,,,,,
Anhui,2004,77942.3,81420,-29062.4,38746,2767.62678,30706.3,4426,,1724.9,4366.8,623.841048,272.9,46.783247,18.7,-8658,875,60282,51594,634.09026,38499,4074.336335,0.6792828457,8142,,,79040.6,5645.870058,4410.6,630.098316,272.9,46.783247,15,1.995,15,1.995,15,51594,634.09026,6958.836881,0.8113238109,7904.06,,,,,
Anhui,2005,83327.1,86345,-30829,40532.1,2895.207903,33123.5,4758.1,,1710.1,4640.2,662.898972,297.1,50.931853,16,-5325,1348,63490,58165,714.84785,43098,4335.191578,0.6678385144,8634.5,,,83396.4,5957.004852,4763.5,680.51361,297.1,50.931853,85,11.305,85,11.305,45,58165,714.84785,7414.603165,0.8034151956,8339.64,85,,,,
Anhui,2006,88307.4,83311,-34782.6,43196.8,3085.547424,36532,5314.1,-41.8,1821.8,5079.1,725.600226,317.6,54.446168,15.1,-5971,1227,72211,66240,814.0896,48990,4705.618418,0.6557156042,8331.1,-0.6,,88305.2,6307.640436,5323.1,760.458066,317.6,54.446168,195,25.935,195,25.935,112,66240,814.0896,7962.56927,0.7921614522,8830.52,195,,,,
Anhui,2007,97705.1,93697.9,-39592.2,44820.14815,3201.503183,38689.84815,5649.3,-25.5,1589.952669,5413.852669,773.4229923,379.6556146,65.084362,16.65561456,-8468,1466,85338.0617,76869.91462,944.7312506,57293.56462,5035.406419,0.6357983679,9369.79,50,,97837.39315,6988.524993,5630.852669,804.4236123,379.6556146,65.084362,402.9370792,53.59063154,380.9370792,50.66463154,211.9370792,76869.91462,944.7312506,8856.354849,0.7890972202,9783.739315,405,,,,
Anhui,2008,114252.3,116495,-49206.7,45948.89166,3282.129332,41081.61572,5767.7,-15,1140.071732,5549.048184,792.7370235,351.6183058,60.27792616,15.33271576,-21553,2813,107381,85887.47797,1055.557104,63265.47797,5279.471757,0.6216776002,11649.5,44,,113770.9917,8126.661935,5779.848184,825.7091115,351.6183058,60.27792616,717.4464,95.4203712,667.4464,88.7703712,272.4464,85887.47797,1055.557104,10163.62645,0.7995829025,11377.09917,702,,,,
Anhui,2009,125601.4,128942.5,-58330.40981,49161.26822,3511.589389,44348.85468,6065.01,-19.7,1104.258271,5860.978285,837.2993578,457.2462254,78.38572042,18.31052508,-34711.99,2915,129942.55,95229.72,1170.373259,69304.72,5719.713625,0.6139449664,12894.25,124.4,73.3,126664.008,9047.610093,6057.078285,865.3142038,457.2462254,78.38572042,976.7887095,129.9128984,917.7887095,122.0658984,457.7685095,95229.72,1170.373259,11291.59617,0.8012693647,12666.4008,918,-23,,,
Anhui,2010,133201.1,133463.7,-65319.05762,48265.22743,3447.585195,42949.62441,6387.234,-11.8,1264.068491,6564.83299,937.852041,459.7826351,78.82053713,26.5,-34835.8,3704,142627,100110.51,1230.358168,70036.9,5853.84049,0.5889441642,13346.37,119.3,,133757.0267,9554.264417,6377.73299,911.122935,459.7826351,78.82053713,1248.177062,166.0075493,1197.177062,159.2245493,656.8825729,107791.54,1324.758027,12034.97347,0.7938749881,13375.70267,1204.1072,,,,
Anhui,2011,145150.9,140799,-72452.5,52026.32379,3716.240309,47691.34261,6952.07,-15.1,1344.351736,7238.915772,1034.151507,456.5037711,78.25844147,26.05695,-40280,3107,162400,113611.76,1396.28853,79271.79,6491.377182,0.5724887346,14079.9,107.7,,145383.1352,10384.71734,7074.515772,1010.665323,456.5037711,78.25844147,2003.2962,266.4383946,2003.2962,266.4383946,663.2962,122118.76,1500.83956,13240.91906,0.7842897682,14538.31352,2000,,,,
Anhui,2012,147597.8,150490,-78386.3,48921.14851,3494.437638,46036.49968,9922.32,-14,1823.1,10082.83063,1440.433184,512.0529644,87.78123969,11.4,-40569.42,4105,176679,126424.52,1553.757351,85367.95,6906.382413,0.5059722195,15049,196.6,,147042.5485,10503.24924,9922.730629,1417.561298,512.0529644,87.78123969,2481,329.973,2481,329.973,818,136110.16,1672.793866,14011.35864,0.7496238949,14704.25485,2481,,,,
Anhui,2013,156583.8171,138848.0118,-83684.8,47154.39513,3368.238444,42032.68421,11753.70281,-16.1,2277.7,11956.88815,1708.16104,817.1644981,140.0865099,10.4,-40480.1,4486,193287,142595.08,1752.493533,95500,7335.527527,0.4591678556,13884.80118,378.8198749,,156650.7951,11189.5663,11774.58815,1682.117662,817.1644981,140.0865099,2773.18,368.83294,2756,366.548,1016,152806.71,1877.994466,15258.59788,0.7333286053,15665.07951,2820,-10,,,
Anhui,2014,158387.8202,130106.2552,-83311.4,46843.97819,3346.065362,42461,12944.81852,-7.6,2648.8,13196.54679,1885.258675,933.5758995,160.0429165,8.4,-39260.68,5613.14,197778.38,148418.15,1824.059064,101981.83,7670.51831,0.4362241542,13010.62552,325.4758995,,157869.8482,11276.64326,13105.84679,1872.301273,933.5758995,160.0429165,3440.802559,457.6267403,3421.746559,455.0922923,1157,158517.86,1948.184499,15714.79869,0.7175811465,15786.98482,3466.746559,-19,,,
Anhui,2015,157082.4082,134041.6,-80361,47052.77372,3360.979627,42376.26794,14070.44835,-8.5,2846.8,14034.44835,2004.961291,968.3584944,166.0056967,7.3,-34912.6862,7297.7338,198891.54,153896.29,1891.385404,103195.96,7882.714019,0.4263734063,13404.16,384.9584944,,156713.1782,11194.02232,14054.24835,2007.789919,968.3584944,166.0056967,3467.974727,461.2406387,3454,459.382,1220,163978.62,2015.29724,15844.35581,0.7064990493,15671.31782,3481,-12,,,
Anhui,2016,157099.8139,122356.148,-84389.4,46741.78684,3338.765834,41970.15124,14538.48774,-9.9,2557.5,14454.09106,2064.911449,1016.771811,174.3051916,12.7,-33970.335,11800.735,213468.6636,168619.56,2072.334392,108973.87,8137.894867,0.4102738962,12235.6148,534.4718114,,157286.7868,11234.99518,14521.39106,2074.525927,1016.771811,174.3051916,3902.560448,519.0405396,3666,487.578,1366,179498.33,2206.034476,16208.90131,0.6931373671,15728.67868,3929.0225,-232,,,
Anhui,2017,161000.5279,117243.7,-91095.1,43807.26135,3129.152678,39802.32186,15951.50627,-7.6,3100.8,15890.0137,2270.047357,1097.57816,188.1578239,10.2,-38915.3557,15961.8143,231063.6671,180672.44,2220.464288,115356.7,8366.063047,0.3740292968,11724.37,421.1781595,,160846.1613,11489.2413,15951.5137,2278.833247,1097.57816,188.1578239,4416.797811,587.4341089,4197.3,558.2409,1457,192148.18,2361.501132,16905.16761,0.6796289492,16084.61613,4454,-218,260,,
Anhui,2018,166729.3,114123.5,-101036.3,37819.1,2701.418313,35696.6,15493.7,-5.5,1955,15391.9,2198.886834,935.2,160.321336,15.9,-39863,20752,253370,201032,2470.68328,124873,8205.885763,0.3292049623,11412.35,184.5,,166730.6,11909.56676,15457.2,2208.215592,935.2,160.321336,5276,701.708,5072,674.576,1715,213507,2624.00103,17603.81272,0.676533371,16673.06,5358,-200,225,,
Anhui,2019,167011.4,109894.9,-103718.6,36468,2604.90924,35667.3,15859.7,-3.8,1859.9,15742.1,2248.916406,705.5,120.943865,14,-36329,22270,266397,216985,2666.74565,132946,8405.334161,0.3099114432,10989.49,59.8,,166997.4,11928.62428,15861.7,2266.002462,705.5,120.943865,5933,789.089,5743,763.819,1956,230068,2827.53572,17932.19533,0.6652071351,16699.74,5957,-171,212,,
Anhui,2020,168856.4,110844.4,-97180.9,40517.1,2894.136453,39813.9,15645.3,-3.9,1861.2,15659,2237.04474,669.6,114.789528,7.7,-12835,25313,255584,230068,2827.53572,142397,8928.297441,0.3241532299,11084.44,-32.6,,168870.3,12062.40553,15640,2234.3304,670.8,114.995244,6652,884.716,6427,854.791,2825,242750,2983.3975,18279.84467,0.6598746185,16887.03,6657,-179,224,,
Anhui,2021,177470.3,112740.6,-104477.2,37549.2,2682.139356,36817.3,16725.4,-7.4,2101.4,16686,2383.76196,622.4,106.698032,4.9,-2563,34213,274126,257918,3169.81222,158502,9110.220568,0.2944099252,11274.06,-161,,177483.8,12677.66783,16725.4,2389.390644,622.4,106.698032,6019,800.527,5773,767.809,3212,271563,3337.50927,19311.79278,0.6564728597,17748.38,6024,-182,232,,
Anhui,2022,186742.2,111768.5,-114666.3,35330.6,2523.664758,35214.8,15278.2,-14.6,1724.1,15294,2184.90084,600.4,102.926572,8.6,8993,39548,290329,285361,3507.08669,169111,9320.99986,0.2707504341,11176.85,38.4,,186742.2,13338.99535,15278.2,2182.643652,601.5,103.115145,7820,1040.06,7537,1002.421,3620,299322,3678.66738,20343.48153,0.655688916,18674.22,7823,-203,246,,
Beijing,1995,26798.9,9954,-5570.1,12706.9,907.653867,5713.8,6089.9,-397.7,2694.1,4521.1,645.884346,209.7,35.948871,35.9,13191,318,12971,23811,292.63719,14669,1896.089274,0.4786978543,995.4,-25.6,,,,,,,,,,105,13.965,18,,,,,,121,,,,
Beijing,1996,26624.4,10137.6,-5901.4,12972,926.58996,6714.1,6855,-375.1,3051.6,5099.3,728.485998,253.7,43.491791,70.6,14385,691,13360,25855,317.75795,15295,2033.482699,0.4556665077,1013.76,-50.8,,,,,,,,,,129,17.157,20,,,,,,150,,,,
Beijing,1997,26049.5,10117.6,-5651.4,13130.3,937.897329,6576.3,6766.8,-383.6,3177.4,5344.6,763.529556,269.3,46.166099,75.7,16771,919,13718,27779,341.40391,15590,2110.675894,0.4443587628,1011.76,-39.4,,,,,,,,,,163,21.679,27,,,,,,184,,,,
Beijing,1998,26395.1,9894.6,-6033.2,13475.4,962.547822,7238.1,6601.6,-345.6,2885.8,5248.1,749.743566,259.3,44.451799,71.6,17238,923,14719,29148,358.22892,15768,2149.153107,0.4478730803,989.46,-54,,,,,,,,,,257,34.181,25,,,,,,380,,,,
Beijing,1999,25039.7,7920.6,-6144.5,13076.9,934.082967,7464,7092.7,-311.5,3007,5733,819.01638,301.9,51.754717,68.9,18155,941,16488,31471,386.77859,15531,2248.290654,0.4154636169,792.06,-48.3,,,,,,,,,,426,56.658,41,,,,,,758,,,,
Beijing,2000,26470.9,6900,-7093.7,12543.2,895.960776,6951.8,7293.1,-188,3074.6,6073.9,867.717354,278.3,47.708969,59.2,20494,906,18073,35034,430.56786,16176,2319.360959,0.3862963945,690,-84.9,,,,,,289.9,49.697557,1090,144.97,582,77.406,52,38448,472.52592,667.193477,,,1097,,,,
Beijing,2001,25709.7,8319.4,-6511.8,12457.3,889.824939,7416.8,7649,-174.7,2616.1,6266,895.16076,302.1,51.789003,68.5,22455,95,17445,36319,446.36051,15422,2441.937212,0.3643930461,831.94,-69.7,,,,,,311.8,53.451874,1674,222.642,1194,158.802,141,39830,489.5107,765.604574,,,1674,,,,
Beijing,2002,25192.7,8809.5,-6952.7,10858.2,775.601226,6221.8,7064.7,-142,3583.6,7596.9,1085.293134,311.4,53.383302,43.3,25742,88,18033,39934,490.78886,16481,2624.649522,0.2955065884,880.95,-52.8,,,,,,319.3,54.737599,2078,276.374,1651,219.583,100,43628,536.18812,867.299719,,,2048,,,,
Beijing,2003,26804.9,9572.7,-7210.4,11531.3,823.680759,5897.5,8316,-142.4,3271.9,7411.4,1058.792604,343.3,58.851919,30.6,27480,81,18833,42725,525.09025,17017,2720.844532,0.302729814,957.27,-44.1,,,,,,347.5,59.571925,2119,281.827,1913,254.429,157,46124,566.86396,908.262885,,,2385,,,,
Beijing,2004,29473.1,10679.6,-8295.7,12223.6,873.131748,6001.8,10135.9,-150.5,4021.7,9054,1293.45444,432.5,74.143475,47.6,30850,64,20040,46946,576.96634,19618,3126.522003,0.2792661453,1067.96,2.1,,29396.4,2099.784852,9956.3,1422.357018,433.7,74.349191,2702,359.366,2322,308.826,170,51011,626.92519,4582.782251,0.4581899678,2939.64,2702,,,,
Beijing,2005,30268.1,9451.8,-9043.2,13147.1,939.097353,6384.7,11231.7,-127.3,4494.4,10098.9,1442.728854,460.8,78.994944,57.8,35826,137,20980,52581,646.22049,20991,3479.441641,0.2698988659,945.18,-97.6,,30689.7,2192.165271,11116.6,1588.117476,461,79.02923,3204,426.132,2800,372.4,251,56704,696.89216,4982.336137,0.4399874297,3068.97,3174,-28,,,
Beijing,2006,28217.7,6421.1,-8109.6,14383.5,1027.413405,7002.9,11733.9,-65.9,4580.4,11374,1624.88964,458.4,78.583512,74.7,40933,64,20965,57535,707.10515,22749,3851.887707,0.2667298434,642.11,21.3,,30556.7,2182.665081,12053.4,1721.948724,461.4,79.097802,4065,540.645,3112,413.896,357,61899,760.73871,5285.095317,0.4129849984,3055.67,4057,-341,,,
Beijing,2007,26362.3,6488.1,-8298.6,13924.564,994.6316065,6907.864,13219.2,-68.5,4497,12506.1,1786.621446,673.8,115.509534,88,44946,89,22443,62824,772.10696,23408,4142.083547,0.2401283304,648.81,-52,,29846.664,2131.94721,13264.5,1894.96647,673.8,115.509534,4664,620.312,3558,473.214,536,67509,829.68561,5592.420824,0.3812208124,2984.6664,4664,-503,,,
Beijing,2008,25999.8,5784.6,-7664.6,11820.09461,844.309358,5503.2,13706.6,-46,4336.9,13162.49571,1880.394137,651.05381,111.6101546,152,46209,33,24486,66079.21043,812.1134962,23018,4175.107146,0.2022245965,578.46,152.8,,27477.29461,1962.703154,13715.39571,1959.381431,654.35381,112.1758736,6065,806.645,3960,526.68,676,70815.21043,870.3189362,5711.224395,0.3436571597,2747.729461,6064,-1109,,,
Beijing,2009,25477.4,6412.5,-6750.4,12041.08755,860.0948837,5470.08367,14130,-32.7,4160.96364,13480.72356,1925.856168,488.57094,83.75571624,21.90372,51297,38,24202,70398.76842,865.2008639,22798.68656,4290.871804,0.2004475834,641.25,47.3,,26646.98755,1903.394321,13874.22356,1982.071578,488.57094,83.75571624,6940.181745,923.0441721,4180.181745,555.9641721,672.7214584,75884.76842,932.6238039,5824.889591,0.3267691672,2664.698755,6828,-1355,,,
Beijing,2010,26282.2,5001.2,-6955.708,11181.167,798.6707588,4976.654,14488.1,-97.805,3908.67,13727.9765,1961.178723,405.239,69.47012177,19.649,55813,325,26333.7,78122.409,960.1244066,25614.92,4380.300779,0.1823324011,500.12,81.7,,26346.175,1881.90728,14546.1915,2078.068918,462.094,79.21677442,7478.5321,994.6447693,4442.5321,590.8567693,896.8,83090.409,1021.181127,6055.018869,0.3108012247,2634.6175,7503,-1608,,,
Beijing,2011,23688.1,5001.2,-6822.024,10791.693,770.850631,4428.56,15356.9,-75,4592.567,14881.8,2126.013948,407.966,69.93761138,19.851,59649,355,25728,80685.71,991.6273759,24042.04,4534.956636,0.1699797138,500.12,171.8,,23655.311,1689.698865,15349.7,2192.858142,486.366,83.37772338,7356.06,978.35598,4334.79,576.52707,853.33,85367.71,1049.169156,5993.459866,0.2819237807,2365.5311,7296,-1569.79,,-0.1,
Beijing,2012,22698.8,4930.9,-6510.489,10135.47181,723.9767514,3967.31801,15345.838,-69.895,4398.96749,14898.44348,2128.391636,391.23794,67.06992005,18.81893,62721.19,507.99,28472.65,86091.6464,1058.066334,24612.28,4677.218852,0.1547878717,493.09,106,,22698.92881,1621.384485,15334.15948,2190.638023,456.74394,78.29961363,9206.659102,1224.485661,5261.009102,699.7142106,1040.311391,91194.0664,1120.775076,6235.582859,0.2600213199,2269.892881,9207,-2121.51,,-0.01,
Beijing,2013,20185.68663,5000.666,-6329.00334,8570.03967,612.1579336,2837.89308,14831.1039,-48.17769,3451.05355,14449.22238,2064.215909,413.36925,70.86389053,17.66097,58489.91,810,32669.05,84884.19931,1043.22681,23814.70841,4466.316572,0.1370610264,500.0666,171.72,,20192.25726,1442.332936,14808.98879,2115.612139,452.26325,77.53148895,9881.22,1314.20226,5081.5942,675.8520286,1010.62,90870.37931,1116.796962,6066.475786,0.2377546679,2019.225726,9881.22,-2946.38,,-0.0064,
Beijing,2014,17365.56639,4574.946,-5037.47194,7761.82398,554.4270869,2205.432,15336.45011,-71.76508,3404.31651,14970.09239,2138.627399,480.417,82.35788631,18.111,57777.43,976.18,35156.53,87347.12,1073.496105,23838.1,4546.089157,0.1219569322,457.4946,162.905,,17365.43192,1240.412802,15382.41352,2197.531595,503.712,86.35134816,11369.58,1512.15414,5241.96,697.18068,1013.45,93341.08,1147.161873,6183.611758,0.2005968115,1736.543192,11369.58,-3788.9,,-0.18,
Beijing,2015,11651.80868,4501.238,-1612.46456,6496.40237,464.0380213,1582.83917,15838.54845,-73.00766,3405.61967,15451.79372,2207.443251,509.92072,87.41570903,18.024,54143.89,972,41252.71,88995.628,1093.756268,22889.128,4589.673728,0.101104795,450.1238,171.075,,11651.78253,832.2868261,15838.05678,2262.624792,511.46272,87.68005409,14537.40656,1933.475072,5541.507357,737.0204784,1168.304498,95125.068,1169.087086,6285.15383,0.1324210749,1165.178253,14536,-6052.1253,,,
Beijing,2016,8476.15349,3176.418,-940.03053,5137.15488,366.9469731,1183.368,15784.58792,-61.468,2772.959,15288.55467,2184.12292,483.65,82.9121195,19.635,60124.65,1659.78,41900.43,95660.96,1175.673198,23699.77,4545.433872,0.08072870124,317.6418,82.03,,8476.21679,605.4561653,15784.65567,2254.995909,494.674,84.80196382,16029.83039,2131.967442,5532.170389,735.7786618,1179.29,102025.03,1253.887619,6331.109099,0.09563192733,847.621679,16029.76,-6439.36,,-1.294,
Beijing,2017,4904.53336,2550.154,-357.17542,3150.666179,225.0520851,609.39856,16558.56532,-34.34959,2889.90047,16116.41692,2302.391321,463.8440918,79.51679265,11.0517,68984.96,1666.82,37622.65,99943.2148,1228.30211,23095.02,4602.329754,0.04889960023,255.0154,69.64613,,4904.596689,350.3353415,16558.45784,2365.541287,485.8347218,83.28664635,16223.9265,2157.782225,5767.4244,767.0674452,1229.997,106688.2648,1311.198774,6268.144274,0.05589139723,490.4596689,16223.96734,-5868.2286,,-1.57495,
Beijing,2018,2761.8,1761.7,-496.7,1298.2,92.730426,433.4,17072.2,-58.3,2816.7,16552.6,2364.704436,337.4,57.840482,10.2,70990,1646,43213,107297,1318.68013,22601,4694.731474,0.01975201915,176.17,-62.7,,2761.9,197.282517,17072.2,2438.934492,360.9,61.869087,18485,2458.505,6472,860.776,1561,114238,1403.98502,6560.576116,0.03007091352,276.19,18485,-6711,,-2,
Beijing,2019,1828,361,-358.9,963.7,68.837091,409.8,17524,-74.4,3035,16857.4,2408.248164,432.9,74.212047,7.7,72338,1837,44302,110012,1352.04748,23279,4755.874782,0.01447411762,36.1,33.8,,1828,130.57404,17523.9,2503.464354,494.3,84.737849,18637,2478.721,6410,852.53,1499,116640,1433.5056,6631.002843,0.01969144684,182.8,18637,-6936,2973,-0.8,
Beijing,2020,1349.8,,-217.2,754.5,53.893935,376.7,13643.2,-64.9,2841.4,12808.7,1829.850882,279,47.82897,92.5,70565,2138,43609,109582,1346.76278,22549,4100.675567,0.01314269664,,-3.8,,1349.8,96.416214,13641.8,1948.867548,289.3,49.594699,18912,2515.296,6183,822.339,1077,114022,1401.33038,6011.504841,0.01603861538,134.98,18882,-6689,1998,0.2,
Beijing,2021,1307.8,,-304.8,507.2,36.229296,299.6,13866.8,-8.7,2576.8,13629.7,1947.138942,391.9,67.183417,234.2,78610,2390,44868,118811,1460.18719,23637,4349.170845,0.008330161608,,-71.7,,1307.8,93.416154,13866.9,1981.025334,455,78.00065,18996,2526.468,6304,838.432,1157,123292,1515.25868,6194.168818,0.01508130578,130.78,18996,-6901,428,-1.5,
Beijing,2022,910.5,,-213.5,396.2,28.300566,265.6,10887.2,-5.1,2647.3,10942,1563.17412,168.3,28.851669,6.7,83889,2352,44357,123414,1516.75806,23282,3988.018415,0.007096398024,,-154.9,,910.5,65.037015,10887.2,1555.345392,899.9,154.269857,19795,2632.735,6398,850.934,999,128080,1574.1032,5981.490464,0.010873045,91.05,19795,-6875,800,-0.5,
Chongqing,1997,27050.3,29310.7,-7271.5,18447.7,1317.719211,14372.7,791.5,-2.9,192,795.5,113.64513,,,,6051,3138,11677,16579,203.75591,12026,1927.720251,0.6835635048,2931.07,,,,,,,,,,,2200,292.6,1691,,,,,,2575,-309,244,,
Chongqing,1998,28431.1,31421.2,-5629.4,20214.1,1443.893163,16321.5,1281,-10.4,336,1255.5,179.36073,2.1,0.360003,2.1,17945,15867,10639,27454,337.40966,18822,2271.844556,0.6355598402,3142.12,2.1,0.4,,,,,,,,,2337,310.821,1727,,,,,,2397,-61,4947,,
Chongqing,1999,30537,30674.9,-6047.3,22041.3,1574.410059,17970.4,1432.7,-16.3,362.1,1331.9,190.275234,0.3,0.051429,0.3,18526,16448,11780,29154,358.30266,20010,2513.660382,0.6263415974,3067.49,0.3,,,,,,,,,,2937,390.621,2289,,,,,,2992,,4571,,
Chongqing,2000,29419.5,30238.2,-4494.6,23533.4,1680.990762,19657.6,1394.7,-5.1,314.2,1389.6,198.518256,0.6,0.102858,0.6,23530,20017,7231,29527,362.88683,20073,2684.723706,0.6261317536,3023.82,0.6,,,,,,,,,,3325,442.225,2644,,,,,,3326,,5025,,
Chongqing,2001,27355.4,27811,-6691.7,17954.4,1282.482792,13737,1411.9,-4.1,303.9,1407.8,201.118308,,,,9456,4355,18578,26658,327.62682,16720,2164.47592,0.5925142341,2781.1,,,,,,,,,,,2656,353.248,1975,,,,,,2656,,5573,,
Chongqing,2002,30529.2,30789.2,-6485.6,21566.4,1540.487952,17318.8,1468.4,-5.1,305.8,1463.3,209.047038,0.4,0.068572,0.4,11100,5500,17151,26771,329.01559,16622,2441.576152,0.6309399569,3078.92,0.4,0.4,,,,,,,,,2729,362.957,2047,,,,,,2733,,5851,,
Chongqing,2003,26461.3,29057.6,-8755.9,14926.3,1066.185609,10668.2,1512.1,-10.5,307.4,1501.6,214.518576,0.5,0.085715,0.5,12566,5550,16857,27000,331.83,17864,1991.8029,0.5352867038,2905.76,0.5,,,,,,,,,,2851,379.183,2167,,,,,,2875,-4,6199,,
Chongqing,2004,29043.8,30092,-9652.4,15077.5,1076.985825,10807.8,2644,-16.3,278.4,2626.9,375.278934,3.2,0.548576,3.2,15507,6438,15480,28413,349.19577,20010,2203.802105,0.4886944352,3009.2,3.2,,29043.8,2074.598634,2644,377.72184,3.2,0.548576,3034,403.522,3021,401.793,2327,30906,379.83474,3236.22579,0.6410549722,2904.38,3034,,4700,,
Chongqing,2005,33352,34000,-9653.9,17828.8,1273.511184,13727,2843.8,-22.9,382.6,2820.8,402.979488,1.3,0.222859,1.3,16895,5900,18000,32267,396.56143,20865,2537.444961,0.5018872147,3400,1.3,,33352,2382.33336,2843.8,406.265268,1.3,0.222859,3550,472.15,3490,464.17,2600,34895,428.85955,3689.831037,0.6456483606,3335.2,3550,,5713,,
Chongqing,2006,37346,40442.9,-12693,19008.4,1357.770012,14511.2,3196.2,-15.3,462.7,3180.9,454.423374,96.2,16.491566,1.1,17344,6052,23175,37515,461.05935,23641,2804.321302,0.4841706302,4044.29,96.2,,37346,2667.62478,3196.2,456.609132,96.2,16.491566,4005,532.665,3869,514.577,2747,40519,497.97851,4171.368988,0.6395082256,3734.6,4005,-16,7088,,
Chongqing,2007,40786.9,42940,-16479.2,17942.7,1281.647061,13555.3,3744.5,-25.8,461,3718.7,531.253482,101.5,17.400145,1.6,15539,6116,29382,41581,511.03049,26950,2904.054178,0.441330286,4294,101.5,,40786.9,2913.408267,3744.5,534.93927,101.5,17.400145,4353,578.949,4231,562.723,3099,44921,552.07909,4596.775772,0.6337938615,4078.69,4353,-20,6793,,
Chongqing,2008,52727.3,42070,-15264.4,30858.21696,2204.202437,25785,4096.9,-15.9,422.8,4080.93652,583.0025912,95.1,16.302993,4.1,20110,10488,28482,44969,552.66901,28655,3991.252031,0.5522583941,4207,95.1,,52727.31696,3766.31225,4096.83652,585.2740652,95.1,16.302993,4875,648.375,4775,635.075,3627,48592,597.19568,5613.459988,0.6709431007,5272.731696,4875,-5,7085,,
Chongqing,2009,57817.2,42792.4,-15503.905,33963.4,2426.005662,28508,4228,-12.51864,386.5,4215.5,602.22633,98.4,16.868712,1.2,22319,12017,30914.7575,50494,620.57126,32538,4315.642964,0.5621423464,4279.24,98.4,,57817.219,4129.883953,4228.01864,604.0147429,98.4,16.868712,4946.75,657.91775,4887,649.971,3568,53234,654.24586,6062.931018,0.6811695434,5781.7219,4947,-14.3,7220,,
