UNIT;PLANT;PARENT;URL;SPONSOR;CAPACITY_MW;STATUS;REGION;COUNTRY;SUBNATIONAL_UNIT;GEOPOINT
Unit 1;Yonghao Waste Coal Power Station;"China National Coal Group [30.0%]; Shanxi Coal Import And Export Group [30.0%]; Persons [20.0%]; Beijing Ward Financial Investment Holding Co Ltd [19.3%]";https://www.gem.wiki/Yonghao_Waste_Coal_power_station;;50;Retired;Asia;China;Shanxi;39.61036, 112.79986
Unit 2;Yongxin Power Station;Shaanxi Coal And Chemical Industry Co Ltd;https://www.gem.wiki/Yongxin_power_station;;1000;Shelved;Asia;China;Shaanxi;39.24589, 110.77176
Unit 1;Yongxiu Power Station;"Jiangxi Provincial Investment Group Corp [90.0%]; Jiangxi Financial Investment Group Co Ltd [10.0%]";https://www.gem.wiki/Yongxiu_power_station;;1000;Cancelled;Asia;China;Jiangxi;29.01665, 115.8284
Unit 2;Youyu Power Station;"Beijing Jingneng Power Co Ltd [51.0%]; Shanxi State-Owned Capital Investment And Operation Co Ltd [20.7%]; Kepco Shanxi International [16.7%]";https://www.gem.wiki/Youyu_power_station;;330;Operating;Asia;China;Shanxi;39.86609, 112.51172
Unit 2;Yuandatan Power Station;Shaanxi Coal And Chemical Industry Co Ltd;https://www.gem.wiki/Yuandatan_power_station;;1000;Announced;Asia;China;Shaanxi;38.33837, 109.48663
Phase I, Unit 2;Yuanyang Lake Power Station;China Energy Investment Corp;https://www.gem.wiki/Yuanyang_Lake_power_station;;660;Operating;Asia;China;Ningxia;38.0575, 106.69139
Unit 2;Yuci Power Station;"China Energy Investment Corp [51.0%]; Shanxi State-Owned Capital Investment And Operation Co Ltd [28.3%]; Jinneng Group Co Ltd [10.6%]";https://www.gem.wiki/Yuci_power_station;;330;Operating;Asia;China;Shanxi;37.62667, 112.74763
Unit 6;Yuehua Huangpu Power Station;"Guangdong Electric Power Development Co Ltd [51.0%]; China Huaneng Group [49.0%]";https://www.gem.wiki/Yuehua_Huangpu_power_station;;330;Retired;Asia;China;Guangdong;23.07853, 113.49524
Unit 2;Yuguang Daling Cogen Power Station;"Jilin Bowei Industrial Co Ltd [51.5%]; Changchun Lihe Economic And Trade Co Ltd [23.7%]; Changchun Hongxing Technology Co Ltd [14.0%]; Jilin Weifu Technology Co Ltd [6.0%]";https://www.gem.wiki/Yuguang_Daling_Cogen_power_station;;50;Announced;Asia;China;Jilin;43.85705, 125.08791
Phase I, Unit 2;Yuhuan Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yuhuan_power_station;;1050;Operating;Asia;China;Zhejiang;28.11515, 121.13914
Phase Ii, Unit 4;Yuhuan Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yuhuan_power_station;;1050;Operating;Asia;China;Zhejiang;28.11515, 121.13914
Unit 2;Yulin Baiping Cogen Power Station;Guangxi Times Lithium New Materials Industry Development Fund Partnership Lp;https://www.gem.wiki/Yulin_Baiping_cogen_power_station;;30;Construction;Asia;China;Guangxi;21.80439, 109.78319
Unit 2;Yulin Beijiao Power Station;"Shaanxi Yulin Energy Group Co Ltd [50.0%]; Yulin Yuyang District State Owned Assets Operation Co Ltd [20.0%]; Shenmu County State-Owned Assets Operation Co [17.1%]; Yulin Hengshan Xingheng Project Management Co Ltd [10.0%]";https://www.gem.wiki/Yulin_Beijiao_power_station;;350;Operating;Asia;China;Shaanxi;38.29931, 109.81078
Unit 1;Yulin Bobai Chengnan Industrial Park Cogen Power Station;Agile Eco-Environmental Protection Technology (Hong Kong);https://www.gem.wiki/Yulin_Bobai_Chengnan_Industrial_Park_cogen_power_station;;30;Permitted;Asia;China;Guangxi;22.17978, 109.87923
Unit 3;Yulin Bobai Chengnan Industrial Park Cogen Power Station;Agile Eco-Environmental Protection Technology (Hong Kong);https://www.gem.wiki/Yulin_Bobai_Chengnan_Industrial_Park_cogen_power_station;;30;Permitted;Asia;China;Guangxi;22.17978, 109.87923
Unit 2;Yulin Coal Liquefaction Power Station;China Energy Investment Corp;https://www.gem.wiki/Yulin_Coal_Liquefaction_power_station;;100;Operating;Asia;China;Shaanxi;38.65061, 110.1481
Unit 4;Yulin Coal Liquefaction Power Station;China Energy Investment Corp;https://www.gem.wiki/Yulin_Coal_Liquefaction_power_station;;100;Shelved;Asia;China;Shaanxi;38.65061, 110.1481
Phase Ii, Unit 3;Yulin Fumian Industrial Park Cogen Power Station;"Dongguan Weiye Investment Co Ltd [61.3%]; Guangdong Nanfeng Center Group Co Ltd [16.2%]";https://www.gem.wiki/Yulin_Fumian_Industrial_Park_cogen_power_station;;32;Permitted;Asia;China;Guangxi;22.51863, 110.03702
South Unit 1;Yulin Fumian Industrial Park Cogen Power Station;"Dongguan Weiye Investment Co Ltd [61.3%]; Guangdong Nanfeng Center Group Co Ltd [16.2%]";https://www.gem.wiki/Yulin_Fumian_Industrial_Park_cogen_power_station;;30;Construction;Asia;China;Guangxi;22.51863, 110.03702
Phase Ii, Unit 4;Yulin Hengshan Power Station;"Shaanxi Yulin Energy Group Co Ltd [65.8%]; Shenmu County State-Owned Assets Operation Co [10.6%]; Hengshan County State Owned Assets Management Co [10.0%]; Fugu County State-Owned Assets Operation Co Ltd [5.9%]";https://www.gem.wiki/Yulin_Hengshan_power_station;;1000;Pre-Permit;Asia;China;Shaanxi;38.03372, 109.41507
Unit 2;Yulin Huitong Cogen Power Station;"Shaanxi Yulin Energy Group Co Ltd [47.4%]; Yulin Yuyang District State Owned Assets Operation Co Ltd [19.0%]; Shenmu County State-Owned Assets Operation Co [16.2%]; Yulin Hengshan Xingheng Project Management Co Ltd [9.5%]; Chang'An Huitong Co Ltd [5.2%]";https://www.gem.wiki/Yulin_Huitong_Cogen_power_station;;50;Operating;Asia;China;Shaanxi;38.21566, 109.72837
Unit 1;Yulin Shanghe Power Station;"Shaanxi Yulin Energy Group Co Ltd [50.0%]; Yulin Yuyang District State Owned Assets Operation Co Ltd [20.0%]; Shenmu County State-Owned Assets Operation Co [17.1%]; Yulin Hengshan Xingheng Project Management Co Ltd [10.0%]";https://www.gem.wiki/Yulin_Shanghe_power_station;;50;Retired;Asia;China;Shaanxi;38.42868, 109.74123
Unit 1;Yulin Yushen Qingshui Power Station;Management Committee Of Yushen Industrial Zone (Yulin Economic And Technological Development Zone);https://www.gem.wiki/Yulin_Yushen_Qingshui_power_station;;660;Pre-Permit;Asia;China;Shaanxi;38.62342, 110.02517
Phase I, Unit 2;Yunfu Power Station;"Guangdong Electric Power Development Co Ltd [90.0%]; Yunfu Infrastructure Construction Investment Group Co Ltd [9.0%]";https://www.gem.wiki/Yunfu_power_station;;125;Retired;Asia;China;Guangdong;22.98487, 112.10063
Phase I, Unit 1;Yunhe Power Station;"Huaneng Power International Inc [78.7%]; China Huaneng Group [19.7%]";https://www.gem.wiki/Yunhe_power_station;;145;Operating;Asia;China;Shandong;35.48666, 116.47694
Phase I, Unit 4;Yunhe Power Station;"Huaneng Power International Inc [78.7%]; China Huaneng Group [19.7%]";https://www.gem.wiki/Yunhe_power_station;;145;Retired;Asia;China;Shandong;35.48666, 116.47694
Phase Ii, Unit 3;Yushe Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yushe_power_station;;300;Operating;Asia;China;Shanxi;36.97775, 112.95469
Phase Iii, Unit 5;Yushe Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yushe_power_station;;600;Cancelled;Asia;China;Shanxi;36.97775, 112.95469
Unit 1;Yutian Chunyu Cogen Power Station;Yutian Chunyu Thermal Power Co Ltd;https://www.gem.wiki/Yutian_Chunyu_Cogen_power_station;;30;Construction;Asia;China;Hebei;39.86708, 117.61394
Unit 2;Yutian Chunyu Cogen Power Station;Yutian Chunyu Thermal Power Co Ltd;https://www.gem.wiki/Yutian_Chunyu_Cogen_power_station;;30;Construction;Asia;China;Hebei;39.86708, 117.61394
Unit 3;Yutian Chunyu Cogen Power Station;Yutian Chunyu Thermal Power Co Ltd;https://www.gem.wiki/Yutian_Chunyu_Cogen_power_station;;30;Construction;Asia;China;Hebei;39.86708, 117.61394
Relocation Unit 2;Yuzhong Cogen Power Station;"China Huaneng Group [62.0%]; Gansu Provincial State-Owned Assets Investment Group Co Ltd [38.0%]";https://www.gem.wiki/Yuzhong_cogen_power_station;;350;Operating;Asia;China;Gansu;36.01762, 104.06681
Unit 2;Zaozhuang Nanjiao Cogen Power Station;"Shandong Quanxing Energy Group Co Ltd [90.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%]";https://www.gem.wiki/Zaozhuang_Nanjiao_cogen_power_station;;55;Operating;Asia;China;Shandong;34.82957, 117.51303
Unit 4;Zhangdian Power Station;"Zibo Thermal Power Group Co Ltd [51.0%]; Jinan Quanshun Investment Management Co Ltd [49.0%]";https://www.gem.wiki/Zhangdian_power_station;;100;Operating;Asia;China;Shandong;36.79513, 118.09294
Unit 2;Zhangjiagang Shagang Power Station;"Hengde International [37.6%]; Persons [29.3%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [8.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [7.1%]";https://www.gem.wiki/Zhangjiagang_Shagang_power_station;;50;Operating;Asia;China;Jiangsu;31.97886, 120.63338
Unit 3;Zhangjiagang Shagang Power Station;"Hengde International [37.6%]; Persons [29.3%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [8.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [7.1%]";https://www.gem.wiki/Zhangjiagang_Shagang_power_station;;50;Operating;Asia;China;Jiangsu;31.97886, 120.63338
Unit 4;Zhangjiagang Shagang Power Station;"Hengde International [37.6%]; Persons [29.3%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [8.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [7.1%]";https://www.gem.wiki/Zhangjiagang_Shagang_power_station;;50;Operating;Asia;China;Jiangsu;31.97886, 120.63338
Unit 2;Zhangjiajie Sangzi Power Station;Guangdong Cloud Capital Industrial Investment Co Ltd [95.1%];https://www.gem.wiki/Zhangjiajie_Sangzi_power_station;;60;Retired;Asia;China;Hunan;29.38166, 110.13185
Unit 5;Zhangjiakou Power Station;Datang International Power Generation Co Ltd;https://www.gem.wiki/Zhangjiakou_power_station;;320;Operating;Asia;China;Hebei;40.65958, 114.94381
Unit 2;Zhangjiakou Ztp Power Station;Datang International Power Generation Co Ltd;https://www.gem.wiki/Zhangjiakou_ZTP_power_station;;300;Operating;Asia;China;Hebei;40.74663, 114.81233
Phase I, Unit 3;Zhangping Power Station;China Huadian Group Corp;https://www.gem.wiki/Zhangping_power_station;;100;Retired;Asia;China;Fujian;25.28422, 117.39892
Phase Iii, Unit 7;Zhangping Power Station;China Huadian Group Corp;https://www.gem.wiki/Zhangping_power_station;;300;Operating;Asia;China;Fujian;25.28422, 117.39892
Unit 1;Zhangqiu Power Station;"Huadian Power International Co Ltd [87.5%]; Shandong Longshan Industrial Development Investment Group Co Ltd [6.0%]";https://www.gem.wiki/Zhangqiu_power_station;;145;Operating;Asia;China;Shandong;36.72753, 117.40364
Phase I, Unit 2;Zhangshan Power Station;Beijing Jingneng Power Co Ltd;https://www.gem.wiki/Zhangshan_power_station;;300;Operating;Asia;China;Shanxi;36.32612, 113.0814
Unit 2;Zhangwu Power Station;"Huadian Energy Co Ltd [90.0%]; Liaoning Chuncheng Industry And Trade (Group) Co Ltd [5.0%]";https://www.gem.wiki/Zhangwu_power_station;;600;Cancelled;Asia;China;Liaoning;42.386, 122.538
Unit 2;Zhanhua Waste Coal Power Station;"Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Persons [30.0%]; Binzhou Hanchuang Technology Development Partnership Lp [20.0%]";https://www.gem.wiki/Zhanhua_Waste_Coal_power_station;;60;Cancelled;Asia;China;Shandong;38.02284, 117.97799
Unit 3;Zhanhua Waste Coal Power Station;"Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Persons [30.0%]; Binzhou Hanchuang Technology Development Partnership Lp [20.0%]";https://www.gem.wiki/Zhanhua_Waste_Coal_power_station;;60;Cancelled;Asia;China;Shandong;38.01145, 117.97832
Unit 7;Zhanhua Waste Coal Power Station;"Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Persons [30.0%]; Binzhou Hanchuang Technology Development Partnership Lp [20.0%]";https://www.gem.wiki/Zhanhua_Waste_Coal_power_station;;60;Cancelled;Asia;China;Shandong;38.01145, 117.97832
Unit 1;Zhanjiang Aoliyou Power Station;"Guangdong Electric Power Development Co Ltd [90.0%]; Zhanjiang City Development Group Co Ltd [9.0%]";https://www.gem.wiki/Zhanjiang_Aoliyou_power_station;;600;Operating;Asia;China;Guangdong;21.31556, 110.40934
Unit 2;Zhanjiang Aoliyou Power Station;"Guangdong Electric Power Development Co Ltd [90.0%]; Zhanjiang City Development Group Co Ltd [9.0%]";https://www.gem.wiki/Zhanjiang_Aoliyou_power_station;;600;Operating;Asia;China;Guangdong;21.31556, 110.40934
Unit 1;Zhanjiang Baosteel Power Station;"Baoshan Iron & Steel Co Ltd [90.0%]; Guangdong Hengjian Investment Holding Co Ltd [10.0%]";https://www.gem.wiki/Zhanjiang_Baosteel_power_station;;350;Operating;Asia;China;Guangdong;21.06986, 110.49403
Unit 1;Zhanjiang Power Station;"Guangdong Electric Power Development Co Ltd [76.0%]; China Energy Investment Corp [17.3%]";https://www.gem.wiki/Zhanjiang_power_station;;330;Operating;Asia;China;Guangdong;21.31086, 110.40962
Unit 9;Zhejiang Taizhou-1 Power Station;Zhejiang Zheneng Electric Power Co Ltd;https://www.gem.wiki/Zhejiang_Taizhou-1_power_station;;300;Operating;Asia;China;Zhejiang;28.69696, 121.4536
Phase I, Unit 3;Zhejiang Zhenhai Power Station;"Zhejiang Zheneng Electric Power Co Ltd [51.0%]; Shanxi State-Owned Capital Investment And Operation Co Ltd [21.6%]; Ningbo Development & Investment Group Co Ltd [10.5%]; Jinneng Group Co Ltd [8.1%]";https://www.gem.wiki/Zhejiang_Zhenhai_power_station;;215;Retired;Asia;China;Zhejiang;29.94401, 121.68812
Phase I, Unit 5;Zhejiang Zhenhai Power Station;"Zhejiang Zheneng Electric Power Co Ltd [51.0%]; Shanxi State-Owned Capital Investment And Operation Co Ltd [21.6%]; Ningbo Development & Investment Group Co Ltd [10.5%]; Jinneng Group Co Ltd [8.1%]";https://www.gem.wiki/Zhejiang_Zhenhai_power_station;;215;Retired;Asia;China;Zhejiang;29.94401, 121.68812
Phase Iii, Unit 1;Zheneng Changxing Power Station;Zhejiang Zheneng Electric Power Co Ltd [95.0%];https://www.gem.wiki/Zheneng_Changxing_power_station;;300;Operating;Asia;China;Zhejiang;30.99194, 119.92972
Unit 2;Zheneng Liuheng Power Station;"Zhejiang Zheneng Electric Power Co Ltd [63.0%]; China Coal Energy Co Ltd [27.0%]";https://www.gem.wiki/Zheneng_Liuheng_power_station;;1000;Operating;Asia;China;Zhejiang;29.75934, 122.12661
Unit 3;Zheneng Liuheng Power Station;"Zhejiang Zheneng Electric Power Co Ltd [63.0%]; China Coal Energy Co Ltd [27.0%]";https://www.gem.wiki/Zheneng_Liuheng_power_station;;1000;Construction;Asia;China;Zhejiang;29.75934, 122.12661
Phase I, Unit 2;Zheneng Wenzhou Power Station;"Zhejiang Zheneng Electric Power Co Ltd [67.0%]; Wenzhou Industry Investment Group [30.3%]";https://www.gem.wiki/Zheneng_Wenzhou_power_station;;135;Retired;Asia;China;Zhejiang;27.99571, 120.83586
Phase Iv, Unit 7;Zheneng Wenzhou Power Station;"Zhejiang Zheneng Electric Power Co Ltd [67.0%]; Wenzhou Industry Investment Group [30.3%]";https://www.gem.wiki/Zheneng_Wenzhou_power_station;;660;Operating;Asia;China;Zhejiang;27.99571, 120.83586
Phase Iv, Unit 8;Zheneng Wenzhou Power Station;"Zhejiang Zheneng Electric Power Co Ltd [67.0%]; Wenzhou Industry Investment Group [30.3%]";https://www.gem.wiki/Zheneng_Wenzhou_power_station;;660;Operating;Asia;China;Zhejiang;27.99571, 120.83586
Phase I, Unit 1;Zheneng Yueqing Power Station;"Zhejiang Zheneng Electric Power Co Ltd [52.4%]; Gd Power Development Co Ltd [13.6%]; Wenzhou Industry Investment Group [13.2%]; China Shenhua Energy Co Ltd [10.0%]";https://www.gem.wiki/Zheneng_Yueqing_power_station;;600;Operating;Asia;China;Zhejiang;28.17041, 121.08894
Unit 1;Zhengzhou Taixiang Cogen Power Station;"Henan Kaixiang Industrial Group Co Ltd [31.8%]; Henan Kaixiang Technology Development Co Ltd [30.8%]; Hao Bo International Development [22.7%]; Good Shing Development [9.3%]";https://www.gem.wiki/Zhengzhou_Taixiang_cogen_power_station;;135;Retired;Asia;China;Henan;34.79259, 113.5017
Unit 1;Zhengzhou Xinli Power Station;Henan Huihou Enterprise Management Partnership Lp [99.9%];https://www.gem.wiki/Zhengzhou_Xinli_power_station;;200;Retired;Asia;China;Henan;34.76645, 113.59125
Unit 7;Zhenhai Oil Power Station;"China Petrochemical Corp [85.0%]; Ningbo Financial Holding Co Ltd [9.0%]; Ningbo Zhenhai Haijiang Investment Development Co Ltd [5.4%]";https://www.gem.wiki/Zhenhai_Oil_power_station;;50;Operating;Asia;China;Zhejiang;29.97788, 121.68673
Unit 6;Zhenxing Captive Power Station;"Zhenxing Group Co Ltd [91.6%]; Persons [8.4%]";https://www.gem.wiki/Zhenxing_Captive_power_station;;200;Cancelled;Asia;China;Shanxi;35.71129, 110.72186
Unit 1;Zhijin Cogen Power Station;China Petrochemical Corp [99.0%];https://www.gem.wiki/Zhijin_Cogen_power_station;;350;Permitted;Asia;China;Guizhou;26.89275, 105.79218
Unit 1;Zhijin Power Station;"State Power Investment [45.6%]; Zhongyi Holdings Ltd [21.0%]; Guizhou Panjiang Investment Holding (Group) Co Ltd [8.6%]; Guiyang Guanshan Lake Zhongyi Energy Management Co Ltd [8.1%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [7.5%]";https://www.gem.wiki/Zhijin_power_station;;660;Construction;Asia;China;Guizhou;26.43581, 105.52279
Unit 2;Zhongtian Hechuang Ordos Power Station;"China Coal Energy Co Ltd [38.8%]; China Petrochemical Corp [38.8%]; Shenergy Co Ltd [12.5%]; Manshi Investment Group Co Ltd [9.9%]";https://www.gem.wiki/Zhongtian_Hechuang_Ordos_power_station;;135;Operating;Asia;China;Inner Mongolia;39.08584, 109.47388
Unit 2;Zhongyu Cogen Power Station;Shanxi Zhongyang Iron & Steel Co Ltd;https://www.gem.wiki/Zhongyu_Cogen_power_station;;135;Operating;Asia;China;Shanxi;37.4615, 111.11195
Unit 2;Zhoukou Longda Power Station;"Wintime Energy Group Co Ltd [80.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [20.0%]";https://www.gem.wiki/Zhoukou_Longda_power_station;;135;Retired;Asia;China;Henan;33.61348, 114.59923
Unit 3;Zhoukou Longda Power Station;"Wintime Energy Group Co Ltd [80.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [20.0%]";https://www.gem.wiki/Zhoukou_Longda_power_station;;660;Operating;Asia;China;Henan;33.56352, 114.5342
Phase I, Unit 4;Zhoushan Petrochemical Base Cogen Power Station;"Rongsheng Petro Chemical Co Ltd [51.0%]; Tongkun Group Co Ltd [20.0%]; Juhua Group Corp [15.3%]; Zhoushan Marine Comprehensive Development And Investment Co Ltd [6.2%]";https://www.gem.wiki/Zhoushan_Petrochemical_Base_Cogen_power_station;;60;Operating;Asia;China;Zhejiang;30.32603, 121.95826
Unit 1;Zhuhai Gzp Power Station;"Guangdong Hengjian Investment Holding Co Ltd [62.2%]; China Huaneng Group [19.6%]; Zhuhai Port Co Ltd [18.2%]";https://www.gem.wiki/Zhuhai_GZP_power_station;;700;Operating;Asia;China;Guangdong;21.96693, 113.18066
Unit 2;Zhumadian-3 Power Station;China Energy Investment Corp [98.9%];https://www.gem.wiki/Zhumadian-3_power_station;;330;Operating;Asia;China;Henan;33.04188, 114.05362
Phase I, Unit 1;Zhunger Power Station;"Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd [30.0%]; Gd Power Development Co Ltd [26.1%]; China Shenhua Energy Co Ltd [22.2%]; Clp China (Tianjin) [19.5%]";https://www.gem.wiki/Zhunger_power_station;;125;Retired;Asia;China;Inner Mongolia;39.85434, 111.25586
Phase Ii, Unit 4;Zhunger Weijiamao Power Station;Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd;https://www.gem.wiki/Zhunger_Weijiamao_power_station;;660;Cancelled;Asia;China;Inner Mongolia;39.575, 111.361
Unit 1;Zhunger Zhujiaping Power Station;Guangdong Hanjian Holding Co Ltd [99.0%];https://www.gem.wiki/Zhunger_Zhujiaping_power_station;;660;Operating;Asia;China;Inner Mongolia;39.6052, 111.3697
Unit 5;Zibo Fushan Power Station;Shandong Zibo Fushan Thermal Power Co Ltd;https://www.gem.wiki/Zibo_Fushan_power_station;;50;Operating;Asia;China;Shandong;36.88605, 118.13552
Unit 4;Zouping County Electric Power Group Power Station;Wuhu Runxin Investment Partnership Lp [99.9%];https://www.gem.wiki/Zouping_County_Electric_Power_Group_power_station;;60;Retired;Asia;China;Shandong;36.89982, 117.73822
Unit 2;Zouxian Power Station;Huadian Power International Co Ltd;https://www.gem.wiki/Zouxian_power_station;;335;Operating;Asia;China;Shandong;35.32557, 116.92609
Unit 3;Zouxian Power Station;Huadian Power International Co Ltd;https://www.gem.wiki/Zouxian_power_station;;335;Operating;Asia;China;Shandong;35.32557, 116.92609
