uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2,sec_pctg,industrial_wastewater,industrial_so2,industrial_solid_waste,gtfp_level,gml_index,market_index,market_gov_relation,market_npoe_dev,market_product_dev,market_factor_dev,market_legal_env,coal_available_total,coal_thermal_power_input,coal_terminal,coal_terminal_10k_tce_approx,coal_terminal_industry,oil_available_total,oil_primary_production,oil_thermal_power_input,oil_terminal_industry,oil_terminal,oil_terminal_10k_tce_approx,lpg_available_total,lpg_primary_production,lpg_terminal,lpg_terminal_10k_tce_approx,lpg_terminal_industry,gas_available_total,gas_primary_production,gas_terminal,gas_terminal_10k_tce_approx,gas_terminal_industry,electricity_available_total,electricity_thermal_power_input,electricity_terminal,electricity_terminal_10k_tce_approx,electricity_terminal_industry,energy5_terminal_10k_tce_approx,coal_share_energy5_terminal_approx,coal_terminal_kt_per_gdp,coal_terminal_10k_tce_per_gdp_approx,energy5_terminal_10k_tce_per_gdp_approx,post2012,pre_coal_consumption_0811,post2012_x_pre_coal_consumption,pre_coal_terminal_0811,post2012_x_pre_coal_terminal,pre_coal_share_energy5_0811_approx,post2012_x_pre_coal_share_energy5,pre_coal_share_energy5_terminal_0811_approx,post2012_x_pre_coal_share_energy5_terminal,pre_coal_thermal_power_input_0811,post2012_x_pre_coal_thermal_power_input,pre_energy5_terminal_intensity_0811_approx,post2012_x_pre_energy5_terminal_intensity,pre_coal_terminal_intensity_0811_approx,post2012_x_pre_coal_terminal_intensity,coal_consumption,coal_consumption_10k_tce_approx,oil_consumption,oil_consumption_10k_tce_approx,lpg_consumption,lpg_consumption_10k_tce_approx,gas_consumption,gas_consumption_10k_tce_approx,electricity_primary_production,electricity_consumption,electricity_consumption_10k_tce_approx,energy5_consumption_10k_tce_approx,coal_share_energy5_consumption_approx,coal_consumption_10k_ton,coal_consumption_10k_ton_per_gdp,coal_consumption_10k_tce_per_gdp_approx,energy5_consumption_10k_tce_per_gdp_approx,gas_thermal_power_input,coal_primary_production,coal_primary_production_10k_ton,lpg_thermal_power_input
1215,7,Tianjin,2015,128492736,10889.2,4489.6001,2414,3025,0.037,0.117,0.083999999,0.026000001,0.064999998,0.052000001,1.331,0.184,0,9.2955265,18.671383,0.09570986,0.22826095,0.089545049,0.34106877,-0.36404601,-0.38797015,0.71192122,0.22722276,-0.48980448,0.32132983,-0.14059751,-0.36398911,0.28706089,1439.0,1278.4,0.88839471,73.099998,0.022615125,0,-6,0,0,0,0,0,0,0,0,0.41229841,18973.0,15.461,7.38,2.024759083,0.957359925,10.459,11.175,10.901,8.284,12.66,11.487,45388.3,-23007.5,10422.4,744.472032,8082.7,17317.2,34967.7,-316.2,9278,16082.6,2297.560236,-264.2,,535.8,91.852194,419.6,6368,2054,4032,536.256,2517,21525,63588,80295,986.82555,54427,4656.966012,0.1598620282,0.957131837,0.06836792712,0.427668333,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,45388.3,3242.086269,17317.2,2473.935192,535.8,91.852194,6362.204,846.173132,708,85113,1046.03877,7700.085557,0.4210454864,4538.83,0.4168194174,0.2977341099,0.7071305107,-1630,,,
1216,7,Tianjin,2016,124757728,11487.0,4368.0,3245,3472,0.037999999,0.12800001,0.090000004,0.022,0.067000002,0.057,1.5700001,0.208,0,9.3489714,18.641884,0.29781017,0.33591121,0.21201079,0.80282384,-0.35177943,-0.50923884,0.87316036,0.6851145,-0.45130923,0.63697642,-0.13223818,-0.25359914,0.26352039,1443.0,1295.37,0.89769232,65.629997,0.017740572,0,-5,0,0,0,0,0,0,0,0,0.38025594,13992.8,2.205,2.883,2.141656183,1.057733832,10.303,8.259,10.952,7.395,13.352,11.557,42301.6,-21234,9228.3,659.177469,6938.8,17778.2,32732.6,-344.9,9361.8,16645.2,2377.933272,-200.7,,466.6,79.989238,327.3,7408,1969,4220,561.26,2554,22598,63562,81274,998.85746,53687,4677.217439,0.1409336807,0.8033690259,0.05738464952,0.4071748445,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,42301.6,3021.603288,17778.2,2539.793652,468.2,80.263526,7406.482,985.062106,899,86160,1058.9064,7685.628972,0.3931497733,4230.16,0.3682562897,0.2630454677,0.6690719049,-2237,,,
1217,7,Tianjin,2017,125890656,12468.2,4564.1001,2673,4121,0.045000002,0.132,0.104,0.044,0.068999998,0.063000001,1.538,0.36399999,0,9.4309368,18.650925,0.15869901,0.49220884,1.0692729,0.97073436,-0.3231574,0.15773892,1.0343989,1.2345848,-0.45646343,1.1010739,-0.056598727,-0.19086221,0.23569188,1410.0,1291.22,0.91575885,110.22,0.033577655,0,-4,0,0,0,0,0,0,0,0,0.36605924,14077.0,2.179,2.593,2.884858895,1.34702242,10.281,8.091,10.539,7.395,13.513,11.867,38756.1,-21492.2,7053.7,503.845791,5420.6,16886.8,31024.2,-333.4,8743.9,16026.3,2289.517218,-239.6,,563.3,96.566519,437,8232,2150,4370,581.21,2451,24413,61287,80580,990.3282,50674,4461.467728,0.1129327436,0.5657352304,0.04041046751,0.357827732,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,38756.1,2768.348223,16886.8,2412.448248,565.3,96.909379,8230.62,1094.67246,1218,85700,1053.253,7425.63131,0.3728098134,3875.61,0.3108395759,0.2220327091,0.5955656237,-1780,,,
1218,7,Tianjin,2018,136320000,13411.1,4835.2998,2807,4321,0.046,0.12899999,0.081,0.024,0.064999998,0.057,1.404,0.169,0,9.5038376,18.730516,0.19128799,0.54037452,1.1917386,0.84480101,-0.3701793,-0.44860449,0.71192122,0.6851145,-0.47804651,0.86506951,-0.14000197,-0.228562,0.22606131,1383.0,1297.14,0.93791759,66.459999,0.021416893,0,-3,0,0,0,0,0,0,0,0,0.36054462,14891.0,1.661,2.242,3.153014444,1.092952744,10.402,7.903,10.733,7.395,13.871,12.108,38328.9,-22022.1,5980.8,427.208544,4815.8,15225.4,30855.5,-347.8,6889.9,14090.5,2012.96883,-160,,635.4,108.926622,445.1,10192,3394,5114,680.162,2934,23188,70735,88440,1086.9276,56533,4316.193596,0.09897807744,0.4459589445,0.0318548474,0.321837403,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,38328.9,2737.833327,15225.4,2175.100644,637.5,109.286625,10192,1355.536,1628,93923,1154.31367,7532.070266,0.3634901468,3832.89,0.2857998225,0.2041468132,0.5616295655,-2850,,,
1219,7,Tianjin,2019,142040960,14097.2,5016.8999,2693,4720,0.050000001,0.139,0.163,0.078000002,0.071999997,0.064000003,1.876,0.41499999,0,9.5537319,18.771626,0.16356304,0.63646501,1.6816025,1.2645782,-0.202536,1.1885228,1.276257,1.3261634,-0.40202245,1.4026833,0.24497381,-0.080687381,0.22203015,1385.0,1304.0,0.94151622,242.28571,0.068139985,0,-2,1,0,0,0,0,0,0,0,0.35587916,15066.7,1.596,1.938,3.13988031,0.99583442,9.417,7.113,11.269,0.587,15.096,13.019,37661.1,-20924.2,6258,447.00894,5359,15804.7,31118.9,-334,7383.6,14713.7,2101.999182,-13.4,,671.9,115.183817,455.1,10849,3490,5397,717.801,3046,25526,70904,91173,1120.51617,57633,4502.509109,0.0992799635,0.4439179412,0.03170905854,0.3193903122,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,37661.1,2690.132373,15804.7,2257.859442,672.3,115.252389,10849,1442.917,2638,96430,1185.1247,7691.285904,0.3497636685,3766.11,0.2671530517,0.1908274248,0.5455896138,-3102,,,
1220,7,Tianjin,2020,139935792,14230.8,4966.6001,2610,6132,0.043000001,0.131,0.125,0.02,0.067000002,0.059,1.748,0.098999999,0,9.5631638,18.756695,0.14337732,0.9765147,0.82434088,0.92875659,-0.28022435,-0.56987321,0.87316036,0.86827129,-0.42263916,0.85727066,0.001690814,-0.1144184,0.22700904,1386.84,1174.65,0.8469975,60.718201,0.01926736,0,-1,0,0,0,0,0,0,0,0,0.34900358,11160.3,0.976,1.005,3.210217615,1.02240127,9.417,7.113,11.269,0.587,15.096,13.019,37452.8,-20719.1,6043.4,431.680062,5628.1,14546.1,32422.2,-351.3,6551.3,13691.3,1955.939118,75.9,,665.3,114.052379,449.3,11703,3631,5194,690.802,2693,22964,74312,93316,1146.85364,58607,4339.327199,0.09948087392,0.4246704331,0.03033420904,0.3049250358,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,37452.8,2675.253504,14546.1,2078.055846,665.9,114.155237,11703,1556.499,3057,97276,1195.52204,7619.485627,0.3511068378,3745.28,0.2631812688,0.1879903803,0.5354221567,-3656,,,
1221,7,Tianjin,2021,144835936,16093.2,5780.5,2538,4153,0.048,0.141,0.123,0.017000001,0.075999998,0.063000001,1.707,0.249,0,9.6861525,18.791113,0.12586683,0.49991533,1.4366705,1.3485339,-0.2843132,-0.66082466,1.5987347,1.2345848,-0.42924294,1.5180703,-0.42698395,-0.049238387,0.18763036,1373.0,1165.0,0.84850693,47.134998,0.014951399,0,0,0,1,0,0,0,0,0,0,0.35918897,11014.9,0.814,0.819,3.907923633,1.217339166,9.417,7.113,11.269,0.587,15.096,13.019,37232.7,-22581.3,5145.4,367.535922,4801.5,15480.6,34070.2,-303,6928.9,14442.2,2063.212692,-57.1,,815.3,139.766879,563.5,12345,3902,5896,784.168,3130,26402,76185,98776,1213.95704,61213,4568.640533,0.08044754656,0.3197251013,0.02283796398,0.2838863951,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,37232.7,2659.531761,15480.6,2211.558516,816.2,139.921166,12345,1641.885,3788,102587,1260.79423,7913.690673,0.3360671867,3723.27,0.2313567221,0.1652581066,0.4917412741,-3322,,,
1222,7,Tianjin,2022,143018496,16588.5,6092.7002,2548,3564,0.046999998,0.14,0.122,0.017000001,0.075999998,0.063000001,1.597,0.23999999,0,9.716465,18.778484,0.12829885,0.35806742,1.3142043,1.306556,-0.28635764,-0.66082466,1.5987347,1.2345848,-0.44696042,1.4862731,-0.47942927,-0.077334404,0.17934194,1363.0,1160.0,0.85106385,29.056801,0.01064418,0,1,0,0,1,0,0,0,0,0,0.36728457,10142.636,0.623,0.743,4.117822904,1.053711201,9.417,7.113,11.269,0.587,15.096,13.019,36095.7,-21509.5,4946.5,353.328495,4738.3,13905.2,35752.6,-166.6,6166.3,13339.1,1905.623826,67.4,,801.9,137.469717,568.8,12752,4117,5751,764.883,3420,34145,71572,103036,1266.31244,61854,4427.617478,0.07980104351,0.2981885041,0.02129960485,0.2669088512,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,36095.7,2578.315851,13905.2,1986.496872,1103.1,189.104433,12752,1696.016,4917,105717,1299.26193,7749.195086,0.3327204726,3609.57,0.2175947192,0.1554279079,0.467142604,-3084,,,
1223,7,Tianjin,2023,151678320,17211.801,6080.6001,2754,3521,0.046999998,0.14,0.123,0.017000001,0.075000003,0.063000001,1.513,0.244,0,9.7533503,18.837273,0.17839833,0.34771183,1.3142043,1.306556,-0.2843132,-0.66082466,1.5181158,1.2345848,-0.46049011,1.4589838,-0.45577341,-0.083879188,,1364.0,1166.0,0.85483873,33.790001,0.01030051,0,2,0,0,0,1,0,0,0,0,0.35328087,9620.128,0.494,0.68,4.041153536,0.981381091,9.417,7.113,11.269,0.587,15.096,13.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45401.783,45401.783,10995.3,10995.3,0.5446761162,0.5446761162,0.2381111037,0.2381111037,-22496.258,-22496.258,0.5109037797,0.5109037797,0.1218501395,0.1218501395,,,,,,,,,,,,,,,,,,,,,
6400,8,Ningxia,2000,31782304,297.70001,121.4,8,8,0.022,0.071000002,2.1849999,0.0040000002,0.035,0.029999999,27.819,0.38999999,0,5.6960864,17.27442,-0.48943257,-0.49831823,-1.7474444,-1.5899054,3.9313021,-1.054948,-1.706661,-1.7875015,3.7765622,-1.2710621,0.24607864,3.9458399,,554.0,,,,,0,-21,0,0,0,0,0,0,0,0,0.40779307,10942.0,17.416,25.832,1.0,1.0,2.978,3.664,2.166,4.17,1.968,2.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,,,,,,,,,,,,,,,,,,,,,
6401,8,Ningxia,2001,32949584,341.5,135.89999,11,10,0.024,0.072999999,1.84,0.0049999999,0.037,0.035,17.549999,0.45699999,0,5.8333478,17.31049,-0.48870298,-0.49783659,-1.5025125,-1.5059502,3.2259738,-1.0246308,-1.5454221,-1.3296096,2.1225557,-1.1089762,0.0059587378,2.7131357,,563.0,,,,,0,-20,0,0,0,0,0,0,0,0,0.3979502,10450.0,16.878,8.815,1.000225319,1.000225319,2.875,4.409,1.437,4.701,1.572,1.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,,,,,,,,,,,,,,,,,,,,,
6402,8,Ningxia,2002,37258516,381.79999,153.10001,5,9,0.026000001,0.077,1.75,0.0049999999,0.037,0.035999998,22.714001,0.44999999,0,5.9448967,17.433392,-0.49016216,-0.49807742,-1.2575804,-1.3380393,3.041975,-1.0246308,-1.5454221,-1.2380314,2.9543107,-0.97406489,0.031402703,3.0641987,,572.0,,,,,0,-19,0,0,0,0,0,0,0,0,0.40099531,11534.0,18.722,21.161,1.130405346,1.130150701,3.359,4.91,2.726,4.785,2.411,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,,,,,,,,,,,,,,,,,,,,,
6403,8,Ningxia,2003,44936720,448.39999,191.8,7,8,0.029999999,0.083999999,1.7029999,0.0049999999,0.043000001,0.039000001,16.443001,0.64200002,0,6.1056857,17.620766,-0.48967576,-0.49831823,-0.76771677,-1.0441954,2.9458866,-1.0246308,-1.0617056,-0.96329606,1.9442539,-0.562792,-0.1868113,2.55299,0.67680705,580.0,,,,,0,-18,0,0,0,0,0,0,0,0,0.42774311,10740.0,25.837,28.966,1.173816455,1.038403135,4.344,5.609,4.727,5.865,3.594,1.819,14281,-7090,20222,1444.45746,18876,2095.4,2210,-0.4,1155,1916,273.71976,0.4,,36,6.17148,4,86,86,1010,134.33,1000,2100,19900,21200,260.548,18800,2119.2267,0.6815964805,45.09812768,3.22135926,4.726197028,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,,,,,,,1010,134.33,,,,134.33,,,,,0.2995762779,,21950,2195,
6404,8,Ningxia,2004,51104224,527.29999,232.60001,6,13,0.029999999,0.082999997,1.37,0.0049999999,0.043000001,0.039999999,12.573,0.47400001,0,6.2677698,17.749378,-0.48991898,-0.49711409,-0.76771677,-1.0861732,2.2650914,-1.0246308,-1.0617056,-0.87171781,1.3209209,-0.63652992,-0.26996297,1.8317752,0.38638493,588.0,,,,,0,-17,0,0,0,0,0,0,0,0,0.44111514,9510.0,26.0,16.7,1.30651709,1.113050583,4.52,6.31,6.658,3.644,4.167,1.74,27603.2,-13727.4,9228.9,659.220327,7831.4,1589.6,40,-0.5,233,647.2,92.458992,,,38.3,6.565769,38.3,1153,,1152,153.216,1152,451,,498,6.12042,498,917.581508,0.7184324458,17.50218125,1.250180807,1.740150816,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,27619,1972.82517,2218.5,316.93491,38.3,6.565769,1152,153.216,451,451,5.54279,2455.084639,0.80356707,2761.9,5.237815385,3.741371529,4.655954268,,24327,2432.7,
6405,8,Ningxia,2005,56099788,587.20001,259.79999,2,19,0.028000001,0.082999997,1.3710001,0.0049999999,0.046,0.037,11.28,0.34200001,0,6.3753657,17.842642,-0.49089178,-0.49566913,-1.0126485,-1.0861732,2.2671361,-1.0246308,-0.8198474,-1.1464528,1.1126601,-0.71925396,-0.26426211,1.7085431,0.57408828,596.20001,252.07001,0.42279437,,,0,-16,0,0,0,0,0,0,0,0,0.44243866,21411.0,30.2,19.2,1.228581298,0.940348433,4.817,6.233,6.243,5.097,4.769,2.332,32489.3,-15696.5,11332.6,809.487618,9600,1454.9,40,,386.2,1260.1,180.017886,-57.4,,32.2,5.520046,,663,4,663,88.179,614,1182,29519,28984,356.21336,26010,1439.41791,0.5623715061,19.29938659,1.378555184,2.451324737,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,32489.3,2320.710699,1454.9,207.847014,32.2,5.520046,663,88.179,1767,30701,377.31529,2999.572049,0.7736805988,3248.93,5.532918843,3.95216393,5.108262939,,26597.7,2659.77,
6406,8,Ningxia,2006,70225416,691.59998,321.89999,16,17,0.032000002,0.090999998,1.3710001,0.0060000001,0.048999999,0.041999999,8.7250004,0.53299999,0,6.5390077,18.067221,-0.48748696,-0.49615079,-0.52278459,-0.75035155,2.2671361,-0.9943136,-0.57798928,-0.68856108,0.7011317,-0.29346538,-0.41523015,1.5646739,0.5150491,603.72998,259.60001,0.42999354,,,0,-15,0,0,0,0,0,0,0,0,0.46544245,18500.0,35.0,18.5,1.389909023,1.131312209,5.592,6.221,7.478,5.641,6.285,2.163,34895.5,-19464.2,10274.5,733.907535,8816.7,1532.63,53,,421.146,1406.946,200.9963056,-78.5,,37.954,6.50645422,0.054,794,,771,102.543,675,1085,36700,35928.7,441.563723,32551,1485.517018,0.4940418226,14.85613114,1.061173447,2.14794254,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,34896.1,2492.628423,1532.546,218.9395216,37.954,6.50645422,794,105.602,1878,37784.7,464.373963,3288.050362,0.7580870573,3489.61,5.045705756,3.604147622,4.754266132,,32753.1,3275.31,
6407,8,Ningxia,2007,76330672,887.90002,422.0,6,17,0.032000002,0.094999999,1.086,0.0070000002,0.050000001,0.041999999,7.7259998,0.417,0,6.7888594,18.150585,-0.48991898,-0.49615079,-0.52278459,-0.58244067,1.6844732,-0.96399641,-0.49736974,-0.68856108,0.54022479,-0.293679,-0.46176961,1.1484168,0.42813775,610.25,268.63,0.44019663,12.7629,0.052770983,0,-14,0,0,0,0,0,0,0,0,0.47527874,21089.041,34.002,17.067,1.634798404,1.176190943,5.758,6.166,8.001,6.711,5.746,2.443,41353.1,-22901.1,9973.6,712.414248,8685.9,1432.047,71.647,,466.1,1488.9,212.704254,-54.9,,28.2,4.834326,,899,,871,115.843,711,853,43125,41916.1,515.148869,38203,1560.944697,0.4563994159,11.23279623,0.8023586349,1.75801854,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,41353.1,2953.851933,1577.2,225.318792,28.2,4.834326,899,119.567,1992,43978.1,540.490849,3844.0629,0.7684192506,4135.31,4.657405008,3.326784397,4.329387108,,39061.3,3906.13,
6408,8,Ningxia,2008,75427808,1153.7,558.09998,16,20,0.030999999,0.094999999,0.889,0.0089999996,0.048,0.043000001,8.0100002,0.31400001,0,7.0507293,18.138687,-0.48748696,-0.49542829,-0.6452508,-0.58244067,1.2817204,-0.9033621,-0.65860856,-0.59698254,0.58596814,-0.39660117,-0.43663731,0.9243207,0.49980164,617.69,277.84,0.44980493,17.506701,0.053932086,0,-13,0,0,0,0,0,0,0,0,0.48374793,20448.0,31.918,13.717,1.89458333,1.158909456,5.476,6.165,7.449,7.539,4.462,3.364,42874.8,-23845.7,10442.3,745.893489,9153.2,1877.5,99.1,-0.5,578,1733,247.57638,12.4,,125.8,21.565894,99.2,1100,,1053,140.049,825,-22,43984.01,42181.94,518.4160426,38024,1673.500806,0.4457084732,9.051139811,0.6465229167,1.450551102,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,42869.7,3062.182671,1877.49,268.2182214,125.8,21.565894,1100,146.3,2281,43961.94,540.2922426,4038.559029,0.7582364524,4286.97,3.715844674,2.65422785,3.500527892,,43952.5,4395.25,
6409,8,Ningxia,2009,82026360,1284.8,593.0,12,23,0.037,0.103,0.921,0.0089999996,0.055,0.046999998,6.7719998,0.47299999,0,7.1583586,18.222551,-0.48845977,-0.49470583,0.089545049,-0.246619,1.3471422,-0.9033621,-0.09427274,-0.23066932,0.38656598,0.17590135,-0.61463684,0.95352942,0.50288135,625.20001,288.22,0.46100447,22.5874,0.052241825,0,-12,0,0,0,0,0,0,0,0,0.46155041,21542.367,27.835,11.573,1.796948166,0.948466155,5.791,6.102,8.303,7.539,4.324,2.65,54453.65202,-24061.463,10820.3,772.894029,9427.49,1920.93721,110.70321,-0.657,663.258,1789.687,255.6746848,8.465,,200.941,34.44731563,179.805,1197.45,,1153.25,153.38225,713.72,1536.662,44759.15,44514.76,547.0864004,39919.47,1763.48468,0.438276577,8.421777709,0.6015675817,1.372575249,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,47585.313,3399.018908,1891.803,270.2629766,200.941,34.44731563,1197.74,159.29942,2465.262,46295.81,568.9755049,4432.004125,0.7669259351,4758.5313,3.703713652,2.645562662,3.449567345,,56692.42302,5669.242302,
6410,8,Ningxia,2010,107014480,1595.3,733.40002,31,39,0.035999998,0.097000003,0.67000002,0.017000001,0.050000001,0.044,6.9349999,0.26199999,0,7.3748169,18.488474,-0.48383895,-0.49085256,-0.032921158,-0.49848512,0.83399022,-0.66082466,-0.49736974,-0.50540429,0.41282007,-0.1940672,-0.46389306,0.60608602,0.48098221,632.96002,303.19,0.4790034,30.7857,0.055218164,0,-11,0,0,0,0,0,0,0,0,0.45972544,21977.0,28.0,19.7,1.954377785,1.087609438,5.345,4.672,8.165,7.539,3.845,0.229,57638.45443,-29604.69012,12038.28307,859.8945597,10637.79107,2032.701089,83.043,-3.31286,625.98712,1923.27262,274.7587265,-50.24184,,145.15214,24.88343136,123.13214,1547.6629,,1418.7657,188.6958381,872.7657,-2620.68,57297.2601,52758.8824,648.4066647,47529.6324,1996.63922,0.430670975,7.546093569,0.5390174636,1.251576017,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,57649.20729,4117.882877,2041.05182,291.584663,145.15214,24.88343136,1547.5057,205.8182581,3078.14,54676.9324,671.9794992,5312.148729,0.7751821508,5764.920729,3.613690672,2.581259247,3.329874462,-29.92,68076.23032,6807.623032,
6411,8,Ningxia,2011,126847176,1959.3,919.79999,41,39,0.035999998,0.107,0.64899999,0.017999999,0.052999999,0.050999999,5.0079999,0.34599999,0,7.5803428,18.658493,-0.48140693,-0.49085256,-0.032921158,-0.078708164,0.79105717,-0.63050753,-0.25551158,0.13564421,0.1024422,0.16600408,-0.59142208,0.47615126,0.48085573,648.0,318.57001,0.49162036,35.23,0.049907211,0,-10,0,0,0,0,0,0,0,0,0.46945336,19285.0,38.787,19.822,2.089186553,1.068977845,5.019,4.573,8.274,7.539,4.632,-0.22,79458.32047,-50940.86249,12487.01243,891.9472979,11162.13043,1990.787227,83.21466,-7.65111,612.23498,1897.695882,271.1048337,-42.81399,,79.78867,13.6781717,60.75467,1857.6261,,1655.03958,220.1202641,1077.2151,-24233.98105,96687.8829,69590.7734,855.2706051,63859.5534,2252.121172,0.39604765,6.373200852,0.4552377369,1.149451933,0,56893.46012,0,11446.97387,0,0.7746326018,0,0.4276759188,0,-32113.1789,-0,1.306038575,0,0.5605864247,0,79469.62018,5676.514969,1988.235735,284.039357,79.78867,13.6781717,1857.74228,247.0797232,3600.62895,72453.9134,890.4585957,7111.770817,0.7981858689,7946.962018,4.056021037,2.897215827,3.629750838,-76.99,81238.50479,8123.850479,
6412,8,Ningxia,2012,124387528,2162.0,992.5,66,73,0.035,0.109,0.50300002,0.016000001,0.059999999,0.052000001,2.7720001,0.32300001,0,7.6787891,18.638912,-0.4753269,-0.48266441,-0.15538691,0.0052470979,0.49257037,-0.69114184,0.30882424,0.22722276,-0.2577056,0.30219492,-0.69624573,0.14356701,0.46895492,659.0,327.92999,0.4976176,35.3727,0.040923499,0,-9,0,0,0,0,0,0,0,0,0.45906568,16548.0,38.438,18.072,2.012301741,0.963198685,4.978,5.103,8.552,7.539,4.434,1.822,80764.8388,-49783.0583,12779.75404,912.8578311,11525.35071,2520.58971,102.845,-5.86055,633.76513,1998.010797,285.4358225,-213.30145,,34.0624,5.839317232,16.4624,2249.1428,,1891.4923,251.5684759,1280.6923,-21038,95218,71460,878.2434,65240,2333.944847,0.3911222805,5.911079574,0.422228414,1.079530457,1,56893.46012,56893.46012,11446.97387,11446.97387,0.7746326018,0.7746326018,0.4276759188,0.4276759188,-32113.1789,-32113.1789,1.306038575,1.306038575,0.5605864247,0.5605864247,80553.67777,5753.949203,2514.928514,359.2826875,40.92064,7.015025315,2047.996268,272.3835036,6483,74180,911.6722,7304.302619,0.787747921,8055.367777,3.725887038,2.661401111,3.378493348,-56.38,85976.6,8597.66,
6413,8,Ningxia,2013,128478800,2364.8999,1059.5,166,92,0.039000001,0.121,0.54299998,0.012,0.059999999,0.055,3.5050001,0.48699999,0,7.7684908,18.671274,-0.45100677,-0.47808865,0.33447701,0.50897962,0.5743475,-0.81241053,0.30882424,0.50195771,-0.13964282,0.67659265,-0.81188971,0.32250991,0.47780457,666.0,340.23999,0.51087087,32.928501,0.035695553,0,-8,0,0,0,0,0,0,0,0,0.4480105,15708.0,36.82,21.291,2.026383913,1.006998042,5.492,5.104,8.815,7.539,4.688,2.172,85336.53638,-51867.91224,13521.52916,965.8428281,12679.02583,2647.25991,73.928,-3.91514,698.41701,2040.882677,291.5604992,-243.0366,,68.96605,11.82284995,53.06605,2452.218665,,1779.558474,236.681277,1188.4972,-21656.24,101160,76850.93,944.4979297,69848.21,2450.405384,0.3941563443,5.717590482,0.4084074882,1.036156069,1,56893.46012,56893.46012,11446.97387,11446.97387,0.7746326018,0.7746326018,0.4276759188,0.4276759188,-32113.1789,-32113.1789,1.306038575,1.306038575,0.5605864247,0.5605864247,85335.12287,6095.487827,2636.917177,376.7099879,68.96605,11.82284995,1956.722353,260.244073,9315.81,79503.76,977.1012104,7721.365948,0.789431283,8533.512287,3.608403166,2.577482382,3.264986373,-26.2,87999.8,8799.98,
