uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2,sec_pctg,industrial_wastewater,industrial_so2,industrial_solid_waste,gtfp_level,gml_index,market_index,market_gov_relation,market_npoe_dev,market_product_dev,market_factor_dev,market_legal_env,coal_available_total,coal_thermal_power_input,coal_terminal,coal_terminal_10k_tce_approx,coal_terminal_industry,oil_available_total,oil_primary_production,oil_thermal_power_input,oil_terminal_industry,oil_terminal,oil_terminal_10k_tce_approx,lpg_available_total,lpg_primary_production,lpg_terminal,lpg_terminal_10k_tce_approx,lpg_terminal_industry,gas_available_total,gas_primary_production,gas_terminal,gas_terminal_10k_tce_approx,gas_terminal_industry,electricity_available_total,electricity_thermal_power_input,electricity_terminal,electricity_terminal_10k_tce_approx,electricity_terminal_industry,energy5_terminal_10k_tce_approx,coal_share_energy5_terminal_approx,coal_terminal_kt_per_gdp,coal_terminal_10k_tce_per_gdp_approx,energy5_terminal_10k_tce_per_gdp_approx,post2012,pre_coal_consumption_0811,post2012_x_pre_coal_consumption,pre_coal_terminal_0811,post2012_x_pre_coal_terminal,pre_coal_share_energy5_0811_approx,post2012_x_pre_coal_share_energy5,pre_coal_share_energy5_terminal_0811_approx,post2012_x_pre_coal_share_energy5_terminal,pre_coal_thermal_power_input_0811,post2012_x_pre_coal_thermal_power_input,pre_energy5_terminal_intensity_0811_approx,post2012_x_pre_energy5_terminal_intensity,pre_coal_terminal_intensity_0811_approx,post2012_x_pre_coal_terminal_intensity,coal_consumption,coal_consumption_10k_tce_approx,oil_consumption,oil_consumption_10k_tce_approx,lpg_consumption,lpg_consumption_10k_tce_approx,gas_consumption,gas_consumption_10k_tce_approx,electricity_primary_production,electricity_consumption,electricity_consumption_10k_tce_approx,energy5_consumption_10k_tce_approx,coal_share_energy5_consumption_approx,coal_consumption_10k_ton,coal_consumption_10k_ton_per_gdp,coal_consumption_10k_tce_per_gdp_approx,energy5_consumption_10k_tce_per_gdp_approx,gas_thermal_power_input,coal_primary_production,coal_primary_production_10k_ton,lpg_thermal_power_input
4409,13,Guangdong,2009,420275360,40215.699,19439.699,2240,1986,0.030999999,0.093999997,0.021,0.054000001,0.052000001,0.046,1.1619999,0.198,0,10.602013,19.856421,0.053392828,-0.021959728,-0.6452508,-0.6244185,-0.49284512,0.46091071,-0.33613086,-0.32224753,-0.51702493,-0.63751829,0.25360981,-0.67301255,0.25362322,10130.19,6422.54,0.63399994,100.7979,0.023255477,0,-12,0,0,0,0,0,0,0,0,0.48338583,188843.887,101.258,35.335,1.501834944,0.996026498,9.244,9.585,10.948,10.335,8.014,7.344,136472.6,-82096.4,48124.4,3437.525892,46494.5,52770.4,13451.4,-2096.5,24004.7,50739.4,7248.630684,4925,,6527.3,1118.975039,1673.5,11286,5843,6339,843.087,4944,146674,214290,342418,4208.31722,220643,16856.53583,0.2039283709,1.196657057,0.08547721356,0.419153123,0,153421.025,0,50536.725,0,0.4258200791,0,0.2115260601,0,-96079.85,-0,0.3869797366,0,0.08165484215,0,136472.6,9748.237818,52770.4,7538.779344,6528.5,1119.180755,11286,1501.038,52335,360964,4436.24756,24343.48348,0.4004454756,13647.26,0.3393515552,0.2423988159,0.6053228984,-4721,,,
4410,13,Guangdong,2010,462201728,46821.301,22917.4,2797,2859,0.033,0.104,0.024,0.101,0.052999999,0.046999998,0.96200001,0.27900001,0,10.754093,19.951511,0.18885598,0.18828344,-0.40031886,-0.20464122,-0.48671183,1.8858178,-0.25551158,-0.23066932,-0.54923856,-0.50470018,0.78956211,-0.70509249,0.25436383,10440.94,6909.8101,0.66179961,239.1606,0.04411301,0,-11,0,0,0,0,0,0,0,0,0.48946527,187031.0,98.9,35.7,1.525062516,1.015466129,9.835,10.124,11.858,10.335,10.793,7.713,159836.2,-99387.5,52294.7,3735.410421,50585.1,55634.4,12871.5,-1096.3,20537.9,52254.6,7465.092156,4455.2,,6353.6,1089.197648,1854.3,6138,7836,2717,361.361,1587,147020,258993,384307,4723.13303,255772,17374.19425,0.2149976204,1.116899763,0.07978015009,0.3710745724,0,153421.025,0,50536.725,0,0.4258200791,0,0.2115260601,0,-96079.85,-0,0.3869797366,0,0.08165484215,0,159836.2,11417.09977,55634.4,7947.930384,6353.6,1089.197648,6138,816.354,61342,406013,4989.89977,26260.48157,0.4347635339,15983.62,0.3413749652,0.2438441377,0.5608661231,-3404,,,
4411,13,Guangdong,2011,519080544,54009.602,26161.1,3175,3497,0.034000002,0.109,0.021,0.111,0.055,0.046999998,0.89300001,0.25799999,0,10.896917,20.06757,0.2807861,0.34193194,-0.27785265,0.0052470979,-0.49284512,2.1889894,-0.09427274,-0.23066932,-0.56035221,-0.40718079,0.956792,-0.69265145,0.26591924,10756.0,6985.8198,0.64948124,232.62,0.034655266,0,-10,0,0,0,0,0,0,0,0,0.4843787,178626.0,82.595,26.392,1.873576032,1.228524084,9.888,10.037,11.697,10.335,10.956,7.742,184393.7,-119822.7,56252.6,4018.123218,54537.6,54622.1,11527.7,-451.9,17524.2,52127.9,7446.991794,5139,,6973.7,1195.501391,1934.4,7453,8328,3615,480.795,1696,134659,305243,420155,5163.70495,276275,18305.11635,0.2195082042,1.041529615,0.07439646043,0.3389233705,0,153421.025,0,50536.725,0,0.4258200791,0,0.2115260601,0,-96079.85,-0,0.3869797366,0,0.08165484215,0,184393.7,13171.24199,54622.1,7803.313206,7478.6,1282.056398,7453,991.249,65071,439902,5406.39558,28654.25617,0.4596609282,18439.37,0.3414091072,0.2438685253,0.5305400356,-3819,,,
4412,13,Guangdong,2012,528102848,58057.602,27346.1,4223,4524,0.039999999,0.114,0.024,0.094999999,0.061000001,0.050999999,0.82200003,0.44999999,0,10.969191,20.084801,0.5356611,0.58926266,0.45694274,0.21513572,-0.48671183,1.7039146,0.38944381,0.13564421,-0.57178801,0.069202296,0.88911384,-0.54681975,0.25877783,11041.0,7140.3599,0.64671314,235.4391,0.031868391,0,-9,0,0,0,0,0,0,0,0,0.47101671,186126.0,77.147,26.75,2.009868231,1.072744419,9.936,9.371,11.7,10.335,11.643,8.647,176339.5,-112798.5,55088.8,3934.992984,53382.1,54810.9,12092.9,-533.7,16394.9,51938.7,7419.962682,4458.4,,6358.2,1089.986226,1600.1,7670,8352,4407,586.131,2462,168758,293184,437318,5374.63822,280199,18405.71111,0.2137919562,0.9488645432,0.06777739432,0.3170249972,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,176339.5,12595.93049,54810.9,7830.285174,6358.2,1089.986226,7670,1020.11,70488,461942,5677.26718,28213.57907,0.4464492243,17633.95,0.3037319729,0.2169557484,0.4859583947,-3249,,,
4413,13,Guangdong,2013,551722944,63757.301,29343.0,5493,5053,0.039000001,0.111,0.02,0.123,0.059,0.048999999,0.77600002,0.27200001,0,11.062839,20.128557,0.84452683,0.71666086,0.33447701,0.089202672,-0.49488956,2.5527956,0.22820497,-0.047512557,-0.57919717,-0.18923177,1.4048889,-0.60125118,0.22859335,11270.0,7212.3701,0.63996184,307.7778,0.036592297,0,-8,0,0,0,0,0,0,0,0,0.46022964,170463.0,73.2,29.666,2.166356774,1.077860101,10.237,9.348,11.893,10.335,12.066,8.758,171067.8,-116300.7,44682.3,3191.656689,41929.8,51782.5,12917.8,-412.2,14974.3,49293.9,7042.126554,3302.3,,5364.7,919.670521,1654.3,8531,7526,5297,704.501,2901,185673,297340,455558,5598.80782,293207,17456.76258,0.1828321073,0.7008185619,0.05005946988,0.2738002128,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,171067.8,12219.37295,51782.5,7397.64795,5364.7,919.670521,8531,1134.623,81288,483013.2,5936.232228,27607.54665,0.4426098815,17106.78,0.2683109186,0.1916544891,0.4330099646,-3209,,,
4414,13,Guangdong,2014,552862336,69593.398,31930.4,5926,6277,0.039999999,0.112,0.022,0.1,0.057,0.050000001,0.72899997,0.23899999,0,11.150425,20.130619,0.94983298,1.0114348,0.45694274,0.13118047,-0.49080068,1.8555006,0.066966116,0.044065997,-0.58676738,-0.17331396,1.3608283,-0.53028017,0.23920068,11489.0,7292.3198,0.63472193,259.03671,0.02830187,0,-7,0,0,0,0,0,0,0,0,0.45881364,177554.0,69.91,39.533,2.052322127,0.947361096,10.445,10.482,11.991,10.233,12.271,11.546,170137.1,-109319.7,49454.1,3532.506363,47671.4,53195.7,12453.9,-441.4,14225.7,49894.6,7127.942556,3679.6,,5856.7,1004.014081,1768.9,9796,8366,5678,755.174,3257,230242,293281,496065,6096.63885,318010,18516.27585,0.1907784477,0.7106148201,0.0507592166,0.2660636839,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,170137.1,12152.89305,53195.7,7599.537702,5856.7,1004.014081,9796,1302.868,87352,523523,6434.09767,28493.4105,0.4265159149,17013.71,0.2444730461,0.1746270968,0.4094269186,-4088,,,
4415,13,Guangdong,2015,546155392,75820.797,33913.801,8161,9119,0.039999999,0.124,0.021,0.126,0.061999999,0.052000001,0.74900001,0.31900001,0,11.236128,20.118414,1.4933879,1.695869,0.45694274,0.63491267,-0.49284512,2.6437471,0.47006309,0.22722276,-0.58354598,-0.03784265,2.0846961,-0.44334662,0.2253924,11678.0,7454.3501,0.6383242,322.32999,0.025127457,0,-6,0,0,0,0,0,0,0,0,0.4472889,161455.0,64.9,29.957,2.164046548,1.054438053,11.076,9.791,12.171,10.188,12.989,11.574,165873.2,-103847.6,49426.3,3530.520609,47606.9,56192.4,15726.1,-444.4,14659.4,53153.7,7593.537582,4797.9,,6756.2,1158.215366,1358.8,11184,11681,5860,779.38,3405,237703,293366,507478,6236.90462,320154,19298.55818,0.1829421958,0.6518831502,0.04656401342,0.2545285587,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,165873.2,11848.32268,56192.4,8027.646264,7360.6,1261.827658,11082.708,1474.000164,110112,531069,6526.83801,29138.63478,0.406619005,16587.32,0.2187700559,0.156267451,0.3843092652,-5159,,,
4416,13,Guangdong,2016,548850880,83493.398,35499.199,12767,12327,0.039000001,0.125,0.021,0.115,0.064000003,0.057,0.68300003,0.25999999,0,11.332522,20.123337,2.6135733,2.4684465,0.33447701,0.67689043,-0.49284512,2.3102582,0.63130224,0.6851145,-0.59417647,-0.080773301,2.8049941,-0.27597493,0.32312068,11908.0,7611.3101,0.63917619,297.45001,0.022121673,0,-5,0,0,0,0,0,0,0,0,0.42517373,134000.0,24.751,75.555,2.412808449,1.114952195,10.49,7.848,12.094,9.831,11.47,11.209,161352.9,-100638.2,44036.7,3145.541481,42143.5,59420.9,15331.5,-479.9,13647.5,56973.8,8139.277068,4750.6,,7205.7,1235.273151,1450.2,12734,7925,6242,830.186,3682,263910,297103,536985,6599.54565,336237,19949.82335,0.1576726483,0.5274273302,0.0376741342,0.238938932,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,161352.9,11525.43765,59420.9,8488.869774,7581.6,1299.713688,12729.032,1692.961256,129198,561013,6894.84977,29901.83214,0.385442524,16135.29,0.1932522856,0.1380401077,0.3581340903,-6420,,,
4417,13,Guangdong,2017,550385216,93004.797,38536.602,17502,18834,0.039000001,0.126,0.018999999,0.18000001,0.064999998,0.057999998,0.60500002,0.315,1,11.440407,20.126129,3.7651317,4.0355167,0.33447701,0.71886826,-0.496934,4.2808743,0.71192122,0.77669269,-0.60673976,-0.41605872,4.6567669,-0.20202196,0.18968873,12141.0,7801.5498,0.64257884,433.23001,0.028810013,0,-4,0,0,0,0,0,0,0,0,0.41435069,130264.85,17.944,51.612,4.076635598,1.689581118,10.61,7.817,12.196,9.831,12.011,11.195,171721,-115105.9,37478.6,2677.096398,35566.3,62117.6,15562.9,-464.6,13613.5,57543.7,8220.692982,4953.1,,7001.7,1200.301431,1265.6,13878,8923,6846,910.518,4218,262616,333281,573213,7044.78777,358844,20053.39658,0.133498402,0.4029749132,0.02878449805,0.2156167986,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,171721,12266.03103,62117.6,8874.120336,7940.7,1361.274201,13878,1845.774,120400,595897,7323.57413,31670.7737,0.3872981174,17172.1,0.1846367129,0.131886004,0.3405283891,-6916,,,
4418,13,Guangdong,2018,571610752,101875.9,41398.5,22807,21962,0.041999999,0.13699999,0.02,0.199,0.072999999,0.064000003,0.58700001,0.44800001,1,11.53151,20.163969,5.055315,4.7888279,0.70187467,1.1806227,-0.49488956,4.8569007,1.3568766,1.3261634,-0.60963899,-0.097407669,5.6135392,-0.001578796,0.17162715,12348.0,8021.6201,0.64962912,567.40997,0.036073539,0,-3,0,0,0,0,0,0,0,0,0.40636206,122499.77,14.354,59.363,4.074279388,0.999422021,10.854,7.783,12.139,9.831,12.992,11.527,170675.1,-117486.5,34333.3,2452.427619,32603.9,64425.5,13935.3,-384.5,16090.4,60935.9,8705.302674,4584.5,,7271.7,1246.587531,1397,15210,10250,7728,1027.824,5047,285986,346349,607275,7463.40975,372129,20895.55157,0.117366015,0.3370110105,0.02407269648,0.2051078967,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,170675.1,12191.32239,64425.5,9203.82693,8348.5,1431.183355,15210,2022.93,127612,632335,7771.39715,32620.65982,0.3737300979,17067.51,0.1675323605,0.119668365,0.320199967,-7062,,,
4419,13,Guangdong,2019,578728128,110468.1,43528.602,21191,25154,0.041000001,0.133,0.018999999,0.26899999,0.068999998,0.061999999,0.54699999,0.30700001,1,11.612482,20.176344,4.6623015,5.5575519,0.57940894,1.0127121,-0.496934,6.9791021,1.0343989,1.1430062,-0.61608171,-0.46296877,6.5164042,-0.13891378,0.17550732,12489.0,8226.0,0.65865964,747.43878,0.043209918,0,-2,1,0,0,0,0,0,0,0,0.39403775,129870.48,11.333,56.42,3.420675617,0.839578068,11.342,7.833,12.174,8.139,14.896,13.669,168338.7,-111703.8,37256.4,2661.224652,35623.5,64170.6,14750.7,-551.6,14234.4,58552,8364.73872,4497.2,,7462.5,1279.296375,1732.8,16176,11208,7905,1051.365,5609,326196,343389,644015,7914.94435,381598,21271.5691,0.1251071155,0.3372593536,0.02409043563,0.1925584771,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,168338.7,12024.43334,64170.6,9167.411916,9110.7,1561.847301,16176,2151.408,161714,669585,8229.19965,33134.30021,0.3628998731,16833.87,0.1523867071,0.1088498249,0.2999445108,-7591,,,
4420,13,Guangdong,2020,600456000,113708.9,43756.398,22988,31283,0.048999999,0.148,0.02,0.16599999,0.075999998,0.064999998,0.54799998,0.51300001,1,11.641397,20.2132,5.0993342,7.0335889,1.5591363,1.6423777,-0.49488956,3.8564336,1.5987347,1.4177412,-0.61592066,0.16601649,6.2159677,0.28584298,0.17092061,12623.61,9360.4102,0.74150026,517.75549,0.029703511,0,-1,0,0,0,0,0,0,0,0,0.38481069,137241.19,10.13,10.821,2.93297492,0.857425622,11.342,7.833,12.174,8.139,14.896,13.669,165141.4,-109194.4,36697.9,2621.330997,35143.7,61921.8,16131.5,-637.3,14801.1,55781.7,7968.973662,3102.8,,6189.1,1060.997413,1411.3,21258,13159,11137,1481.221,7495,332300,360312,670228,8237.10212,391778,21369.62519,0.1226662131,0.3227355115,0.02305299758,0.1879327404,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,165141.4,11796.0502,61921.8,8846.148348,7747.7,1328.188211,21258,2827.314,162279,692612,8512.20148,33309.90224,0.3541304359,16514.14,0.1452317277,0.1037390231,0.2929401502,-9145,,,
4421,13,Guangdong,2021,640688576,127577.4,49977.199,25518,26552,0.048,0.14300001,0.018999999,0.17200001,0.074000001,0.061000001,0.51700002,0.34599999,1,11.756478,20.278053,5.7146339,5.8942299,1.4366705,1.4324894,-0.496934,4.0383372,1.4374962,1.0514281,-0.62091374,-0.032271877,6.1052165,0.19818695,0.13453674,12684.0,9466.0,0.74629456,493.5502,0.02704828,0,0,0,1,0,0,0,0,0,0,0.39174023,144611.91,8.211,8.521,4.093168522,1.395568879,11.342,7.833,12.174,8.139,14.896,13.669,200353.2,-149299.8,27722.3,1980.203889,26433,60225.8,17446.8,-535.6,15620,54041.2,7720.325832,3134.6,,6084.8,1043.117264,1024.2,28546,13248,14197,1888.201,9493,322806,463857,762434,9370.31386,439111,22002.16185,0.09000042373,0.2172978913,0.01552158838,0.1724612812,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,200353.2,14311.22908,60225.8,8603.857788,8171.8,1400.891674,28546,3796.618,166766,786663,9668.08827,37780.68481,0.3787975033,20035.32,0.1570444295,0.112176836,0.2961393226,-12739,,,
4422,13,Guangdong,2022,634197568,132547.09,51341.398,25260,23173,0.048999999,0.139,0.018999999,0.17,0.074000001,0.059999999,0.45699999,0.32600001,1,11.794693,20.267872,5.6518879,5.080471,1.5591363,1.2645782,-0.496934,3.9777026,1.4374962,0.95984948,-0.6305778,0.027749514,5.6947846,0.13257708,0.13917926,12657.0,9465.0,0.74780756,464.88699,0.025084173,0,1,0,0,1,0,0,0,0,0,0.38734457,101116.529,7.242,8.385,4.085104931,0.998029988,11.342,7.833,12.174,8.139,14.896,13.669,198419.4,-147129,25738,1838.46534,25110.8,54914.4,18846.2,-420.7,15996.8,48902.8,6986.254008,4988.1,,7860.3,1347.491229,1877.9,29569,12439,15070,2004.31,9376,340117,446917,761692,9361.19468,431205,21537.71526,0.08536027699,0.1941800457,0.01387028067,0.1624910457,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,198419.4,14173.09774,54914.4,7845.071184,9673.1,1658.259533,29569,3932.677,189653,787034,9672.64786,37281.75332,0.380161781,19841.94,0.1496972887,0.1069287733,0.2812717602,12638,,,
4423,13,Guangdong,2023,690722560,137905.41,52679.5,26996,21662,0.048999999,0.13699999,0.02,0.167,0.072999999,0.061000001,0.396,0.31900001,1,11.834323,20.353249,6.0740852,4.7165794,1.5591363,1.1806227,-0.49488956,3.8867509,1.3568766,1.0514281,-0.64040297,0.003714313,5.6987982,0.1361126,,12706.0,9583.0,0.75421059,444.64999,0.024000069,0,2,0,0,0,1,0,0,0,0,0.38199735,96226.09,5.957,8.168,4.122265651,1.009096638,11.342,7.833,12.174,8.139,14.896,13.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,153421.025,153421.025,50536.725,50536.725,0.4258200791,0.4258200791,0.2115260601,0.2115260601,-96079.85,-96079.85,0.3869797366,0.3869797366,0.08165484215,0.08165484215,,,,,,,,,,,,,,,,,,,,,
4500,14,Guangxi,2000,94638536,2096.7,730.90002,22,41,0.02,0.064999998,0.213,0.0080000004,0.033,0.030999999,9.8219995,0.109,0,7.6481199,18.365576,-0.48602775,-0.4903709,-1.9923763,-1.8417718,-0.10031448,-0.93367922,-1.8678998,-1.6959231,0.87782305,-1.9470265,-0.063858107,0.040644538,,4751.0,,,,,0,-21,0,0,0,0,0,0,0,0,0.34859544,81571.0,80.049,115.872,1.0,1.0,4.375,7.797,3.262,6.082,1.85,1.937,22284.3,-6582.2,14417.9,1029.870597,13869.5,2742.2,32.9,-6.2,460.9,2717.1,388.164906,299.2,,352.7,60.463361,6.6,,,,,,20181,12021,29519,362.78851,21141,1841.287374,0.5593209466,6.876472552,0.4911864344,0.8781835141,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,,,,,,,,,16887,,,,,,,,,,7076.7,707.67,
4501,14,Guangxi,2001,99131712,2302.8,769.20001,25,33,0.023,0.074000001,0.301,0.0080000004,0.037999999,0.035999998,9.3859997,0.324,0,7.7418809,18.411961,-0.48529816,-0.49229753,-1.6249784,-1.4639723,0.079595387,-0.93367922,-1.4648029,-1.2380314,0.80759746,-1.4706569,-0.19619338,0.18393041,,4788.0,,,,,0,-20,0,0,0,0,0,0,0,0,0.33402812,90512.0,66.262,54.102,1.041486275,1.041486275,3.76,7.486,3.294,4.217,1.866,1.799,22888.2,-6902.9,14667.9,1047.728097,14110.3,3304.1,32.5,-6,548.9,3245,463.5807,356.1,,430,73.7149,7.6,,,,,,21081,12110,30613,376.23377,21416,1961.257467,0.5342124196,6.369593538,0.4549800664,0.8516838054,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,,,,,,,,,17609,,,,,,,,,,6135.1,613.51,
4502,14,Guangxi,2002,104441872,2552.8,844.79999,37,48,0.026000001,0.071999997,0.211,0.011,0.035999998,0.035,9.9320002,0.198,0,7.8449459,18.464142,-0.48237973,-0.4886851,-1.2575804,-1.547928,-0.10440335,-0.84272772,-1.6260417,-1.3296096,0.89554065,-1.4871562,-0.16476481,0.12210398,,4822.0,,,,,0,-19,0,0,0,0,0,0,0,0,0.33093074,97126.0,64.619,88.066,1.105678378,1.061635093,4.528,7.912,3.991,6.786,2.15,1.837,21330.9,-7113.5,12675,905.37525,12193.8,3896.9,35,-8.7,706.6,3823.5,546.22521,425,,472.6,81.017818,5.4,,,,,,22626,13069,32994,405.49626,22880,1938.114538,0.467142283,4.965136321,0.3546596874,0.7592112731,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,,,,,,,,,18634,,,,,,,,,,4367.5,436.75,
4503,14,Guangxi,2003,119919256,2833.6001,955.09998,37,44,0.027000001,0.075999998,0.21699999,0.0099999998,0.039000001,0.035,9.7510004,0.18700001,0,7.9493032,18.602329,-0.48237973,-0.48964843,-1.1351144,-1.3800172,-0.092136778,-0.87304491,-1.3841833,-1.3296096,0.86638737,-1.3338972,-0.21970205,0.13977093,0.52434629,4857.0,,,,,0,-18,0,0,0,0,0,0,0,0,0.33706239,119291.0,83.047,102.42,1.18181264,1.068857512,4.788,8.117,4.774,6.788,2.424,1.915,25914.7,-8318.4,15341.2,1095.821916,14763.9,4396.8,596.7,-3,615.8,4024.8,574.982928,515.4,58.2,515.1,88.303593,16.5,1,,,,,24461,17028,38242,469.99418,26941,2229.102617,0.4915977881,5.414031429,0.386724265,0.786668033,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,,,,,,,,,19263,,,,,,,,,,4434.7,443.47,
4504,14,Guangxi,2004,147368496,3348.8999,1151.1,38,59,0.028000001,0.082999997,0.223,0.013,0.044,0.037999999,7.77,0.289,0,8.1163874,18.808447,-0.48213655,-0.486036,-1.0126485,-1.0861732,-0.079870172,-0.78209335,-0.98108631,-1.0548745,0.54731178,-1.0311488,-0.30692774,0.02486008,0.51657861,4889.0,,,,,0,-17,0,0,0,0,0,0,0,0,0.34372482,122731.0,89.7,105.0,1.246652549,1.054864796,5.284,8.618,5.597,7.234,3.056,1.68,33667.1,-13050,16995.6,1213.995708,16178.3,5268.2,35.9,,992.9,5219.6,745.672056,551.2,,614.4,105.326592,30.2,2,,2,0.266,,25849,20143,42224,518.93296,30310,2584.193316,0.4697774352,5.074979996,0.3625058211,0.7716543919,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,33667.1,2404.840953,5268.2,752.615052,614.4,105.326592,2,0.266,17229,45686,561.48094,3824.529537,0.6287939287,3366.71,1.005318194,0.7180987861,1.142025636,,5212.9,521.29,
4505,14,Guangxi,2005,166502112,3789.5,1324.3,57,70,0.028000001,0.083999999,0.207,0.0089999996,0.041999999,0.037,6.6479998,0.15700001,0,8.2399893,18.930519,-0.4775157,-0.48338687,-1.0126485,-1.0441954,-0.11258107,-0.9033621,-1.1423252,-1.1464528,0.36659357,-1.0926093,-0.34167898,-0.090770215,0.56795031,4660.0,1566.6899,0.33619958,,,0,-16,0,0,0,0,0,0,0,0,0.34946564,145609.0,97.5,109.4,1.281570883,1.028009676,5.856,8.852,6.474,7.937,4.337,2.175,37349.3,-14350,18618,1329.88374,17741.4,6227.6,34.3,-20.2,1177.2,6061.2,865.903032,722.2,,777,133.20111,78.6,112,,112,14.896,,25982,25002,47196,580.03884,34190,2923.922722,0.4548286212,4.913049215,0.3509391054,0.7715853601,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,37339.9,2667.189057,6216,888.01776,777,133.20111,112,14.896,19582,50984,626.59336,4329.897287,0.6159936091,3733.99,0.9853516295,0.703836669,1.142603849,,7003.4,700.34,
4506,14,Guangxi,2006,178175344,4479.7998,1604.7,52,79,0.032000002,0.090999998,0.235,0.014,0.046,0.043000001,6.2030001,0.34200001,0,8.4073334,18.99828,-0.47873172,-0.48121941,-0.52278459,-0.75035155,-0.055337019,-0.75177622,-0.8198474,-0.59698254,0.29491839,-0.62347603,-0.43407083,-0.024669379,0.58080626,4719.0,1634.66,0.34639966,,,0,-15,0,0,0,0,0,0,0,0,0.35820797,128932.0,94.4,90.8,1.427139114,1.113585783,6.028,8.839,7.617,7.35,4.159,1.8,41727.2,-14900.1,21723,1551.67389,20690.7,6579.238,33.9,-13.5,726.6,6488.4,926.932824,815.4,,906.4,155.384152,56.9,122,,122,16.226,73,29980,27966,53692,659.87468,39116,3310.091546,0.4687706876,4.849100623,0.3463712575,0.7388927394,0,57787.8705,0,27912.425,0,0.6173573756,0,0.4507947883,0,-21167.15,-0,0.5451322094,0,0.2463555556,0,41728.6,2980.673898,6579.2,939.904512,906.4,155.384152,122,16.226,24369,57946,712.15634,4804.344902,0.6204121392,4172.86,0.93148359,0.6653587283,1.072446341,,6805.3,680.53,
