uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2,sec_pctg,industrial_wastewater,industrial_so2,industrial_solid_waste,gtfp_level,gml_index,market_index,market_gov_relation,market_npoe_dev,market_product_dev,market_factor_dev,market_legal_env
1217,7,Tianjin,2017,125890656,12468.2,4564.1001,2673,4121,0.045000002,0.132,0.104,0.044,0.068999998,0.063000001,1.538,0.36399999,0,9.4309368,18.650925,0.15869901,0.49220884,1.0692729,0.97073436,-0.3231574,0.15773892,1.0343989,1.2345848,-0.45646343,1.1010739,-0.056598727,-0.19086221,0.23569188,1410.0,1291.22,0.91575885,110.22,0.033577655,0,-4,0,0,0,0,0,0,0,0,0.36605924,14077.0,2.179,2.593,2.884858895,1.34702242,10.281,8.091,10.539,7.395,13.513,11.867
1218,7,Tianjin,2018,136320000,13411.1,4835.2998,2807,4321,0.046,0.12899999,0.081,0.024,0.064999998,0.057,1.404,0.169,0,9.5038376,18.730516,0.19128799,0.54037452,1.1917386,0.84480101,-0.3701793,-0.44860449,0.71192122,0.6851145,-0.47804651,0.86506951,-0.14000197,-0.228562,0.22606131,1383.0,1297.14,0.93791759,66.459999,0.021416893,0,-3,0,0,0,0,0,0,0,0,0.36054462,14891.0,1.661,2.242,3.153014444,1.092952744,10.402,7.903,10.733,7.395,13.871,12.108
1219,7,Tianjin,2019,142040960,14097.2,5016.8999,2693,4720,0.050000001,0.139,0.163,0.078000002,0.071999997,0.064000003,1.876,0.41499999,0,9.5537319,18.771626,0.16356304,0.63646501,1.6816025,1.2645782,-0.202536,1.1885228,1.276257,1.3261634,-0.40202245,1.4026833,0.24497381,-0.080687381,0.22203015,1385.0,1304.0,0.94151622,242.28571,0.068139985,0,-2,1,0,0,0,0,0,0,0,0.35587916,15066.7,1.596,1.938,3.13988031,0.99583442,9.417,7.113,11.269,0.587,15.096,13.019
1220,7,Tianjin,2020,139935792,14230.8,4966.6001,2610,6132,0.043000001,0.131,0.125,0.02,0.067000002,0.059,1.748,0.098999999,0,9.5631638,18.756695,0.14337732,0.9765147,0.82434088,0.92875659,-0.28022435,-0.56987321,0.87316036,0.86827129,-0.42263916,0.85727066,0.001690814,-0.1144184,0.22700904,1386.84,1174.65,0.8469975,60.718201,0.01926736,0,-1,0,0,0,0,0,0,0,0,0.34900358,11160.3,0.976,1.005,3.210217615,1.02240127,9.417,7.113,11.269,0.587,15.096,13.019
1221,7,Tianjin,2021,144835936,16093.2,5780.5,2538,4153,0.048,0.141,0.123,0.017000001,0.075999998,0.063000001,1.707,0.249,0,9.6861525,18.791113,0.12586683,0.49991533,1.4366705,1.3485339,-0.2843132,-0.66082466,1.5987347,1.2345848,-0.42924294,1.5180703,-0.42698395,-0.049238387,0.18763036,1373.0,1165.0,0.84850693,47.134998,0.014951399,0,0,0,1,0,0,0,0,0,0,0.35918897,11014.9,0.814,0.819,3.907923633,1.217339166,9.417,7.113,11.269,0.587,15.096,13.019
1222,7,Tianjin,2022,143018496,16588.5,6092.7002,2548,3564,0.046999998,0.14,0.122,0.017000001,0.075999998,0.063000001,1.597,0.23999999,0,9.716465,18.778484,0.12829885,0.35806742,1.3142043,1.306556,-0.28635764,-0.66082466,1.5987347,1.2345848,-0.44696042,1.4862731,-0.47942927,-0.077334404,0.17934194,1363.0,1160.0,0.85106385,29.056801,0.01064418,0,1,0,0,1,0,0,0,0,0,0.36728457,10142.636,0.623,0.743,4.117822904,1.053711201,9.417,7.113,11.269,0.587,15.096,13.019
1223,7,Tianjin,2023,151678320,17211.801,6080.6001,2754,3521,0.046999998,0.14,0.123,0.017000001,0.075000003,0.063000001,1.513,0.244,0,9.7533503,18.837273,0.17839833,0.34771183,1.3142043,1.306556,-0.2843132,-0.66082466,1.5181158,1.2345848,-0.46049011,1.4589838,-0.45577341,-0.083879188,,1364.0,1166.0,0.85483873,33.790001,0.01030051,0,2,0,0,0,1,0,0,0,0,0.35328087,9620.128,0.494,0.68,4.041153536,0.981381091,9.417,7.113,11.269,0.587,15.096,13.019
6400,8,Ningxia,2000,31782304,297.70001,121.4,8,8,0.022,0.071000002,2.1849999,0.0040000002,0.035,0.029999999,27.819,0.38999999,0,5.6960864,17.27442,-0.48943257,-0.49831823,-1.7474444,-1.5899054,3.9313021,-1.054948,-1.706661,-1.7875015,3.7765622,-1.2710621,0.24607864,3.9458399,,554.0,,,,,0,-21,0,0,0,0,0,0,0,0,0.40779307,10942.0,17.416,25.832,1.0,1.0,2.978,3.664,2.166,4.17,1.968,2.257
6401,8,Ningxia,2001,32949584,341.5,135.89999,11,10,0.024,0.072999999,1.84,0.0049999999,0.037,0.035,17.549999,0.45699999,0,5.8333478,17.31049,-0.48870298,-0.49783659,-1.5025125,-1.5059502,3.2259738,-1.0246308,-1.5454221,-1.3296096,2.1225557,-1.1089762,0.0059587378,2.7131357,,563.0,,,,,0,-20,0,0,0,0,0,0,0,0,0.3979502,10450.0,16.878,8.815,1.000225319,1.000225319,2.875,4.409,1.437,4.701,1.572,1.961
6402,8,Ningxia,2002,37258516,381.79999,153.10001,5,9,0.026000001,0.077,1.75,0.0049999999,0.037,0.035999998,22.714001,0.44999999,0,5.9448967,17.433392,-0.49016216,-0.49807742,-1.2575804,-1.3380393,3.041975,-1.0246308,-1.5454221,-1.2380314,2.9543107,-0.97406489,0.031402703,3.0641987,,572.0,,,,,0,-19,0,0,0,0,0,0,0,0,0.40099531,11534.0,18.722,21.161,1.130405346,1.130150701,3.359,4.91,2.726,4.785,2.411,1.926
6403,8,Ningxia,2003,44936720,448.39999,191.8,7,8,0.029999999,0.083999999,1.7029999,0.0049999999,0.043000001,0.039000001,16.443001,0.64200002,0,6.1056857,17.620766,-0.48967576,-0.49831823,-0.76771677,-1.0441954,2.9458866,-1.0246308,-1.0617056,-0.96329606,1.9442539,-0.562792,-0.1868113,2.55299,0.67680705,580.0,,,,,0,-18,0,0,0,0,0,0,0,0,0.42774311,10740.0,25.837,28.966,1.173816455,1.038403135,4.344,5.609,4.727,5.865,3.594,1.819
6404,8,Ningxia,2004,51104224,527.29999,232.60001,6,13,0.029999999,0.082999997,1.37,0.0049999999,0.043000001,0.039999999,12.573,0.47400001,0,6.2677698,17.749378,-0.48991898,-0.49711409,-0.76771677,-1.0861732,2.2650914,-1.0246308,-1.0617056,-0.87171781,1.3209209,-0.63652992,-0.26996297,1.8317752,0.38638493,588.0,,,,,0,-17,0,0,0,0,0,0,0,0,0.44111514,9510.0,26.0,16.7,1.30651709,1.113050583,4.52,6.31,6.658,3.644,4.167,1.74
6405,8,Ningxia,2005,56099788,587.20001,259.79999,2,19,0.028000001,0.082999997,1.3710001,0.0049999999,0.046,0.037,11.28,0.34200001,0,6.3753657,17.842642,-0.49089178,-0.49566913,-1.0126485,-1.0861732,2.2671361,-1.0246308,-0.8198474,-1.1464528,1.1126601,-0.71925396,-0.26426211,1.7085431,0.57408828,596.20001,252.07001,0.42279437,,,0,-16,0,0,0,0,0,0,0,0,0.44243866,21411.0,30.2,19.2,1.228581298,0.940348433,4.817,6.233,6.243,5.097,4.769,2.332
6406,8,Ningxia,2006,70225416,691.59998,321.89999,16,17,0.032000002,0.090999998,1.3710001,0.0060000001,0.048999999,0.041999999,8.7250004,0.53299999,0,6.5390077,18.067221,-0.48748696,-0.49615079,-0.52278459,-0.75035155,2.2671361,-0.9943136,-0.57798928,-0.68856108,0.7011317,-0.29346538,-0.41523015,1.5646739,0.5150491,603.72998,259.60001,0.42999354,,,0,-15,0,0,0,0,0,0,0,0,0.46544245,18500.0,35.0,18.5,1.389909023,1.131312209,5.592,6.221,7.478,5.641,6.285,2.163
6407,8,Ningxia,2007,76330672,887.90002,422.0,6,17,0.032000002,0.094999999,1.086,0.0070000002,0.050000001,0.041999999,7.7259998,0.417,0,6.7888594,18.150585,-0.48991898,-0.49615079,-0.52278459,-0.58244067,1.6844732,-0.96399641,-0.49736974,-0.68856108,0.54022479,-0.293679,-0.46176961,1.1484168,0.42813775,610.25,268.63,0.44019663,12.7629,0.052770983,0,-14,0,0,0,0,0,0,0,0,0.47527874,21089.041,34.002,17.067,1.634798404,1.176190943,5.758,6.166,8.001,6.711,5.746,2.443
6408,8,Ningxia,2008,75427808,1153.7,558.09998,16,20,0.030999999,0.094999999,0.889,0.0089999996,0.048,0.043000001,8.0100002,0.31400001,0,7.0507293,18.138687,-0.48748696,-0.49542829,-0.6452508,-0.58244067,1.2817204,-0.9033621,-0.65860856,-0.59698254,0.58596814,-0.39660117,-0.43663731,0.9243207,0.49980164,617.69,277.84,0.44980493,17.506701,0.053932086,0,-13,0,0,0,0,0,0,0,0,0.48374793,20448.0,31.918,13.717,1.89458333,1.158909456,5.476,6.165,7.449,7.539,4.462,3.364
6409,8,Ningxia,2009,82026360,1284.8,593.0,12,23,0.037,0.103,0.921,0.0089999996,0.055,0.046999998,6.7719998,0.47299999,0,7.1583586,18.222551,-0.48845977,-0.49470583,0.089545049,-0.246619,1.3471422,-0.9033621,-0.09427274,-0.23066932,0.38656598,0.17590135,-0.61463684,0.95352942,0.50288135,625.20001,288.22,0.46100447,22.5874,0.052241825,0,-12,0,0,0,0,0,0,0,0,0.46155041,21542.367,27.835,11.573,1.796948166,0.948466155,5.791,6.102,8.303,7.539,4.324,2.65
6410,8,Ningxia,2010,107014480,1595.3,733.40002,31,39,0.035999998,0.097000003,0.67000002,0.017000001,0.050000001,0.044,6.9349999,0.26199999,0,7.3748169,18.488474,-0.48383895,-0.49085256,-0.032921158,-0.49848512,0.83399022,-0.66082466,-0.49736974,-0.50540429,0.41282007,-0.1940672,-0.46389306,0.60608602,0.48098221,632.96002,303.19,0.4790034,30.7857,0.055218164,0,-11,0,0,0,0,0,0,0,0,0.45972544,21977.0,28.0,19.7,1.954377785,1.087609438,5.345,4.672,8.165,7.539,3.845,0.229
6411,8,Ningxia,2011,126847176,1959.3,919.79999,41,39,0.035999998,0.107,0.64899999,0.017999999,0.052999999,0.050999999,5.0079999,0.34599999,0,7.5803428,18.658493,-0.48140693,-0.49085256,-0.032921158,-0.078708164,0.79105717,-0.63050753,-0.25551158,0.13564421,0.1024422,0.16600408,-0.59142208,0.47615126,0.48085573,648.0,318.57001,0.49162036,35.23,0.049907211,0,-10,0,0,0,0,0,0,0,0,0.46945336,19285.0,38.787,19.822,2.089186553,1.068977845,5.019,4.573,8.274,7.539,4.632,-0.22
6412,8,Ningxia,2012,124387528,2162.0,992.5,66,73,0.035,0.109,0.50300002,0.016000001,0.059999999,0.052000001,2.7720001,0.32300001,0,7.6787891,18.638912,-0.4753269,-0.48266441,-0.15538691,0.0052470979,0.49257037,-0.69114184,0.30882424,0.22722276,-0.2577056,0.30219492,-0.69624573,0.14356701,0.46895492,659.0,327.92999,0.4976176,35.3727,0.040923499,0,-9,0,0,0,0,0,0,0,0,0.45906568,16548.0,38.438,18.072,2.012301741,0.963198685,4.978,5.103,8.552,7.539,4.434,1.822
6413,8,Ningxia,2013,128478800,2364.8999,1059.5,166,92,0.039000001,0.121,0.54299998,0.012,0.059999999,0.055,3.5050001,0.48699999,0,7.7684908,18.671274,-0.45100677,-0.47808865,0.33447701,0.50897962,0.5743475,-0.81241053,0.30882424,0.50195771,-0.13964282,0.67659265,-0.81188971,0.32250991,0.47780457,666.0,340.23999,0.51087087,32.928501,0.035695553,0,-8,0,0,0,0,0,0,0,0,0.4480105,15708.0,36.82,21.291,2.026383913,1.006998042,5.492,5.104,8.815,7.539,4.688,2.172
6414,8,Ningxia,2014,125261184,2516.3999,1113.7,115,105,0.035999998,0.118,0.57700002,0.014,0.059999999,0.056000002,3.3599999,0.39199999,0,7.8305845,18.645912,-0.46341002,-0.47495788,-0.032921158,0.38304657,0.64385819,-0.75177622,0.30882424,0.59353632,-0.16299771,0.56884342,-0.76506728,0.32637748,0.4970901,678.0,354.64999,0.52308261,34.596199,0.034580547,0,-7,0,0,0,0,0,0,0,0,0.44257671,15147.0,34.097,21.175,1.986433671,0.980284959,5.984,5.192,9.171,8.016,6.081,4.366
6415,8,Ningxia,2015,120370768,2644.7,1116.8,126,156,0.041000001,0.114,0.55800003,0.02,0.061000001,0.052000001,3.4590001,0.31799999,0,7.8803129,18.606087,-0.46073481,-0.46267563,0.57940894,0.21513572,0.60501409,-0.56987321,0.38944381,0.22722276,-0.14705195,0.59786737,-0.71054345,0.31403565,0.52083892,684.0,368.87,0.53928363,45.490002,0.039956436,0,-6,0,0,0,0,0,0,0,0,0.42227855,16443.0,30.38,18.534,1.853904356,0.933282788,6.255,3.96,9.421,7.988,5.816,4.149
6416,8,Ningxia,2016,122322240,2853.3,1179.7,158,297,0.043000001,0.12800001,0.64600003,0.014,0.063000001,0.056000002,3.1900001,0.42300001,0,7.9562316,18.622169,-0.45295238,-0.42871884,0.82434088,0.80282384,0.78492391,-0.75177622,0.55068266,0.59353632,-0.19037923,1.0089309,-0.85848087,0.47225702,0.51419568,695.0,379.95999,0.54670501,36.689999,0.029245779,0,-5,0,0,0,0,0,0,0,0,0.41345108,13564.4,19.277,24.614,1.975515487,1.065597306,6.805,6.477,9.42,7.487,5.69,4.95
6417,8,Ningxia,2017,142427152,3271.6001,1406.0,203,414,0.043000001,0.138,0.50999999,0.023,0.068999998,0.061999999,2.1530001,0.498,0,8.0930347,18.774342,-0.44200832,-0.40054193,0.82434088,1.2226005,0.5068813,-0.47892165,1.0343989,1.1430062,-0.35740665,1.3706943,-0.89969659,0.27432746,0.55852395,705.0,395.42001,0.56087941,57.610001,0.041965939,0,-4,0,0,0,0,0,0,0,0,0.42975911,12373.4,14.421,22.536,2.383894439,1.206720198,7.359,6.333,9.879,7.487,6.866,6.231
6418,8,Ningxia,2018,154912320,3580.6001,1488.1,345,564,0.044,0.131,0.57599998,0.023,0.067000002,0.056000002,2.4219999,0.324,0,8.1832857,18.85837,-0.40747371,-0.36441767,0.94680667,0.92875659,0.6418137,-0.47892165,0.87316036,0.59353632,-0.3140794,1.1271217,-0.78390414,0.34161663,0.55326611,710.0,405.09,0.57054931,72.379997,0.051005624,0,-3,0,0,0,0,0,0,0,0,0.41560072,12642.3,12.694,18.937,2.509293666,1.052602676,7.506,6.236,9.478,7.487,7.196,7.131
6419,8,Ningxia,2019,174003968,3841.5,1588.0,320,610,0.045000002,0.133,0.46200001,0.018999999,0.068999998,0.061000001,2.145,0.368,0,8.2536182,18.974588,-0.41355374,-0.35333955,1.0692729,1.0127121,0.40874872,-0.60019034,1.0343989,1.0514281,-0.35869521,1.3399954,-0.90076691,0.22801307,0.53995711,717.0,416.0,0.58019525,54.038799,0.03757152,0,-2,1,0,0,0,0,0,0,0,0.41338018,12599.6,12.167,19.064,2.490929452,0.992681521,6.592,5.251,9.541,0.916,7.93,9.32
6420,8,Ningxia,2020,174305456,4036.2,1604.8,425,916,0.044,0.145,0.51800001,0.015,0.068999998,0.063000001,2.9260001,0.398,0,8.3030586,18.97632,-0.38801762,-0.27964607,0.94680667,1.5164443,0.52323681,-0.72145903,1.0343989,1.2345848,-0.23290114,1.510911,-0.92577654,0.39795646,0.52446884,720.92999,468.32001,0.64960539,49.478001,0.033423003,0,-1,0,0,0,0,0,0,0,0,0.39760172,11118.7,6.786,8.315,2.44980518,0.983490391,6.592,5.251,9.541,0.916,7.93,9.32
6421,8,Ningxia,2021,188879872,4666.5,2036.6,454,885,0.046999998,0.142,0.45300001,0.014,0.07,0.067000002,2.5079999,0.38299999,0,8.4481649,19.056622,-0.38096479,-0.28711176,1.3142043,1.3905116,0.39034882,-0.75177622,1.1150185,1.6008984,-0.30022755,1.6919094,-1.0028208,0.32186365,0.52969015,725.0,479.0,0.66068965,47.708401,0.033411752,0,0,0,1,0,0,0,0,0,0,0.43642986,9637.8,5.963,6.159,3.049111591,1.244634314,6.592,5.251,9.541,0.916,7.93,9.32
6422,8,Ningxia,2022,191617152,5168.1001,2318.6001,520,859,0.046999998,0.146,0.45500001,0.014,0.07,0.066,2.47,0.38999999,0,8.5502605,19.071011,-0.36491349,-0.29337329,1.3142043,1.5584221,0.3944377,-0.75177622,1.1150185,1.5093198,-0.30634812,1.7127037,-1.0046735,0.32452622,0.51360363,728.0,483.0,0.66346157,58.204899,0.036656488,0,1,0,0,1,0,0,0,0,0,0.44863683,8389.925,5.319,6.249,3.412275287,1.119104758,6.592,5.251,9.541,0.916,7.93,9.32
6423,8,Ningxia,2023,201084704,5368.7998,2329.0,601,912,0.046,0.14399999,0.454,0.015,0.071999997,0.064999998,2.579,0.377,0,8.5883598,19.119236,-0.34521419,-0.2806094,1.1917386,1.4744666,0.39239323,-0.72145903,1.276257,1.4177412,-0.28879172,1.6683937,-0.96694356,0.32549804,,729.0,491.0,0.67352539,76.330002,0.043582775,0,2,0,0,0,1,0,0,0,0,0.43380272,7842.414,4.504,6.54,3.317474996,0.972217866,6.592,5.251,9.541,0.916,7.93,9.32
3400,9,Anhui,2000,144342896,3162.3,1062.2,26,34,0.024,0.068000004,0.19,0.013,0.037,0.033,4.8870001,0.322,0,8.0590553,18.787703,-0.48505494,-0.4920567,-1.5025125,-1.7158384,-0.14733639,-0.78209335,-1.5454221,-1.5127664,0.082953021,-1.653388,-0.17946023,-0.35661775,,6093.0,,,,,0,-21,0,0,0,0,0,0,0,0,0.33589473,63106.0,35.063,52.847,1.0,1.0,4.846,7.406,4.19,6.94,2.549,1.764
3401,9,Anhui,2001,152599792,3547.7,1258.2,22,37,0.023,0.071999997,0.16599999,0.015,0.037,0.033,4.27,0.249,0,8.1740551,18.843328,-0.48602775,-0.49133423,-1.6249784,-1.547928,-0.19640273,-0.72145903,-1.5454221,-1.5127664,-0.016425896,-1.6502464,-0.17521363,-0.44006446,,6128.0,,,,,0,-20,0,0,0,0,0,0,0,0,0.35465232,63229.0,34.874,49.544,1.191366511,1.191366511,4.682,6.549,4.653,7.917,2.527,0.793
3402,9,Anhui,2002,159799152,3882.3,1347.3,31,54,0.023,0.071999997,0.14399999,0.018999999,0.039999999,0.034000002,4.868,0.20999999,0,8.264183,18.889429,-0.48383895,-0.48724014,-1.6249784,-1.547928,-0.2413802,-0.60019034,-1.303564,-1.4211878,0.079892717,-1.5658239,-0.15430462,-0.407785,,6144.0,,,,,0,-19,0,0,0,0,0,0,0,0,0.34703657,64577.0,34.909,44.797,1.192671108,1.001095042,4.68,6.858,5.644,7.171,2.934,0.87
3403,9,Anhui,2003,177350080,4375.0,1557.6,47,80,0.025,0.079000004,0.17399999,0.012,0.039000001,0.035999998,4.2399998,0.20100001,0,8.3836622,18.993637,-0.47994772,-0.48097861,-1.3800464,-1.2540838,-0.18004729,-0.81241053,-1.3841833,-1.2380314,-0.021257969,-1.3687896,-0.27630293,-0.38117954,0.73166347,6163.0,,,,,0,-18,0,0,0,0,0,0,0,0,0.35602286,63525.0,40.535,66.682,1.247559904,1.046021737,5.152,7.732,6.511,7.254,3.393,0.864
3404,9,Anhui,2004,197213872,5210.8999,1846.2,42,59,0.028999999,0.086999997,0.171,0.015,0.043000001,0.041000001,3.3329999,0.36500001,0,8.5585079,19.0998,-0.48116374,-0.486036,-0.89018273,-0.91826236,-0.18618056,-0.72145903,-1.0617056,-0.78013927,-0.16734654,-0.91874421,-0.39548108,-0.3906391,0.68894136,6228.0,,,,,0,-17,0,0,0,0,0,0,0,0,0.35429579,64054.0,43.9,68.1,1.323824514,1.06113102,5.676,8.962,7.039,7.991,3.524,1.364
3405,9,Anhui,2005,226390496,5761.7002,2197.3999,88,82,0.028000001,0.090000004,0.167,0.015,0.045000002,0.039999999,3.171,0.31200001,0,8.658988,19.237772,-0.46997645,-0.48049694,-1.0126485,-0.79232901,-0.19435829,-0.72145903,-0.90046668,-0.87171781,-0.19343953,-0.9015063,-0.39597106,-0.40648198,0.3205232,6120.0898,2172.6299,0.35499969,,,0,-16,0,0,0,0,0,0,0,0,0.38138047,63487.0,51.5,71.5,1.45502581,1.09910777,6.385,9.932,7.658,8.581,4.391,3.51
3406,9,Anhui,2006,248580768,6602.6001,2653.2,101,128,0.028999999,0.090000004,0.15099999,0.022,0.050000001,0.044,2.9860001,0.40200001,0,8.7952185,19.331278,-0.46681485,-0.46941882,-0.89018273,-0.79232901,-0.22706918,-0.50923884,-0.49736974,-0.50540429,-0.22323708,-0.66379631,-0.39977536,-0.41097215,0.6531018,6110.0,2266.8101,0.37099999,,,0,-15,0,0,0,0,0,0,0,0,0.4018417,70119.0,51.9,66.2,1.523692509,1.047192771,7.065,9.975,8.142,8.758,4.938,3.97
3407,9,Anhui,2007,285447456,8078.0,3371.8,143,124,0.028999999,0.093000002,0.107,0.017000001,0.050999999,0.045000002,2.596,0.26199999,0,8.9968996,19.469568,-0.4566004,-0.47038215,-0.89018273,-0.66639596,-0.31702411,-0.66082466,-0.41675046,-0.41382575,-0.28605357,-0.5842393,-0.47657633,-0.4739491,0.65005344,6118.0,2367.6699,0.38700065,37.649502,0.030268906,0,-14,0,0,0,0,0,0,0,0,0.41740531,73555.553,51.673,56.163,1.715848089,1.126111784,7.421,9.892,8.679,8.976,5.586,4.379
3408,9,Anhui,2008,322314432,9691.2002,4194.5,210,192,0.032000002,0.092,0.118,0.025,0.046,0.043000001,2.477,0.189,0,9.1789732,19.591038,-0.44030589,-0.45400581,-0.52278459,-0.70837373,-0.29453537,-0.41828731,-0.8198474,-0.59698254,-0.30522066,-0.67114729,-0.36413139,-0.49071085,0.63309032,6135.0,2484.6799,0.40500081,54.736698,0.033231653,0,-13,0,0,0,0,0,0,0,0,0.43281534,67007.0,50.263,56.391,1.762496556,1.027186828,7.294,9.647,8.718,8.289,6.068,5.027
3409,9,Anhui,2009,334870304,11063.3,4918.7002,339,385,0.035999998,0.104,0.119,0.025,0.052999999,0.046,2.109,0.31299999,0,9.311389,19.629253,-0.40893292,-0.40752596,-0.032921158,-0.20464122,-0.29249093,-0.41828731,-0.25551158,-0.32224753,-0.36449364,-0.16035542,-0.48249611,-0.43033454,0.61635929,6131.0,2581.1499,0.42099983,59.265301,0.027669219,0,-12,0,0,0,0,0,0,0,0,0.44459611,73441.473,48.686,51.437,1.800639368,1.021641354,7.476,9.391,9.155,8.289,6.15,5.965
3410,9,Anhui,2010,358503104,13474.6,6396.0,431,707,0.035,0.103,0.072999999,0.030999999,0.052999999,0.044,1.605,0.21699999,0,9.5085621,19.697449,-0.38655841,-0.32997921,-0.15538691,-0.246619,-0.38653475,-0.2363843,-0.25551158,-0.50540429,-0.44567186,-0.29111114,-0.36090598,-0.54836589,0.62710941,5956.7002,2561.98,0.43010056,64.720299,0.025011579,0,-11,0,0,0,0,0,0,0,0,0.47467089,70971.0,48.4,47.1,2.067842067,1.148393234,7.676,9.448,10.139,8.289,5.511,6.249
3411,9,Anhui,2011,389163968,16532.699,8189.1001,672,996,0.034000002,0.107,0.071000002,0.034000002,0.057999998,0.046,1.2640001,0.193,0,9.7130957,19.77951,-0.32794687,-0.26037982,-0.27785265,-0.078708164,-0.3906236,-0.14543273,0.14758539,-0.32224753,-0.50059605,-0.13158754,-0.33024144,-0.54914874,0.60458612,5972.0,2673.6599,0.44769925,81.959999,0.024813881,0,-10,0,0,0,0,0,0,0,0,0.49532747,70720.0,48.723,41.059,2.493538988,1.205865297,7.783,9.421,10.032,8.289,5.904,7.775
3412,9,Anhui,2012,402870368,18613.699,9247.9004,1046,1677,0.037,0.107,0.081,0.048,0.054000001,0.046999998,1.28,0.177,0,9.8316526,19.814125,-0.23698957,-0.096375696,0.089545049,-0.078708164,-0.3701793,0.27900764,-0.17489201,-0.23066932,-0.49801895,-0.13823199,-0.090027608,-0.53263593,0.55962753,5978.0,2784.4199,0.46577784,95.518898,0.024114797,0,-9,0,0,0,0,0,0,0,0,0.49683303,67175.0,46.978,35.164,2.515226335,1.008697416,7.999,8.05,10.211,8.289,6.206,7.235
3413,9,Anhui,2013,432133824,20888.199,10233.4,1451,1669,0.035999998,0.111,0.068999998,0.041999999,0.056000002,0.048999999,1.062,0.145,0,9.9469395,19.884247,-0.13849303,-0.09830232,-0.032921158,0.089202672,-0.39471248,0.097104572,-0.01365316,-0.047512557,-0.53313172,-0.032955404,-0.13930953,-0.53194302,0.52111322,5988.0,2885.8601,0.48194054,108.4246,0.024926988,0,-8,0,0,0,0,0,0,0,0,0.48991302,70972.0,45.022,35.176,2.594434479,1.031491458,8.273,7.946,10.704,8.289,7.722,7.29
3414,9,Anhui,2014,439745952,22880.699,10982.6,2301,2060,0.037999999,0.119,0.079999998,0.045000002,0.061000001,0.052999999,0.99900001,0.26899999,0,10.038049,19.901709,0.068228111,-0.0041384278,0.21201079,0.42502436,-0.37222373,0.18805616,0.38944381,0.31880099,-0.54327899,0.31506047,-0.082881279,-0.44643617,0.50437003,5997.0,2989.75,0.49854094,104.7646,0.022461925,0,-7,0,0,0,0,0,0,0,0,0.47999406,69580.0,44.064,58.528,2.667071068,1.02799708,8.839,8.617,11.029,9.102,9.046,9.186
3415,9,Anhui,2015,444211392,24142.699,10838.3,3838,3038,0.039999999,0.115,0.075000003,0.056000002,0.056000002,0.055,0.95999998,0.19599999,0,10.091738,19.911812,0.44202858,0.23139171,0.45694274,0.25711352,-0.38244587,0.52154505,-0.01365316,0.50195771,-0.54956067,0.18998413,0.31247368,-0.43556282,0.49854735,6011.0,3102.52,0.5161404,124.83,0.02382702,0,-6,0,0,0,0,0,0,0,0,0.4489266,71436.0,42.003,47.796,2.454786989,0.920405541,8.947,6.36,11.232,9.072,9.01,7.632
3416,9,Anhui,2016,447562112,26801.199,11517.5,6267,3349,0.039999999,0.126,0.064000003,0.045000002,0.064999998,0.059,1.036,0.25400001,0,10.196202,19.919327,1.0327647,0.30628935,0.45694274,0.71886826,-0.40493461,0.18805616,0.71192122,0.86827129,-0.53731948,0.56902403,0.38785356,-0.30886444,0.47803771,6033.0,3221.3,0.53394663,133.64,0.024197213,0,-5,0,0,0,0,0,0,0,0,0.42973822,49625.0,25.513,92.663,2.768248374,1.127693925,8.49,7.418,10.986,8.574,7.508,7.962
3417,9,Anhui,2017,453812960,30141.801,12681.2,7352,3975,0.037999999,0.123,0.061000001,0.079999998,0.067000002,0.059999999,0.88300002,0.23999999,0,10.313668,19.933195,1.2966381,0.45704791,0.21201079,0.5929352,-0.4110679,1.2491571,0.87316036,0.95984948,-0.5619629,0.43826351,0.91928965,-0.36426857,0.43847254,6057.0,3345.8,0.55238569,198.64,0.032019034,0,-4,0,0,0,0,0,0,0,0,0.42071807,43010.0,18.215,54.439,3.278228975,1.184225016,8.738,7.344,11.19,8.574,8.278,8.304
3418,9,Anhui,2018,492192384,34377.301,14094.4,9553,4335,0.043000001,0.131,0.061999999,0.075000003,0.067000002,0.059,0.76599997,0.228,0,10.445151,20.01438,1.8319243,0.54374611,0.82434088,0.92875659,-0.40902346,1.0975714,0.87316036,0.86827129,-0.58080786,0.61764777,1.0885801,-0.27874535,0.40011519,6076.0,3458.6001,0.56922317,209.32001,0.031849556,0,-3,0,0,0,0,0,0,0,0,0.40999147,42582.0,15.562,45.503,3.454491165,1.053767504,8.859,7.348,11.049,8.574,8.744,8.582
